0100000007	Genesis
01030800ce	Nba, wura fɛ, Allabatala Alla tɛrɛ ye a mataamala nakɔ ɲuma rɔ, fɔɲɔ tɛɛra dooni dooni waati mɛn na. Cɛɛ ni a muso ka a natɔla kan mɛn ka ibori a kɔrɔ ka wa ii dokon Alla ma jiriilu tɛma.
0103090038	Allabatala Alla ka a kan nabɔ cɛɛ ma ko: «I ye mi?»
01030a0088	Cɛɛ ka a jabi: «N ka i natɔla kan mɛn nakɔ ɲuma rɔ tuma mɛn na, n silanda, baa n fari makolon de. Wo le kosɔn, n ka n dokon.»
01030b0082	Allabatala Alla ka a fɔ ko: «Yon de ka a fɔ i yɛ ko i fari makolon de? N ka tɔn sii jiri mɛn na, i ra wo le den dɔɔn wa?»
01030c005a	Cɛɛ ka a fɔ ko: «I ka muso mɛn di n ma, wo le ka jiriden wo di n ma. N ka a dɔɔn.»
01030d0081	Allabatala Alla ka a fɔ muso yɛ ko: «I ka nfen kɛ ɲin di?» Muso ka a fɔ ko: «Sa le ka n manɛɛn ka n lɔɔ a dɔɔnna.»
01030e00d5	Allabatala Alla ka a fɔ sa yɛ ko: «I ra wo kɛ. Wo le kosɔn, n di tɔrɔya la i kan ka tamin kolofen ni waa rɔ sobo bɛɛ kan. Sisen i ri i sɔmɔn i kɔnɔ kan, ka buuri dɔɔn i la dunuɲaratɛɛ bɛɛ rɔ.
01030f007a	N di juuya ladon i ni muso tɛ, ka a ladon i bɔnsɔn ni a bɔnsɔn tɛ. A ri i kun gbasi. I fanan di a sen tintiri cin.»
01031000c0	Allabatala Alla ka a fɔ muso yɛ ko: «N di do la i la tin tɔrɔya kan. I ri i la kɔnɔmaya bɛɛ kɛ dun ba rɔ. A lɔɔ ri kɛ i la, ka sii i cɛɛ kun na, kɔni i ri to a fanka kɔrɔ.»
0103110109	Allabatala Alla ka a fɔ Adama yɛ ko: «I ra i muso kan lamɛn ka jiriden dɔɔn, n ka tɔn sii mɛn na ko i kana a dɔɔn. Wo rɔ, n di duu tiɲan ile kosɔn. Duu tɛ sɔn ka i balo di i ma fo i wa baara siyaman kɛ. A ri kɛ wo ɲa i la dunuɲaratɛɛ bɛɛ rɔ.
0103120053	Tiriwɔnin ni bin juu ri fɛrɛn duukolo kan kɔni i balo ri kɛ sɛnɛsumanilu ri.
01031300a2	I tɛ balo sɔrɔn ni i ma wasi. A ri kɛ wo ɲa haan i wa i kɔsɛ duu rɔ, i danni duu mɛn dɔ kɔnin. I kɔsɛtɔ buuri wo le rɔ, baa i bɔni buuri le rɔ.»
010314004a	Nba, Adama ka a muso tɔɔ la ko Hawa, baa ale le kɛra mɔɔ bɛɛ na ri.
010315006a	Allabatala Alla ka gbolo faanin doilu ladan ka woilu kɛ durukibailu ri ka ii bila Adama ni a muso kan na.
01031600d2	Allabatala Alla ka a fɔ ko: «Awa, cɛɛ ra kɛ ikomin ande do, ka koɲuma ni kojuu lɔn. A kana a bolo rasɔmɔn ma ɲenemaya jiri ma ka a den kadi ka a dɔɔn. Ni a ka a dɔɔn a ri to ɲenema rɔ habadan.»
0103170070	Wo rɔ, Allabatala Alla ka ii labɔ Edɛni nakɔ ɲuma rɔ, ko ii ye wa duu sɛnɛ, Alla ka ii dan duu mɛn dɔ.
0103180120	Nba, Allabatala Alla ka Adama ni Hawa gbɛn ɲa wo le ma. A ka mɛlɛkailu lalɔ nakɔ ɲuma donda la telebɔ fan fɛ. A ka fanmuru fanan bila ye, ta ye mɛnɛnna mɛn na. Fanmuru tama wo ye mininmininna tuma bɛɛ. A ka woilu bila le ye, kosa mɔɔ si kana tamin ka wa ɲenemaya jiri ma.
0104010093	Nba, nbenba Adama ni a muso nma Hawa dɛnda. Nma Hawa ka kɔnɔ ta ka Kabila sɔrɔn. A ka a fɔ ko: «Allabatala da n dɛmɛn ka dencɛ sɔrɔn.»
0104020083	Wo kɔ, a ka kɔnɔ ta ikɔ tuun ka Kabila dɔɔcɛ Abila sɔrɔn. Abila kɛra kolofengbɛngbɛnna ri. Kabila kɛra sɛnɛkɛla ri.
010403005c	Lon do rɔ, Kabila ka a la sɛnɛsuman doilu ta ka na a la sɔ ka na woilu di Allabatala ma.
01040400b9	Abila fanan ka a la saa doilu di Allabatala ma. Saa woilu tɛrɛ ii na den fɔlɔ le ri. Abila ka ii kannatɛɛ ka Allabatala sɔ ii ken dɔ. Abila ni a la saraka diyara Allabatala yɛ.
010405006c	Kɔni Kabila ni a la saraka ma diya Allabatala yɛ. Kabila mɔnɛra wo rɔ kojuuya, ka a ɲa wulen kosɛbɛ!
0104060053	Allabatala ka a fɔ Kabila yɛ ko: «Nfenna i ye mɔnɛla fɔɔ ka i ɲa wulen ten?
01040700d7	Ni i ka koɲuma kɛ, n di n ban i rɔ wa? Ni i ma koɲuma kɛ, kojuu a ri kɛ ikomin wara, mɛn ye i makɔnɔla i la bon da la. A lɔɔ ri kɛ a la, ka sii i kun na, kɔni i kana sɔn a rɔ le, fo i ye se a la le.»
0104080080	Nba, Kabila ka a fɔ a dɔɔcɛ Abila yɛ ko: «An ye wa waa rɔ.» Ii sera ye tuma mɛn na Kabila bera a dɔɔcɛ kan ka a faa.
0104090086	Allabatala ka a fɔ Kabila yɛ ko: «I dɔɔcɛ Abila ye mi?» Kabila ka a fɔ ko: «N ma a diya lɔn. Nde le a kɔnɔgbɛnba ri wa?»
01040a0082	Allabatala ka a fɔ ko: «I ka nfen kɛ ɲin? I dɔɔcɛ jeli bɔtɔla kule kan bɔra duu ma ka se n ma yan, ko ka a ta sara i la.
01040b0078	Sisen, n di tɔrɔya la i kan. I wa fen fen sɛnɛ, a tɛ sɔn butun, baa i ra i dɔɔcɛ jeli le bɔ ka kɛ duu wo kan.
01040c0065	I wa duu sɛnɛ, i tɛ suman foyi sɔrɔn a rɔ. I ri kɛ mɔɔ ri, sii yɔrɔ kelen tɛ mɛn bolo.»
01040d0068	Kabila ka a fɔ Allabatala yɛ ko: «I ra n jahadi mɛn la n kan, wo ka bon ka tamin. N ti se wo kɔrɔ.
01040e00a4	A ragbɛ! I ra n gbɛn ka bɔ duu kan bi. Fo n ye wa n dokon ka n bɔ i ɲakɔrɔ, ka kɛ mɔɔ ri, sii yɔrɔ kelen tɛ mɛn bolo. Mɛn wa n sɔrɔn wo ri n faa.»
01040f00c0	Allabatala ka a fɔ Kabila yɛ ko: «Ni mɔɔ mɔɔ ka Kabila faa, n di i jeli sara wo la siɲa wɔrɔnwula.» Allabatala ka a tɔɔmasere la Kabila kan, sa mɔɔ mɛn wa a yen, wo kana a faa.
010410006d	Wo rɔ, Kabila bɔra Allabatala ɲakɔrɔ ka wa i sii Nodi jamana rɔ, mɛn ye Edɛni jamana telebɔ fan fɛ.
01041100a9	Nba, Kabila ni a muso dɛnda. A muso ka kɔnɔ ta ka dencɛ sɔrɔn. A ka wo tɔɔ la ko Hanɔki. Wo sɔrɔn kɔ, Kabila ka so do sii ka wo tɔɔ la a dencɛ Hanɔki la.
0104120077	Hanɔki ka Iradi sɔrɔn. Iradi ka Metujayeli sɔrɔn. Metujayeli ka Metusayeli sɔrɔn. Metusayeli ka Lamɛki sɔrɔn.
0104130049	Lamɛki ka muso fila ta. Kelen tɔɔ ko Ada. A tɔ kelen tɔɔ ko Tisila.
010414009a	Ada ka dencɛ sɔrɔn ka wo tɔɔ la ko Jabali. Mɔɔ mɛnilu ye ii siila faaninbonilu la ka ii la kolofenilu kɔnɔgbɛn, Jabali kɛra wo bɛɛ benba ri.
0104150051	Jabali dɔɔcɛ le Jubali ri. Wo le kɛra korafɔla ni fulɛfɔla bɛɛ benba ri.
010416009f	Tisila fanan ka dencɛ sɔrɔn ka wo tɔɔ la ko Tubali Kabila. Wo kɛra numun di. A tɛrɛ ye sula ni nɛɛfin nadanna. Tubali Kabila dɔɔmuso tɔɔ ko Nama.
01041700d6	Lon do rɔ, Lamɛki ka a fɔ a musoilu yɛ ko: «Ada ni Tisila, ai ye n kan namɛn. Ai, Lamɛki musoilu, ai ye ai tolo malɔ n na kuma la. Cɛɛ mɛn ka n madimin, n da wo faa. Kanberen mɛn sera n ma, n da wo faa.
01041800a3	A fɔra ko ni mɔɔ mɛn ka Kabila faa, a julu ri sara wo tii la siɲa wɔrɔnwula. Kɔni Lamɛki la julu ri sara fɔɔ siɲa biwɔrɔnwula ni siɲa wɔrɔnwula.»
01041900c8	Nba, Adama ni a muso dɛnda. A muso ka kɔnɔ ta ka dencɛ sɔrɔn ikɔ tuun. A ka wo tɔɔ la ko Sɛti, baa a ka a fɔ ko: «Alla ra dencɛ gbɛrɛ di n ma Abila nɔ rɔ, Kabila ka mɛn faa kɔnin.»
01041a0088	Nba, Sɛti fanan ka dencɛ sɔrɔn. A ka wo tɔɔ la ko Enosi. Mɔɔilu ka Allabatala tara damira Enosi tele le rɔ, ko a ye ii dɛmɛn.
0105010074	Adama bɔnsɔn tɔɔ le sɛbɛni ɲin di. Alla ka mɔɔ dan lon mɛn na, a ka a dan ka a kɛ a jɛrɛ munuɲa le ri.
0105020070	A ka ii dan ka ii kɛ cɛɛ ni muso ri. A banni ii danna, a kumara ka baraka don ii rɔ ka ii tɔɔ la ko mɔɔ.
01050300af	Adama sɔrɔn ka san kɛmɛ ni san bisawa bɔ tuma mɛn na, a ka dencɛ sɔrɔn, mɛn kɛra a la munuɲa ri. Adama ni a dencɛ tɛrɛ su kelen de ri. A ka a tɔɔ la ko Sɛti.
0105040058	Sɛti sɔrɔn kɔrɔ, Adama ka san kɛmɛ seyin de kɛ, ka dencɛ ni denmusoilu sɔrɔn.
010505005d	A si san bɛɛ ladɛnnin kɛra san kɛmɛ kɔnɔndɔ ni san bisawa le ri. Wo dafanin, a sara.
0105060065	Sɛti si ka san kɛmɛ ni san loolu bɔ tuma mɛn na, a ka dencɛ sɔrɔn. A ka wo tɔɔ la ko Enosi.
010507006b	Enosi sɔrɔn kɔrɔ, Sɛti ka san kɛmɛ seyin ni san wɔrɔnwula le kɛ, ka dencɛ ni denmusoilu sɔrɔn.
0105080066	Sɛti si san bɛɛ ladɛnnin kɛra san kɛmɛ kɔnɔndɔ ni san tan ni fila le ri. Wo dafanin, a sara.
010509005e	Enosi si ka san bikɔnɔndɔ bɔ tuma mɛn na, a ka dencɛ sɔrɔn. A ka wo tɔɔ la ko Kenan.
01050a006c	Kenan sɔrɔn kɔrɔ, Enosi ka san kɛmɛ seyin ni san tan ni loolu le kɛ, ka dencɛ ni denmusoilu sɔrɔn.
01050b0060	Enosi si san bɛɛ ladɛnnin kɛra san kɛmɛ kɔnɔndɔ ni san loolu le ri. Wo dafanin, a sara.
01050c0065	Kenan si ka san biwɔrɔnwula bɔ tuma mɛn na, a ka dencɛ sɔrɔn. A ka wo tɔɔ la ko Mahalalɛli.
01050d006e	Mahalalɛli sɔrɔn kɔrɔ, Kenan ka san kɛmɛ seyin ni san binaanin de kɛ, ka dencɛ ni denmusoilu sɔrɔn.
01050e005e	Kenan si san bɛɛ ladɛnnin kɛra san kɛmɛ kɔnɔndɔ ni san tan de ri. Wo dafanin, a sara.
01050f0072	Mahalalɛli si ka san biwɔɔrɔ ni san loolu bɔ tuma mɛn na, a ka dencɛ sɔrɔn. A ka wo tɔɔ la ko Jɛrɛdi.
010510006f	Jɛrɛdi sɔrɔn kɔrɔ, Mahalalɛli ka san kɛmɛ seyin ni san bisawa le kɛ, ka dencɛ ni denmusoilu sɔrɔn.
0105110075	Mahalalɛli si san bɛɛ ladɛnnin kɛra san kɛmɛ seyin ni san bikɔnɔndɔ ni san loolu le ri. Wo dafanin, a sara.
010512007b	Jɛrɛdi si ka san kɛmɛ ni san biwɔɔrɔ ni san fila bɔ tuma mɛn na, a ka dencɛ sɔrɔn. A ka wo tɔɔ la ko Hanɔki.
010513005d	Hanɔki sɔrɔn kɔrɔ, Jɛrɛdi ka san kɛmɛ seyin de kɛ, ka dencɛ ni denmusoilu sɔrɔn.
0105140074	Jɛrɛdi si san bɛɛ ladɛnnin kɛra san kɛmɛ kɔnɔndɔ ni san biwɔɔrɔ ni san fila le ri. Wo dafanin, a sara.
0105150070	Hanɔki si ka san biwɔɔrɔ ni san loolu bɔ tuma mɛn na, a ka dencɛ sɔrɔn. A ka wo tɔɔ la ko Metusalemu.
010516006f	Metusalemu sɔrɔn kɔrɔ, Hanɔki ka san kɛmɛ sawa le kɛ Alla la dɛn dɔ, ka dencɛ ni denmusoilu sɔrɔn.
010517005a	Hanɔki si san bɛɛ ladɛnnin kɛra san kɛmɛ sawa ni san biwɔɔrɔ ni san loolu le ri.
0105180051	Hanɔki mɛnda Alla la dɛn dɔ. A tunura ka a masɔrɔn Alla ka a ta ka wa a ri.
0105190081	Metusalemu si ka san kɛmɛ ni san biseyin ni san wɔrɔnwula bɔ tuma mɛn na, a ka dencɛ sɔrɔn. A ka wo tɔɔ la ko Lamɛki.
01051a0080	Lamɛki sɔrɔn kɔrɔ, Metusalemu ka san kɛmɛ wɔrɔnwula ni san biseyin ni san fila le kɛ, ka dencɛ ni denmusoilu sɔrɔn.
01051b0078	Metusalemu si bɛɛ ladɛnnin kɛra san kɛmɛ kɔnɔndɔ ni san biwɔɔrɔ ni san kɔnɔndɔ le ri. Wo dafanin, a sara.
01051c005a	Lamɛki si ka san kɛmɛ ni san biseyin ni san fila bɔ tuma mɛn na, a ka dencɛ sɔrɔn.
01051d00ae	A ka wo tɔɔ la ko Nuhan. A ka a fɔ ko: «Allabatala ka duu tiɲan ka an bila baara gbɛlɛn dɔ. Kɔni cɛɛ ɲin de kɛtɔ an masabarila baara gbɛlɛn jusukasi kosɔn.»
01051e007b	Nuhan sɔrɔn kɔrɔ, Lamɛki ka san kɛmɛ loolu ni san bikɔnɔndɔ ni san loolu le kɛ, ka dencɛ ni denmusoilu sɔrɔn.
01051f007a	Lamɛki si bɛɛ ladɛnnin kɛra san kɛmɛ wɔrɔnwula ni san biwɔrɔnwula ni san wɔrɔnwula le ri. Wo dafanin, a sara.
0105200056	Nuhan ka san kɛmɛ loolu sɔrɔn tuma mɛn na, a ka Sɛmu ni Hamu ni Jafɛti sɔrɔn.
0106010055	Nba, mɔɔilu tɛrɛ ye siyaya la duukolo kan tuma mɛn na, ii ka denmusoilu sɔrɔn.
010602009a	Wo kɛni, Alla dencɛilu ka ii ɲa lɔ denmuso woilu rɔ ka a yen ko woilu kenɲi kosɛbɛ. Mɛnilu diyara ii yɛ, ii ka woilu ta ka ii kɛ ii musoilu ri.
01060300eb	Wo le rɔ, Allabatala ka a fɔ ko: «N ka n na nii don mɔɔilu rɔ, kɔni n tɛ sɔn a ye mɛn ii rɔ fɔɔ habadan, baa ii tɛ foyi ri fo faribanku, fen banta kɔnin. Ii si san bɛɛ ladɛnnin tɛ tamin san kɛmɛ ni san muwan kan.»
01060400f2	Alla dencɛilu sera mɔɔilu denmusoilu ma tuma mɛn na, woilu ka kɔnɔ ta ka deni sɔrɔn. Den woilu kɛra mɔɔilu jan belebele ri, mɛnilu tɔɔ ko Nefilimu. Kɛbi waati taminni, woilu kɛra cɛɛ fadiyanin di. Ii tɔɔilu bɔra kosɛbɛ.
0106050090	Allabatala ka a yen ko adamadenilu kɔnɔrɔjuuya ra wara dunuɲa rɔ. A ka a yen ko fen si tɔ adamadenilu jusu rɔ fɔɔ miriyajuu tuma bɛɛ.
010606004a	Allabatala nimisara adamadenilu dan ko rɔ duukolo kan. A sɛwani tun tɛ.
0106070102	A ka a fɔ ko: «N da mɔɔ mɛnilu dan, n di woilu halaki ka ii bɔ duukolo kan. Adamadenilu wo, kolofenilu wo, waa rɔ soboilu wo, kɔnɔilu wo, ni niimafen mɛsɛn mɛnilu ye taamala duu ma, n di wo bɛɛ halaki ka a masɔrɔn n da nimisa ii dan ko rɔ.»
0106080022	Kɔni Nuhan diyara Allabatala yɛ.
