0100000007	Genesis
0104160090	And Sella gendride Tubalcayn, that was an hamerbetere, and smyyt on alle werkis of bras and of yrun; forsothe the sistir of Tubalcayn was Neoma.
01041700b5	And Lameth seide to his wyues Ada and Sella, Ye wyues of Lameth, here my vois, and herkne my word; for Y haue slayn a man bi my wounde, and a yong wexynge man bi my `violent betyng;
0104180059	veniaunce schal be youun seuenfold of Cayn, forsothe of Lameth seuentisithis seuensithis.
010419009a	Also yit Adam knewe his wijf, and sche childide a sone, and clepide his name Seth, and seide, God hath put to me another seed for Abel, whom Cayn killide.
01041a0076	But also a sone was borun to Seth, which sone he clepide Enos; this Enos bigan to clepe inwardli the name of the Lord.
0105010083	This is the book of generacioun of Adam, in the dai wher ynne God made man of nouyt. God made man to the ymage and licnesse of God;
010502007b	God formede hem male and female, and blesside hem, and clepide the name of hem Adam, in the day in which thei weren formed.
010503007b	Forsothe Adam lyuede an hundrid yeer and thretti, and gendride a sone to his ymage and liknesse, and clepide his name Seth.
0105040074	And the daies of Adam after that he gendride Seth weren maad eiyte hundrid yeer, and he gendride sones and douytris.
010505005d	And al the tyme in which Adam lyuede was maad nyne hundrid yeer and thretti, and he was deed.
010506003d	Also Seth lyuede an hundrid and fyue yeer, and gendride Enos.
010507006a	And Seth lyuede aftir that he gendride Enos eiyte hundrid and seuen yeer, and gendride sones and douytris.
0105080054	And alle the daies of Seth weren maad nyne hundrid and twelue yeer, and he was deed.
0105090035	Forsothe Enos lyuede nynti yeer, and gendride Caynan;
01050a005e	aftir whos birthe Enos lyuede eiyte hundrid and fiftene yeer, and gendride sones and douytris.
01050b0052	And alle the daies of Enos weren maad nyne hundrid and fyue yeer, and he was deed.
01050c0038	Also Caynan lyuyde seuenti yeer, and gendride Malalehel.
01050d0072	And Caynan lyuede after that he gendride Malalehel eiyte hundrid and fourti yeer, and gendride sones and douytris.
01050e0052	And alle the dayes of Caynan weren maad nyn hundrid and ten yeer, and he was deed.
01050f0042	Forsothe Malalehel lyuede sixti yeer and fyue, and gendride Jared.
0105100072	And Malalehel lyuede aftir that he gendride Jared eiyte hundrid and thretti yeer, and gendride sones and douytris.
010511005e	And alle the daies of Malalehel weren maad eiyte hundrid nynti and fyue yeer, and he was deed.
0105120047	And Jared lyuede an hundrid and two and sixti yeer, and gendride Enoth.
0105130062	And Jared lyuede aftir that he gendride Enoth eiyte hundrid yeer, and gendride sones and douytris.
010514005c	And alle the dayes of Jared weren maad nyn hundrid and twei and sexti yeer, and he was deed.
0105150042	Forsothe Enoth lyuede fyue and sixti yeer, and gendride Matusalem.
010516007e	And Enoth yede with God; and Enoth lyuede after that he gendride Matusalem thre hundrid yeer, and gendride sones and douytris.
010517004d	And alle the daies of Enoth weren maad thre hundride and fyue and sexti yeer.
010518004b	And Enoth yeed with God, and apperide not afterward, for God took hym awei.
0105190055	Also Matusalem lyuede an hundrid and `fourscoor yeer and seuene, and gendride Lameth.
01051a0080	And Matusalem lyuede after that he gendride Lameth seuene hundrid and `fourscoor yeer and twei, and gendride sones and douytris.
01051b005e	And alle the daies of Matusale weren maad nyn hundrid and nyn and sixti yeer, and he was deed.
01051c0053	Forsothe Lameth lyuede an hundrid and `fourscoor yeer and two, and gendride a sone;
01051d0090	and clepide his name Noe, and seide, This man schal comforte vs of the werkis and traueilis of oure hondis, in the loond which the Lord curside.
01051e0070	And Lameth lyuede after that he gendride Noe fyue hundrid `nynti and fyue yeer, and gendride sones and douytris.
01051f0067	And alle the daies of Lameth weren maad seuene hundrid `thre scoor and seuentene yeer, and he was deed.
010520004f	Forsothe Noe whanne he was of fyue hundrid yeer gendride Sem, Cham, and Jafeth.
010601004f	And whanne men bigunnen to be multiplied on erthe, and hadden gendrid douytris,
010602007b	the sones of God seiyen the douytris of men that thei weren faire, and token wyues to hem of alle whiche thei hadden chose.
0106030090	And God seide, My spirit schal not dwelle in man with outen ende, for he is fleisch; and the daies of hym schulen be an hundrid and twenti yeer.
01060400bf	Sotheli giauntis weren on erthe in tho daies, forsothe aftir that the sones of God entriden to the douytris of men, and tho douytris gendriden; these weren myyti of the world and famouse men.
0106050078	Sotheli God seiy that myche malice of men was in erthe, and that al the thouyt of herte was ententif to yuel in al tyme,
010606008f	and repentide him that he hadde maad man in erthe; and God was war bifore ayens tyme to comyng, and was touchid with sorewe of herte with ynne;
01060700c7	and seide, Y schal do awei man, whom Y made of nouyt, fro the face of the erthe, fro man til to lyuynge thingis, fro crepynge beeste til to the briddis of heuene; for it repentith me that Y made hem.
0106080029	Forsothe Noe foond grace bifore the Lord.
0106090069	These ben the generaciouns of Noe. Noe was a iust man and perfit in hise generaciouns; Noe yede with God,
01060a002e	and gendride thre sones, Sem, Cam, and Jafeth.
01060b0049	Forsothe the erthe was corrupt bifore God, and was fillid with wickidnes.
01060c006b	And whanne God seiy, that the erthe was corrupt, for ech fleisch ether man hadde corrupt his weie on erthe,
01060d009c	he seide to Noe, The ende of al fleisch is comen bifore me; the erthe is fillid with wickidnesse of the face of hem, and Y schal distrye hem with the erthe.
01060e00a8	Make thou to thee a schip of trees hewun and planed; thou schalt make dwellynge placis in the schip, and thou schalt anoynte it with pitche with ynne and with outforth.
01060f00b0	And so thou schalt make it. The lengthe of the schip schal be of thre hundrid cubitis, the brede schal be of fifti cubitis, and the hiynesse therof schal be of thretti cubitis.
01061000e5	Thou schalt make a wyndow in the schip, and thou schalt ende the hiynesse therof in a cubite; sotheli thou schalt sette the dore of the schip in the side binethe; thou shalt make soleris and placis of thre chaumbris in the schip.
01061100c1	Lo! Y schal brynge `watris of diluuye ether greet flood on erthe, and Y schal sle ech fleisch in which is the spirit of lijf vndir heuene, and alle thingis that ben in erthe, schulen be wastid.
01061200a9	And Y schal sette my couenaunt of pees with thee; and thou schalt entre in to the schip, and thy sones, and thi wijf, and the wiues of thi sones schulen entre with thee.
0106130093	And of alle lyuynge beestis of al fleisch thou schalt brynge in to the schip tweyne and tweyne, of male kynde and female, that thei lyue with thee;
01061400b5	of briddis bi her kynde, and of werk beestis in her kynde, and of ech crepynge beeste of erthe, by her kynde; tweyne and tweyne of alle schulen entre with thee, that thei moun lyue.
01061500ac	Therfore thou schalt take with thee of alle metis that moun be etun, and thou schalt bere to gidre at thee, and tho schulen be as well to thee as to the beestis in to mete.
010616003b	Therfor Noe dide alle thingis whiche God comaundide to hym.
010701007c	Also the Lord seide to Noe, Entre thou and al thin hous in to the schip, for Y seiy thee iust bifore me in this generacioun.
01070200b7	Of alle clene lyuynge beestis thou schalt take bi seuene and bi seuene, male and female; forsothe of vnclene lyuynge beestis thou schalt take bi tweyne and bi tweyne, male and female;
010703008a	but also of volatils of heuene thou schalt take, bi seuene and bi seuene, male and female, that her seed be saued on the face of al erthe.
010704009c	For yit and aftir seuene daies Y schal reyne on erthe fourti daies and fourti nyytis, and Y schal do awey al substaunce which Y made, fro the face of erthe.
0107050040	Therfor Noe dide alle thingis whiche the Lord comaundide to hym.
0107060058	And he was of sixe hundrid yeer, whanne the watris of the greet flood flowiden on erthe.
0107070090	And Noe entride in to the schip, and hise sones, and hise wijf, and the wyues of his sones, entriden with him for the watris of the greet flood.
010708006e	And of lyuynge beestis clene and vnclene, and of briddis of heuene, and of ech beeste which is moued on erthe,
0107090068	bi tweyne and bi tweyne, male and female entriden to Noe in to the schip, as the Lord comaundide to Noe.
01070a0057	And whanne seuene daies hadden passid, the watris of the greet flood flowiden on erthe.
01070b00c1	In the sixe hundrid yeer of the lijf of Noe, in the secunde moneth, in the seuententhe dai of the moneth, alle the wellis of the greet see weren brokun, and the wyndowis of heuene weren opened,
01070c003a	and reyn was maad on erthe fourti daies and fourti nyytis.
01070d0095	In the ende of that dai Noe entride, and Sem, Cham, and Japheth, hise sones, his wijf, and the wyues of hise sones, entriden with hem into the schip.
01070e00e2	Thei entriden, and ech beeste bi his kynde, and alle werk beestis in her kynde, and ech beeste which is moued on erthe in his kynde, and ech volatil bi his kynde; alle briddis and alle volatils entriden to Noe in to the schip,
01070f0048	bi tweyne and bi tweyne of ech fleisch in whiche the spirit of lijf was.
0107100088	And tho that entriden, entriden male and female of ech fleisch, as God comaundide to hym. And the Lord encloside hym fro with out-forth.
010711008f	And the greet flood was maad fourti daies and fourti niytis on erthe, and the watris weren multiplied, and reiseden the schip on hiy fro erthe.
0107120078	The watris flowiden greetli, and filliden alle thingis in the face of erthe. Forsothe the schip was borun on the watris.
0107130064	And the watris hadden maistrie greetli on erthe, and alle hiye hillis vndur alle heuene weren hilid;
0107140048	the watyr was hiyere bi fiftene cubitis ouer the hilis whiche it hilide.
0107150097	And ech fleisch was wastid that was moued on erthe, of briddis, of lyuynge beestis, of vnresonable beestis, and of alle `reptilis that crepen on erthe.
0107160053	Alle men, and alle thingis in whiche the brething of lijf was in erthe, weren deed.
01071700e8	And God dide awei al substaunce that was on erthe, fro man til to beeste, as wel a crepynge beeste as the briddis of heuene; and tho weren doon awei fro erthe. Forsothe Noe dwellide aloone, and thei that weren with hym in the schip.
0107180052	And the watris of the greet flood ouereyeden the erthe an hundrid and fifti daies.
010801009f	Forsothe the Lord hadde mynde of Noe, and of alle lyuynge beestis, and of alle werk beestis, that weren with hym in the schip; and brouyte a wynd on the erthe.
0108020091	And watris weren decreessid, and the wellis of the see weren closid, and the wyndowis of heuene weren closid, and reynes of heuene weren ceessid.
0108030073	And watrys turneden ayen fro erthe, and yeden ayen, and bigunnen to be decreessid aftir an hundrid and fifti daies.
0108040076	And the schip restide in the seuenthe monthe, in the seuene and twentithe dai of the monthe, on the hillis of Armenye.
01080500a3	And sotheli the watrys yeden and decresiden til to the tenthe monethe, for in the tenthe monethe, in the firste dai of the monethe, the coppis of hillis apperiden.
0108060075	And whanne fourti daies weren passid, Noe openyde the wyndow of the schip which he hadde maad, and sente out a crowe,
0108070049	which yede out, and turnede not ayen til the watris weren dried on erthe.
0108080066	Also Noe sente out a culuer aftir hym, to se if the watris hadden ceessid thanne on the face of erthe;
01080900d6	and whanne the culuer foond not where hir foot schulde reste, sche turnede ayen to hym in to the schip, for the watris weren on al erthe; and Noe helde forth his hoond, and brouyte the culuer takun in to the schip.
01080a0062	Sotheli whanne othere seuene daies weren abedun aftirward, eft he leet out a culuer fro the schip;
01080b00a1	and sche cam to hym at euentid, and bare in hir mouth a braunche of olyue tre with greene leeuys. Therfor Noe vndirstood that the watris hadden ceessid on erthe;
01080c006b	and neuerthelesse he abood seuene othere daies, and sente out a culuer, which turnede `no more ayen to hym.
01080d00f7	Therfor in the sixe hundrid and o yeer of the lijf of Noe, in the firste monethe, in the firste day of the monethe, watris weren decreessid on erthe; and Noe openede the roof of the schip, and bihelde and seiy that the face of the erthe was dried.
01080e0060	In the secunde monethe, in the seuene and twentithe dai of the monethe, the erthe was maad drie.
01080f001d	Sotheli the Lord spak to Noe;
0108100064	and seide, Go out of the schip, thou, and thi wijf, thi sones, and the wyues of thi sones with thee;
01081100eb	and lede out with thee alle lyuynge beestis that ben at thee of ech fleisch, as wel in volatilis as in vnresonable beestis, and alle `reptils that crepen on erthe; and entre ye on the erthe, encreesse ye, and be ye multiplied on erthe.
0108120059	Therfor Noe yede out, and hise sones, and his wijf, and the wyues of hise sones with hym;
0108130079	but also alle lyuynge beestis, and werk beestis, and `reptils that crepen on erthe, bi her kynde, yeden out of the schip.
0108140084	Forsothe Noe bildide an auter to the Lord, and he took of alle clene beestis and briddis, and offride brent sacrifices on the auter.
01081500f4	And the Lord sauerede the odour of swetnesse, and seide to hym, Y schal no more curse the erthe for men, for the wit and thouyt of mannus herte ben redi in to yuel fro yong wexynge age; therfor Y schal no more smyte ech lyuynge soule as Y dide;
0108160072	in alle the daies of erthe, seed and ripe corn, coold and heete, somer and wyntir, nyyt and dai, shulen not reste.
0109010072	And God blisside Noe and hise sones, and seide to hem, Encreesse ye, and be ye multiplied, and fille ye the erthe;
01090200c1	and youre drede and tremblyng be on alle vnresonable beestis of erthe, and on alle briddis of heuene, with alle thingis that ben moued in erthe; alle fischis of the see ben youun to youre hond.
0109030074	And al thing which is moued and lyueth schal be to you in to mete; Y have youe to you alle thingis as greene wortis,
0109040033	outakun that ye schulen not ete fleisch with blood,
01090500b0	for Y schal seke the blood of youre lyues of the hoond of alle vnresonable beestis and of the hoond of man, of the hoond of man and of hys brother Y schal seke the lijf of man.
0109060063	Who euere schedith out mannus blood, his blood schal be sched; for man is maad to the ymage of God.
010907007d	Forsothe encreesse ye, and be ye multiplied, and entre ye on erthe, and fille ye it, Also the Lord seide thes thingis to Noe,
010908001e	and to his sones with him, Lo!
0109090041	Y schal make my couenaunt with you, and with your seed after you,
01090a00c7	and to ech lyuynge soule which is with you, as wel in briddis as in werk beestis and smale beestis of erthe, and to alle thingis that yeden out of the schip, and to alle vnresonable beestis of erthe.
01090b00a6	Y schal make my couenaunt with you, and ech fleisch schal no more be slayn of the watris of the greet flood, nethir the greet flood distriynge al erthe schal be more.
01090c00a0	And God seide, This is the signe of boond of pees, which Y yyue bitwixe me and you, and to ech lyuynge soule which is with you, in to euerlastynge generaciouns.
01090d0064	Y schal sette my bowe in the cloudis, and it schal be a signe of boond of pees bitwixe me and erthe;
01090e0051	and whanne Y schal hile heuene with cloudis, my bowe schal appere in the cloudis,
01090f00c0	and Y schal haue mynde of my boond of pees which Y made with you, and with ech soule lyuynge, that nurschith fleisch; and the watris of the greet flood schulen no more be to do awey al fleish.
01091000c6	And my bowe schal be in the cloudis, and Y schal se it, and Y schal haue mynde of euerlastynge boond of pees, which is maad bitwixe God and man, and ech soul lyuynge of al fleisch which is on erthe.
010911006f	And God seide to Noe, This schal be a signe of boond of pees, which Y made bitwixe me and ech fleisch on erthe.
010912007b	Therfore thei that yeden out of the schip weren Noe, Sem, Cham, and Japheth; forsothe Cham, thilke is the fadir of Chanaan.
0109130058	These thre weren the sones of Noe, and al the kynde of men was sowun of hem on al erthe.
010914004d	And Noe, an erthe tiliere, bigan to tile the erthe, and he plauntide a viner,
010915004f	and he drank wyn, and was drunkun; and he was nakid, and lay in his tabernacle.
01091600b2	And whanne Cham, the fadir of Chanaan, hadde seien this thing, that is, that the schameful membris of his fadir weren maad nakid, he telde to hise tweye britheren with out forth.
01091700d9	And sotheli Sem and Jafeth puttiden a mentil on her schuldris, and thei yeden bacward, and hileden the schameful membris of her fadir, and her faces weren turned awei, and thei sien not the priuy membris of her fadir.
010918006b	And forsothe Noe wakide of the wyn, and whanne he hadde lerned what thingis his lesse sone hadde do to hym,
010919005b	he seide, Cursid be the child Canaan, he schal be seruaunt of seruauntis to hise britheren.
01091a002e	And Noe seide, Blessid be the Lord God of Sem,
01091b007c	and Chanaan be the seruaunt to Sem; God alarge Jafeth, and dwelle in the tabernaclis of Sem, and Chanaan be seruaunt of hym.
01091c0046	Forsothe Noe lyuede aftir the greet flood thre hundrid and fifti yeer;
01091d0053	and alle the daies of hym weren fillid nyn hundrid and fifty yeer, and he was deed.
010a01007a	These ben the generaciouns of the sones of Noe, Sem, Cham, and Jafeth. And sones weren borun to hem aftir the greet flood.
010a020064	The sones of Jafeth weren Gomer, and Magog, and Madai, and Jauan, and Tubal, and Mosoth, and Thiras.
010a030045	Forsothe the sones of Gomer weren Asseneth, and Rifath, and Thogorma.
010a04004b	Forsothe the sones of Jauan weren Helisa, and Tharsis, Cethym, and Dodanym;
010a050077	of these sones the ylis of hethen men weren departid in her cuntrees, ech bi his langage and meynees, in hise naciouns.
010a060049	Sotheli the sones of Cham weren Thus, and Mesraym, and Futh, and Chanaan.
010a070082	Forsothe the sones of Thus weren Saba, and Euila, and Sabatha, and Regma, and Sabatacha. The sones of Regma weren Saba, and Dadan.
010a08003e	Forsothe Thus gendride Nemroth; he bigan to be myyti in erthe,
010a09007d	and he was a strong huntere of men bifore the Lord; of hym a prouerbe yede out, as Nemroth, a strong huntere bifore the Lord.
010a0a006e	Sotheli the bigynnyng of his rewme was Babiloyne, and Arach, and Archad, and Thalamye, in the lond of Sennaar.
