2800000007	Matthew
2802040076	And assembling all the chief priests and scribes of the people, he enquired of them, where the Messiah should be born.
2802050053	Then they answered him, In Bethlehem of Judea, for so it is written by the prophet,
28020600ae	“And thou Bethlehem, land of Judah, art in no respect the least amongst the princes of Judah, for from thee shall go forth the Ruler, who shall conduct my people Israel.”
280207007b	Thereupon Herod secretly calling to him the Magians, enquired very particularly of them the time of the star’s appearing,
28020800c3	and sending them to Bethlehem said, Go, and procure the most exact information respecting this child; and when you have found him, bring me intelligence, that I may come, and pay him homage also.
28020900ac	So having heard the king, they went on; and lo, the star, which they had seen in the East, had gone before them, till it came and stood over the place where the infant was.
28020a0047	And when they saw the star, they were exceedingly transported with joy.
28020b00de	And coming into the house, they found the infant with Mary his mother, and falling prostrate, they paid their homage to him. And opening their treasures, they made their offerings to him, gold, and frankincense, and myrrh.
28020c0075	And having received warning in a dream not to go back to Herod, they departed into their own country by another road.
28020d0100	Now when they were gone, behold an angel of the Lord appeared unto Joseph in a dream, saying, Arise, and take the infant and his mother by night, and flee into Egypt, and stay there, till I speak to thee, for Herod will search for the infant to destroy it.
28020e004f	So rising up, he took the babe and his mother by night, and retired into Egypt,
28020f009c	and was there till the death of Herod; that what was spoken of the Lord by the prophet, might be fulfilled, saying, “Out of Egypt have I called my son.”
280210013f	Then Herod, perceiving that he was treated delusively by the Magians, was greatly exasperated, and he sent and slew all the male infants, that were in Bethlehem, and in all its territories, from their entering their second year and all under it, according to the time, which he had accurately enquired from the Magians.
2802110043	Then was fulfilled what was spoken by Jeremiah the prophet, saying,
28021200a3	“A cry was heard at Ramah, lamentation, and wailing, and bitter moaning, Rachel weeping for her children, and will not be comforted, because they are no more.”
280213005e	Now when Herod was dead, behold, the angel of the Lord appeared in a dream to Joseph in Egypt,
280214008b	saying, Arise, and take the little boy and his mother, and go into the land of Israel: for they who sought the life of the infant are dead.
2802150051	So he arose, and took the child and his mother, and came unto the land of Israel.
28021600b8	But hearing that Archelaus reigned in Judea in the stead of Herod his father, he was afraid to go thither. And being divinely warned in a dream, he retired into the country of Galilee,
2802170088	and came and dwelt in a city called Nazareth: that what was said by the prophets might be fulfilled, that he shall be called a Nazarean.
2803010053	THEN in those days came John the Baptist, preaching in the desert country of Judea,
2803020036	and saying, Repent, for the kingdom of heaven is nigh.
28030300aa	For this is the person spoken of by Isaiah the prophet, saying, “The voice of one crying aloud in the wilderness, Prepare the way of the Lord, make his paths strait.”
2803040087	Now this John had his garment made of camel’s hair, and a girdle of leather about his loins, and his food was locusts and wild honey.
280305004f	Then went out to him Jerusalem and all Judea, and all the regions about Jordan,
2803060047	and were baptized by him in Jordan, on making confession of their sins.
28030700ad	But when he saw many of the Pharisees and of the Sadducees coming to his baptism, he said to them, O ye broods of vipers! who hath warned you to flee from the wrath to come?
2803080029	Produce then worthy fruits of repentance:
280309009d	and think not to say in yourselves, We have Abraham for our father: for I say unto you, that God is able out of these stones to raise up children to Abraham.
28030a0095	And now also the ax is laid to the root of the trees: every tree therefore which produceth not good fruit, is hewing down, and casting into the fire.
28030b00c5	I indeed baptize you with water unto repentance: but he that is coming after me is mightier than I, whose sandals I am not worthy to carry: he shall baptize you with the Holy Spirit, and with fire:
28030c00ba	whose winnowing fan is in his hand, and he will thoroughly cleanse his threshing floor, and will collect the wheat into his granary; but the chaff will he burn up with fire unquenchable.
28030d0053	Then came Jesus from Galilee unto Jordan to John, that he might be baptized by him.
28030e0063	But John earnestly withheld him, saying, I have need to be baptized of thee, and comest thou to me?
28030f0086	But Jesus answering said unto him, Permit it to be so now, for thus it becometh us to fulfil all righteousness. Then he permitted him.
28031000b4	And Jesus, after his baptism, came straight from the water: and lo! the heavens were opened for him, and he saw the Spirit of God descending as it were a dove, and coming upon him:
280311005d	and lo! a voice from the heavens, saying, This is my Son, the beloved, in whom is my delight.
2804010056	THEN was Jesus led away by the spirit into the wilderness, to be tempted by the devil.
2804020050	And when he had fasted forty days and forty nights, afterwards he became hungry.
2804030069	And the tempter coming to him said, If thou art the Son of God, command that these stones be made loaves.
2804040089	But he answering said, It is written, “Man shall not live by bread alone, but by every word that proceedeth out of the mouth of God.”
2804050058	Then the devil taketh him up into the holy city, and placed him on a wing of the temple,
28040600f1	and saith to him, If thou be the Son of God, cast thyself down: for it is written, “that he shall give his angels a charge concerning thee: and in their hands shall they hold thee up, lest at any time thou dash thy foot against a stone.”
2804070056	Jesus said unto him, It is written again, “Thou shalt not tempt the Lord thy God.”
280408007b	Again the devil taketh him unto an exceeding high mountain, and sheweth him all the kingdoms of the world, and their glory;
2804090062	and saith unto him, All these things will I give thee, if thou wilt fall prostrate and worship me.
28040a0091	Then saith Jesus unto him, Avaunt Satan! for it is written, “Thou shalt worship the Lord thy God, and to him only thou pay divine adoration.”
28040b0048	Then the devil leaveth him, and lo! angels came and ministered unto him.
28040c004d	But when Jesus heard that John was cast into prison, he retired into Galilee;
28040d0072	and leaving Nazareth, he came and resided at Capernaum, a maritime city, on the confines of Zebulun and Nephthali:
28040e0046	that what was spoken by the prophet Isaiah might be fulfilled, saying,
28040f006f	“The land of Zabulun, and the land of Naphthali, the road to the sea, beyond Jordan, Galilee of the Gentiles;
2804100090	the people who sat in darkness saw a great light; and on those who sat in the region and shadow of death, even on them hath the light arisen.”
2804110063	From that time Jesus began to preach, and to say, Repent, for the kingdom of heaven is approaching.
28041200ac	And as Jesus was walking by the sea of Galilee, he saw two brothers, Simon who is called Peter, and Andrew his brother, casting a net into the sea, for they were fishermen.
2804130044	And he saith to them, Follow me, and I will make you fishers of men.
2804140037	Then immediately quitting their nets they followed him.
28041500ad	And going on from thence, he saw two other brothers, James son of Zebedee, and John his brother, in a boat with Zebedee their father, mending their nets; and he called them.
2804160045	Then they instantly quitting the ship and their father, followed him.
28041700a5	And Jesus went about all Galilee, teaching in their synagogues, and preaching the gospel of the kingdom, and healing every disease and every malady among the people.
28041800e2	And there went out a report of him into all Syria: and they brought unto him all who had illness, the afflicted with various diseases and painful complaints, and the demoniacs, and lunatics, and paralytics; and he healed them.
2804190070	And great multitudes followed him from Galilee, and Decapolis, and Jerusalem, and Judea, and from beyond Jordan.
2805010069	THEN seeing the multitudes, he went up into the mountain: and seating himself, his disciples came to him:
280502002e	and opening his mouth, he taught them, saying,
2805030047	Blessed are the poor in spirit, for their’s is the kingdom of heaven.
2805040039	Blessed are they that mourn: for they shall be comforted.
2805050037	Blessed are the meek: for they shall inherit the earth.
280506005e	Blessed are they who hunger and thirst after righteousness: for they shall be fed to the full.
2805070035	Blessed are the merciful for they shall obtain mercy.
2805080036	Blessed are the pure in heart: for they shall see God.
280509004a	Blessed are the peacemakers: for they shall be called the children of God.
28050a0063	Blessed are they who are persecuted for righteousness sake: for their’s is the kingdom in heaven.
28050b0074	Blessed are ye, when they shall revile and persecute you, and lying, speak every thing evil against you for my sake.
28050c007d	Rejoice and exult; for plenteous is your reward in the heavens: for just so they persecuted the prophets who went before you.
28050d00b5	Ye are the salt of the earth: but if the salt become insipid, with what can it be salted? it is of no farther use for any purpose, but to be cast out, and trodden under foot of men.
28050e0054	Ye are the light of the world. A city cannot be hid that is situated on an eminence.
28050f0079	Neither do men burn a lamp, and set it under a bushel, but on its stand; and it sheds light on all that are in the house.
280510007a	Just so let your light shine before men, that they may see your good works, and glorify your Father who is in the heavens.
2805110063	Think not that I am come to destroy the law and the prophets: I came not to destroy, but to fulfil.
28051200b2	For I tell you assuredly, that till heaven and earth pass away, not one iota, or the smallest stroke of a letter, shall pass from the law, until all things shall be accomplished.
28051300f6	Whosoever therefore shall break one of the least of these commandments, and teach men so, he shall be accounted the least in the kingdom of heaven: but whosoever shall practise, and teach them, he shall be reckoned great in the kingdom of heaven.
280514009d	For I say unto you, That except your righteousness abounds more than that of the scribes and Pharisees, ye shall in no wise enter into the kingdom of heaven.
280515009e	Ye have heard that it was said to the men of antient times, “Thou shalt do no murder;” and whosoever shall commit murder, shall be liable to the judgment:
280516010e	but I say unto you, That every man who is angry with his brother without cause, shall be liable to the judgment: and whosoever shall say to his brother, Raca, shall be liable to the sanhedrim: but whosever shall say, Thou fool, shall be liable to be cast into hell fire.
280517006e	If therefore thou bring thy gift to the altar, and there rememberest that thy brother hath ought against thee;
2805180074	leave there thy gift before the altar, and go: first be reconciled to thy brother, and then come and offer thy gift.
28051900dc	Be disposed to agree with thy prosecutor speedily, whilst thou art in the way with him to the bar; lest the prosecutor deliver thee up to the judge, and the judge commit thee to the officer, and thou be cast into prison.
28051a006a	Verily I say unto thee, Thou shalt in no wise come out from thence, till thou hast paid the last farthing.
28051b0055	Ye have heard that it was said to those of old, “Thou shalt not commit adultery:”
28051c0085	but I say unto you, That every one who looketh upon a woman to lust after her, hath already committed adultery with her in his heart.
28051d00d8	If then thine eye, the right, leads thee to offend, pluck it out, and cast it from thee: for it is highly for thy advantage, that one of thy members be destroyed, and not that thy whole body should be cast into hell.
28051e00cf	And if thy right hand leads thee to offend, cut it off, and cast it from thee: for it is highly thy interest that one of thy members should be destroyed, and not that thy whole body should be cast into hell.
28051f0064	It hath been said indeed, That whosoever will put away his wife, let him give her a bill of divorce:
28052000ba	But I say unto you, Whosoever shall put away his wife, except on account of whoredom, causeth her to commit adultery: and whosoever shall marry her that is put away, committeth adultery.
2805210086	Again ye have heard that it was said to those of old, “Thou shalt not perjure thyself, but shalt perform to the Lord thine oaths:”
2805220058	But I say to thee, Swear not at all; neither by the heaven; for it is the throne of God:
280523006e	nor by the earth; for it is the footstool of his feet: nor by Jerusalem; for it is the city of the great King:
2805240056	neither shalt thou swear by thy head, for thou canst not make one hair white or black.
280525005e	But let your discourse be, Yea, yea; No, no: for all addition to these is from the wicked one.
2805260047	Ye have heard that it was said, “Eye for eye, and tooth for tooth:”
280527007f	but I say unto you, Resist not an injurious act; but whosoever shall smite thee on the right cheek, turn to him also the other.
2805280051	And if a man will prosecute thee, and take thy coat, let him have thy cloak also.
280529003d	And whosoever shall press thee for one mile, go with him two.
28052a0056	Give to him that asketh thee; and from him who wants to borrow of thee, turn not away.
28052b0060	Ye have heard that it hath been said, “Thou shalt love thy neighbour, and hate thine enemy.”
28052c00a0	But I say unto you, Love your enemies, bless those who curse you, do good to those who hate you, and pray for those who treat you insolently, and persecute you;
28052d00a8	that ye may be the children of your Father who is in heaven: for he causeth his sun to rise on the evil and on the good, and tendeth rain on the just and on the unjust.
28052e0062	For if ye love those who love you, what reward have you? do not even the publicans the same thing?
28052f005d	And if ye embrace your brethren only, what do ye extraordinary? do not even the publicans so?
2805300044	Be ye therefore perfect, as your Father who is in heaven is perfect.
280601008e	TAKE heed that ye do not your alms before men, in order to catch their eye: for otherwise ye have no reward from your Father who is in heaven.
28060200d3	Therefore when thou givest alms, sound not a trumpet before thee, as the hypocrites do, in the synagogues, and in the streets, that they may have glory from men. Verily I say unto you, They receive their reward.
280603004e	But when thou givest alms, let not thy right hand know what thy left is doing:
2806040066	that thine alms may be in secret: and thy Father who seeth in secret, will himself reward thee openly.
28060500db	And when thou prayest, be not as the hypocrites: for they love standing in the synagogues and at the corners of the streets, to pray, that they may make a shew to men. Verily I say unto you, That they have their reward.
28060600a5	But when thou prayest, enter into thy closet, and shut thy door, to pray to thy Father who is in secret; and thy Father who seeth in secret shall reward thee openly.
280607008b	And when thou art at prayer, use not vain repetitions, like the heathen: for they imagine that they shall be heard for their much speaking.
2806080067	Be not ye therefore like them: for your Father knoweth of what things ye have need, before you ask him.
2806090049	Thus then pray ye: Our Father, which art in heaven, hallowed be thy name.
28060a0040	Thy kingdom come. Thy will be done in earth, as it is in heaven.
28060b0021	Give us this day our daily bread.
28060c0034	And forgive us our debts, as we forgive our debtors.
28060d008b	And lead us not into temptation; but deliver us from evil: for thine is the kingdom, and the power, and the glory, for ever and ever. Amen!
28060e0051	For if ye forgive men their offences, your heavenly Father will also forgive you:
28060f005c	but if ye forgive not to men their offences, neither will your Father forgive your offences.
28061000c7	And when ye fast, be not as the hypocrites, affecting a gloomy look: for they disfigure their visages, that they may make a shew of fasting to men. Verily I say unto you, That they have their reward.
2806110043	But when thou keepest a fast, anoint thine head, and wash thy face;
2806120094	that thou mayest not make a shew of fasting to men, but to thy Father who is in secret: and thy Father who seeth in secret shall reward thee openly.
2806130079	Lay not up for yourselves treasures upon earth, where the rust and canker spoil, and where thieves dig through and steal:
2806140083	but lay up for yourselves treasures in heaven, where neither rust nor canker spoil, and where thieves do not dig through and steal;
280615003a	for where your treasure is, there will your heart be also.
280616006c	The lamp of the body is the eye: if therefore thine eye be transparent, thy whole body shall be enlightened.
280617008f	But if thine eye be vitiated, thy whole body will be darkened. If therefore the light which is in thee be darkness, how great is that darkness!
28061800a9	No man can serve two masters: for he will either hate the one, and love the other; or he will adhere to the one, and disregard the other. Ye cannot serve God and mammon.
28061900d2	For this cause I tell you, Be not anxious about your life, what ye shall eat, or what ye shall drink; nor for your body, what ye shall put on. Is not the life of more value than meat, and the body than raiment?
28061a00a0	Look on the birds of the air: for they neither sow, nor reap, nor gather into barns; yet your heavenly Father feedeth them. Are you not of more value than they?
28061b0041	But which of you, by his cares, can add one cubit to his stature?
28061c0073	And why are ye anxious about clothing? Contemplate the lilies of the field, how they grow; they toil not, nor spin:
28061d004e	yet I tell you, Not even Solomon in all his glory was arrayed as one of these.
28061e00ab	If God then so clothe a vegetable of the field, which to-day is, in beauty, and tomorrow is cast into the furnace, shall he not much more clothe you, O ye of little faith?
28061f0075	Wherefore be under no anxiety, saying, What shall we eat? or, What shall we drink? or, With what shall we be clothed?
280620006e	(for after all these things the heathen seek:) and your heavenly Father knoweth that ye have need of them all.
2806210079	But seek ye, in the first place, the kingdom of God, and his righteousness; and all these things shall be given you over.
2806220082	Be not therefore anxious about to-morrow: for tomorrow will provide for its own wants. Sufficient for the day is the evil thereof.
2807010021	JUDGE not, that ye be not judged.
2807020080	For with the same judgment ye judge others, shall ye be judged: and with the measure ye mete, shall it be measured to you again.
2807030080	And why spiest thou out the mote which is in thy brother’s eye, yet payest no attention to the beam which is in thine own eye?
2807040080	Or how wilt thou say to thy brother, Suffer me to take the mote off from thine eye: and behold there is a beam in thine own eye?
2807050087	Thou hypocrite, take first the beam out of thine own eye and then shalt thou see clearly to take off the mote from thy brother’s eye.
280706007f	Give not that which is holy to dogs, nor cast pearls before swine; lest they tread them under foot, and turning round tear you.
2807070060	Ask, and it shall be given you; seek, and ye shall find; knock, and it shall be opened unto you:
280708006e	for every one that asketh receiveth; and he that seeketh findeth; and to him that knocketh it shall be opened.
2807090052	What man is there of you, of whom if his son ask a loaf, will he give him a stone?
28070a0030	or if he ask a fish, will he give him a serpent?
28070b00a5	If ye then, evil as ye are, know how to bestow good gifts on your children; how much more will your Father who is in heaven, bestow good things on those who ask him?
28070c008b	All things therefore whatsoever ye would be willing that men should do to you, just so do ye to them: for this is the law and the prophets.
28070d0090	Enter in through the strait gate: for wide is the gate, and spacious the road, which leadeth to perdition, and they are many who enter that way:
28070e006b	because strait is the gate, and narrow the road, which leadeth to life, and they are but a few who find it.
28070f006e	Take heed then of false prophets, who come to you in the garb of sheep, but inwardly they are ravening wolves.
2807100067	By their fruits ye shall know them. Do men gather a bunch of grapes from thorns, or figs from thistles?
2807110059	So every good tree beareth good fruits; but every bad tree in kind, produceth bad fruits.
280712005a	A good tree cannot produce bad fruits, neither can a tree bad in kind produce good fruits.
280713004c	Every tree that beareth not good fruit, is cut down, and cast into the fire.
280714002e	Well then! by their fruits ye shall know them.
280715008c	Not every one who saith to me, Lord, Lord! shall enter into the kingdom of heaven; but he that doeth the will of my Father who is in heaven.
28071600a3	Many will say unto me in that day, Lord, Lord, have we not prophesied in thy name? and in thy name have we not cast out devils? and in thy name done many miracles?
2807170061	And then will I profess unto them, that I never knew you: depart from me, ye workers of iniquity.
28071800a0	Every man therefore who is hearing from me these words, and puts them in practice, I will compare him to the intelligent man, who erected his house upon a rock:
2807190093	and the rain descended, and the rivers rushed, and the winds blew, and they beat against that house, and it fell not; for it was founded on a rock.
28071a0094	And every man who is hearing these sayings of mine, and doth not practise them, he will resemble the foolish man, who built his house upon the sand:
28071b0089	and the rain descended, and the rivers rushed, and the winds blew, and set against that house, and it fell; and the fall of it was great.
28071c0079	And it was so, that when Jesus had concluded all these sayings, the multitudes were exceedingly struck with his teaching:
28071d003f	for he taught them as having authority, and not as the scribes.
2808010044	NOW when he descended from the mount, great multitudes followed him.
280802005e	And lo! a leper came and worshipped him, saying, Lord, if thou wilt, thou canst make me clean.
2808030076	And stretching out his hand, Jesus touched him, saying, I will; be thou clean. And instantly the leprosy was cleansed.
2808040094	And Jesus said to him, See thou tell no man; but go, shew thyself to the priest, and offer the gift which Moses commanded for a testimony unto them.
2808050055	Then as Jesus was entering into Capernaum, there met him a centurion, intreating him,
2808060055	and saying, My servant is lying in the house paralytic, terribly tormented with pain.
2808070032	And Jesus said unto him, I will come and heal him.
2808080086	And the centurion said, I am not a fit person, that thou shouldest come under my roof: but only speak a word, and my servant be cured.
28080900c4	For I also am a man under authority, having under my command soldiers and I say to this soldier, Go, and he goeth; and to another, Come, and he cometh; and to my servant, Do this, and he doeth it.
28080a008e	And Jesus hearing him, marvelled, and said to those who were following, Verily I say unto you, not even in Israel have I found so great faith.
28080b009a	And I say unto you, That many shall come from the east and from the west, and shall sit down with Abraham, and Isaac, and Jacob, in the kingdom of heaven.
28080c0074	But the children of the kingdom shall be cast into the outer darkness: there shall be wailing and gnashing of teeth.
28080d007b	And Jesus said to the centurion, Go; and as thou hast believed, be it to thee. And his servant was cured at that very hour.
28080e0068	And when Jesus was come into the house of Peter, he saw his mother-in-law laid on a bed, and in a fever.
28080f0055	And he touched her hand, and the fever left her: and she arose, and waited upon them.
2808100090	And when evening was come, they brought him many possessed by devils: and he cast out the spirits by a word, and all who had illnesses he cured:
2808110078	that it might be fulfilled what was spoken by the prophet, “Himself he took our infirmities, and bore our diseases.”
2808120058	Now when Jesus saw great multitudes about him, he gave orders to pass to the other side.
2808130062	And a certain scribe came, and said unto him, Master, I will follow thee whithersoever thou goest.
280814008a	And Jesus said unto him, The foxes have holes, and the birds of the air have nests; but the Son of man hath not where he can lay his head.
2808150055	And another of his disciples said unto him, Permit me first to go and bury my father.
2808160049	And Jesus said unto him, Follow me; and let the dead bury their own dead.
2808170038	And going on board a vessel, his disciples followed him.
280818006e	And, behold, there was a great tempest in the sea, so that the vessel was hid by the waves; but he was asleep.
280819004d	And his disciples coming, awoke him, saying, Lord, save us: we are perishing!
28081a009e	And he said unto them, Why are ye fearful, O ye of little faith? Then arising, he issued his mandate to the winds, and to the sea; and there was a great calm.
28081b0065	And the men marvelled, saying, What a wondrous man is this, that even the winds and the sea obey him!
28081c00c2	And when he came to the other side, into the region of the Girgasenes, there met him two demoniacs, coming from the sepulchres; exceeding fierce, so that no person was able to pass by that road.
28081d0089	And lo! they cried out, saying, What have we to do with thee, Jesus, thou Son of God? art thou come hither before the time to torment us?
28081e0048	And at a considerable distance, there was a great herd of swine feeding.
28081f0062	Then the devils besought him, saying, If thou cast us out, permit us to go into the herd of swine.
28082000c0	And he said to them, Go. Then they going forth out of him, entered into the herd of swine: and lo! the whole herd of the swine rushed down a precipice into the sea, and perished in the waters.
2808210076	But they who fed them fled, and going away into the city, reported all things, and what had happened to the demoniacs.
280822007a	And, behold, all the city came out to meet him: and when they saw him, they besought him to depart from their territories.
2809010048	AND going on board the vessel, he passed over, and came to his own city.
280902009f	And lo! they brought him a paralytic stretched on a bed: and Jesus seeing their faith said to the paralytic, Be of good cheer, son; thy sins are forgiven thee.
2809030049	And lo! some of the scribes said within themselves, This man blasphemeth.
280904005b	And Jesus, seeing their thoughts, said, wherefore do ye imagine evil things in your hearts?
2809050058	For which is the easier, to say, Thy sins are forgiven thee; or to say, Arise, and walk?
28090600a4	But that ye may know that the Son of man hath authority upon earth to forgive sins, (then he saith to the paralytic,) Arise, take up thy bed, and go into thy house.
2809070024	And he arose, and went to his house.
280908006a	But when the multitude saw it, they were astonished, and glorified God, who had given such power unto men.
2809090093	And Jesus passing from thence, saw a man sitting at the custom house, called Matthew: and saith unto him, Follow me. And he arose and followed him.
28090a0085	And it came to pass, as he sat in his house, many tax-gatherers and sinners came, and sat down at table with Jesus and his disciples.
28090b0077	And the Pharisees observing it, said to his disciples, How is this, that your Master eateth with publicans and sinners?
28090c0084	But Jesus hearing it, said unto them, They who are in the vigour of health have no need of the physician, but they who have illness.
28090d008d	Go then, and learn what is said, “I require mercy and not sacrifice:” for I am not come to call the righteous, but sinners to repentance.
28090e0076	Then came unto him disciples of John, saying, Why do we and the Pharisees keep many fasts, but thy disciples fast not?
28090f00cc	And Jesus said unto them, Can the children of the bridechamber weep, whilst the bridegroom is with them? but the days will come, when the bridegroom shall be taken away from them, and then will they fast.
280910008f	But no man ingrafts a patch of undressed cloth into an old garment, for the piece supplied taketh from the garment, and the rent becomes worse.
28091100c3	Nor do they put new wine into old bottles: but if they do, the bottles burst, and the wine is spilt, and the bottles are destroyed: but they put new wine into new bottles, and both are preserved.
28091200c9	As he was speaking these things to them, behold, there came a ruler, and prostrated himself before him, saying, My daughter hath just now died: but come and lay thine hand upon her, and she shall live.
280913003a	And Jesus arose, and followed him, and his disciples also.
280914006d	And, behold, a woman, who had an haemorrage twelve years, came behind, and touched the fringe of his garment:
280915004b	for she said within herself, If I only touch his garment, I shall be cured.
280916008e	Then Jesus, turning about and beholding her, said, Be encouraged, daughter; thy faith hath saved thee. And the woman was cured from that hour.
2809170072	And when Jesus was come into the ruler’s house, and saw the flute-players, and a multitude confusedly lamenting,
280918005e	he saith to them, Retire; for the little girl is not dead, but sleeping. And they derided him.
2809190063	So when the multitude was put out, he went in, and took her by the hand, and the little girl arose.
28091a0034	And the fame of it went forth into all that country.
28091b0071	And as Jesus departed thence, two blind men followed him, crying out, and saying, Have mercy on us, son of David!
28091c0097	So when he came into the house, the blind men came to him: and Jesus said to them, Believe ye that I am able to do this? They said unto him, Yes, Lord.
28091d004b	Then he touched their eyes, saying, According to your faith be it unto you.
28091e0066	And their eyes were opened; and Jesus strictly charged them, saying, Take care that no person know it.
28091f0041	But they going forth, blazoned his fame through all that country.
2809200055	And when they were coming out, behold, they brought unto him a man, dumb, a demoniac.
2809210091	And when the devil was cast out, the dumb man spoke: and the multitudes marvelled, saying, Never at any time was the like to this seen in Israel.
2809220050	But the Pharisees said, By the prince of the devils doth he cast the devils out.
28092300ca	And Jesus took a circuit through all the cities and villages, teaching in their synagogues, and preaching the gospel of the kingdom, and healing all manner of disease, and every malady among the people.
2809240099	And beholding the multitudes, he was moved with compassion for them, because they were fainting, and lying here and there, as sheep that had no shepherd.
2809250059	Then said he to his disciples, The harvest indeed is abundant, but the labourers are few;
280926005c	entreat therefore the Lord of the harvest, that he would send forth workmen for his harvest.
280a01009c	AND having called unto him his twelve disciples, he gave them authority over unclean spirits, to cast them out, and to cure every disease, and every malady.
280a02009a	Now these are the names of the twelve apostles; The first, Simon, who is called Peter, and Andrew his brother; James son of Zebedee, and John his brother;
280a03007c	Philip, and Bartholomew; Thomas, and Matthew the tax-gatherer; James son of Alpheus, and Lebbeus, whose surname is Thaddeus;
280a04003e	Simon the Cananite, and Judas Iscariot, who also betrayed him.
280a05008f	These twelve did Jesus send forth, commanding them, saying, Go not into the way of the Gentiles, and into any city of the Samaritans enter not:
280a060040	but go rather to the sheep that are lost of the house of Israel.
280a070043	And as ye go, preach, saying, The kingdom of heaven is approaching.
280a080069	Heal the sick, cleanse the lepers, raise the dead, cast out devils: freely ye have received, freely give.
280a09003b	Provide neither gold, nor silver, nor brass in your purses,
280a0a006a	nor a scrip for the journey, nor two coats, nor sandals, nor stick: for the workman is worthy of his food.
280a0b006a	And into whatsoever city or village ye enter, enquire who in it is worthy; and there abide till ye depart.
280a0c002a	And when ye come into a family, salute it:
280a0d0080	and if the family shall be deserving, your peace shall come upon it: and if it be not deserving, your peace shall return to you.
280a0e0087	And whosoever shall not receive you, nor attend to your discourses, go out of that house, or city, and shake off the dust of your feet.
280a0f007f	Verily I say unto you, It shall be more tolerable for the land of Sodom and Gomorrah in the day of judgment than for that city.
280a100075	Behold, I send you forth as sheep in the midst of wolves: be ye therefore prudent as serpents, and harmless as doves.
280a110075	But be on your guard against men: for they will deliver you up to the sanhedrim, and scourge you in their synagogues.
280a12006a	And ye shall be brought before rulers and kings for my sake, for a testimony against them and the heathen.
280a13008c	But when they shall deliver you up, be under no anxiety what ye shall say; for it shall be given you in that very hour what ye should speak:
280a14005b	for it is not you who are speaking, but the Spirit of your Father which is speaking in you.
280a150095	Then brother shall surrender brother to death, and the father the son; and children shall rise up against parents, and cause them to be put to death.
280a160070	And ye shall be hated of all men for my name’s sake: but he that endureth to the end, that man shall be saved.
280a1700b9	But when they shall persecute you in one city, flee unto another: for verily I say unto you, Ye shall not complete your circuit through the cities of Israel before the Son of man comes.
280a18004e	The disciple is not superior to his teacher, nor the servant above his master.
280a1900a7	It is sufficient if the disciple be as his teacher, and the servant as his master. If they have called the master of the family Beelzebub, how much more his domestics?
280a1a0079	However, fear them not: for there is nothing concealed, which shall not be discovered; nor hid, which shall not be known.
