0100000006	1 Mose
0102070078	Awurade Nyankopɔn de asase no so dɔte nwen onipa, na ɔhomee nkwa home guu ne hwenem, maa onipa no bɛyɛɛ ɔteasefo.
0102080063	Afei Awurade Nyankopɔn yɛɛ turo wɔ Eden apuei fam, na ɛhɔ na ɔde onipa a ɔnwen no no tenae.
0102090093	Awurade Nyankopɔn maa nnua ahorow nyinaa fifi fii asase no mu; nnua a ɛyɛ fɛ na wodi. Na nkwa dua ne papa ne bɔnehu dua sisi turo no mfimfini.
01020a006c	Na asu sen fii Eden bɛfɔw turo no mu afifide no; efi hɔ a, na saa asu no mu apaapae ayɛ nsubɔnten anan.
01020b0076	Wɔtoo asu a apaapae no mu nea edi kan no din Pison. Na ɛkɔntɔn fa Hawila asase a sikakɔkɔɔ wɔ so no so nyinaa.
01020c0058	Na saa asase no so sikakɔkɔɔ ye. Na ɛhyɛ a ɛyɛ huam ne apopobibiribo nso wɔ hɔ.
01020d0065	Asubɔnten a ɛto so abien no din de Gihon. Na ɛno ara na ɛkɔntɔnkɔntɔn fa Kus asase ho nyinaa.
01020e008d	Asu a ɛto so abiɛsa no, na wɔfrɛ no Tigris a ɛsen kɔ asase kɛse Asiria apuei fam no. Asu a ɛto so anan no nso, na wɔfrɛ no Eufrate.
01020f0064	Awurade Nyankopɔn faa onipa no de no kɔtenaa Eden turo mu hɔ sɛ ɔnyɛ mu adwuma, na ɔnhwɛ so.
010210006d	Na Awurade Nyankopɔn bɔɔ onipa no kɔkɔ se, “Wowɔ ho kwan sɛ wudi dua biara so aba wɔ turo yi mu ha;
010211006d	nanso wunni ho kwan sɛ wudi papa ne bɔnehu dua no so aba. Da a wubedi no, nea ɛbɛyɛ biara no, wubewu.”
0102120061	Afei Awurade Nyankopɔn kae se, “Enye sɛ onipa nko tena; mɛbɔ ɔboafo a ɔfata no ama no.”
01021300fa	Saa bere no na Awurade Nyankopɔn de mfutuma abɔ wuram mmoa ne wim nnomaa nyinaa. Enti, ɔde wɔn brɛɛ onipa sɛ ɔnhwehwɛ din ko a ɔde bɛtoto wɔn; na din a onipa de too abɔde a nkwa wɔ mu biara no, ɛno ara na ɛyɛɛ din a wɔde frɛɛ no.
010214006b	Enti onipa totoo nyɛmmoa, wim nnomaa ne wuram mmoa no nyinaa din. Nanso onipa de, wannya ɔboafo a ɔfata.
0102150095	Enti Awurade Nyankopɔn maa onipa daa nnahɔɔ. Bere a onipa daa saa no, oyii ne mfe mu mparow baako, na ɔde honam taree baabi a oyii mparow hɔ no.
0102160065	Afei Awurade Nyankopɔn de mfe mu mparow baako a oyi fii onipa mu no bɔɔ ɔbea, de no maa onipa no.
0102170074	Na Adam kae se, “Mʼankasa me dompe ne me honam bi ni. Wɔbɛfrɛ oyi ɔbea efisɛ ɔbarima mu na woyii no fii.”
010218006c	Eyi nti na ɔbarima gyaw nʼagya ne ne na de ne ho kɔbɔ ne yere ho sɛnea wɔn baanu no bɛyɛ nnipa koro.
0102190049	Saa bere no, na ɔbarima ne ne yere nyinaa ho da hɔ, nanso na wɔmfɛre.
01030100da	Na ɔwɔ yɛ ɔdaadaafo wɔ wuram mmoadoma a Awurade Nyankopɔn abɔ wɔn no nyinaa mu. Ɔwɔ no kɔɔ ɔbea no nkyɛn kobisaa no se, “Enti ɛyɛ ampa ara sɛ, Onyankopɔn se, ‘Munnni turo yi mu aduaba biara?’”
0103020050	Ɔbea no buaa ɔwɔ se, “Yetumi di nnua a ɛwɔ turo yi mu no so aduaba biara,
0103030094	nanso Onyankopɔn kae se, ‘Ɛnsɛ sɛ yedi dua a esi turo no mfimfini no so aduaba, na ɛnsɛ sɛ yɛde yɛn nsa mpo ka, anyɛ saa a yebewu.’”
0103040032	Na ɔwɔ no ka kyerɛɛ ɔbea no se, “Morenwuwu.
0103050080	Mmom, Onyankopɔn nim sɛ, da a mubedi no ara pɛ, mo ani bɛba mo ho so, ama moayɛ sɛ Onyankopɔn, na moahu papa ne bɔne.”
01030600c1	Bere a ɔbea no huu sɛ dua a esi mfimfini no so aba no wodi a, ɛbɛyɛ yie, na ɛyɛ akɔnnɔ, na afei ɛtew ani no, ɔtew bi dii, de bi maa ne kunu a na ɔne no wɔ hɔ no, maa ɔno nso dii.
010307008c	Wodi wiee no, wɔn baanu ani baa wɔn ho so, na wohuu sɛ wɔn nyinaa da adagyaw. Enti wɔkekaa nhaban sisii anim, de kataa wɔn adagyaw so.
01030800b5	Da no anwummere, wɔtee Awurade Nyankopɔn nka sɛ ɔnam turo no mu; enti Adam ne ne yere Hawa de wɔn ho kosiee nnua a ɛwɔ turo mu hɔ no mu sɛnea Awurade Nyankopɔn renhu wɔn.
010309003e	Na Awurade Nyankopɔn frɛɛ Adam bisaa no se, “Mowɔ he?”
01030a006d	Adam buae se, “Metee wo nka wɔ turo no mu hɔ, nanso na misuro, efisɛ na meda adagyaw nti mekɔtɛwee.”
01030b0084	Na Onyankopɔn bisaa no se, “Hena na ɔka kyerɛɛ wo se na woda adagyaw? Woadi dua a meka kyerɛɛ wo se nni so aba no bi ana?”
01030c008a	Adam kae se, “Yiw, nanso ɔbea no a wode no maa me sɛ me ne no ntena no na ɔde aduaba a ɔtew fii dua no so no brɛɛ me maa midii.”
01030d007d	Enti Awurade Nyankopɔn bisaa ɔbea no se, “Dɛn na woayɛ yi?” Ɔbea no buae se, “Ɔwɔ no na ɔdaadaa me ma midii.”
01030e00bc	Enti Awurade Nyankopɔn ka kyerɛɛ ɔwɔ no se, “Esiane saa ade a woayɛ yi nti, “Wɔadome wo wɔ mmoa nyinaa ne nkekaboa mu. Wobɛwea wʼafuru so, na wo nkwanna nyinaa woadi mfutuma.
01030f0073	Mede ɔtan bɛto wo ne ɔbea no ne wʼasefo ne nʼasefo ntam. Ɔno na ɔbɛbɔ wo ti, na wo nso woaka ne nantin.”
01031000b3	Afei, Awurade Nyankopɔn ka kyerɛɛ ɔbea no nso se, “Wobɛte ɔyaw pa ara wɔ wʼawo mu; ɔyaw mu na wobɛwo mma. Eyi nyinaa akyi no, wʼani begyina wo kunu na obedi wo so.”
01031100c9	Onyankopɔn ka kyerɛɛ Adam nso se, “Esiane sɛ wutiee wo yere asɛm, na wudii dua a mehyɛɛ wo se, ‘nni so aba no’ nti, “Madome asase, na ɔbrɛ ne ɔhaw mu na wubedidi so wo nkwanna nyinaa.
010312003a	Ebefifi nsɔe ne nkyɛkyerɛ ama wo na woadi wuram nhaban.
01031300a3	Wubesiam wʼanim fifiri ansa na woanya aduan adi, kosi sɛ wubewu akɔ dɔte mu, efisɛ dɔte no mu na menwen wo fii; woyɛ dɔte, na dɔte mu na wobɛsan akɔ.”
0103140049	Adam too ne yere no din Hawa, efisɛ ɔno na ɔbɛyɛ ateasefo nyinaa na.
0103150057	Awurade Nyankopɔn de aboa nhoma yɛɛ ntade maa Adam ne ne yere Hawa de kataa wɔn ho.
01031600c1	Awurade Nyankopɔn kae se, “Afei, onipa no abɛyɛ sɛ yɛn ara a, wahu papa ne bɔne. Ɛnsɛ sɛ yɛma no kwan na ɔteɛ ne nsa kɔtew nkwa dua no so aba no bi di, na ɔtena ase afebɔɔ.”
010317006e	Enti Awurade Nyankopɔn pam no fii Eden turo no mu sɛ ɔnkɔyɛ adwuma wɔ asase a wɔnwenee no fii mu no so.
0103180090	Ɔpam onipa no, ɔde Kerubim ne afoa a ɛdɛw twaa ne ho fa baabiara no sii Eden turo no apuei fam sɛ ɛnwɛn ɔkwan a ɛkɔ nkwa dua no ho no.
010401007d	Adam de ne ho kaa ne yere Hawa ma onyinsɛn, woo abarimaa a wɔfrɛ no Kain. Na ɔkae se, Awurade adaworoma, mawo ɔbabarima.
0104020073	Akyiri no, ɔsan woo nʼakyi babarima too no din Habel. Na Habel bɛyɛɛ oguanhwɛfo, na Kain nso bɛyɛɛ okuafo.
0104030043	Nna bi akyi no, Kain de nʼafum nnɔbae bi kɔbɔɔ Awurade afɔre.
010404007a	Habel nso de ne nyɛmmoa no mu mmakan a wɔadodɔ srade kɔbɔɔ Onyankopɔn afɔre. Awurade ani sɔɔ Habel afɔrebɔ no.
0104050052	Nanso Kain afɔrebɔ no de, nʼani ansɔ. Asɛm no anyɛ Kain dɛ, na ne bo fuwii.
010406004c	Awurade bisaa Kain se, “Adɛn nti na wo bo afuw? Adɛn nti na woamuna saa?
010407009c	Sɛ woyɛ ade pa a, anka wɔrennye wo nto mu ana? Sɛ wonyɛ ade pa de a, bɔne gyina wo pon ano, ɛrehwehwɛ wo ako atia wo, nanso ɛsɛ sɛ wudi no so.”
0104080082	Da bi Kain ka kyerɛɛ ne nua Habel se, “Ma yɛnkɔ afum.” Bere a wɔwɔ afum hɔ no, Kain tow hyɛɛ ne nua Habel so, kum no.
010409007a	Awurade bisaa Kain se, “Wo nua Habel wɔ he?” Kain buae se, “Minnim. Mɛyɛ dɛn ahu? Me na mehwɛ me nua so ana?”
01040a0056	Awurade bisaa Kain se, “Dɛn na woayɛ yi? Tie! Wo nua mogya su fi asase so frɛ me.
01040b005d	Mprempren, wɔadome wo, apam wo afi asase a ebuee nʼano gyee wo nua mogya fii wo nsam no so.
01040c0076	Sɛ woyɛ asase no so adwuma sɛ dɛn ara a, worennya nnɔbae biara mfi so. Wobɛyɛ ɔkobɔfo, akyinkyin asase so.”
01040d002d	Kain kae se, “Awurade mʼasotwe boro me so.
01040e0072	Nnɛ, woapam me afi asase so ne wʼanim. Mɛyɛ ɔkobɔfo akyinkyin asase so na obiara a obenya me no bekum me.”
01040f00ca	Nanso Awurade ka kyerɛɛ no se, “Ɛnte saa koraa! Obiara a obekum Kain no benya Kain asotwe no mpɛn ason.” Afei, Awurade hyɛɛ Kain agyirae bi sɛnea ɛbɛyɛ a, obiara a obehyia no no renkum no.
010410004a	Enti Kain guan fii Awurade anim, kɔtenaa Nod asase so wɔ Eden apuei fam.
0104110082	Kain de ne ho kaa ne yere na onyinsɛn, woo ɔbabarima, too no din Henok. Saa bere no, Kain kyekyeree kurow bi de too ne ba Henok.
010412004d	Henok woo Irad. Irad woo Mehuyael. Mehuyael woo Metusael. Metusael woo Lamek.
0104130031	Lamek waree mmea baanu a wɔn din de Ada ne Sila.
0104140040	Ada woo Yabal a nʼasefo yɛ wɔn a wɔte ntamadan mu yɛn mmoa.
010415004a	Na Yabal nuabarima din de Yubal a nʼasefo yɛ mmɛnhyɛnfo ne sankubɔfo.
0104160097	Sila woo ɔbabarima a wɔfrɛ no Tubal-Kain. Na ɔyɛ kɔbere atomfo ne nnade ahorow nyinaa atomfo agya. Na Tubal-Kain wɔ nuabea bi a ne din de Naama.
010417007f	Da bi, Lamek ka kyerɛɛ ne yerenom Ada ne Sila se, “Muntie me, me yerenom makum aberante bi a, ɔtow hyɛɛ me so, piraa me.
010418007a	Sɛ Kain so aweretɔ bɛyɛ mpɛn ason a, ɛno de, me Lamek de, nea obekum me no, nʼasotwe bɛyɛ mpɛn aduɔson ason.”
01041900a9	Akyiri no, Adam de ne ho kaa ne yere Hawa. Na ɔwoo ɔbabarima bio. Na wɔtoo no din Set kae se, “Onyankopɔn ama me ɔba foforo asi Habel a Kain kum no no anan mu.”
01041a0061	Set nso woo ɔbabarima na ɔtoo no din Enos. Saa bere no mu na nnipa fitii ase bɔɔ Awurade din.
0105010063	Sɛnea Adam asefo nnidiso te ni. Bere a Onyankopɔn nwen onipa no, ɔnwen no sɛ ɔno ara ne sɛso.
0105020057	Ɔbɔɔ ɔbea ne ɔbarima, na ohyiraa wɔn. Ɔbɔɔ wɔn wiee no, ɔtoo wɔn din onipa.
0105030063	Adam dii mfe ɔha aduasa no, ɔwoo ɔbabarima sɛ ɔno ara ne bɔbea ne ne sɛso. Ɔtoo ne din Set.
0105040051	Ɔwoo Set no, Adam tenaa ase mfe ahanwɔtwe a ɔwowoo mmabarima ne mmabea kaa ho.
010505004d	Sɛ wɔka Adam mfe nyinaa bɔ mu a, odii mfe ahankron aduasa, ansa na ɔrewu.
0105060028	Set dii mfe ɔha ne anum no, ɔwoo Enos.
0105070060	Set woo Enos akyi no, ɔtenaa ase, dii mfe ahanwɔtwe ne ason, wowoo mmabarima ne mmabea kaa ho.
010508004e	Sɛ wɔka Set mfe dodow bɔ mu a, odii mfe ahankron ne dumien, ansa na ɔrewu.
0105090027	Enos dii mfe aduɔkron no, ɔwoo Kenan.
01050a005e	Enos woo Kenan akyi no, ɔtenaa ase mfe ahanwɔtwe ne dunum, wowoo mmabarima ne mmabea kaa ho.
01050b004d	Sɛ wɔka Enos mfe dodow bɔ mu a, odii mfe ahankron ne anum, ansa na ɔrewu.
01050c002b	Kenan dii mfe aduɔson no, ɔwoo Mahalalel.
01050d0062	Kenan woo Mahalalel akyi no, ɔtenaa ase mfe ahanwɔtwe aduanan, wowoo mmabarima ne mmabea kaa ho.
01050e004c	Sɛ wɔka Kenan mfe dodow bɔ mu a, odii mfe ahankron ne du, ansa na ɔrewu.
01050f002f	Mahalalel dii mfe aduosia anum no, ɔwoo Yared.
0105100066	Mahalalel woo Yared akyi no, ɔtenaa ase, dii mfe ahanwɔtwe aduasa, wowoo mmabarima ne mmabea kaa ho.
010511005b	Sɛ wɔka Mahalalel mfe dodow bɔ mu a, odii mfe ahanwɔtwe aduɔkron anum, ansa na ɔrewu.
0105120031	Yared dii mfe ɔha aduosia abien no, ɔwoo Henok.
0105130056	Yared woo Henok akyi no, ɔtenaa ase mfe ahanwɔtwe, wowoo mmabarima ne mmabea kaa ho.
0105140054	Sɛ wɔka Yared mfe dodow bɔ mu a, odii mfe ahankron aduosia abien, ansa na ɔrewu.
010515002e	Henok dii mfe aduosia anum no, ɔwoo Metusela.
010516006e	Henok woo Metusela akyi no, Henok de ne ho bataa Awurade ho mfe ahaasa, na ɔwowoo mmabarima ne mmabea kaa ho.
0105170041	Sɛ wɔka Henok mfe dodow bɔ mu a, odii mfe ahaasa aduosia anum.
0105180058	Henok de ne ho bataa Onyankopɔn; afei, obi anhu no bio, efisɛ Onyankopɔn faa no kɔe.
0105190037	Metusela dii mfe ɔha aduɔwɔtwe ason no, ɔwoo Lamek.
01051a0068	Metusela woo Lamek akyi no, ɔtenaa ase mfe ahanson aduɔwɔtwe abien, wowoo mmabarima ne mmabea kaa ho.
01051b0057	Sɛ wɔka Metusela mfe dodow bɔ mu a, odii mfe ahankron aduosia akron, ansa na ɔrewu.
01051c003d	Lamek dii mfe ɔha ne aduɔwɔtwe abien no, ɔwoo ɔbabarima.
01051d007e	Ɔtoo no din Noa, na ɔkae se, “Ɔno na ɔbɛma yɛanya ahomegye afi kuayɛ mu adwumaden wɔ asase a Awurade adome no so.”
01051e0060	Lamek woo Noa akyi no, ɔtenaa ase mfe ahannum aduɔkron anum, wowoo mmabarima ne mmabea kaa ho.
01051f0053	Sɛ wɔka Lamek mfe dodow bɔ mu a, odii mfe ahanson aduɔson ason, ansa na ɔrewu.
010520004f	Noa dii mfe ahannum no, ɔwoo mmabarima baasa a wɔfrɛ wɔn Sem, Ham ne Yafet.
0106010036	Bere a nnipa dɔɔso wɔ asase so na wɔwoo mmabea no,
0106020066	Onyankopɔn mmabarima no huu sɛ nnipa mmabea no ho yɛ fɛ, nti nea obiara pɛ no no, ɔfaa no waree.
010603007e	Na Awurade kae se, “Me honhom rentena nnipa mu nkosi daa, efisɛ wɔyɛ ɔhonam; na wɔn nkwa nna bɛyɛ mfe ɔha aduonu.”
01060400b4	Saa bere no, na nnipa abran wɔ asase no so. Bere a Onyankopɔn mmabarima yi kɔɔ nnipa mmabea yi ho no, wɔne wɔn wowoe. Saa nnipa yi ne kan tete nnipa atitiriw a wogyee din no.
0106050070	Awurade Nyankopɔn huu sɛ adesamma amumɔyɛ adɔɔso wɔ asase so, na nnipa nsusuwii nyinaa yɛ bɔne nko ara.
0106060071	Awurade Nyankopɔn nuu ne ho sɛ ɔbɔɔ wɔn bɛtenaa asase so. Saa bɔne no yɛɛ Awurade Nyankopɔn awerɛhow.
0106070093	Awurade kae se, “Mɛpepa nnipa a mabɔ wɔn no afi asase so; mmoa ne mmoa a wɔwea asase so ne wim nnomaa, efisɛ manu me ho sɛ mebɔɔ wɔn.”
0106080026	Nanso Noa de, onyaa adom Awurade anim.
0106090077	Noa awo ntoatoaso ni. Na Noa yɛ onipa ɔtreneeni a ne ho nni asɛm wɔ ne bere sofo no mu. Ɔyɛɛ Onyankopɔn apɛde.
01060a0039	Noa woo mmabarima baasa na wɔn din de Sem, Ham ne Yafet.
01060b0035	Na bɔne ahyɛ asase so ma a, amumɔyɛsɛm adɔɔso.
01060c0067	Onyankopɔn huu saa bɔne yi nyinaa wɔ asase so, huu awurukasɛm ne amumɔyɛsɛm wɔ mmaa nyinaa nso.
01060d0084	Enti Onyankopɔn ka kyerɛɛ Noa se, “Esiane sɛ nnipa ama basabasa aba asase so nti, mɛsɛe nnipa ne asase a wɔte so no nyinaa.
01060e0052	Fa ɔwawa dua yɛ adaka. Yɛ adan wɔ Adaka no mu, na fa ama ka mu ne akyi nyinaa.
01060f0097	Sɛɛ na ɛsɛ sɛ woyɛ no: ma ne tenten nyɛ anammɔn ahannan aduonum, ne trɛw anammɔn aduɔson anum, na ne sorokɔ nso nyɛ anammɔn aduanan anum.
01061000a4	Bɔ adaka no so. Ma ne sorokɔ nyɛ bɛyɛ sɛ nsateaa dunwɔtwe. Fa ɔpon to adaka no nkyɛn, na yɛ nsɛmso abiɛsa; nea edi kan, nea ɛda ntam ne nea ɛwɔ soro.
010611007e	Tie! Mede nsuyiri rebɛkata asase so nyinaa, na mede asɛe abɔde a nkwa wɔ mu; biribiara a nkwa wɔ mu no, ne nyinaa bewuwu.
0106120074	Na wo de, me ne wo bɛyɛ apam; na wo, wo mmabarima, wo yere ne wo mmabarima yerenom nyinaa ne wo bɛba Adaka no mu.
010613008d	Ɛsɛ sɛ wode abɔde a nkwa wɔ mu nyinaa, abien abien a ɛyɛ onini ne ɔbere, a wo ne wɔn bɛtena adaka no mu nsuyiri bere no a wonnwuwu.
0106140083	Nnomaa ahorow biara abien, mmoa biara abien, ne abɔde biara a ɛwea asase so abien bɛba wo nkyɛn, na woahwɛ wɔn, na wɔanwuwu.
0106150054	Afei, fa nnuan ahorow a wodi na kora. Ɛno na ɛbɛyɛ wo ne wɔn nnuan a mubedi.”
0106160051	Noa yɛɛ biribiara pɛpɛɛpɛ, sɛnea Onyankopɔn ka kyerɛɛ no sɛ ɔnyɛ no.
0107010090	Afei, Awurade ka kyerɛɛ Noa se, “Wo ne wo fifo nyinaa nkɔ Adaka no mu, efisɛ asase so nnipa nyinaa mu no, wo na mahu sɛ woyɛ ɔtreneeni.
010702007b	Fa mmoa a wɔn ho tew biara, anini ason ne abere ason ka wo ho. Na fa mmoa biara a wɔn ho ntew nso abien, onini ne ɔbere.
010703005f	Na fa nnomaa biara anini ason ne abere, sɛnea ɛbɛyɛ a nsuyiri no akyi no, wɔn ase bɛfɛe.
0107040081	Nnanson akyi no mɛma osu atɔ wɔ asase so awia ne anadwo adaduanan. Mɛpepa abɔde biara a nkwa wɔ mu a mabɔ afi asase so.”
0107050034	Noa dii nsɛm a Awurade ka kyerɛɛ no no nyinaa so.
0107060037	Bere a nsuyiri baa asase so no, na Noa adi mfe ahansia.
010707006f	Noa ne ne mmabarima ne ne yere ne ne nsenom mmea kɔhyɛɛ adaka no mu sɛnea ɛbɛyɛ a nsuyiri no renka wɔn.
0107080047	Mmoa a wɔn ho tew ne wɔn a wɔn ho ntew, nnomaa ne mmoa a wɔwea fam,
0107090074	abien abien a wɔyɛ anini ne abere kɔkaa Noa ho wɔ adaka no mu, sɛnea Onyankopɔn ka kyerɛɛ Noa sɛ ɔnyɛ no.
01070a002a	Na nnanson no akyi no, nsuyiri no fii ase.
01070b0099	Noa dii mfe ahansia no mu no, ɔsram a ɛto so abien no da a ɛto so dunson no, nsuti a ɛwɔ asase mu no nyinaa bobɔe, na ɔsoro mfɛnsere nso buebuei.
01070c0030	Osu tɔɔ wɔ asase so awia ne anadwo adaduanan.
01070d0077	Saa da no ara, Noa ne ne mmabarima Sem, Ham ne Yafet ne ne yere ne ne mmabarima baasa no yerenom kɔhyɛɛ adaka no mu.
01070e0091	Na wuram mmoa ahorow ne nyɛmmoa ahorow ne aboa biara a ɔnam asase so ne anomaa biara ne abɔde biara a ɛwɔ ntaban ka wɔn ho wɔ Adaka no mu.
01070f004f	Abɔde biara a nkwa wɔ wɔn mu abien abien baa Noa nkyɛn bewuraa Adaka no mu.
0107100092	Mmoa a wowuraa mu no nyinaa, na wɔyɛ anini ne abere, sɛnea Onyankopɔn ka kyerɛɛ Noa no. Afei, Awurade kaa Noa hyɛɛ adaka no mu, too no mu.
0107110053	Nsuyiri no toaa so adaduanan wɔ asase so. Ɛmaa Adaka no so maa ɛtɛn nsu no ani.
0107120047	Nsu no kɔɔ so yirii tɛnn wɔ asase so, maa Adaka no tɛn nsu no ani.
0107130068	Nsu no yirii tɛnn wɔ asase so ara kosii sɛ ɛkataa mmepɔw atenten akɛse a ɛwɔ asase so nyinaa so.
010714004a	Nsu no yirii ara kosii sɛ ɛkataa mmepɔw no so boroo so anammɔn aduonu.
010715006f	Abɔde biara a nkwa wɔ mu a ɛnam asase so te sɛ nnomaa, wuram mmoa a wɔwea asase so ne adesamma ase hyewee.
010716002d	Biribiara a ɛte asase ani no nso ase hyewee.
01071700d2	Wɔpepaa biribiara a nkwa wɔ mu a ɛte asase so no. Nnipa ne mmoa ne abɔde a wɔnam asase so ne wim nnomaa nyinaa nso wɔpepaa wɔn fii asase so. Ɛkaa Noa ne wɔn a na wɔka ne ho wɔ adaka no mu no nko ara.
0107180034	Nsuyiri no toaa so wɔ asase so nnafua ɔha aduonum.
010801007c	Nanso Onyankopɔn kaee Noa ne wuram mmoa a na wɔne no wɔ Adaka no mu no, na ɔmaa mframa bɔ faa asase so, na nsu no twee.
