0100000007	Genesis
01011a0124	ende heeft gheseyt, Laet ons den mensch maken nae ons beelde ende ghelijckenisse, ende dat hi heerschappie hebbe ouer die visschen der see, ende ouer dat gheuoghelte der locht, ende ouer die beesten, ende ouer alle die aerde, ende ouer alle dat cruypende gedierte welc hem op die aerde roert.
01011b00a5	Ende Godt heeft den mensche gheschapen nae sijnen beelde ende ghelijckenisse, nae Gods ghelijckenisse heeft hy hem geschapen, man ende vrouwe heeft hijse gheschapen.
01011c0108	Ende God heeftse ghebenedijt ende gheseyt, Wasset ende wort vermenichfuldicht, ende veruult die aerde, ende brengtse onder, ende hebt heerschappie ouer die visschen der see, ende ouer dat ghevoghelte des hemels, ende ouer alle ghedierte dat hem op die aerde roert.
01011d00c6	Ende Godt heeft gheseyt, Siet ic heb v ghegheuen alle cruyt, saet voertsbrengende opder aerden, ende alle boomen die in haer seluen saet nae hare natuere hebben, dat die sijn tot een spijse, voer v,
01011e00d3	ende voer allen gedierte der aerden, ende voer alle die voghelen des hemels, ende voer alle dat hem op die aerde roert, ende daer een leuende siele in es, dat sij moghen teten hebben. Ende het is alsoe geschiet.
01011f0085	Ende Godt heeft ghesien al dat hy ghemaect hadde, ende waren alle seer goet, ende het es geworden auont ende morghen den sesten dach.
0102010049	HIer om sijn die hemelen ende die aerde volmaect ende allen haer cieraet,
01020200a8	ende Godt heeft opden seuensten dach voldaen alle sijn werck dat hy ghemaect hadde, ende hy heeft gerust opten seuensten dach van alle sijn werck dat hy volmaect hadde.
01020300ab	Ende hy heeft den seuensten dach ghebenedijt, ende heeft dien gheheylicht, want hy in dien hadde opghehouden van alle sijnen wercke welck God gheschapen hadde om te maken.
0102040096	Dit sijn die voortbrencxselen van hemel ende eerde als sij gheschapen sijn gheweest, Inden dach, als Godt die Heere hemel ende aerde heeft gheschapen,
01020500d5	ende alderley spruyten des velts, eert wies opter eerden, ende alderley cruyt des lants eer dat groeyde. Want God die Heere en hadde niet ghereghent op der eerden, ende daer en was gheen mensch die dat lant boude.
0102060058	Maer daer ghinck een fonteyn wter eerden op vochtichmakende alle dat ouerste der eerden.
01020700be	Aldus heeft dan Godt die Heere den mensch gemaect vanden slijm der eerden, eude hy heeft in sijn aensicht gheblasen eenen adem des leuens, ende die mensch es gheworden tot een leuende siele.
0102080083	Ende God hadde vanden beghinne geplant een paradijs der wellusticheden, waer in hi ghestelt heeft den mensch die hy ghemaect hadde.
01020900ce	Ende die Heere God heeft wter eerden voertbracht alderley boomen lustich om sien, ende suet om teten, ende oeck den boom des leuens int midden des paradijs, ende den boom der wetenheyt van goet, ende quaet.
01020a008a	Ende eenen vloet ghick wt dier plaetsen der weelden, om dat paradijs te wateren, die welck van daer voerts ghedeylt wordt in vier hoofden.
01020b0059	Deene es ghenoemt Phison, desen es die omgaet alle dat lant van Heuilath, daer wast gout,
01020c0062	ende tgout van dien lande es dalder beste, ende aldaer vintmen Bdellium, ende den steen Onichinus.
01020d0062	Ende den naem van den tweeden vloet es Gehon, dese es die daer omme loopt alle dat moorianen lant.
01020e0076	Maer den naem van den derden vloet, es Tygris, dese gaet teghen die van Assyrien. Ende den vierden vloet es Euphrates.
01020f008f	Aldus heeft Godt die Heere den mensche ghenomen, ende heeft hem ghestelt int paradijs der wellusticheden, dat hy dat bouwen ende bewaren soude,
010210004b	ende hy heeft hem beuolen segghende, Etet van alle die boomen des paradijs,
0102110087	maer vanden boom der wetenheyt van goet ende quaet soe en etet niet, want op wat dach dat ghy daer af etet, soe suldi die doot steruen.
0102120080	Ende Godt die Heere heeft ooc gheseyt Ten es niet goet, den mensch alleen te sijn, laet ons hem een helpe maken sijns ghelijcke.
0102130119	Als dan Godt die Heere vander eerden ghemaect hadde alle ghedierte der eerden, ende alle dat ghevoghelte des hemels, soe heeft hy die ghebrocht voer Adam, dat hij soude besien, hoe hy die noemen soude, want alle leuende ghedierte es ghenaemt geweest, alsoe Adam dat heeft ghenoemt.
01021400b5	Ende Adam heeft alle ghedierte ghenoemt elc met sijnen name, ende alle dat ghevogelte der locht, ende alle die beesten der eerden, Maer men vant gheen helper die Adams ghelijck was.
01021500af	Dus heeft Godt die Heere eenen grooten slaep in Adam gesonden, ende als hy in slape was, soe heeft hy een van sijnen ribben genomen ende heeft die plaetse met vleesch gheuult,
010216007e	ende God die Heere heeft een vrouwe ghesticht vander ribben die hy van Adam ghenomen hadde, ende hi heeftse tot Adam gebracht,
01021700a5	Ende Adam heeft gheseyt, Dat es nv een been van mijnen beenen, ende vleesch van mijnen vleesche, Dese sal Manninne ghenaemt worden, om dat sij vanden man genomen es.
0102180083	Waerom soe sal een mensch verlaten sijnen vader ende moeder, ende sal sijn wijf aenhanghen, ende sij twee sullen wesen een vleesch.
0102190058	Ende si waren beyde naeckt, te weten Adam ende sijn wijf, ende sij en scaemden hem niet.
01030100e3	MAer oeck het serpent was listigher dan alle ghedierte der eerden, die Godt die Heere ghemaect hadde, Dwelc heeft geseyt totter vrouwen. Waerom heeft v Godt gheboden, dat ghy niet eten en soudt van alderley boomen des paradijs?
0103020063	Den welcken heeft die vrouwe gheantwoort Van die vruchten der boomen die int paradijs sijn eten wi,
01030300c8	maer van die vrucht des booms die int midden des paradijs es, heeft ons Godt gheboden, dat wij niet eten en souden, ende dat wij dat niet en souden aentasten, op dat wij by auontueren niet en steruen.
0103040056	Maer het serpent heeft gheseyt totter vrouwen, Ghy en sult gheensins die doot steruen,
0103050094	want God weet, dat, in wat daghe ghy daer af eten sult, soe sullen v ooghen gheopent worden, ende ghy sult wesen als goden, wetende goet ende quaet.
01030600ef	Dus soe heeft die vrouwe ghesien dat desen boom goet was om te eten, ende schoon den ooghen, ende lustich te aensien, ende heeft van sijn vrucht ghenomen, en heeft dat gheten, ende heeft dat haren man gegheuen, die welcke dat heeft gheten.
01030700a8	Ende die ooghen van haer beyden sijn gheopent, ende als sij kenden dat sij naect waren, soe hechten sij tsamen vijgebladeren, en hebben hen seluen ghemaect voordecsels.
01030800e0	Ende als sij gehoort hadden die stemme van Godt den Heere wandelende int paradijs ter locht nae middach, soe heeft hem Adam met sijnen wijue gheborghen int midden vanden boomen des paradijs, van den aensicht Gods des Heeren.
0103090047	Ende Godt die Heere heeft Adam gheroepen, ende hem gheseyt. Waer sijdi?
01030a0084	Die welck antwoorde, Ick heb v stemme ghehoort int paradijs ende ic heb ghevreest, om dat ick naect was, ende ick heb my gheberghen.
01030b00bc	Tot wien die Heere seyde, Maer wie heeft v te kennen ghegeuen dat ghy naect waert, anders dan dat ghy hebt gheten vanden boome daer ic v afbeuolen hadde dat ghi daer af niet eten en soudt.
01030c0088	Ende Adam heeft gheseyt Dat wijf welc ghy my tot een ghesellinne hebt ghegheuen, die heeft my vanden boom gegheuen, ende ic hebt gheten.
01030d0098	Ende doen seyde God die Heere totter vrouweu. Waerom hebdi dit ghedaen? Die welcke heeft gheantwoort. Dat serpent heeft my bedrogen ende ic hebt gheten.
01030e00db	Ende God die Heere heeft gheseyt tot dat serpent, want ghy dat ghedaen hebt soe sijdi vermalendijt onder alle ghedierte ende beesten der eerden, op v borst suldi gaen, ende ghy sult eerde eten alle die daghen ws leuens,
01030f00a6	Ic sal viantschap stellen tusschen v ende der vrouwen, ende tusschen v saet ende haer saet, Sij sal v hooft verpletten ende ghi sult haerder verssenen laghen legghen.
01031000e4	Ende totter vrouwen heeft hy oeck gheseyt, Ic sal v allendicheden ende v ontfanckenissen vermenichfuldighen, met pijnen suldi v kinderen baren, ende ghi sult onder die macht des mans wesen, ende hi sal heerscappie ouer v hebben.
0103110121	Maer tot Adam heeft hy gheseyt, Om dat ghy ghehoort hebt die stemme van uwer huysvrouwe, ende gheten hebt vanden boome vanden welcken ic v gheboden hadde dat ghy daer niet af eten en soudt, soe es die eerde vermalendijt in v werck, in arbeyden suldi daer af eten, alle die dagen ws leuens,
0103120057	dornen ende distelen sal sij v voortbrengen, ende ghy sult eten die cruyden der eerden,
01031300a8	Int sweet ws aensichts suldi v broot eten, tot dat ghy weder keert in die eerde daer ghy af ghenomen sijt, want ghy sijt stof der aerden, ende sult wederom stof worden.
0103140075	Ende Adam heeft genoemt den naem sijnder huysvrouwen Heua, om dat sij soude wesen een moeder van alle dat leuende es.
0103150060	Ende Godt die Heere heeft Adam ende sijnder huysvrouwen ghemaect pels rocken ende trocse hen aen
01031600d4	Ende hi seyde, Siet Adam es geworden als een van ons, wetende goet ende quaet. Hier om op dat hy nv by auontueren sijn hant niet wt en reycke, ende neme vanden boom des leuens ende ete, ende leue inder eewicheyt.
010317007c	Die Heere Godt heeft hem gesonden wten paradijse der wellusticheden, dat hi die eerde soude wercken, daer hi af ghenomen es,
01031800b7	ende hy heeft Adam daer wt gheworpen, ende heeft voert paradijs der weelden ghestelt Cherubim, ende een vlammich sweert licht om keeren, om te bewaren den wech totten boom des leuens.
010401008d	ENde Adam heeft sijn huysvrouwe Euam bekent, die welcke heeft ontfangen ende gebaert Cain, seggende, Ic heb eenen mensch vercreghen doer God.
010402006f	Ende anderweruen heeft sij ghebaert sijnen broeder Abel, Maer Abel was een scaepherder, ende Cain een ackerman.
0104030060	Ende tes ghebuert na veel daghen dat Cain offerde ghiften den Heere van die vruchten der eerden,
0104040086	Ende Abel offerde oeck van die eerste gheborenen sijnder cudden, ende van haren vetten. Ende Godt sach tot Abel ende tot sijn ghiften,
010405008a	maer tot Cain ende tot sijnen ghiften en sach hy niet, ende Cain es seer machtelick ghestoort gheweest, ende sijn aensicht es ingheuallen.
010406005e	Ende die Heere heeft tot hem gheseyt, Waerom sijdi gram ende waerom es v aensicht ingheuallen?
01040700d0	Eest sake dat ghy wel doet, en suldi dat niet ontfanghen? maer eest dat ghy qualick doet, en sal v sonde niet terstont wesen by v? Maer onder v sal haren lust wesen ende ghy sult daer heerscappie ouer hebben.
01040800b7	Ende Cain heeft gheseyt tot Abel sijnen broeder, Laet ons buyten gaen, ende als sij opten velde waren soe es Cain opghestaen teghen sijnen broeder Abel ende heeft hem doot gheslaghen.
0104090085	Ende die Heere heeft geseyt tot Cain. Waer es Abel v broeder? Die welcke antwoerde, Ic en weets niet. Ben ic mijns broeders behoeder?
01040a0065	Ende die Heere heeft tot hem gheseyt, Wat hebdi gedaen? Ws broeders bloet roept tot my vander eerden.
01040b008c	Nv dan daer om suldi vermalendijt wesen op der eerden die haren muyl heeft open ghedaen, ende het bloet ws broeders ontfangen van uwer hant.
01040c008d	Als ghi die eerde sult ghebouwet hebben, soe en sal sij haer vruchten niet gheuen, ongheduerich ende voervluchtich suldi wesen op der eerden.
01040d0062	Ende Cain heeft gheseyt totten Heere, Mijn boosheyt es meerder, dan dat ic ghenade mach verdienen.
01040e00cf	Siet ghy veriaecht mi heden van daensicht der eerden, en ic sal verborgen worden van uwen aensicht, ende ic sal ongeduerich ende voervluchtich wesen op die eerde, daerom soe wie my vint die sal my dootslaen.
01040f00f2	Ende die Heere heeft tot hem gheseyt, Ten sal alsoe niet gheschieden. Maer soe wie Cain dootslaet, die sal seuenfout gewroken worden. Ende die Heere heeft een teeken in Cain ghestelt, dat een yeghelijck die hem vonde hem niet en soude dooden.
010410007c	Ende Cain es wt ghegaen van daensicht des Heeren, ende hy heeft vluchtich ghewoont op die eerde aen die oost sijde van Eden.
01041100ac	Ende Cain heeft sijn huysvrouwe bekent, die welcke heeft ontfanghen ende ghebaert Henoch. Ende hy timmerde een stadt, ende hy noemde die na den naem van sijnen sone Henoch,
0104120092	Ende Henoch heeft ghewonnen Irad, ende Irad heeft gewonnen Mauiael, ende Mauiael heeft ghewonnen Mathusael, ende Mathusael heeft ghewonnen Lamech,
010413006b	die welcke heeft ghenomen twee huysvrouwen, den naem der eender was Ada, ende den naem der ander was Sella.
0104140070	Ende Ada bracht voerts Iabel, die welck een vader was der geender die in tabernaculen woonden, ende der herders.
0104150070	Ende den naem sijns broeders was Iubal, die een vader was van die songen ende speelden met herpen, ende orgelen.
0104160095	Ende Sella die wan Tubalcain die een smit was ende een constenaer in alle wercken van metael ende van ysere. Ende die suster van Tubalcain was Noema.
01041700e4	Ende Lamech seyde tot sijnen huysvrouwen Ada ende Sella, Hoort mijn stemme ghi huysvrouwen van Lamech, neemt waer mijn woorden, want ick heb eenen man verslaghen tot mijnder wonden, ende eenen ionghelinck tot mijnder quetsueren,
0104180055	seuenfout wrake sal ghedaen worden van Cain, maer van Lamech seuentichwerf seuenfout.
01041900c8	Ende Adam heeft noch sijn huysvrouwe bekent ende sij heeft eenen sone ghebaert, ende hiet sijnen naem Seth, segghende God heeft mi een ander saet ghestelt voer Abel, den welcken Cain verslaghen heeft.
01041a0076	Ende Seth worde oeck eenen soen gheboren, den welcken hy noemde Enos, dese begonste aen te roepen den naem des Heeren.
0105010087	DIt es den boec van Adams ghebuerte, In den dach als Godt den mensche geschapen heeft, soe heeft hy hem gemaect na Gods ghelijckenisse.
0105020097	Ende hi heeftse geschapen een man ende een vrouwe, ende hy heeftse gebenedijt ende heeft haren naem ghenoemt Mensch op den dach dat si ghescapen waren.
010503009b	Ende Adam heeft gheleeft hondert ende dertich iaren, ende heeft gewonnen eenen sone nae sijnen beelde ende ghelijckenisse, ende hy heeft hem ghenoemt Seth.
010504008a	Ende die daghen van Adam (nae dat hy Seth ghewonnen hadde) sijn gheworden achthondert iaren, ende hy heeft sonen ende dochteren ghewonnen.
0105050073	Ende allen den tijt die Adam gheleeft heeft, es gheworden, neghenhondert ende dertich iaren, ende hy es ghestoruen.
010506004f	Ende Seth heeft gheleeft hondert ende vijf iaren, ende hy heeft Enos ghewonnen.
0105070084	Ende Seth heeft gheleeft nae dat hy Enos hadde ghewonnen, achthondert ende seuen iaren, ende hy heeft sonen ende dochteren gewonnen,
0105080065	Ende alle die daghen van Seth sijn gheworden, neghenhondert ende twaelf iaren, ende hy es ghestoruen.
0105090046	Ende Enos heeft neghentich iaren gheleeft, ende heeft gewonnen Cainan,
01050a0071	nae wiens geboorte heeft hy gheleeft achthondert ende vijfthien iaren, ende heeft sonen ende dochteren ghewonnen.
01050b0062	Ende alle die daghen van Enos sijn gheworden neghenhondert ende vijf iaren, ende hy es ghestoruen.
01050c004e	Ende Cainan heeft gheleeft tseuentich iaren, ende hy heeft ghewonnen Malaleel,
01050d0089	ende Cainan heeft geleeft nae dat hy Malaleel ghewonnen heeft achthondert ende veertich iaren, ende heeft sonen ende dochteren ghewonnen,
01050e0063	Ende alle die dagen van Cainan sijn gheworden neghenhondert ende thien iaren ende hy es ghestoruen.
01050f0052	Ende Malaleel heeft gheleeft vijf ende tsestich iaren, ende heeft ghewonnen Iared.
0105100089	Ende Malaleel heeft gheleeft, nae dat hy Iared gewonnen hadde, achthondert ende dertich iaren, ende heeft sonen ende dochteren ghewonnen.
010511006d	Ende alle die daghen van Malaleel sijn geworden achthondert vijf ende neghentich iaren ende hy es ghestoruen.
010512005b	Ende Iared heeft gheleeft hondert twee ende tsestich iaren, ende hy heeft ghewonnen Henoch.
0105130077	Ende Iared heeft gheleeft nae dat hi Henoch gewonnen hadde achthondert iaren ende heeft sonen ende dochteren ghewonnen,
0105140067	Ende alle die dagen van Iared sijn geworden negenhondert twee ende tsestich iaren ende hi es gestoruen.
0105150056	Ende Henoch heeft gheleeft vijf ende tsestich iaren ende hy heeft gewonnen Mathusalam,
01051600a6	Ende Henoch heeft met Gode gewandelt. Ende Henoch heeft gheleeft nae dat hy Mathusalam gewonnen hadde, drijhondert iaren ende hy heeft sonen ende dochteren ghewonnen,
0105170053	ende alle die dagen van Henoch sijn gheworden drijhondert vijf ende tsestich iaren,
0105180068	ende hi heeft met gode ghewandelt ende hy en es niet meer gesien gheweest, want Godt heeft hem ghehaelt.
0105190061	Ende Mathusala heeft geleeft hondert seuen ende tachtentich iaren ende hy heeft ghewonnen Lamech,
01051a0096	ende Mathusala heeft geleeft na dat hy Lamech hadde ghewonnen, seuen hondert twee ende tachtentich iaren ende hi heeft sonen ende dochteren ghewonnen,
01051b006f	Ende alle die daghen van Mathusala sijn gheworden negen hondert negen ende tsestich iaren, ende hi es gestoruen
01051c0062	Ende Lamech heeft gheleeft hondert twee ende tachtentich iaren, ende hy heeft eenen sone ghewonnen
01051d008f	ende hem ghenaemt Noe, segghende, Dese sal ons vertroosten van die wercken ende arbeyden onser handen op die eerde welc Godt vermalendijt heeft
01051e008d	Ende Lamech heeft gheleeft na dat hy Noe gewonnen hadde, vijfhondert vijf ende neghentich iaren, ende hy heeft sonen ende dochteren gewonnen.
01051f00c6	Ende alle die daghen van Lamech sijn gheworden seuenhondert seuen ende tseuentich iaren ende hy es ghestoruen. Ende Noe als hy vijfhondert iaren out was soe heeft hy ghewonnen Sem Cham ende Iapheth.
010601006b	ALs nv die menschen beghonsten te vermenichfuldighen op der eerden ende dat sij dochteren ghewonnen hadden,
010602008f	die kinderen Gods siende die dochteren der menschen dat sij schoon waren, hebben sij wt alle die, huysvrouwen ghenomen die sij vercoren hadden.
01060300a0	Ende Godt heeft gheseyt, Mijnen gheest en sal eewelijc inden mensch niet blijuen, want hy vleesch es, ende sijn daghen sullen wesen hondert ende twintich iaren.
01060400db	Ende daer waren in dien tijden ruesen op der eerden, want na dat die kinderen Gods met die dochteren der menschen versaemt sijn, ende sij kinderen voertbrachten, dese waren gheweldighe der werelt, ende vermaerde mannen.
0106050091	Ende Godt siende dat der menschen boosheyt veel was opder eerden, ende dat alle der herten ghedachten tot quaet gheneycht waren tot allen tijden,
01060600b1	soe eest hem berouden dat hy den mensch op die aerde ghemaeckt hadde. Ende om dat te verhoeden in toecomende tijden, ende beroert sijnde met eenen rouwe sijns herten van binnen,
01060700e8	heeft hy gheseyt, Ick sal den mensch die ick gheschapen hebbe te niet doen vander eerden, vanden mensch voerts aen totten beesten, ende vanden cruypende dieren totten vogelen der locht, want het beroudt my dat ic die ghemaect hebbe.
010608002a	Maer Noe heeft gratie gheuonden voer Godt.
0106090084	Dit zijn die generatien van Noe, Noe was een rechtueerdich ende een volmaeckt man in sijn gheslachten, met Gode heeft hy ghewandelt,
01060a003a	Ende hy heeft ghewonnen drij sonen, Sem, Cham ende Iaphet.
01060b0042	Ende die eerde es verdoruen voer Godt, ende veruult met boosheden.
01060c0076	Als Godt dan ghesien hadde dat die eerde verdoruen was (want alle vleesch hadde sijnen ghanck verarghert opder eerden)
01060d00a3	soe seyde hy tot Noe, Het eynde van allen vleesche es voer my comen, die eerde es met boosheyt veruult van haren aenschijn, ende ick salse verderuen metter eerden,
01060e0098	Maect v een arcke van gheschaefden houte, ende ghy sult in die arke woonstedekens maken, ende ghy sultse met lijm bestrijken van binnen ende van buyten,
01060f009c	ende aldus suldi die maken, Die lengde der arcken sal wesen van drij hondert cubitus, die wijdde van vijftich cubitus, ende die hoochde van dertich cubitus.
01061000e1	Een venster suldi inder arcken maken, ende ghy sult die in haer opperste tot eenen cubitus volbrenghen, Maer die doere der arcken suldi ter sijden nederwaerts stellen, ende ghy sult daer eetcameren ende drij stagien in maken.
01061100cd	Siet ick sal eenen oueruloet der wateren aen brenghen opder eerden, om te dooden alle vleesch daer eenen gheest des leuens in es onder den hemel, ende alle dat opder eerden es sal te niet ghebracht worden,
0106120089	Ende ic sal mijn verbont met v maken, ende ghy sult in die arcke gaen, ghy ende v sonen, v huysvrouwe, ende uwer sonen huysvrouwen met v,
0106130085	Ende wt allen ghedierte van allen vleesche suldi by paren in die arcke brenghen, op datsij met v leuen beyde mannekens ende wijfkens.
01061400cb	Vanden voghelen nae haerder nature, ende van dat vee nae haerder nature, ende wt allen cruypende dieren der aerden nae haren nature. Dese sullen elcs een paer met v daer in gaen, op dat sij moghen leuen,
01061500a6	Daer om suldi oec met v nemen van alderley voetselen diemen eten mach, ende sult die by v by een draghen, en die sullen alsoe wel v, als den beesten wesen tot spijse.
0106160037	Dus heeft Noe ghedaen alle dat hem Godt gheboden hadde.
0107010092	ENde die Heere heeft tot hem gheseyt, gaet ghy ende allen v huysghesin in die arcke, want ic heb v rechtuerdich voer my ghesien in dit gheslachte,
0107020050	Van allen reynen dieren soe neemt met v seuen ende seuen, manneken ende wijfken,
01070300df	maer vanden onreynen dieren twee ende twee, manneken ende wijfken, Ende vanden voghelen des hemels, oec seuen ende seuen, manneken ende wijfken, op dat het saet mach onderhouden wesen, op daenschijn vander gausscher eerden.
01070400b5	Want nv nae seuen daghen, salic opder eerden reghenen veertich daghen ende veertich nachten lanck, ende ic sal te niet doen vander eerden alle dat wesen heeft dat ic ghemaect hebbe.
0107050035	Dus heeft Noe ghedaen alle dat hem God beuolen hadde,
0107060058	Ende hy was ses hondert iaren out, als die wateren des oueruloets vloedden opder eerden.
0107070088	Ende Noe en sijn sonen, sijn huysvrouwe ende sijnder sonen huysvrouwen sijn met hem ghegaen in die arcke, om die wateren des oueruloets.
010708006b	Ende vanden suyueren ende onsuyueren dieren ende vanden voghelen, ende van alle dat hem roert opder eerden,
0107090073	sijn twee ende twee ghegaen binnen in die arcke tot Noe, manneken ende wijfken, alsoe die Heere Noe hadde gheboden.
01070a0062	Ende als die seuen daghen voerby waren, soe sijn die wateren des oueruloets ghecomen opder eerden,
01070b00ce	In dat seshondertste iaer des leuens van Noe, in die tweede maent, den seuentiensten dach der maent, soe sijn geborsten alle die fonteyen des grooten afgronts, ende die sluysen des hemels sijn open ghedaen,
01070c004e	ende het heeft ghereghent opder eerden veertich daghen, ende veertich nachten,
01070d00af	Effen in tbeghinsel des seluen daechs soe sijn Noe, ende Sem, ende Cham, ende Iaphet, sijn sonen, sijn huysvrouwe, ende sijnder sonen huysvrouwen met hem in die arcke ghegaen,
01070e00e3	sij ende alle ghedierte elck nae sijn nature, ende alle dat vee na sijn nature, ende alle dat hem roert opder eerden, elc nae sijn nature, ende alle gheuoghelte, elck nae sijn nature, alle voghelen, ende alle vlieghende dieren,
01070f0067	sijn bi Noe in die arcke ghegaen, twee ende twee van allen vleesch daer eenen gheest des leuens in was.
010710009a	Ende die daer in gheghaen sijn, die ghinghen daer in manneken ende wijfken, ghelijc hem Godt beuolen hadde, ende die Heere sloot hem van buyten daer inne.
010711009e	Ende den ouervloet es gheweest op die eerde veertich daghen, ende die wateren sijn vermeerdert, ende hebben die arcke ghehauen in die hoechde bouen die eerde,
010712007d	Want sij vloedden seer crachtelijck, ende sij ouerdecten alle dat ouerste der eerden, maer die arcke dreef bouen die wateren,
0107130079	ende die wateren worden seer machtich op die aerde, ende alle die hooghe berghen sijn ouerdect onder den gheheelen hemel.
0107140057	Ende het water was vijfthien cubitus hoogher bouen alle die berghen welcke sij bedecte.
0107150095	Ende alle vleesch dat hem opder eerden ruerde es vernielt, van voghelen, dieren, beesten, ende van allen cruypende ghedierte dat opder eerden cruypt.
010716005a	Alle die menschen ende alle daer eenen leuenden adem in es, opder eerden, sijn ghestoruen.
010717010a	Ende Godt heeft vernielt alle substantie die opder eerden was, vanden mensche totten beesten, soe wel het cruypende ghewormte, als dat gheuoghelte des hemels, ende sijn alle vergaen vander eerden, maer Noe es alleen ouerghebleuen ende die met hem inder arcken waren.
010718004d	Ende die wateren hebben dat aertrijck ghehouden hondert ende vijftich daghen.
01080100c1	MAer Godt heeft gedacht op Noe, ende op alle dat ghedierte, ende alle dat vee, dwelc met hem was inder arcken, ende hy heeft eenen wint op die eerde ghebracht, ende die wateren sijn ghemindert,
010802007a	ende die fonteynen des afgronts ende die sluysen des hemels sijn ghesloten, ende den reghen vanden hemel wort opghehouden,
0108030089	ende die wateren sijn wederghekeert vander eerden gaende ende wedercomende, ende beghonsten te minderen nae hondert ende vijftich daghen.
0108040073	Ende die arcke heeft gherust in die seuenste maent, den seuenthiensten dach der maent, op tgheberchte van Armenien,
01080500a6	Maer die wateren ghingen ende minderden tot die thienste maent, want in die thienste maent, den iersten daghe vander maent, soe worden ghesien die toppen der berghen.
010806007b	Ende doen veertich iaren ouerleden waren, Noe open doende die vinster welck hy ghemaeckt hadde, heeft een raue wt ghelaten,
0108070066	die welck ghinck wt, ende sij en keerde niet weder, tot dat die wateren verdroocht waren op die eerde.
0108080086	Ende hy heeft nae die raue oeck een duyue wtghelaten, om dat hy sien soude oft die wateren nv wech waren, van dat aensicht der eerden,
