2800000007	Matthew
28011400da	Me'kwacI otI e'ie'shite'at, PInI Kshe'mIne'to omIshIne'we'mIn nkipie' otusuk kinapitum, OtI okikon, Cosip we'kwIsmukwiIn Te'pIt ke'ko kwtukIn e'wiwicIt Me'ni kiwish, iwsI otI e'ncukot kane'nmukot Kshe'mIne'to OcipamIn.
280115004f	KuokwIsI, Cisus cI kIshInkana, wino kuke'skonan otInIshInape'mIn, i e'patasnIt.
2801160048	Caye'k otI kanomkuk e'wi te'pwe'mkuk Kshe'mIne'to ni iacimot otI kikIto:
2801170069	PInI! she'shksi kIncuko ku'okwIsIcI otI okishInkanawan Ime'niun; i ie'i KshmIne'to kuwice'okonan e'kItok.
280118007e	Pic cI Cosip kaonIshkat me'kwa e'npapIt oki te'pwe'twan Kshe'mIne'ton omIshIne'we'mIn kakot, icI e'kiw otapInImatsot ni wiwun.
2801190051	CocI okikuke'nmasin nash ni onutmoshanIn okwIsIn; kaniknIt Cisus cI okishInkanan.
28020100a1	UPIC cI Cisus kanikIt, iukwanuk Pe'tne'um Otanuk Cwtie'uk, me'kwa E'nut e'ie' okimawut; PInI e'pianIt ne'pwakancIn nInwun we'cmokuk Cinwse'ne'muk; e'pie'shiawat;
2802020080	OtIcI kikItwuk, TInipicI okanikIt otokumamwan Cwiuk? NkiwaptumwamIn otInukomIn we'cmokuk; ie'i we'cpie'shiaiak e'winume'kItokIt.
2802030058	Pic E'nut okuma kanotuk, notI kikicum mkoshkate'ntum, ipi caye'k Cinose'ne'muk kaie'cuk.
280204008f	IcI pic kakishmaosomat caye'k kcI-me'matmokcIn, ipi otonpie'ke'mwan ki nIshInape'k, kakishmaoce'tiwat win okinatawan, TInipi Knayst ke'cInikIt?
2802050051	IcI otI okinawan iukwanuksI Pe'tnium Cwtie'uk e'kiwuk; iw kashupie'ike't iacimot:
280206009a	Ipi kin Pe'tnium e'kiwuk Cwtie'uk, cosu kin, otapine' kitupite'ntakwsusi we'kmaocuk Cwtie'uk; kin su kaotIna okuma ke'tupakwnat ntInIshInape'muk Isne'iIn.
2802070069	IcI E'nut pic kimoc e'kintomat ni ne'pwakancIn nInwun, e'kin natowat me'me'cIk; TInicI pic nuk kanakwsIt?
28020800a4	IcI e'kinokanat Pe'tniumuk, otI okinan, Wishiak, ipi pmawike'ntone'ok we'shknikIt opInoce', icI kimkawe'k, pie'witumoshike'k, ninke' e'wishiaian e'wiwInume'kituwuk.
280209009c	IcI pInI, pic cI kanotwawat ni okuman kinmumacik, icI niw onukon kawapmawapIt we'cmokuk, kinmInikanin, pama kinkase' shikacIiIt we'shknikIt pInoce' kacIiIt.
28020a0042	Pic cI kawapmawat ni nukon kikcImnwe'ntumwuk, ipi kimnawan koswuk.
28020b00e2	IcI pic kapiawat wikwamuk okiwapmawan, niw kaoshkIniknIt pInoce'iIn, ipi Me'ni okie'iIn, icI e'kipmukocnowat, ipi e'nume'kitowawat; icI pic kapaknumwat iukwanIn we'onItnukIn, e'kimawan mikwe'wunIn osaw shonia, ipi mnomiakowun.
28020c008b	IcI e'kiwitumakwat, Kshe'mIne'ton e'kiapwawat ke'kowi minI shiake'k E'nut e'iIt, icI e'kishiawat e'tnukie'wat ototanwak, pkan kinImIshie'k.
28020d010f	IcI pic kamaciwat PInI Cosip kiwapman Kshe'mune'to omIshInIwe'mIn e'napituk otI otukon, Psukwin ipi otapIn we'shknikIt pInoce', ipi niw okie'iIn, ipI cI Iciptuk oshumok; icI shi iuk; pama pie'toian kikitowun, iukwanwi E'nut okupantone'wan we'shknikIt pInoce'iIn e'winsat.
28020e0078	PicI win kapsukwit kiwtapInan niw we'shkniknIt, pInoce'iIn, ipi niw okie'iIn, nipatipuk e'kishumaciwat iukwanuk Iciptuk.
28020f009e	IcI shi pIne' e'ikiiIt, pama kanponIt E'nutIn, iwsI ie'i ote'pwe'wun kakItot, Kshe'munIto otacimonInwun, kItwak, iw ie'i kaocIntomuk O nkwIs iukwanuk Iciptuk.
2802100101	IcI E'nut e'kikike'ntuk e'ki papnInmukot ni ne'pwakancIn nInwun, kikcInshkatsI e'kinokashwe't, icI kaye'k e'kinsIckasnIt pInoce'iIn e'inIcIn shi Pe'tniumuk; ipi caye'k pe'shoc e'inIcIn nashponkIsnIcIn, ipi iwpic e'kiwi ke'nata‘wat niw ne'pwakancIn nInwun.
2802110044	Iw ie'i, te'pwe'wun kakitot, iukwan Ce'nimaye', iacimot otI kakItot;
28021200a4	Iukwanuk Ne'me'uk okinotanawa notakwsuwun wishkwe'we'ksuwun, ipi moik, ipi kcIshke'ntumwun; Ne'ce'n otumwuman onicanse'iIn, cowi kshkumnowankosi; osam co wuie'iwin.
280213005c	Pic cI E'nut kanpot PInI Kshe'mIne'to omIshIne'we'mIn okiwtuskon Cosip kinaptum shi Iciptuk,
28021400ad	OtI okikon, Psukwin, ipi otapIn we'shknikIt pInoce', ipi niw okie'iIn, icIshiak e'kiwuk Isne'iIn, kinpokwshIki kapmIntone'kuk, niw we'shkniknIncIn pInoce'iIn opumatsiwnInIn.
2802150075	IcI win e'kipsukwit, e'kiwtapnat, niw we'shkniknIncIn pInoce'iIn, ipi niw okie'iIn, icI e'kishiawat e'kiwuk Isne'iIn.
28021600b7	Pic cI kanotuk Akine'us kaokumawnIt Cwtie'uk, e'kinapshkumwat ni osIn E'nutIn win kikwtacI ipI e'wishiat; kaian wuwitmakot Kshe'mIne'ton e'kinaptuk, icI kipke'wak e'kishiat Ke'niniuk.
2802170077	IcI kapiat e'kiwutat kcI otanuk Ne'sune't kishInkate', iw ie'i te'pwe'wun kakItot iacimocuk Win kshInkaso Ne'sIni nInI.
280301005e	ICI niw e'kishkiwuk kipie'wak Can, Ke'ctapie'nwe't, e'pmukie'kwe't no‘wmtukwakukik Cwtie'uk.
2803020049	OtIcI kItwak, Kisate'ntmok; osam otokumauwun shpumuk pe'shoc pie'te'mkIt.
28030300af	OtI ie'o kaiacImukocIn iacimoncIn Ise'iusIn, kItwak, OwIiu otInwe'wun nkot pe'motnakwsIt na‘mtukwakukikumuk, Nikan oshInwitak, Te'pe'n mukwie'kon wshItwuk tupasI mie'we'sIn.
280304008f	OpshIie'o Can, kamtItIkIn kcowe'si wisiumIn, ipi mishakIn kcipsonIn, pe'mkcipsocIn, ipi kaotumicimowut, iukwan e'tsawe'ncIn, ipi amo sispakwut,
2803050062	IwcI e'kipie'naskakot Cinose'ne'm, ipi caye'k Cwtie', ipi caye'k kiwtayiukwan e'pmukiwuk Cantanuk.
2803060049	IcI e'ki kcitapie'nat shi Cantanuk, e'kiwitumake'wat omIcshuwe'psiwnawan.
28030700c3	Pic kawapmat e'mane'nIt Pe'nIsiIn, ipi Se'cwsiIn, e'pianIt e'tshI kcItapie'nwe't, otIcI okinan, O! pe'matsie'k pwatacke'ie'k mIntoie'k! we'nicI kakoie'k e'wioshImotme'k, iw nshkatsowun wapiamkuk.
2803080043	Pie'toke', i we'wnunuk pmatsowun e'wiwapitI wuie'k, kisate'ntumwun.
28030900a3	Ke'kowi, ke'ko, ne'ntuke'k kiiwawa, E'pIne'-e'mntoosmamIn, ktInum cI nin, Kshe'mIne'to otakshkIton, notI sIniIn, e'wipsukwipnat pInoce'iIn iukwanIn E'pIne'- e'mIn.
28030a00a3	Ipi iw iukwan pkumsakIn okitonawa e'wce'pkiwuk, iukwanIn ni mtukon, ipi cI niw mtukon pwapie'tomkItnuk we'onItnuk micum kukishkukaso, ipi cI, shkote'k kupukcikaso.
28030b0104	Nin we'we'nI, kitakcItapie'num shi npik, e'kisate'ntume'k, win cie'ko ke'pie'pukwnIshkowut nin, win wusimI pite'ntakwsI icI nin, coiI nin ntupit e'ntakwsIsi, icIi e'wipmaotawuk omuksInIn, win ie'k kukcitapie'nkowa shi Kshe'mIne'to ocipamIn ipi iukwan shkote'k.
28030c00ac	WinsI kie'nuk nonouwun one'cik, icI we'we'nI okupinakwan opIskakomIn, ipi okumawtoston opukwe'shkInum; okIton mukukok, icIie'k okIdakswan oshIikwe'mnIn, shi kakuk shkote'k.
28030d005c	IcI e'pie'ocupiat Cisus iukwanuk Ke'nIniuk, e'shiat Catanuk e'iInIt CanIn e'wikcItapie'nkot.
28030e0058	CancI okikna‘moan, otI okinan, NinsI ie'k ktakcItapie'n; TacI e'pie'naska‘wiIn, nin.
28030f008d	Cisus cI okinkwe'twan otI okinan, NocImasI i kInomkIt nkom, Iw ke'shuwe'pse'ikon e'wite'pwe'k, caye'k mInoshuwe'psiwun. IwcI e'kite'pwe'twat.
28031000c1	IcI Cisus kakishkcItapie'nkot, iwcI papuk kashIpie'kwashuk, icI pInI e'kinsakwsanuk, Kishuk, ipi kiwapman Kshe'mIne'to OcipamIn, e'pie'nisashkanIt, ke'cwa mIne'to mimi; e'pie'pkIshnInIt wiiwuk.
280311005b	IcI pInI, notakwsowun shpumuk, otI kikItomkIt, OtI ie'o te'panuk NkwIs, nin ke'cmInonwe'It.
2804010057	IWCI Cisus e'kimacinkot KcI CipamIn now'mtukwakik, e'wikwcItupe'nmukot ni mIcImIne'ton.
2804020054	IcI pic, KapwawisnIt nie'waptuk tso kishuk, ipi nie'waptuk tso tpuk; iwcI e'pkIte't.
2804030094	IcI pic kakocItpe'nmukocIn kapianIt e'cIiIt otI okikon; KishpIn kin We'kwIsmukwiIn Kshe'mIne'to, kIton notI sIniIn e'wiwshIckate'k e'wikwe'shkInwuk.
28040400a7	Okinkwe'twancI ipi otI okinan otI e'shonupie'kate'k; NInI cowitapmatsIsi, pe'pshuk pkwe'shkIn mtIno; mtIno ie'ki cak kikitowun we'cpie'sakumom kuk otonik Kshe'mIne'to.
2804050062	IucI mIcImIne'ton okisho'wnukon iukwuanuk kcI otanuk, e'kiw cipitupukot shi kwItupuk nume'okumkok.
28040600da	OtIcI otukon, KishpIn kin, okwIsmukwiIn Kshe'mIne'to, pie'ocIniswe'pnItson; otukwshI e'shonIpie'kate'k, Win okuwitmowan omIshInIwe'mIn, e'wikuwapmukwiIn ipi onIciwak kupumukwitInukok wikake' e'wipwapaksite'shnIn sInik.
280407006c	Cisus cI otI okinan, otukwshI e'shwunIpie'ka te'k minI, Ke'kowi kwcItupe'nmakIn Te'pe'nmukwiIn Kshe'mIne'to.
280408006b	MinI cI, mIcImIne'to okishonan e'cI kcI pkotnianuk e'kiwaptuat, caye'k okumauwun shotI kik, e'pic wuntInuk.
280409004a	Ipi otI okinan, caye'k notI, kuminIn, KishpIn pmukocnIn, ipi nume'kItoiIn.
28040a008c	OtIcI Cisus okinan, Nkoci, shian, MIcImIne'to, otukwshI e'shwunupie'kate'k, Nume'kito‘w Te'pe'nmukwuiIn, Kshe'mIne'to wintIno kie'pmItwut.
28040b0054	IwcIni, mIcImIne'ton kashInkInkot, ipi pInI mIshInwe'n e'pianIt, icI e'pie'pmitakot.
28040c004a	IcI pic Cisus kanotuk, ni CanIn e'kikpakwukasnIt, kishImaci shi Ke'niniuk;
28040d0076	IcI e'nkItuk Ne'se'nIt; e'kishiat e'wIiIt cikcukum Ke'panium e'te'nuk, ipi e'pie'kokumukianuk Se'pwnIn, ipi Ne'ptInum.
28040e0039	Niiw ie'ni te'pwe'onIn kakitot Ise'us iacimot otI kItwak,
28040f0063	Iw e'kiwuk Se'pwnIn, ipi e'kiwuk Ne'ptInum shiw cikcukum wus ipI Catan: o Ke'nIni mawak Me'ikIscIk;
28041000a7	Kiw nIshInape'k kacipitupcuk, e'kiskupkonianuk okiwaptanawa e'kikcI wase'anuk, kiw cI kacipitupIcuk, e'tnukie'wat, ipi e'cipamtomkuk npowIn; wase'iak kipie'mokse'mkIt.
280411007e	IwcI pic Cisus e'pmowe'pkie'kwe't, otI kikIto; Kisate'ntumok; iukwankwshI okumauwun e'te'k shpumuk kishkot pe'shoc pie'iumkIt.
28041200b5	IcI Cisus e'pmose't cikcukum Ke'nIniuk, okiwapman nish we'wikane'itIncIn; Sayiman e'shnukasot Pitu, ipi E'nto, ni wikane'iIn, e'tshI pukInanIt supiIn kiukumik; kikikoske'‘onInwuk.
2804130044	IcI otI okinan, Naktone'o‘shuk; kaoshe'num e'wikikoskawe'p nInwuk.
2804140039	IcI papuk e'kinkaawat otIsupimwan, icI e'kinaktone'wawat.
28041500bf	IcI e'nmaocImacit shiw, okiwapman minI, anIt nish we'wikane'itIncIn, Ce'ms, We'kwIsmukot Se'pitiIn, ipi Can wikane'iIn pic napkwanuk, Se'pitiIn, oswan e'na'towat, otusupimwan; icI e'kintomat.
2804160040	IcI papuk e'kinkItmowat onapkwanwa ipi oswan; e'kinaktone'wawat.
28041700e2	IcI Cisus e'kipashiat Ke'nIniuk e'pmuknomake't; iukwanuk otInume'okumkomwak, ipi e'pmukie'kwe't mnoacImowun, iukwan okumauwun, ipi e'pmIne'se'we't cak, e'shnakwuk iakwnoke'wun, ipi cak e'shnakwuk kwtuke'ntumwun ki nIshInape'k.
280418011f	IcIi, otI win wiacmukwsIwun e'kipashiamke'tnuk kiswe'shkie'nI shi caye'k Sinie'uk; okipie'twawancI niw caye'k iakwnokancIn ni nIshInape'n, ipi ni na‘we'napinIncIn, ipi kwe'tukitoncIn, ipi niw packakwancIn mIcImIne'ton, ipi ni ne'kaptIncIn, ipi niw ne'nie'psIncIn, icI win e'kine'se'at.
28041900c1	IcI okipme'nashkakon ke'cmaoce'‘tincIn nIshInape'n, pie'ocupie'n Ke'nIniuk, ipi kiwcupie'n Tike'ponIsuk, ipi kiwcupie'n Cinose'ne'muk, ipi kiwcupie'n Cwtie'uk, ipi kiwcupie'n wus ipI Catanuk.
280501006c	ICI kawapmat niw maoce'tincIn, e'okwIcowe't, e'shpItnianuk, icI kacipitupIt ni e'knomowacIn okipie'naskakon.
2805020036	IcI e'ki pakinuk ioton; icI e'ki knomowat, otI kikIto.
280503005e	Shuwe'ntakwsik, ki ke'tmake'nkuk, ocipamwan ki ie'ki, te'pe'ntukuk okumauwuni shpumuk kishkok.
2805040039	Shuwe'ntakwsik ki kasate'ntukuk; ki ie'ki ke'mnwe'ntukuk.
2805050049	Shuwe'ntakwsik ki pwakcIne'ntukuk wio’wawa; ki ie'ki ke'tpe'ntumwat kI.
2805060070	Shuwe'ntakwsik ki, pe'kIte'we'ntukuk, ipi e'kakaskite'e'skuk, iukwan mnoshuwe'psowun; ki ie'ki ke'moshkIne'sanuk
280507004d	Shuwe'ntakwsik ki she'we'ncIke'cIk; ki ie'ki ke'kshkItocuk, she'we'ncuke'wun.
2805080045	Shuwe'ntakwsik ki, kiw pante'acIk; kiie'ki ke'wapmacIk Kshe'mIne'ton.
2805090058	Shuwe'ntakwsik ki, tpantowun we'shtocuk; ki ie'ki, ke'shInkascIk Kshe'mIne'to onicansIn.
28050a0063	Shuwe'ntakwsik ki mnoshuwe'psuwun, we'ckwtukitowat ki ie'ki te'pe'ntukuk okumauwun shpumuk kishkok.
28050b0080	Kshuwe'ntakwsum pic nInwuk, nshonasmukwie'k, ipi miashtotakwuie'k, ipi cake'ko kItwat kukInwush kacimukwie'k, nin ocItotakoie'k.
28050c0088	Mnwankosuk, ipi kcImnwe'ntumok; waminkoie'k kIcIne'ntakwut shpumuk kishkok; iwkwshI kashukwtukawat, iacimoncIn kaie'cuk e'pwam shIiIe'k.
28050d00b7	KinwakwshI kitowsiw taknawum shotI kik; kishpIncI ponsiwtakunukpkok; we'kwnicI ke'ocI siwtakunupok’ CosI ke'shI owunsInon mtIno e'wisakcuwe'pInIkate'k, icI e'wipInkatumowat, nInwuk.
28050e004f	Kinwasi, ktowawase'shkanawa kI. KcI otan, kwutakik e'te'k, co takukIckate'snon.
28050f00ab	Cowike' nInwuk, otaskI‘sinawa waskone'ncukIn, icI e'witowat namiukwan tupu‘ke'nuk; mtIno ie'k waskone'ncukunatkok; icI waskone'ntakwnawa, caye'k pituk e'icuk wikwamuk,
2805100075	Nocma wawase'shkmok e'nasmupwat nInwuk e'wiwaptumwat kmInototmonawan, ipie'wi winwane'k Koswa e'iIt; shpumuk kishkok.
2805110089	Ke'kowi ne'ntuke'kon; otI we'cpiaian e'wipnactoian tpakwnuke'wun, tanake' iacimocuk; cowi intoc piasi e'wipnactoian; mtIno e'wikishtoian.
280512008b	We'we'nI KtInum, pamasI shpumuk kishkok, ipI kI, ke'ntoshke'mkIt, cotIna pke'ci pwawe'pnukate'k tpakwnuke'wun, pama caye'k kicaktpIshkosak.
280513011c	We'kwe'ntuk ke'pnactokwIn notI nkot e'Ii e'kacinoiakIn kiIkwe'we'nIn, ipi ke'knomowacIn nInwun; kshInkaso oie'o otapine' kupite'ntakwsI shiw okumauwunuk shpumuk kishkok; We'kwe'ntukcI ke'totuk ipi ke'knomowat ike' win kshInkana oie'oke'cIpite'ntakwsIt shi okumauwunuk shpumuk kishkok.
28051400aa	OtI KItInum; KishpIn cI kmnoshuwe'psiwnInawa wusimI pwashumnoshuwe'psie'k kotI we'npie'ke'cIk ipi Pe'nIsiuk; cokitakshkItosim e'wipitike'ie'k okumauwunuk shpumuk kishkok.
2805150070	Kinotake'msI anwI pnowi kakItwapIt; Ke'kowi nshowe'ke'k icI we'kwe'ntuk ke'nshowe'kwe'n kInie'sansI pictpakwnIt.
28051600e4	OtI KtInum, We'kwe'ntuk kipinshInshkacitw at wikane'iIn kInie'sansI pic tpakwnIt, ipi we'kwe'ntuk ke'nat wikane'iIn; Ne'ke', kInie'sansI e'tshI kikitokiwuk; ke'iapI we'kwe'ntuk ke'nat; Kukie'patIs, kInie'sansI namkumuk shkote'k.
2805170066	KishpIn cI iw pie'ton kmikwe'wun e'tc sku‘umatuk, icI shiw mikwe'ntIn kikane', ke'ko, e'ne'nmukwiIn.
2805180076	NkItIn shi ikmikwe'wun e'tshI sku‘umatuk, icI nmamacin; ne'tum pone'ntuk kikane'‘, icI, pianmikwe'n iw kmikwe'wun.
28051900cd	Wikantuk kie'nup ne'shknmukwiIn, me'kwa e'iI pmowice'otIie'k; kta nupkItnuk ne'shke'nmukwiIn tpakwnukie'wunuk, icI o tpakwnukie' onInI kupkItnuk kii’aw ni okumasIn icI ke'cIpukinukon shi kpakwotiwkumkok.
28051a004b	We'we'nI ktInIn; Cowi ktapie'sakIsi, pama kiwike'tpu‘umIn me'skwapkIsiIt.
28051b003b	Kinotake'msI, kakItwapIt pnowi; Ke'ko win waonIshkaiwuke'k.
28051c0068	NincI, otI KtInum, We'kwe'nshe'tuk ke'wapmat ni kwe'n naw‘ne'nmat; kowaonIshkaiwu kisha‘shiwo te'ik.
28051d00b4	KishpIn cI, iw kite'p shkishIk ocI mIcIshuwe'psin kicIpIton, icI nkocipukiton; wusimI ktate'pIs kishpIn shkishuk pnacak, icIi caye'k kii‘awe'wipukci kate'k shi namkumuk shkote'k.
28051e00ad	KishpIn kte'pniw nak ocI mIcIshuwe'psin, Kishkshun, icI nkoci pukuton; wusimIcI kte'pIs nkote'iI knIce'n pnacak; cocI wii caye'k kii’aw e'wipukicikate'k namkumuk shkote'k.
28051f0064	OtIsI kikitom, We'kwe'ntuk ke'we'pnakwe'n wiwun, nocIma win, okuminan we'npie'kate'nuk e'we'pnItwat.
28052000b7	OtI cI KItnum, We'kwe'ntuk ke'we'pnakwe'n wiwun; pwawaonIshkaiwuto kwe', WinsI o nInI okItotwan, e'wi waonIshkaiwunIt; ipi we'kwe'ntuk ke'wiwkwe'n, niw kawe'pnukasnIncIn waonIshkaiwI.
2805210077	MinI ki notake'm; kakItwapIt pnowi, Ke'kowinIshkItkIn; Ke'ko kItiIn, Kitotum kashuwawitmowut Kshe'mIne'to e'wi totImIn.
2805220076	NincI otI, KtInum Ke'ko wipapIsh kie'tnamta kwsukIn shi; ke'ko wike' shpumuk kishkok iwi e'i Kshe'mIne'to ocipitupwun.
2805230063	Ke'kowike' shotI kik, iw ie'i otupsIte'pwun; ke'kowike', Cinwse'ne'muk, iw ie'i kcIotan o KcIokuma.
280524007c	Ke'kowike' kie'tnamwe'kIn; shi ktupik; cosI wi ktakshkItosin, e'wiwshIton nkot kinsIs e'wiwapshkiak, tanake' e'wi mkIte'wak.
2805250078	NocImasI niw kitukinontiwnowan kitasIstonawa; e'‘, e', co, co; we'kwe'ntuk wusimI icI notI, kupie'ocipie'mkIt me'anuk.
280526004f	KinotamsI e'kitok; kukItwapIt shkishuk ashkot shkishuk, ipi wipIt ashkot wipIt.
280527007d	Nin cI otI ktInum, ke'kowi nakwnuke'k iw me'anuk; we'kwe'ntuk cI ke'we'potakwiIn kte'pnoiak kwe'knoito‘w minI ashwayiukwan.
2805280076	KishpIn cI owIiI nInI witpakwnukwiIn, Ii tpakwnuke'wunuk, icI otapnImakwiIn kpiskumwakIn ke'iapI mish kIc-piskumwakIn.
2805290092	Ipi we'kwe'ntuk, ke'wishte'pmukwiIn, nkot e'wiwice'wIt tpukIn, showice'o nish. 41 And whosoever shall compel thee to go a mile, go with him twain.
28052a0050	Mish o ke'ko ne'tumakwiIn, ipi cI o ke'pie'waukon ke'ko win koci ne'nashkawakIn.
28052b004c	Kinotake'msI kakItok, Tpash pe'shoc e'tacuk, ipi shike'num me'iashtotakwiIn.
28052c00b2	Nin cI otI KtInum, Tpanuk kiw me'iashtotakwie'k showe'num kin me'cI knonkoie'k mnotota‘w kiw shake'nmne'konIk ipi nume'kita‘w kiw ne'shkacito nikonIk, ipi kiw kwe'tukine'kok.
28052d00d4	IwcI i e'winicansunkoie'k Koswa shpumuk e'iIt kishkok; win otashan otukisomIn e'wipie'moksanIt ni me'ashowe'psIncIn, ipi niw me'noshuwe'psIncIn, ipi onitaan e'kmaonInuk ni me'nototmIncIn, ipi niw me'ashtotmIncIn.
28052e0063	KishpIn Tpane'k, kiw te'pankoie'k we'kwnicI me'se'ntume'k? ConukwnukI maocIcke' onInwuk shIcke'sik?
28052f007d	KishpIn cI numkotwa kikane'iwak, mtIno we'kwnicI iw wusimI e'shcI ke'ie'k ki anIt? Conukwinuke', kiw maocIcke'onInwuk totsik?
2805300050	Nocma kwiuk showe'psuk, ke'cwa o Koswa kwiuk e'shwe'psIt shpumuk e'iIt, kishkok.
2806010072	IKWAMSUK e'wipwamnototwe'k e'nasmupwat nInwuk e'wiwapmne'k ie'i ke'pwaocI mnototone'k Koswa shpumuk e'iIt kishkok.
28060200d6	IwcI ie'i pic mnototake'n ke'kowi nikan notakwtoke'n pe'pkwe'iak e'shcuke'wat, e'nume'kascuk e'totkuk nume'okumkok; ipi niw otan mie'we'n e'wimnowacimukwat nInwun.--We'we'nI Kuwitmonum ote'ionawa otIp‘okse'onowa.
280603004c	Pic cI mnototake'n, Ke'kowi knumciwun okuke'ntusin kte'pniwun e'shcuke'mkuk.
2806040075	Iw cI niw kmnototake'wun e'witotmIn kimoc, ipi oie'o Kos wapItanIn pwawapcikate'nuk winie'k kuminuk ke'wapcIkate'nuk.
28060500ef	Pic cI numan ke'kowi shIcke'kIn ke'cwa kiw e'nume'kascIk; ome'nwe'ntanawa e'numawat e'nipwawat, otI num-e'o kumkomwak, ipi otanuk mie'wuk e'pmIwawikwe'anuk e'wiwapmukwat nIniwun. We'we'nI KtInum ote'ionawa otIp‘okse'onowa ne'twe'ntumwat.
28060600a3	Pic cI kin wi numan pitike'n e'cI pitokInikate'k icI ke'cI kupakwa‘mIn shkwate'm, nume'kito‘w Kos kimoc e'iIt; ipi o Kos wiapmuk kimoc kutupamak, e'wiwapmukon.
280607007f	Pic cI numan ke'kowi pIne'‘nasap, kItke'kon ke'cwa Me'ikIscIk e'totmoat, winwashIte'-e'k ninan nkupsItakomIn, mce'she'kItiak.
2806080068	Ke'kowi kinwa shIcke'ke'k e'shcike'wat winwa, okuke'ntankwshI Koswa ne'twe'ntme'k e'pwanshIn ntotmowe'k.
2806090053	. OtIsI ktashI matumawa; Nosnan e'in shpumuk kishkok, ke'cne'ntakwuk ktIshnukaswun,
28060a005b	Kto kumau’wun kupie'mkIt. Nocma kte'ne'ntumwun knomkIt shotI kik, ke'cwa shpumuk kishkok.
28060b003c	. MishInak otI nkom e'kishkiwuk e'tso kishkuk, e'shwisIniak.
28060c005f	Ipi pone'ntumwIshnak mIsnukInanIn ninanke' e'shpone'nmukIt me'citotmoiImIt, mIsnumoiumke'shiIk.
