2800000007	Matthew
2802040068	Ikŏnaumoi'piŭsax omŭk'atoiapiekuax ki ai'sĭnakix, sŭppoŏttsesattsiuax Christ mŏk'itsipokaiipiaie.
2802050066	Ki an'ĭstsiauaie, Bethlehem, Judæa ĭstauŏsĭn'im, ŭn'nimaie; ŭn'anĭstappi prophet osĭn'aksĭn;
28020600b4	Ki ksĕsto'a Bethlehem, Judæa ĭstauŏsĭn'im, kimats'inŭkstsipuaua, Judah ĭstsĭn'ax; Nin'auŏk, ksesto'a ak'itsĭstauasiu ki osto'i ai'akaukŏkitsĭmau nitsitappim'ĭx Israel.
2802070066	Herod, sĭmi'nikŏtŭssax mokŏk'ietappix, sokap'sŭppoŏtsesattsiuax otsokap'ĭnŏkuyisaie kŏkatosi.
28020800a6	Ki itŭpŭt'okŏttsiuax Bethlehem; kian'iu, kŭkko' sokap'apsŭmmok pokau'ŏk; ki ikonoainoeniki, itŭm'ŭtskĭtsĭnikokĭk nŏk'itsitotosi nŏk'it a tsĭm mĭm mosi.
28020900dc	Otokh'tsĭsau omŭxina otan'iipiaie, itsĭs'tapuiau; ki satĭsk, anni'isk kŏk'atosiĭsk otsitsinoauaiĭsk umut'autstsipi apinŏk'uyi otsitom'akoaiauaie, ki otai'totosi inŭk'sipokai ot'sitaupipiaie itots'iketsipuyiuaie.
28020a003d	Otsĭnno'ŏssauaie kŏk'atosi, eks'kamŭk otse'tametŭksuaii.
28020b00d9	Ki otaitsipĭs'sau nap'ioyĭs, Mary oksis'tsi ipĭnnu'yiauaie pokai'ĭsk, ki ĭnnĭssi'iau, ki itatsĭm'mĭmmiau: ki otaipasuk'ĭnĭssauĕsts otakomŭtskotuksuauĕsts, ĭssak'okotsiauaie gold ki frankincense ki myrrh.
28020c005b	Ap'ĭstotokiuă papaukŏkianĭstcsax mŏkstaiskĭto'tosau, noke'tsi moksokui itŭp'akaiiau.
28020d010b	Ki otau'mattosau, satsĭk, Ap'ĭstotokiuă sto'tokatatscs papauta'atsiuaie Joseph, an'ĭsitouaie, Nipuat', ki mattos'au pokau' ki oksĭs'tsi ki ikŭm'itappoat Egypt, ki stau'pit ki kĭtak'otŭmanĭsto; tŭk'kă, Herod ai'akapsŭmmiuaie inŭk'sipokau mŏks'enitŏsaie.
28020e0055	Otai'puawksi, sepiai'akotuyiuax inŭk'sipokau ki oksĭs'tsi ki Egypt itŭp'itappoiau:
28020f009d	Ki itau'piuaie otai'ĭnsaie Herod, mŏksenŭp'anĭstosi Ap'ĭstotokiuă otse'poawsĭn, otsiprophet i totsi'uaie, Egypt, ŭn'nimaie nitsĭt' ŭtŭmmau noko'a.
280210013e	Herod, otai'noŏsax mokŏk'ietappix otap'apĭstotoyĭsax, eks'kaiĭstsetŭkkiu, ki itŭp'otokŏttsiuax (otsen'nakemix) Bethlehem ki sa'akapotsim, ai'stokistuyimix sŏk'umappix ikŏn'ainĭttsiauax; kŭttaistoki'stuyimix sŏk'umappix mat'okŏnainittsiauax, umut'otsksĭnippi otsokap'sŭppoŏtsesattŭsax mokŏk'ietappix.
280211003d	Itŭm'enŭpanĭstomaie Jeremy prophet otse'poawsĭn otan'ipi,
28021200aa	Epo'awsĭnni itsĭk'kitokhtsip Rama, asain'sĭnni ki aiĭm'motseisĭnni ki omŭkoyesĭnni, Rachel o'kosix itau'asŭniu ki matokuikiawpĭketŭkkiu'ats, tŭkkă, itsen'iau.
280213006d	Herod otse'ĭnsi, sat'sĭk, Ap'istotokiuă oto'tokatatsĭs Joseph otsipapau'takaie, Egypt otsitai'tappiisaie.
28021400ac	An'ĭstsiuaie, Nipuat'ki mattos'au inŭk'sipokau ki oksĭs'tsi, ki itŭp'itappoat Israel istau'ŏsĭnĭm; tŭk'kă ini'au anniks'isk ap'ŭssummiiskaie otsipai'tappiisĭnni.
2802150056	Ki itsipuau ki aiako'tuyiuax pokau'a ki o ksĭs'tsi, ki Israel ĭstauŏsĭn'im ito'to.
28021600b7	Ki otokh'tsĭssi Archelaus otau'atsuaiitsitapai'naiisi un'ni otsĭn'naiisĭnni, ĭsstŭn'ĭmaie mŏk'ĭttapposaie; ki Ap'ĭstotokiuă otsipapauanĭstosaie, Galilee itanĭs'tŭpitappo:
2802170086	Ki akapioyis, Nazareth anĭstau, ito'to kiitoko'yiu; mŏkenŭpanĭstosaie prophetix otan'iipiax, akanĭstai'nikŏttau Nazaren'aikuŭn.
2803010068	ANNISTS'ISK ksĭstsiku'ĭstsk John Baptist ito'to Judæa istoksĭs'tapiksŏkkui, itŭs'-ksĭnimatstokiu,
280302003e	Ki an'iu sauai'tsitak, spots'im ĭstsĭn'naiisĭnni aststsiu'.
28030300ac	Am'auk annŏk' matap'piuŏk Isaiah prophet an'iu Nitsităppiuă ksĭstapitauosĭnim sokse'puyiu, Sŭppoatsĭstotokh'sattoat Nin'a oksokui, oksoku'ĭsts mokŏm'otstsĭsests.
2803040076	Ki John, Camel oku'yĭsts, itsĭs'totosiu, ki ĭstsikŏp'okui itsep'siu; ki otso'ŏssĭnĕsts tsikatsix ki namap'iniu.
280305008f	Jerusalem istokŏnai'tappix otokŏnitota'akax, ki Judæa ĭstokŏnai'tappix, ki Jordan ĭstauŏssĭn'im ĭstokŏnai'tappix mat'okŏnitautaakax.
280306006e	Ki nie'tŭktai Jordan (an'istop), otsĭt'ŭstapinopiax, ki otsauum'itsitappiisuĕsts aiinŭp'anĭstomiauĕsts.
28030700f4	Ki otsinno'ŏssax otas'taaiĭssax akai'tappiiax Pharisees ki Saducees, otsittŭp'auauŏkŏssax otsĭtŭsta'pĭnŭkipi, an'ĭstsiuax, Pĭtseksĭnau'kosix, tŭkka' kĭtan'ikoau kŏkanĭstŭpĭstŭpiksatossuai annik' ĭstse'tŭksĭnik astai'tsiik?
2803080041	Ai'sŭsksattok matsiĭn'ĭsts mŏk'itanĭstosi kĭtsauai'tsitani:
28030900a1	Pini'tsitsiikasik kĭtsitsi' tanauĕsts kok'kĭtŭnĭssuai Kĭn'un Abrahami; kitan'ĭstopuau Ap'ĭstotokiua, am'oxim okotokix ikotsĭstauatomoaiau Abraham pokax.
28030a006b	Kiannok' kŏts'eksĭsts kaxa'kin itsipo'toau: kŏnai'ĭstsĭs saiĭnasĭssi ak'aikakiaiau ki ak'aututsaiau.
28030b00d4	Okke' kimut'sĭtŭstapĭnopuau kŏkkĭtsisauai'tsitasuai: apatots'ĭk annŏk' ai'aksakootoŏk aiĭs'skunitapsiu, nimatsĭkŏkokotopa'tomoauats matsikĭsts': Ostoi' kimutak'ĭstapĭnokoau Atsĭm'istaaw ki ĭs'tsi:
28030c00ef	Ose'kotŭkkiatsĭs ai'ĭnĭmaie, kiaupŭx'ĭxtoxixi otsĭt'aisuisuitsipĭk'iakipi aiaksokapse'maie, osos'tsipĭkiapioyĭs aiakitsĭptsĭpotomĕsts otapaiĕn'ĭnsĭmmanĭsts; ki ĭstotox'ksiĭsts ĭstsi'i matakatsiu'ats ai'aketsĭnsimĕsts.
28030d0056	Jesus Galilee itŭm'aumatto, Jordani nie'tŭktai ito'to, John mŏkitsĭstapĭniĭsaie.
28030e0094	Ki John paiau'tsimĭuaie, ki otan'ikaie, ksĕsto'a ĭs ta' pĭn o kĭt, kitaketak'sipuksipat to kŏkokotsĭs'tapĭnnŏksi, ki kumauksipuksipaakĭks?
28030f0078	Jesus an'ĭstsiuaie pokĭtse'tsĭt annok': nŏks'ĭstutsĭsĭnan mokŏm'motsitappiisĭnni. Itŭmipaio'kĭts etomoyiuaie.
28031000d1	Ki Jesus aiĭs'tapĭnnŏssi, itopĭtsĭssoa'tomaie okke': ki, sat'sĭk, spots'im kau'opiu, ki nan'nuyiuaie Ap'ĭstotokiua otatsĭm'istaaw itutui'sŭpĭnŭmaie sĭstsi'i itsĭnauŭni'ĭnai, ki itokhitopi'ĭnai:
2803110059	Ki, satsik, epo'awsĭnni spots'im itunni'u amok'auk nĭtŭk'omĭmokoa, nitsekŏkh'sĭmau.
2804010065	ATSIM'ISTAAW ksĭs'tapiksŏkkui itŭmitŭppĭp'iuaie Jesus, sauum'itsitappiua mŏk saksksĭnnoŏsaie.
280402005f	Ki nĭsĭp'puyi koku'ĭsts, ki nĭsĭp'puyi ksĭstsikuĭsts otsĭt'saioyipists, itsakoo'notsiu.
2804030093	Ki Issaks'ksĭnĭmaitappii itoto'yĭnaie an'iĭnai, Ikŭm'ŭmeniki Ap'ĭstotokiua okku'i, am'oxim ok'otokixĭm sĭtsĭp'satsisau mŏkitapaiĕnasau.
280404008b	Ki itŭnĭs'tsiuaie, Sĭnaip Matap'pi matokot'otsipaitappi'iuats napaiĕn, Ap'ĭstotokiua maoi'i umutokŏnai'poawsĭsts aiakotsepaitappiiu.
280405005e	Sauum'itsitappiuă otsĭtsitapĭppiok Atsĭm'akapioyĭs, ki itokhit'sipotoyeik Nato'iapioyĭs,
28040600d3	Ki an'ĭstsiuaie, Ikŭm'ŭmeniki Ap'ĭstotokiua okku'i, ĭnĭs'suiauŭnit: sĭn'aip, akanĭstsiuax oto'tokatatsix ksĕsto'a: ki otsu'auĕsts kitakitotsiketsi'enokiau, kokŏt'sĭsts kŏkstai'tŭkŏkhsau ok'otoki.
2804070055	Jesus itŭnĭs'tsiuaie, mat'sĭnaip, kimataksaksksĭnoau'ats Nin'a, kitap'ĭstotokă.
2804080078	Sauum'itsitappiuă spaiĭstŭkki otsittŭmmi'piokaie itaiĭstummŭt'tsiikaie kŏnauau'ŏsinists ki istsap'inatsiikiests;
280409006a	Ki anĭstsiuaie, am'ostsim kŏnauau'ŏsĭnĭsts kitak'okoto, apĭs'tuksĭsanopieniki, atsĭm'mĭmmokeniki.
28040a0079	Jesus itŭman'ĭstsiuaie, Mĭs'taput, Satan: sĭn'aip, Nina Ap'ĭstotokiua kitak'atsĭmmĭmmau, ki kitak'aitanĭstaitoau.
28040b005d	Ki Sauum'itsitappiuă otai'skikaie ki, sat'sĭk, oto'tokatatsix ito'toyikiax ki otspum 'okax.
28040c0038	Jesus otokh'tsĭmsi John ĕen'ŏsaie itsitap'po Galilee:
28040d0081	Ki otŭnĭstŭpa'atosaie Nazareth, Capernaum ito'to ki itoko'yiu, ĭssoots'i omŭk'sikĭmi ai'aketsksŏkkui Zebulon ki Nephtalim:
28040e0030	Isaiah otse'poawsin mŏksenŭpanĭstosi otanipi,
28040f007e	Zebulon ĭstau'ossĭnni ki Nephthalim ĭstau'ŏssĭnni o mŭk'sikĭmi ĭsta'potsim, Jordan ap'ŭmmotsim, Galilee ĭstok'auaax;
28041000d5	Anniks'ĭsk matap'pixk, ski'natsi itau'pixk omŭk'anatsi nan'ĭmmiau: ki anniks'ĭsk matap'pixk auŏssĭn'ni eĭnsĭn'ni itstsi'ipi ki eĭniu'tŭxĭssĭnni itstsi'ipi, itau'pixk, ksĭstsikui'natsiu otsŭs'kŏpsiu.
2804110062	Annik' Jesus aumŭtŭpsokse'puyiu, ki an'iu, Sauai'tsitak; Spots' ĭmistokŏk'itsimani ăststsiu'.
28041200eb	Ki Jesus, auau'ŏkassi, Galilee ĭstomŭk'sikĭmi, itsĭnnu'yiuax aiĭs'kŭnnĭmotseiyix, Simon, an'ĭstau Peter; ki oskŭn' anĭstau Andrew, ĭsksĭmmatŭk'kiomikatsĭs omŭk'sikĭmi itai'suiapĭxĭmiauaie, tŭk'ka itomik'aitappiisau.
2804130046	Ki itŭnĭs'tsiuax, noksŭppa'akik, ki kitakitaumik'ottaiau matap'pix.
2804140032	Ki atomik'atsuai itskĭm'miau ki itopokiuo'iauaie.
28041500d2	O mŭt'tŭkkiosi matsĭtsĭnnuyeiuax mat'toskŭnĭmmotseiix, James, Zebedee o ku'yi, ki John oskŭn', ipĭt'sŭpĭnnuyiuax ak'iosatsĭs, Zebedee, iin'oauaie, aip'sĭmiax otomik'atsuauax: ki itsĭn'nikŏttsiuax.
2804160047	Ki ipĭt'skĭttsiiauaie un'oauaie ki ak'iosatsĭs, ki itopokiuo'iauaie.
28041700eb	Ki Jesus Galilee ĭstokŏnau'ŏssĭnni itap'auauŏkau, otatoiapioko'auĕsts itai'pĭstsksĭnimatstokiu ki aisokse'puyiu spots' im istsetam'itsĭniksĭnni; ki matap'pix opŭs'tsĭmmesuai ki otok'tokossĭnuauĕsts ikŏn an'kŭttutuyiuax.
2804180108	Ki otap'ĭstutŭksĭnni ikŏnauanetŭnĭstopaie Syria ĭstau'ŏssĭnni; ki ikŏnai'oktokosix, ki amianĭstsipŭs'tsĭmisix, ki anniks'isk matap' pixk sauumitsitappiuă itsĭps'tokoyiau, ki mat'tsapsix, ki an'auxenix, ikŏnitautsĭppotoaiax; ki ikŏnau'kuttutuyiuax
28041900a0	Ki Galilee ĭstokŏnai'tappix ikŏnawk'pokiuoiauaie, ki Decapolis, ki Jeiusalem, ki Judæa, ki Jordan ap'ŭmmotsim ĭstŏkonai'tappix matsekŏnawkpokiuo'iauaie.
280501005c	Kĭ otsĭnno'ossax akai'tappix ni tum'mo ita'mĭsso: ki otau'pĭssi otsitappim'ix ototaakax:
2805020037	Ki itsipa'kuiakiu ki itŭsksĭnĭm'atsiuax, ki itŭniu,
2805030087	Anniks'isk matap'pixk oskĕttsipŏppuauĕxk ĭkikĭn'etŭkkiĭsk, etam'etŭkkiau: spots'im ĭstsĭn'naiisĭnni osto'auai otsinan'oaiau.
2805040034	Au'yesĭx etam'etŭkkiau: aiaksikiawpiksĭstotoaiau.
280505003d	Ikkĭnap'itappiix etam'etŭkkiau: ksŏk'kum otaksĭnan'oaiau.
2805060074	Ino'tăttomix mokŏm'motsipaitappiisĭnni ki inăk'attomix mokŏm'motsipaitappiisĭnni etam'ĕtukkiau: ai'akokuyian.
2805070030	Kĭmapi'itappix etam'etŭkkiau: otak'sikĭmokiau
280508004b	Ksĭkus'skĕttsipŏppix etam'etŭkkiau: ai'aksĭnnuyiauaie Ap'ĭstotokiuă.
280509004f	Inŭs'tsetappix etam'etŭkkiau: akanĭstainikŏttaiau Ap'ĭstotokiuă o'kosĭx.
28050a0088	Anniks'isk matap'pixk itsikĭm'atsĭstotoaiau otŏkommo'tsitappiuŏsoauĕsts etam'etŭkkiau; otsinan'oaiau spots' im istsĭn'naiisĭnni.
28050b007c	Oksĭs'totokoeniki ki maka'pi sĭtsĭp'sŭkoeniki, ki aisĭmmĭm'motsenikiau, tŭkka kĭtŭk'omĭmmokoau kitse'tametŭksuai.
28050c0092	So poke'tametŭkkĭk, spopai'piĭk; kitakitakai'sakĭnnosŭko spots'im: apatots'ik neto'yik ŭnninetoksĭstotoyiuax Ap'ĭstotokiuă otsiprophetix.
28050d00cc	Kĕsto'akauk ksŏk'kum ĭstsĭstsĭxipoku: atstosai'e umut'aiawxipi itsĭx'ipokuyi, tsanĭstapiu ksŏk'kum umutaiaksitsĭxipokuĭstutsip? Matŭtokoapi'uats, ki aksĭs'tapĭxip, ki akitsitautŭtsamiai'osi.
28050e0063	Kĕsto'akauk ksŏk'kum ĭstŭn'natsii. Akap'ioyĭs aitokittokhi netum'moyi matokotsiksĭsattop'ats.
28050f00ba	Matap'pix matotstsĭm'axauaie anak'imatsĭs mŏkitsitaistakhtotosauaie assuyĭn'i, itai'sŭppatomiau itai'sŭpanakĭmatsopi, ki matap'pix itsĭps'taupix napioyĭs itokŏnnauan'akĭmaiau.
2805100086	Neto'yik kitan'akimatsĭs ĭstot'ŭnnasayit matap'pix mŏk'itsĭnniĭsau kitawx'ĭstutsipists mŏk'ĭtstsakŭttosauaie kin'a spots'im.
28051100b3	Pinstak nimut'otopi nŏkitŭnnĭstupipotsĭsau okŏk'itsĭmani, ki prophet ix otŭn' issuai: nimatŭtoto'pa nŏkĭtŭnnĭstŭpipotsĭsau, nimut'oto mŏkĭtsŭpanĭs'tsĭstutsisau.
28051200bb	Kitau'mŭnĭstopuau spots'im ki ksŏk'kum otsauomai'tsĭnikasi, ki okŏk'itsĭmani otsitsauomsŭpanĭstsiopi tŭks'kai sikŭk'sĭnaksĭn okŏk'itsĭmani itstsi'ipi mat'akitsĭnikauatsaie.
280513012d	Annŏk tukskai am'ostsim inŭxe'poawsists kŭttai'aksĭstutsĭmŏkaie, ki ai'aksksĭnĭmatsokax matap'pix mŏk'staiĭstutsĭsaxaie, ak'anĭstainikŏttau inŭks'tsĭm spots' im; annŏk' ai'aksistutsimests ki ai'aksksinimatsokax matap'pix mŏks'ĭstutsĭmĕsts, ak'anĭstainikŏttau omŭk'sĭm spots'im.
28051400ac	Kit an'ĭstopuau kitokŏmotsipaitappiisĭnni saiĭs'tŭpŭkuiŏkhsĭssi Scribes ki Pharisees ot'okŏmotsipaitappiisuĕsts kimatakitsipipuauats spots'im ĭstsĭn'naiisĭnni.
2805150077	Kikai'okhtsipuau ŭkkaiiap'ix otan'ikoaiau, Pinuye'nĭkik: ki annŏk'ai'akoyenikiuŏk ai'akesetsĭmaie okŏk'itsĭmani:
28051600f9	Ki kitan'ĭstopuau annŏk' ksĭstapĭstsĭm'iuōk ox'okoă ai'akesetsĭmaie okŏk'itsĭmani; ki annŏk' ak'anĭstsiuŏk ox'okoa Raca, aiakesetsimaie okok'itsĭmani: ki annŏk' ak'anĭstsiuŏk, kĭtŭt'tsapsi, ai'akesetsĭmaie Gihenni ots'tsiĭmiaie.
2805170076	Puksipĭp'potomĭniki kitak'iksĭstomŭtskotŭksĭnni natoi'apioyĭs, ki ĭsksĭnĭm'ĭniki kixokoa kĭtsĭs'tsĭmmok,
28051800c1	Ŭn'nim altar ĭstsskit' kitakiksĭstomŭtskotŭksĭnni, ki matskot'; matom'ots matsin'nŭstseik ksĕsto'a ki kĭxokoa, ki tŭm'ŭtsipuksiput ki sakumŭts'kotoat kitsiksĭst'omŭtskotŭksĭnni.
28051900bd	Kipĭnnŭs'tseĭmĭs kikakhtum'o, kĭtsakiokhpokau'pimŏssi: kŏkstaiĭstapĭpiok au'kŏkitsĭmaii, ki au'kŏkitsĭmaii ŏk'staukotsei eĕnake'nai, ki kĭtakitsĭps'tapixik itai'ĭnŭkiopi,
28051a0049	Kitau' mŭnĭsto kitsauomai'ponitatossi kitak'sakookotossi, kimataksuxpa.
28051b0043	Kikai'okhtsipuau otanipuauĕsts ŭkkaiiap'ix, Kimatakauŏkotapuaua:
28051c007b	Ki nestoa kitan'ĭstopuau, annŏk' ŭs'sŭmmiuŏk ake'uŏk mŏk'sta tossaie, ŭkaukhtauauŏkautăttseuaie u'skĕttsipŏppi.
28051d009f	Kinet'oopspi itsuyĭsseeniki, sauau'tos ki mĭs'tŭpapiksĭstsĭs: ŏkh'siu tŭks'kŭma mŏk'saiĭnakuaiĭssi koŏpspi, ŏkstaiĭs'tupapiksĭs kostŭm Gehenna.
28051e009e	Kinet'otsĭs itsuyĭsse'eniki kawksĭnnĭt', ki mĭs'tŭpapĭxit: ŏkh'siu tuks'kaii kotsĭs'i mŏk'saiĭnakuaiĭssi, ŏkstaiĭs'tŭpapiksĭs kostŭm Gehenna.
28051f005d	Ǔk'auanĭstop annŏk' aiaksiksiuatsiuŏk otokem'ani ŭnnianĭst'okotsĭs iksiuo'isĭnaksĭn:
28052000ad	Ki kitan'ĭstopuau annŏk' aiaksiksiuatsiuŏk otokem'ani, otsauomauau'ŏkotasi, nokets'ĭnai otauŏkotăts'okaie; ki annŏk' aiakokkem'iuŏk otai'ksiuatai'ĭsk itau'ŏkatau.
2805210092	Stsĭk'i, kikai'okhtsipuau otan'ipuauĕsts ŭk'kaiiap'ix, kimataksiksĭstapatauŭni'pa, ki, kitakitauanĭstau Ap'ĭstotokiua kitatauŭn'ĭssĭnni:
280522006d	Ki kitan'ĭstopuau, Pinŭt'auŭnik; spots'im pinitŭpŭtauŭnĭk; tŭk'ka Ap'ĭstotokiua otspiso'pŏtsĭsaie:
2805230071	Ksŏk'kum pini'tŭpŭtauŭnik; itsĭssuikau'piu: Jerusalem pini'tŭpŭtauŭnik; tŭkka Omŭx'ina ot'akapioyimaie.
2805240067	Kimat'akitŭpŭtauunipa kotokŏn', kimatkotsiksixĭstutsipats nitu'kuyekai ki kimatokotsixĭstutsipats.
2805250037	Ki anik' A, A; Sa, Sa; mato'ketauanieniki, mat'ŏkhsiu.
280526008e	Kikai'okhtsipuau, ŭk'auanĭstop sauau'toainiki moŏps'pi, kitak'okŏtanĭstotoko: ki sauau'tsĭmĭniki mokhpe'kĭnni, kitak'okŏtanĭstotoko.
280527008c	Ki kitan'ĭstopuau pinstsĭmmĭm'motsemis sauum'itsitappiuă: ki annŏk' kitakauaiak'iokŏk kĭtsets'stoksĭs matoko'tsĭs ki mat'stoksĭs'.
2805280089	Ki matap'pi makitotsĭssĭp'puyĭssaie au'kŏkitsĭmaii, ki stakhts'isokŏsĭm mŏk'otsĭsaie, mat ŭn'nĭstotsĭs kisau'tŭtsisokŏsĭm.
2805290059	Ki annŏk' kĭtsitappa'atsokŏk tuks'ka ŭskskak'sĭnni, pokom'ĭs na'toki iskskaksĭnni.
28052a0058	Annŏk' kitau'kŏmŏnikŏk, ko'tsĭs, ki annŏk' kitai'akŭkkumatŭkok, pino'tŭkaatsis.
28052b0062	Kikai'okhtsipuau ŭk'auanĭstop kitak'ŭkomĭmmau kitopokau 'pimokă ki kitak'aukĭmaukikakhtum'o.
28052c0116	Ki kitan'ĭstopuau ŭkomĭm'mĭsau kikakhtum'ix, Atsĭm'mĭmmĭsau anniks'ĭsk matap'pixk kitai'pakosĭnikokoauaxk ŏkhs'ĭstutosau anniks'ĭsk matap'pixk kitau'kĭmokoauaxk, ki aua'tsĭmoiikatomosau anniks'ĭsk matap'pixk kitse'ksĭstotokoauaxk, ki kitai'kĭmatsĭstotokoauaxk;
28052d00aa	Kokaukosĭmmi'ĭssuai Kĭn'oau spots'im: tŭk'ka ikkŭnats'iuaie natos'i sauum'itsitappix ki ŏkh'sitappix, ki soio'tŭmstuyiuax mokŏm'otsitappix ki sau'okŏmotsitappix.
28052e0098	Ukomĭm'mainoainikiau anniks'ĭsk matap'pixk kitŭk'omĭmmokoauixk, tsaak'anĭstappiuats kisa'kinosuai? Kŭttomŭnĭstauŭkomĭmmotsein'axau publicanix?
28052f0089	Ki namiksematsĭm'ainoainikiau kĭxokoax, tsanĭstapiu'ats kumutaumotsapiau stsĭk'ix? Kŭttomŭnĭstaiksematsĭmmotseiu'axau publicanix?
280530003a	Ki sŭp-puiap'sĭk manĭst'sŭppuiapspi kĭn'oau spots'im.
280601007e	ISKSKATS'ǏK kŏkstau'kŏmmotsitappiisuai matap'pix kŏkainu'yĭssi; ikŭmits'tsiki kĭn'oau spots'im kimataksakinosŭkoauats.
28060200c1	Mak'aumŭtskotŭkkieniki pinik'it manĭstsik'ipi aiksĭstapokŏmotsitappikasix itai'puyĭssax natoi'apioyists ki moksoku'ĭsts, matappix mŏksĭnnu'yĭssax. Kitau'mŭnĭstopuau sakino'sattaiau.
