0100000007	Genesis
01060400c7	The Nephilim were in the earth in those days, and also after that, when God’s sons came in to men’s daughters and had children with them. Those were the mighty men who were of old, men of renown.
0106050096	The LORD saw that the wickedness of man was great in the earth, and that every imagination of the thoughts of man’s heart was continually only evil.
0106060056	The LORD was sorry that he had made man on the earth, and it grieved him in his heart.
01060700c3	The LORD said, “I will destroy man whom I have created from the surface of the ground—man, along with animals, creeping things, and birds of the sky—for I am sorry that I have made them.”
010608002b	But Noah found favour in the LORD’s eyes.
0106090089	This is the history of the generations of Noah: Noah was a righteous man, blameless amongst the people of his time. Noah walked with God.
01060a003d	Noah became the father of three sons: Shem, Ham, and Japheth.
01060b0049	The earth was corrupt before God, and the earth was filled with violence.
01060c0063	God saw the earth, and saw that it was corrupt, for all flesh had corrupted their way on the earth.
01060d0095	God said to Noah, “I will bring an end to all flesh, for the earth is filled with violence through them. Behold, I will destroy them and the earth.
01060e006e	Make a ship of gopher wood. You shall make rooms in the ship, and shall seal it inside and outside with pitch.
01060f008a	This is how you shall make it. The length of the ship shall be three hundred cubits, its width fifty cubits, and its height thirty cubits.
01061000b5	You shall make a roof in the ship, and you shall finish it to a cubit upward. You shall set the door of the ship in its side. You shall make it with lower, second, and third levels.
01061100a5	I, even I, will bring the flood of waters on this earth, to destroy all flesh having the breath of life from under the sky. Everything that is in the earth will die.
0106120084	But I will establish my covenant with you. You shall come into the ship, you, your sons, your wife, and your sons’ wives with you.
0106130090	Of every living thing of all flesh, you shall bring two of every sort into the ship, to keep them alive with you. They shall be male and female.
01061400af	Of the birds after their kind, of the livestock after their kind, of every creeping thing of the ground after its kind, two of every sort will come to you, to keep them alive.
010615007a	Take with you some of all food that is eaten, and gather it to yourself; and it will be for food for you, and for them.”
0106160031	Thus Noah did. He did all that God commanded him.
0107010089	The LORD said to Noah, “Come with all of your household into the ship, for I have seen your righteousness before me in this generation.
0107020099	You shall take seven pairs of every clean animal with you, the male and his female. Of the animals that are not clean, take two, the male and his female.
0107030073	Also of the birds of the sky, seven and seven, male and female, to keep seed alive on the surface of all the earth.
01070400aa	In seven days, I will cause it to rain on the earth for forty days and forty nights. I will destroy every living thing that I have made from the surface of the ground.”
0107050030	Noah did everything that the LORD commanded him.
010706004a	Noah was six hundred years old when the flood of waters came on the earth.
0107070063	Noah went into the ship with his sons, his wife, and his sons’ wives, because of the floodwaters.
010708004f	Clean animals, unclean animals, birds, and everything that creeps on the ground
010709004c	went by pairs to Noah into the ship, male and female, as God commanded Noah.
01070a0038	After the seven days, the floodwaters came on the earth.
01070b00c1	In the six hundredth year of Noah’s life, in the second month, on the seventeenth day of the month, on that day all the fountains of the great deep burst open, and the sky’s windows opened.
01070c0033	It rained on the earth forty days and forty nights.
01070d009b	In the same day Noah, and Shem, Ham, and Japheth—the sons of Noah—and Noah’s wife and the three wives of his sons with them, entered into the ship—
01070e00c1	they, and every animal after its kind, all the livestock after their kind, every creeping thing that creeps on the earth after its kind, and every bird after its kind, every bird of every sort.
01070f0050	Pairs from all flesh with the breath of life in them went into the ship to Noah.
0107100069	Those who went in, went in male and female of all flesh, as God commanded him; then the LORD shut him in.
010711007a	The flood was forty days on the earth. The waters increased, and lifted up the ship, and it was lifted up above the earth.
0107120067	The waters rose, and increased greatly on the earth; and the ship floated on the surface of the waters.
010713006a	The waters rose very high on the earth. All the high mountains that were under the whole sky were covered.
0107140046	The waters rose fifteen cubits higher, and the mountains were covered.
010715008a	All flesh died that moved on the earth, including birds, livestock, animals, every creeping thing that creeps on the earth, and every man.
0107160052	All on the dry land, in whose nostrils was the breath of the spirit of life, died.
01071700e9	Every living thing was destroyed that was on the surface of the ground, including man, livestock, creeping things, and birds of the sky. They were destroyed from the earth. Only Noah was left, and those who were with him in the ship.
0107180038	The waters flooded the earth one hundred and fifty days.
010801009c	God remembered Noah, all the animals, and all the livestock that were with him in the ship; and God made a wind to pass over the earth. The waters subsided.
010802006b	The deep’s fountains and the sky’s windows were also stopped, and the rain from the sky was restrained.
010803006e	The waters continually receded from the earth. After the end of one hundred and fifty days the waters receded.
0108040063	The ship rested in the seventh month, on the seventeenth day of the month, on Ararat’s mountains.
0108050090	The waters receded continually until the tenth month. In the tenth month, on the first day of the month, the tops of the mountains were visible.
010806004f	At the end of forty days, Noah opened the window of the ship which he had made,
010807005f	and he sent out a raven. It went back and forth, until the waters were dried up from the earth.
010808005b	He himself sent out a dove to see if the waters were abated from the surface of the ground,
01080900d4	but the dove found no place to rest her foot, and she returned into the ship to him, for the waters were on the surface of the whole earth. He put out his hand, and took her, and brought her to him into the ship.
01080a004d	He waited yet another seven days; and again he sent the dove out of the ship.
01080b0099	The dove came back to him at evening and, behold, in her mouth was a freshly plucked olive leaf. So Noah knew that the waters were abated from the earth.
01080c0061	He waited yet another seven days, and sent out the dove; and she didn’t return to him any more.
01080d00dd	In the six hundred and first year, in the first month, the first day of the month, the waters were dried up from the earth. Noah removed the covering of the ship, and looked. He saw that the surface of the ground was dry.
01080e004f	In the second month, on the twenty-seventh day of the month, the earth was dry.
01080f001a	God spoke to Noah, saying,
0108100052	“Go out of the ship, you, your wife, your sons, and your sons’ wives with you.
01081100ef	Bring out with you every living thing that is with you of all flesh, including birds, livestock, and every creeping thing that creeps on the earth, that they may breed abundantly in the earth, and be fruitful, and multiply on the earth.”
0108120047	Noah went out, with his sons, his wife, and his sons’ wives with him.
010813007c	Every animal, every creeping thing, and every bird, whatever moves on the earth, after their families, went out of the ship.
0108140083	Noah built an altar to the LORD, and took of every clean animal, and of every clean bird, and offered burnt offerings on the altar.
01081500fe	The LORD smelled the pleasant aroma. The LORD said in his heart, “I will not again curse the ground any more for man’s sake because the imagination of man’s heart is evil from his youth. I will never again strike every living thing, as I have done.
010816007e	While the earth remains, seed time and harvest, and cold and heat, and summer and winter, and day and night will not cease.”
0109010063	God blessed Noah and his sons, and said to them, “Be fruitful, multiply, and replenish the earth.
01090200cb	The fear of you and the dread of you will be on every animal of the earth, and on every bird of the sky. Everything that moves along the ground, and all the fish of the sea, are delivered into your hand.
0109030071	Every moving thing that lives will be food for you. As I gave you the green herb, I have given everything to you.
010904003f	But flesh with its life, that is, its blood, you shall not eat.
01090500c7	I will surely require accounting for your life’s blood. At the hand of every animal I will require it. At the hand of man, even at the hand of every man’s brother, I will require the life of man.
010906005e	Whoever sheds man’s blood, his blood will be shed by man, for God made man in his own image.
0109070052	Be fruitful and multiply. Increase abundantly in the earth, and multiply in it.”
0109080033	God spoke to Noah and to his sons with him, saying,
010909005a	“As for me, behold, I establish my covenant with you, and with your offspring after you,
01090a00b2	and with every living creature that is with you: the birds, the livestock, and every animal of the earth with you, of all that go out of the ship, even every animal of the earth.
01090b00a4	I will establish my covenant with you: All flesh will not be cut off any more by the waters of the flood. There will never again be a flood to destroy the earth.”
01090c0095	God said, “This is the token of the covenant which I make between me and you and every living creature that is with you, for perpetual generations:
01090d005c	I set my rainbow in the cloud, and it will be a sign of a covenant between me and the earth.
01090e0050	When I bring a cloud over the earth, that the rainbow will be seen in the cloud,
01090f00a1	I will remember my covenant, which is between me and you and every living creature of all flesh, and the waters will no more become a flood to destroy all flesh.
01091000ad	The rainbow will be in the cloud. I will look at it, that I may remember the everlasting covenant between God and every living creature of all flesh that is on the earth.”
0109110081	God said to Noah, “This is the token of the covenant which I have established between me and all flesh that is on the earth.”
0109120065	The sons of Noah who went out from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.
0109130050	These three were the sons of Noah, and from these the whole earth was populated.
0109140032	Noah began to be a farmer, and planted a vineyard.
0109150045	He drank of the wine and got drunk. He was uncovered within his tent.
010916005e	Ham, the father of Canaan, saw the nakedness of his father, and told his two brothers outside.
01091700d1	Shem and Japheth took a garment, and laid it on both their shoulders, went in backwards, and covered the nakedness of their father. Their faces were backwards, and they didn’t see their father’s nakedness.
0109180049	Noah awoke from his wine, and knew what his youngest son had done to him.
0109190052	He said, “Canaan is cursed. He will be a servant of servants to his brothers.”
01091a004c	He said, “Blessed be the LORD, the God of Shem. Let Canaan be his servant.
01091b005a	May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.”
01091c0039	Noah lived three hundred and fifty years after the flood.
01091d0049	All the days of Noah were nine hundred and fifty years, and then he died.
010a010085	Now this is the history of the generations of the sons of Noah and of Shem, Ham, and Japheth. Sons were born to them after the flood.
010a020050	The sons of Japheth were: Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras.
010a030038	The sons of Gomer were: Ashkenaz, Riphath, and Togarmah.
010a04003f	The sons of Javan were: Elishah, Tarshish, Kittim, and Dodanim.
010a050085	Of these were the islands of the nations divided in their lands, everyone after his language, after their families, in their nations.
010a060035	The sons of Ham were: Cush, Mizraim, Put, and Canaan.
010a07006c	The sons of Cush were: Seba, Havilah, Sabtah, Raamah, and Sabteca. The sons of Raamah were: Sheba and Dedan.
010a08004b	Cush became the father of Nimrod. He began to be a mighty one in the earth.
010a090071	He was a mighty hunter before the LORD. Therefore it is said, “like Nimrod, a mighty hunter before the LORD”.
010a0a0058	The beginning of his kingdom was Babel, Erech, Accad, and Calneh, in the land of Shinar.
010a0b004d	Out of that land he went into Assyria, and built Nineveh, Rehoboth Ir, Calah,
010a0c0033	and Resen between Nineveh and the great city Calah.
010a0d003f	Mizraim became the father of Ludim, Anamim, Lehabim, Naphtuhim,
010a0e004a	Pathrusim, Casluhim (which the Philistines descended from), and Caphtorim.
010a0f0038	Canaan became the father of Sidon (his firstborn), Heth,
010a10002d	the Jebusites, the Amorites, the Girgashites,
010a110026	the Hivites, the Arkites, the Sinites,
010a12006e	the Arvadites, the Zemarites, and the Hamathites. Afterward the families of the Canaanites were spread abroad.
010a130093	The border of the Canaanites was from Sidon—as you go towards Gerar—to Gaza—as you go towards Sodom, Gomorrah, Admah, and Zeboiim—to Lasha.
010a140070	These are the sons of Ham, after their families, according to their languages, in their lands and their nations.
010a150067	Children were also born to Shem (the elder brother of Japheth), the father of all the children of Eber.
010a16003f	The sons of Shem were: Elam, Asshur, Arpachshad, Lud, and Aram.
010a170031	The sons of Aram were: Uz, Hul, Gether, and Mash.
010a180049	Arpachshad became the father of Shelah. Shelah became the father of Eber.
010a190082	To Eber were born two sons. The name of the one was Peleg, for in his days the earth was divided. His brother’s name was Joktan.
010a1a0041	Joktan became the father of Almodad, Sheleph, Hazarmaveth, Jerah,
010a1b0016	Hadoram, Uzal, Diklah,
010a1c0015	Obal, Abimael, Sheba,
010a1d003d	Ophir, Havilah, and Jobab. All these were the sons of Joktan.
010a1e0057	Their dwelling extended from Mesha, as you go towards Sephar, the mountain of the east.
010a1f0060	These are the sons of Shem, by their families, according to their languages, lands, and nations.
010a20009a	These are the families of the sons of Noah, by their generations, according to their nations. The nations divided from these in the earth after the flood.
010b010036	The whole earth was of one language and of one speech.
010b020057	As they travelled east, they found a plain in the land of Shinar, and they lived there.
010b03008c	They said to one another, “Come, let’s make bricks, and burn them thoroughly.” They had brick for stone, and they used tar for mortar.
010b0400c6	They said, “Come, let’s build ourselves a city, and a tower whose top reaches to the sky, and let’s make a name for ourselves, lest we be scattered abroad on the surface of the whole earth.”
010b050052	The LORD came down to see the city and the tower, which the children of men built.
010b0600b2	The LORD said, “Behold, they are one people, and they all have one language, and this is what they begin to do. Now nothing will be withheld from them, which they intend to do.
010b070070	Come, let’s go down, and there confuse their language, that they may not understand one another’s speech.”
010b08006d	So the LORD scattered them abroad from there on the surface of all the earth. They stopped building the city.
010b0900af	Therefore its name was called Babel, because there the LORD confused the language of all the earth. From there, the LORD scattered them abroad on the surface of all the earth.
010b0a0091	This is the history of the generations of Shem: Shem was one hundred years old when he became the father of Arpachshad two years after the flood.
010b0b0079	Shem lived five hundred years after he became the father of Arpachshad, and became the father of more sons and daughters.
010b0c0043	Arpachshad lived thirty-five years and became the father of Shelah.
010b0d0085	Arpachshad lived four hundred and three years after he became the father of Shelah, and became the father of more sons and daughters.
010b0e0039	Shelah lived thirty years, and became the father of Eber.
010b0f007f	Shelah lived four hundred and three years after he became the father of Eber, and became the father of more sons and daughters.
010b10003d	Eber lived thirty-four years, and became the father of Peleg.
010b11007f	Eber lived four hundred and thirty years after he became the father of Peleg, and became the father of more sons and daughters.
010b120037	Peleg lived thirty years, and became the father of Reu.
010b13007b	Peleg lived two hundred and nine years after he became the father of Reu, and became the father of more sons and daughters.
010b14003b	Reu lived thirty-two years, and became the father of Serug.
010b15007c	Reu lived two hundred and seven years after he became the father of Serug, and became the father of more sons and daughters.
010b160039	Serug lived thirty years, and became the father of Nahor.
010b170074	Serug lived two hundred years after he became the father of Nahor, and became the father of more sons and daughters.
010b18003e	Nahor lived twenty-nine years, and became the father of Terah.
010b190081	Nahor lived one hundred and nineteen years after he became the father of Terah, and became the father of more sons and daughters.
010b1a004c	Terah lived seventy years, and became the father of Abram, Nahor, and Haran.
010b1b0088	Now this is the history of the generations of Terah. Terah became the father of Abram, Nahor, and Haran. Haran became the father of Lot.
010b1c0063	Haran died in the land of his birth, in Ur of the Chaldees, while his father Terah was still alive.
010b1d00a8	Abram and Nahor married wives. The name of Abram’s wife was Sarai, and the name of Nahor’s wife was Milcah, the daughter of Haran, who was also the father of Iscah.
010b1e0023	Sarai was barren. She had no child.
010b1f00dd	Terah took Abram his son, Lot the son of Haran, his son’s son, and Sarai his daughter-in-law, his son Abram’s wife. They went from Ur of the Chaldees, to go into the land of Canaan. They came to Haran and lived there.
010b200047	The days of Terah were two hundred and five years. Terah died in Haran.
010c01008a	Now the LORD said to Abram, “Leave your country, and your relatives, and your father’s house, and go to the land that I will show you.
010c020065	I will make of you a great nation. I will bless you and make your name great. You will be a blessing.
010c030092	I will bless those who bless you, and I will curse him who treats you with contempt. All the families of the earth will be blessed through you.”
010c040079	So Abram went, as the LORD had told him. Lot went with him. Abram was seventy-five years old when he departed from Haran.
010c0500e4	Abram took Sarai his wife, Lot his brother’s son, all their possessions that they had gathered, and the people whom they had acquired in Haran, and they went to go into the land of Canaan. They entered into the land of Canaan.
010c060076	Abram passed through the land to the place of Shechem, to the oak of Moreh. At that time, Canaanites were in the land.
010c070091	The LORD appeared to Abram and said, “I will give this land to your offspring.” He built an altar there to the LORD, who had appeared to him.
010c0800c8	He left from there to go to the mountain on the east of Bethel and pitched his tent, having Bethel on the west, and Ai on the east. There he built an altar to the LORD and called on the LORD’s name.
010c090032	Abram travelled, still going on towards the South.
010c0a007f	There was a famine in the land. Abram went down into Egypt to live as a foreigner there, for the famine was severe in the land.
010c0b007e	When he had come near to enter Egypt, he said to Sarai his wife, “See now, I know that you are a beautiful woman to look at.
010c0c0087	It will happen that when the Egyptians see you, they will say, ‘This is his wife.’ They will kill me, but they will save you alive.
010c0d007a	Please say that you are my sister, that it may be well with me for your sake, and that my soul may live because of you.”
010c0e0055	When Abram had come into Egypt, some Egyptians saw that the woman was very beautiful.
010c0f006b	The princes of Pharaoh saw her, and praised her to Pharaoh; and the woman was taken into Pharaoh’s house.
010c100086	He dealt well with Abram for her sake. He had sheep, cattle, male donkeys, male servants, female servants, female donkeys, and camels.
010c11005d	The LORD afflicted Pharaoh and his house with great plagues because of Sarai, Abram’s wife.
010c120079	Pharaoh called Abram and said, “What is this that you have done to me? Why didn’t you tell me that she was your wife?
