2800000007	Matthew
2806090059	"In this manner therefore pray: 'Our Father who art in Heaven, may Thy name be kept holy;
28060a0045	let Thy kingdom come; let Thy will be done, as in Heaven so on earth;
28060b0025	give us to-day our bread for the day;
28060c0069	and forgive us our shortcomings, as we also have forgiven those who have failed in their duty towards us;
28060d0043	and bring us not into temptation, but rescue us from the Evil one.'
28060e0056	"For if you forgive others their offences, your Heavenly Father will forgive you also;
28060f0058	but if you do not forgive others their offences, neither will your Father forgive yours.
28061000dc	"When any of you fast, never assume gloomy looks as the hypocrites do; for they disfigure their faces in order that it may be evident to men that they are fasting. I solemnly tell you that they already have their reward.
2806110045	But, whenever you fast, pour perfume on your hair and wash your face,
280612009a	that it may not be apparent to men that you are fasting, but to your Father who is in secret; and your Father--He who sees in secret--will recompense you.
2806130088	"Do not lay up stores of wealth for yourselves on earth, where the moth and wear-and-tear destroy, and where thieves break in and steal.
280614008a	But amass wealth for yourselves in Heaven, where neither the moth nor wear-and-tear destroys, and where thieves do not break in and steal.
2806150038	For where your wealth is, there also will your heart be.
2806160066	"The eye is the lamp of the body. If then your eyesight is good, your whole body will be well lighted;
280617008c	but if your eyesight is bad, your whole body will be dark. If however the very light within you is darkness, how dense must the darkness be!
28061800de	"No man can be the bondservant of two masters; for either he will dislike one and like the other, or he will attach himself to one and think slightingly of the other. You cannot be the bondservants both of God and of gold.
280619010f	For this reason I charge you not to be over-anxious about your lives, inquiring what you are to eat or what you are to drink, nor yet about your bodies, inquiring what clothes you are to put on. Is not the life more precious than its food, and the body than its clothing?
28061a00a7	Look at the birds which fly in the air: they do not sow or reap or store up in barns, but your Heavenly Father feeds them: are not you of much greater value than they?
28061b0047	Which of you by being over-anxious can add a single foot to his height?
28061c0077	And why be anxious about clothing? Learn a lesson from the wild lilies. Watch their growth. They neither toil nor spin,
28061d0067	and yet I tell you that not even Solomon in all his magnificence could array himself like one of these.
28061e00b3	And if God so clothes the wild herbage which to-day flourishes and to-morrow is thrown into the oven, is it not much more certain that He will clothe you, you men of little faith?
28061f0071	Do not be over-anxious, therefore, asking 'What shall we eat?' or 'What shall we drink?' or 'What shall we wear?'
2806200084	For all these are questions that Gentiles are always asking; but your Heavenly Father knows that you need these things--all of them.
2806210070	But make His Kingdom and righteousness your chief aim, and then these things shall all be given you in addition.
2806220085	Do not be over-anxious, therefore, about to-morrow, for to-morrow will bring its own cares. Enough for each day are its own troubles.
2807010027	"Judge not, that you may not be judged;
2807020050	for your own judgement will be dealt--and your own measure meted--to yourselves.
280703006c	And why do you look at the splinter in your brother's eye, and not notice the beam which is in your own eye?
280704006f	Or how say to your brother, 'Allow me to take the splinter out of your eye,' while the beam is in your own eye?
2807050085	Hypocrite, first take the beam out of your own eye, and then you will see clearly how to remove the splinter from your brother's eye.
280706009d	"Give not that which is holy to the dogs, nor throw your pearls to the swine; otherwise they will trample them under their feet and then turn and attack you.
2807070066	"Ask, and it will be given to you; seek, and you will find; knock, and the door will be opened to you.
2807080077	For it is always he who asks that receives, he who seeks that finds, and he who knocks that has the door opened to him.
280709005b	What man is there among you, who if his son shall ask him for bread will offer him a stone?
28070a003e	Or if the son shall ask him for a fish will offer him a snake?
28070b00a0	If you then, imperfect as you are, know how to give good gifts to your children, how much more will your Father in Heaven give good things to those who ask Him!
28070c009e	Everything, therefore, be it what it may, that you would have men do to you, do you also the same to them; for in this the Law and the Prophets are summed up.
28070d007b	"Enter by the narrow gate; for wide is the gate and broad the road which leads to ruin, and many there are who enter by it;
28070e0066	because narrow is the gate and contracted the road which leads to Life, and few are those who find it.
28070f007a	"Beware of the false teachers--men who come to you in sheep's fleeces, but beneath that disguise they are ravenous wolves.
2807100066	By their fruits you will easily recognize them. Are grapes gathered from thorns or figs from brambles?
2807110055	Just so every good tree produces good fruit, but a poisonous tree produces bad fruit.
2807120043	A good tree cannot bear bad fruit, nor a poisonous tree good fruit.
2807130054	Every tree which does not yield good fruit is cut down and thrown aside for burning.
280714003f	So by their fruits at any rate, you will easily recognize them.
2807150096	"Not every one who says to me, 'Master, Master,' will enter the Kingdom of the Heavens, but only those who are obedient to my Father who is in Heaven.
28071600a5	Many will say to me on that day, "'Master, Master, have we not prophesied in Thy name, and in Thy name expelled demons, and in Thy name performed many mighty works?'
2807170061	"And then I will tell them plainly, "'I never knew you: begone from me, you doers of wickedness.'
280718007f	"Every one who hears these my teachings and acts upon them will be found to resemble a wise man who builds his house upon rock;
2807190098	and the heavy rain falls, the swollen torrents come, and the winds blow and beat against the house; yet it does not fall, for its foundation is on rock.
28071a0086	And every one who hears these my teachings and does not act upon them will be found to resemble a fool who builds his house upon sand.
28071b008b	The heavy rain descends, the swollen torrents come, and the winds blow and burst upon the house, and it falls; and disastrous is the fall."
28071c005f	When Jesus had concluded this discourse, the crowds were filled with amazement at His teaching,
28071d0058	for He had been teaching them as one who had authority, and not as their Scribes taught.
2808010048	Upon descending from the hill country He was followed by immense crowds.
280802007b	And a leper came to Him, and throwing himself at His feet, said, "Sir, if only you are willing you are able to cleanse me."
280803007d	So Jesus put out His hand and touched him, and said, "I am willing: be cleansed." Instantly he was cleansed from his leprosy;
280804009a	and Jesus said to him, "Be careful to tell no one, but go and show yourself to the priest, and offer the gift which Moses appointed as evidence for them."
2808050048	After His entry into Capernaum a Captain came to Him, and entreated Him.
280806005e	"Sir," he said, "my servant at home is lying ill with paralysis, and is suffering great pain."
2808070027	"I will come and cure him," said Jesus.
2808080083	"Sir," replied the Captain, "I am not a fit person to receive you under my roof: merely say the word, and my servant will be cured.
28080900b6	For I myself am also under authority, and have soldiers under me. To one I say 'Go,' and he goes, to another 'Come,' and he comes, and to my slave 'Do this or that,' and he does it."
28080a00a6	Jesus listened to this reply, and was astonished, and said to the people following Him, "I solemnly tell you that in no Israelite have I found faith as great as this.
28080b0099	And I tell you that many will come from the east and from the west and will recline at table with Abraham, Isaac and Jacob in the Kingdom of the Heavens,
28080c0090	while the natural heirs of the Kingdom will be driven out into the darkness outside: there will be the weeping aloud and the gnashing of teeth."
28080d0087	And Jesus said to the Captain, "Go, and just as you have believed, so be it for you." And the servant recovered precisely at that time.
28080e0060	After this Jesus went to the house of Peter, whose mother-in-law he found ill in bed with fever.
28080f0052	He touched her hand and the fever left her: and then she rose and waited upon Him.
2808100075	In the evening many demoniacs were brought to Him, and with a word He expelled the demons; and He cured all the sick,
280811008d	in order that this prediction of the Prophet Isaiah might be fulfilled, "He took on Him our weaknesses, and bore the burden of our diseases."
2808120060	Seeing great crowds about Him Jesus had given directions to cross to the other side of the Lake,
2808130051	when a Scribe came and said to Him, "Teacher, I will follow you wherever you go."
280814006a	"Foxes have holes," replied Jesus, "and birds have nests; but the Son of Man has nowhere to lay His head."
2808150055	Another of the disciples said to Him, "Sir, allow me first to go and bury my father."
2808160045	"Follow me," said Jesus, "and leave the dead to bury their own dead."
2808170045	Then He went on board a fishing-boat, and His disciples followed Him.
2808180077	But suddenly there arose a great storm on the Lake, so that the waves threatened to engulf the boat; but He was asleep.
2808190046	So they came and woke Him, crying, "Master, save us, we are drowning!"
28081a009b	"Why are you so easily frightened," He replied, "you men of little faith?" Then He rose and reproved the winds and the waves, and there was a perfect calm;
28081b0071	and the men, filled with amazement, exclaimed, "What kind of man is this? for the very winds and waves obey him!"
28081c00d1	On His arrival at the other side, in the country of the Gadarenes, there met Him two men possessed by demons, coming from among the tombs: they were so dangerously fierce that no one was able to pass that way.
28081d0075	They cried aloud, "What hast Thou to do with us, Thou Son of God? Hast Thou come here to torment us before the time?"
28081e0041	Now at some distance from them a vast herd of swine were feeding.
28081f0063	So the demons entreated Him. "If Thou drivest us out," they said, "send us into the herd of swine."
28082000ad	"Go," He replied. Then they came out from the men and went into the swine, whereupon the entire herd instantly rushed down the cliff into the Lake and perished in the water.
2808210071	The swineherds fled, and went and told the whole story in the town, including what had happened to the demoniacs.
2808220078	So at once the whole population came out to meet Jesus; and when they saw Him, they besought Him to leave their country.
2809010045	Accordingly He went on board, and crossing over came to His own town.
2809020096	Here they brought to Him a paralytic lying on a bed. Seeing their faith Jesus said to the paralytic, "Take courage, my child; your sins are pardoned."
2809030046	"Such language is impious," said some of the Scribes among themselves.
2809040058	Knowing their thoughts Jesus said, "Why are you cherishing evil thoughts in your hearts?
2809050057	Why, which is easier? --to say, 'Your sins are pardoned,' or to say 'Rise up and walk'?
280906009a	But, to prove to you that the Son of Man has authority on earth to pardon sins" --He then says to the paralytic, "Rise, and take up your bed and go home."
2809070021	And he got up, and went off home.
2809080075	And the crowds were awe-struck when they saw it, and ascribed the glory to God who had entrusted such power to a man.
280909008a	Passing on thence Jesus saw a man called Matthew sitting at the Toll Office, and said to him, "Follow me." And he arose, and followed Him.
28090a0088	And while He was reclining at table, a large number of tax-gathers and notorious sinners were of the party with Jesus and His disciples.
28090b0089	The Pharisees noticed this, and they inquired of His disciples, "Why does your Teacher eat with the tax-gatherers and notorious sinners?"
28090c0064	He heard the question and replied, "It is not men in good health who require a doctor, but the sick.
28090d008d	But go and learn what this means, 'It is mercy that I desire, not sacrifice'; for I did not come to appeal to the righteous, but to sinners."
28090e0072	At that time John's disciples came and asked Jesus, "Why do we and the Pharisees fast, but your disciples do not?"
28090f00b9	"Can the bridegroom's party mourn," He replied, "as long as the bridegroom is with them? But other days will come (when the Bridegroom has been taken from them) and then they will fast.
280910009e	No one ever mends an old cloak with a patch of newly woven cloth. Otherwise, the patch put on would tear away some of the old, and a worse hole would be made.
28091100c1	Nor do people pour new wine into old wineskins. Otherwise, the skins would split, the wine would escape, and the skins be destroyed. But they put new wine into fresh skins, and both are saved."
28091200a4	While He was thus speaking, a Ruler came up and profoundly bowing said, "My daughter is just dead; but come and put your hand upon her and she will return to life."
280913003b	And Jesus rose and followed him, as did also His disciples.
2809140079	But a woman who for twelve years had been afflicted with haemorrhage came behind Him and touched the tassel of His cloak;
2809150046	for she said to herself, "If I but touch His cloak, I shall be cured."
2809160092	And Jesus turned and saw her, and said, "Take courage, daughter; your faith has cured you." And the woman was restored to health from that moment.
2809170055	Entering the Ruler's house, Jesus saw the flute-players and the crowd loudly wailing,
2809180064	and He said, "Go out of the room; the little girl is not dead, but asleep." And they laughed at Him.
280919007b	When however the place was cleared of the crowd, Jesus went in, and on His taking the little girl by the hand, she rose up.
28091a003b	And the report of this spread throughout all that district.
28091b005d	As Jesus passed on, two blind men followed Him, shouting and saying, "Pity us, Son of David."
28091c007d	And when He had gone indoors, they came to Him. "Do you believe that I can do this?" He asked them. "Yes, Sir," they replied.
28091d004e	So He touched their eyes and said, "According to your faith let it be to you."
28091e006b	Then their eyes were opened. And assuming a stern tone Jesus said to them, "Be careful to let no one know."
28091f003e	But they went out and published His fame in all that district.
2809200049	And as they were leaving His presence a dumb demoniac was brought to Him.
2809210089	When the demon was expelled, the dumb man could speak. And the crowds exclaimed in astonishment, "Never was such a thing seen in Israel."
280922006d	But the Pharisees maintained, "It is by the power of the Prince of the demons that he drives out the demons."
28092300c3	And Jesus continued His circuits through all the towns and the villages, teaching in their synagogues and proclaiming the Good News of the Kingdom, and curing every kind of disease and infirmity.
280924009d	And when He saw the crowds He was touched with pity for them, because they were distressed and were fainting on the ground like sheep which have no shepherd.
2809250051	Then He said to His disciples, "The harvest is abundant, but the reapers are few;
2809260050	therefore entreat the Owner of the Harvest to send out reapers into His fields."
280a010099	Then He called to Him His twelve disciples and gave them authority over foul spirits, to drive them out; and to cure every kind of disease and infirmity.
280a020091	Now the names of the twelve Apostles were these: first, Simon called Peter, and his brother Andrew; James the son of Zabdi, and his brother John;
280a030066	Philip and Bartholomew, Thomas and Matthew the tax-gatherer, James the son of Alphaeus, and Thaddaeus;
280a040043	Simon the Cananaean, and Judas the Iscariot, who also betrayed Him.
280a050090	These twelve Jesus sent on a mission, after giving them their instructions: "Go not," He said, "among the Gentiles, and enter no Samaritan town;
280a06003c	but, instead of that, go to the lost sheep of Israel's race.
280a07004d	And as you go, preach and say, 'The Kingdom of the Heavens is close at hand.'
280a080081	Cure the sick, raise the dead to life, cleanse lepers, drive out demons: you have received without payment, give without payment.
280a090046	"Provide no gold, nor even silver nor copper to carry in your pockets;
280a0a0067	no bag for your journey, nor change of linen, nor shoes, nor stick; for the labourer deserves his food.
280a0b0076	"Whatever town or village you enter, inquire for some good man; and make his house your home till you leave the place.
280a0c0024	When you enter the house, salute it;
280a0d006e	and if the house deserves it, the peace you invoke shall come upon it. If not, your peace shall return to you.
280a0e008e	And whoever refuses to receive you or even to listen to your Message, as you leave that house or town, shake off the very dust from your feet.
280a0f0081	I solemnly tell you that it will be more endurable for the land of Sodom and Gomorrah on the day of Judgement than for that town.
280a100091	"Remember it is I who am sending you out, as sheep into the midst of wolves; prove yourselves as sagacious as serpents, and as innocent as doves.
280a110073	But beware of men; for they will deliver you up to appear before Sanhedrins, and will flog you in their synagogues;
280a120076	and you will even be put on trial before governors and kings for my sake, to bear witness to them and to the Gentiles.
280a13009e	But when they have delivered you up, have no anxiety as to how you shall speak or what you shall say; for at that very time it shall be given you what to say;
280a14005c	for it is not you who will speak: it will be the Spirit of your Father speaking through you.
280a150085	Brother will betray brother to death, and father, child; and children will rise against their own parents and will put them to death.
280a160081	And you will be objects of universal hatred because you are called by my name; but he who holds out to the End--he will be saved.
280a1700b2	Whenever they persecute you in one town, escape to the next; for I solemnly tell you that you will not have gone the round of all the towns of Israel before the Son of Man comes.
280a18005f	"The learner is never superior to his teacher, and the servant is never superior to his master.
280a1900d5	Enough for the learner to be on a level with his teacher, and for the servant to be on a level with his master. If they have called the master of the house Baal-zebul, how much more will they slander his servants?
280a1a0074	Fear them not, however; there is nothing veiled which will not be uncovered, nor secret which will not become known.
280a1b007c	What I tell you in the dark, speak in the light; and what is whispered into your ear, proclaim upon the roofs of the houses.
