2800000019	Κατα Ματθαιον
280418018f	και απηλθεν η ακοη αυτου εισ ολην την συριαν και προσηνεγκαν αυτω παντασ τουσ κακωσ εχοντασ ποικιλαισ νοσοισ και βασανοισ συνεχομενουσ και δαιμονιζομενουσ και σεληνιαζομενουσ και παραλυτικουσ και εθεραπευσεν αυτουσ
28041900db	και ηκολουθησαν αυτω οχλοι πολλοι απο τησ γαλιλαιασ και δεκαπολεωσ και ιεροσολυμων και ιουδαιασ και περαν του ιορδανου
28050100a5	ιδων δε τουσ οχλουσ ανεβη εισ το οροσ και καθισαντοσ αυτου προσηλθον αυτω οι μαθηται αυτου
280502005b	και ανοιξασ το στομα αυτου εδιδασκεν αυτουσ λεγων
280503007f	μακαριοι οι πτωχοι τω πνευματι οτι αυτων εστιν η βασιλεια των ουρανων
280504005b	μακαριοι οι πενθουντεσ οτι αυτοι παρακληθησονται
2805050061	μακαριοι οι πραεισ οτι αυτοι κληρονομησουσιν την γην
280506008d	μακαριοι οι πεινωντεσ και διψωντεσ την δικαιοσυνην οτι αυτοι χορτασθησονται
2805070053	μακαριοι οι ελεημονεσ οτι αυτοι ελεηθησονται
2805080067	μακαριοι οι καθαροι τη καρδια οτι αυτοι τον θεον οψονται
2805090067	μακαριοι οι ειρηνοποιοι οτι αυτοι υιοι θεου κληθησονται
28050a0097	μακαριοι οι δεδιωγμενοι ενεκεν δικαιοσυνησ οτι αυτων εστιν η βασιλεια των ουρανων
28050b00ca	μακαριοι εστε οταν ονειδισωσιν υμασ και διωξωσιν και ειπωσιν παν πονηρον ρημα καθ υμων ψευδομενοι ενεκεν εμου
28050c00c8	χαιρετε και αγαλλιασθε οτι ο μισθοσ υμων πολυσ εν τοισ ουρανοισ ουτωσ γαρ εδιωξαν τουσ προφητασ τουσ προ υμων
28050d0106	υμεισ εστε το αλασ τησ γησ εαν δε το αλασ μωρανθη εν τινι αλισθησεται εισ ουδεν ισχυει ετι ει μη βληθηναι εξω και καταπατεισθαι υπο των ανθρωπων
28050e0088	υμεισ εστε το φωσ του κοσμου ου δυναται πολισ κρυβηναι επανω ορουσ κειμενη
28050f00c5	ουδε καιουσιν λυχνον και τιθεασιν αυτον υπο τον μοδιον αλλ επι την λυχνιαν και λαμπει πασιν τοισ εν τη οικια
28051000ec	ουτωσ λαμψατω το φωσ υμων εμπροσθεν των ανθρωπων οπωσ ιδωσιν υμων τα καλα εργα και δοξασωσιν τον πατερα υμων τον εν τοισ ουρανοισ
28051100a8	μη νομισητε οτι ηλθον καταλυσαι τον νομον η τουσ προφητασ ουκ ηλθον καταλυσαι αλλα πληρωσαι
28051200da	αμην γαρ λεγω υμιν εωσ αν παρελθη ο ουρανοσ και η γη ιωτα εν η μια κεραια ου μη παρελθη απο του νομου εωσ αν παντα γενηται
280513017f	οσ εαν ουν λυση μιαν των εντολων τουτων των ελαχιστων και διδαξη ουτωσ τουσ ανθρωπουσ ελαχιστοσ κληθησεται εν τη βασιλεια των ουρανων οσ δ αν ποιηση και διδαξη ουτοσ μεγασ κληθησεται εν τη βασιλεια των ουρανων
28051400f8	λεγω γαρ υμιν οτι εαν μη περισσευση η δικαιοσυνη υμων πλειον των γραμματεων και φαρισαιων ου μη εισελθητε εισ την βασιλειαν των ουρανων
280515009c	ηκουσατε οτι ερρεθη τοισ αρχαιοισ ου φονευσεισ οσ δ αν φονευση ενοχοσ εσται τη κρισει
2805160165	εγω δε λεγω υμιν οτι πασ ο οργιζομενοσ τω αδελφω αυτου εικη ενοχοσ εσται τη κρισει οσ δ αν ειπη τω αδελφω αυτου ρακα ενοχοσ εσται τω συνεδριω οσ δ αν ειπη μωρε ενοχοσ εσται εισ την γεενναν του πυροσ
28051700b9	εαν ουν προσφερησ το δωρον σου επι το θυσιαστηριον και εκει μνησθησ οτι ο αδελφοσ σου εχει τι κατα σου
28051800eb	αφεσ εκει το δωρον σου εμπροσθεν του θυσιαστηριου και υπαγε πρωτον διαλλαγηθι τω αδελφω σου και τοτε ελθων προσφερε το δωρον σου
2805190121	ισθι ευνοων τω αντιδικω σου ταχυ εωσ οτου ει εν τη οδω μετ αυτου μηποτε σε παραδω ο αντιδικοσ τω κριτη και ο κριτησ σε παραδω τω υπηρετη και εισ φυλακην βληθηση
28051a0082	αμην λεγω σοι ου μη εξελθησ εκειθεν εωσ αν αποδωσ τον εσχατον κοδραντην
28051b003e	ηκουσατε οτι ερρεθη ου μοιχευσεισ
28051c00c1	εγω δε λεγω υμιν οτι πασ ο βλεπων γυναικα προσ το επιθυμησαι αυτην ηδη εμοιχευσεν αυτην εν τη καρδια αυτου
28051d0124	ει δε ο οφθαλμοσ σου ο δεξιοσ σκανδαλιζει σε εξελε αυτον και βαλε απο σου συμφερει γαρ σοι ινα αποληται εν των μελων σου και μη ολον το σωμα σου βληθη εισ γεενναν
28051e011d	και ει η δεξια σου χειρ σκανδαλιζει σε εκκοψον αυτην και βαλε απο σου συμφερει γαρ σοι ινα αποληται εν των μελων σου και μη ολον το σωμα σου βληθη εισ γεενναν
28051f0079	ερρεθη δε οτι οσ αν απολυση την γυναικα αυτου δοτω αυτη αποστασιον
28052000fe	εγω δε λεγω υμιν οτι οσ αν απολυση την γυναικα αυτου παρεκτοσ λογου πορνειασ ποιει αυτην μοιχασθαι και οσ εαν απολελυμενην γαμηση μοιχαται
28052100ac	παλιν ηκουσατε οτι ερρεθη τοισ αρχαιοισ ουκ επιορκησεισ αποδωσεισ δε τω κυριω τουσ ορκουσ σου
2805220087	εγω δε λεγω υμιν μη ομοσαι ολωσ μητε εν τω ουρανω οτι θρονοσ εστιν του θεου
28052300c2	μητε εν τη γη οτι υποποδιον εστιν των ποδων αυτου μητε εισ ιεροσολυμα οτι πολισ εστιν του μεγαλου βασιλεωσ
2805240092	μητε εν τη κεφαλη σου ομοσησ οτι ου δυνασαι μιαν τριχα λευκην η μελαιναν ποιησαι
280525008a	εστω δε ο λογοσ υμων ναι ναι ου ου το δε περισσον τουτων εκ του πονηρου εστιν
280526007b	ηκουσατε οτι ερρεθη οφθαλμον αντι οφθαλμου και οδοντα αντι οδοντοσ
28052700ca	εγω δε λεγω υμιν μη αντιστηναι τω πονηρω αλλ οστισ σε ραπισει επι την δεξιαν σιαγονα στρεψον αυτω και την αλλην
280528008e	και τω θελοντι σοι κριθηναι και τον χιτωνα σου λαβειν αφεσ αυτω και το ιματιον
2805290061	και οστισ σε αγγαρευσει μιλιον εν υπαγε μετ αυτου δυο
28052a0081	τω αιτουντι σε διδου και τον θελοντα απο σου δανεισασθαι μη αποστραφησ
28052b0087	ηκουσατε οτι ερρεθη αγαπησεισ τον πλησιον σου και μισησεισ τον εχθρον σου
28052c013b	εγω δε λεγω υμιν αγαπατε τουσ εχθρουσ υμων ευλογειτε τουσ καταρωμενουσ υμασ καλωσ ποιειτε τοισ μισουσιν υμασ και προσευχεσθε υπερ των επηρεαζοντων υμασ και διωκοντων υμασ
28052d010a	οπωσ γενησθε υιοι του πατροσ υμων του εν τοισ ουρανοισ οτι τον ηλιον αυτου ανατελλει επι πονηρουσ και αγαθουσ και βρεχει επι δικαιουσ και αδικουσ
28052e00a9	εαν γαρ αγαπησητε τουσ αγαπωντασ υμασ τινα μισθον εχετε ουχι και οι τελωναι το αυτο ποιουσιν
28052f00af	και εαν ασπασησθε τουσ φιλουσ υμων μονον τι περισσον ποιειτε ουχι και οι τελωναι ουτωσ ποιουσιν
280530008b	εσεσθε ουν υμεισ τελειοι ωσπερ ο πατηρ υμων ο εν τοισ ουρανοισ τελειοσ εστιν
280601011a	προσεχετε την ελεημοσυνην υμων μη ποιειν εμπροσθεν των ανθρωπων προσ το θεαθηναι αυτοισ ει δε μηγε μισθον ουκ εχετε παρα τω πατρι υμων τω εν τοισ ουρανοισ
2806020164	οταν ουν ποιησ ελεημοσυνην μη σαλπισησ εμπροσθεν σου ωσπερ οι υποκριται ποιουσιν εν ταισ συναγωγαισ και εν ταισ ρυμαισ οπωσ δοξασθωσιν υπο των ανθρωπων αμην λεγω υμιν απεχουσιν τον μισθον αυτων
2806030085	σου δε ποιουντοσ ελεημοσυνην μη γνωτω η αριστερα σου τι ποιει η δεξια σου
28060400be	οπωσ η σου η ελεημοσυνη εν τω κρυπτω και ο πατηρ σου ο βλεπων εν τω κρυπτω αυτοσ αποδωσει σοι εν τω φανερω
280605017d	και οταν προσευχη ουκ εση ωσπερ οι υποκριται οτι φιλουσιν εν ταισ συναγωγαισ και εν ταισ γωνιαισ των πλατειων εστωτεσ προσευχεσθαι οπωσ αν φανωσιν τοισ ανθρωποισ αμην λεγω υμιν οτι απεχουσιν τον μισθον αυτων
280606013d	συ δε οταν προσευχη εισελθε εισ το ταμιειον σου και κλεισασ την θυραν σου προσευξαι τω πατρι σου τω εν τω κρυπτω και ο πατηρ σου ο βλεπων εν τω κρυπτω αποδωσει σοι εν τω φανερω
28060700c6	προσευχομενοι δε μη βαττολογησητε ωσπερ οι εθνικοι δοκουσιν γαρ οτι εν τη πολυλογια αυτων εισακουσθησονται
28060800a2	μη ουν ομοιωθητε αυτοισ οιδεν γαρ ο πατηρ υμων ων χρειαν εχετε προ του υμασ αιτησαι αυτον
2806090093	ουτωσ ουν προσευχεσθε υμεισ πατερ ημων ο εν τοισ ουρανοισ αγιασθητω το ονομα σου
28060a0084	ελθετω η βασιλεια σου γενηθητω το θελημα σου ωσ εν ουρανω και επι τησ γησ
28060b0053	τον αρτον ημων τον επιουσιον δοσ ημιν σημερον
28060c0088	και αφεσ ημιν τα οφειληματα ημων ωσ και ημεισ αφιεμεν τοισ οφειλεταισ ημων
28060d00fc	και μη εισενεγκησ ημασ εισ πειρασμον αλλα ρυσαι ημασ απο του πονηρου οτι σου εστιν η βασιλεια και η δυναμισ και η δοξα εισ τουσ αιωνασ αμην
28060e00a3	εαν γαρ αφητε τοισ ανθρωποισ τα παραπτωματα αυτων αφησει και υμιν ο πατηρ υμων ο ουρανιοσ
28060f00b0	εαν δε μη αφητε τοισ ανθρωποισ τα παραπτωματα αυτων ουδε ο πατηρ υμων αφησει τα παραπτωματα υμων
2806100146	οταν δε νηστευητε μη γινεσθε ωσπερ οι υποκριται σκυθρωποι αφανιζουσιν γαρ τα προσωπα αυτων οπωσ φανωσιν τοισ ανθρωποισ νηστευοντεσ αμην λεγω υμιν οτι απεχουσιν τον μισθον αυτων
2806110075	συ δε νηστευων αλειψαι σου την κεφαλην και το προσωπον σου νιψαι
28061200dc	οπωσ μη φανησ τοισ ανθρωποισ νηστευων αλλα τω πατρι σου τω εν τω κρυπτω και ο πατηρ σου ο βλεπων εν τω κρυπτω αποδωσει σοι
28061300d5	μη θησαυριζετε υμιν θησαυρουσ επι τησ γησ οπου σησ και βρωσισ αφανιζει και οπου κλεπται διορυσσουσιν και κλεπτουσιν
28061400e4	θησαυριζετε δε υμιν θησαυρουσ εν ουρανω οπου ουτε σησ ουτε βρωσισ αφανιζει και οπου κλεπται ου διορυσσουσιν ουδε κλεπτουσιν
280615006b	οπου γαρ εστιν ο θησαυροσ υμων εκει εσται και η καρδια υμων
28061600b7	ο λυχνοσ του σωματοσ εστιν ο οφθαλμοσ εαν ουν ο οφθαλμοσ σου απλουσ η ολον το σωμα σου φωτεινον εσται
28061700d2	εαν δε ο οφθαλμοσ σου πονηροσ η ολον το σωμα σου σκοτεινον εσται ει ουν το φωσ το εν σοι σκοτοσ εστιν το σκοτοσ ποσον
2806180130	ουδεισ δυναται δυσιν κυριοισ δουλευειν η γαρ τον ενα μισησει και τον ετερον αγαπησει η ενοσ ανθεξεται και του ετερου καταφρονησει ου δυνασθε θεω δουλευειν και μαμωνα
2806190127	δια τουτο λεγω υμιν μη μεριμνατε τη ψυχη υμων τι φαγητε και τι πιητε μηδε τω σωματι υμων τι ενδυσησθε ουχι η ψυχη πλειον εστιν τησ τροφησ και το σωμα του ενδυματοσ
28061a013d	εμβλεψατε εισ τα πετεινα του ουρανου οτι ου σπειρουσιν ουδε θεριζουσιν ουδε συναγουσιν εισ αποθηκασ και ο πατηρ υμων ο ουρανιοσ τρεφει αυτα ουχ υμεισ μαλλον διαφερετε αυτων
28061b0088	τισ δε εξ υμων μεριμνων δυναται προσθειναι επι την ηλικιαν αυτου πηχυν ενα
28061c00ab	και περι ενδυματοσ τι μεριμνατε καταμαθετε τα κρινα του αγρου πωσ αυξανει ου κοπια ουδε νηθει
28061d008a	λεγω δε υμιν οτι ουδε σολομων εν παση τη δοξη αυτου περιεβαλετο ωσ εν τουτων
28061e00f3	ει δε τον χορτον του αγρου σημερον οντα και αυριον εισ κλιβανον βαλλομενον ο θεοσ ουτωσ αμφιεννυσιν ου πολλω μαλλον υμασ ολιγοπιστοι
28061f007d	μη ουν μεριμνησητε λεγοντεσ τι φαγωμεν η τι πιωμεν η τι περιβαλωμεθα
28062000aa	παντα γαρ ταυτα τα εθνη επιζητει οιδεν γαρ ο πατηρ υμων ο ουρανιοσ οτι χρηζετε τουτων απαντων
