0100000007	Genesis
01011900b6	And God made the wild animals of the earth after its kind, and the tame animals after its kind, and everything that crawls on the ground after its kind. And God saw that it was good.
01011a012e	And God said, "Let us make humankind in our image, after our likeness. And let them have dominion over the fish of the sea, and over the flying creatures of the sky, and over the tame animals, and over all the wild animals of the earth, and over every creature that crawls on the earth." And it was so.
01011b006b	And God created humankind in his own image. In God's image he created him; male and female he created them.
01011c0132	And God blessed them, saying, "Be fruitful, and multiply, and fill the earth, and subdue it, and have dominion over the fish of the sea, and over the flying creatures of the sky, and over all the tame animals, and over all the wild animals of the earth, and over all the creatures that crawl on the earth."
01011d00b1	And God said, "Look, I have given you every plant yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.
01011e00e8	And to every wild animal of the earth, and to every tame animal of the earth, and to every flying creature of the sky, and to every creature that crawls on the earth, in which there is life, I have given every green plant for food."
01011f007a	And God saw everything that he had made, and look, it was very good. There was evening and there was morning, a sixth day.
0102010047	Thus the heavens and the earth were finished, and all their vast array.
0102020085	And on the sixth day God finished his works which he had made; and he rested on the seventh day from all his works which he had made.
010203007c	So God blessed the seventh day, and made it holy, because he rested on it from all his works which God had created and made.
0102040080	This is the account of the heavens and of the earth when they were created, at the time when God made the earth and the heavens.
01020500ba	Now no bush of the field was yet in the land, and no plant of the field had yet sprouted; for God had not caused it to rain on the land, and there were no people to cultivate the ground,
010206004f	but springs came up from the earth and watered the whole surface of the ground.
0102070081	And God formed man from the dust of the ground, and breathed into his nostrils the breath of life; and man became a living being.
0102080058	And God planted a garden eastward, in Eden, and there he put the man whom he had formed.
01020900c6	And out of the ground God made every tree to grow that is pleasant to the sight, and good for food; the tree of life also in the middle of the garden, and the tree of the knowledge of good and evil.
01020a0073	And a river went out of Eden to water the garden; and from there it separated and became the source of four rivers.
01020b0072	The name of the first is Pishon; this is the one which goes around the whole land of Havilah, where there is gold;
01020c004e	and the gold of that land is good. There is aromatic resin and the onyx stone.
01020d0051	And the name of the second river is Gihon; it goes around the whole land of Cush.
01020e007b	And the name of the third river is Hiddekel; this is the one which flows east of Ashur. And the fourth river is the Perath.
01020f005e	And God took the man, and put him into the garden of Eden to cultivate it and take care of it.
0102100053	And God commanded the man, saying, "Of every tree of the garden you may freely eat;
0102110083	but of the tree of the knowledge of good and evil, you shall not eat of it; for in the day that you eat of it you will surely die."
0102120067	And God said, "It is not good that the man should be alone; I will make him a helper suitable for him."
01021300f1	And out of the ground God formed every tame animal, and every wild animal, and every flying creature of the sky, and brought them to the man to see what he would call them. And whatever the man called each living creature, that was its name.
01021400b1	And the man gave names to all the tame animals, and to all the flying creatures of the sky, and to every wild animal; but for Adam there was not found a helper suitable for him.
0102150080	So God caused a deep sleep to fall on the man, and he slept; and he took one of his ribs, and closed up the flesh at that place.
0102160061	And the rib that God had taken from the man he fashioned into a woman and brought her to the man.
010217008d	And the man said, "This at last is bone of my bones, and flesh of my flesh. She will be called Woman, because this one was taken out of Man."
0102180075	Therefore a man will leave his father and his mother, and will join with his wife, and the two will become one flesh.
0102190045	And they were both naked, the man and his wife, and were not ashamed.
01030100b0	Now the serpent was more shrewd than any of the wild animals which God had made. And he said to the woman, "Has God really said, 'You shall not eat of any tree of the garden?'"
0103020057	And the woman said to the serpent, "Of the fruit of the trees of the garden we may eat,
0103030096	but of the fruit of the tree which is in the middle of the garden, God has said, 'You shall not eat of it, neither shall you touch it, lest you die.'"
0103040035	The serpent said to the woman, "You won't surely die,
0103050075	for God knows that in the day you eat it, your eyes will be opened, and you will be like God, knowing good and evil."
01030600f4	When the woman saw that the tree was good for food, and that it was a delight to the eyes, and that the tree was to be desired to make one wise, she took of its fruit, and ate, and she also gave some to her husband who was with her, and he ate.
010307008f	The eyes of both of them were opened, and they knew that they were naked. So they sewed fig leaves together, and made coverings for themselves.
01030800af	They heard the voice of God walking in the garden during the breeze of the day, and the man and his wife hid themselves from the presence of God among the trees of the garden.
010309003b	So God called to the man, and said to him, "Where are you?"
01030a0068	And he said, "I heard your voice in the garden, and I was afraid, because I was naked; so I hid myself."
01030b0073	And he said, "Who told you that you were naked? Have you eaten from the tree that I commanded you not to eat from?"
01030c005a	The man said, "The woman whom you gave to be with me, she gave me of the tree, and I ate."
01030d006f	Then God said to the woman, "What is this you have done?" The woman said, "The serpent deceived me, and I ate."
01030e00cb	So God said to the serpent, "Because you have done this, cursed are you above every tame animal, and above every wild animal. On your belly you shall go, and you shall eat dust all the days of your life.
01030f0093	I will put enmity between you and the woman, and between your offspring and her offspring. He will bruise your head, and you will bruise his heel."
01031000b4	And to the woman he said, "I will greatly multiply your pain in childbirth. In pain you will bring forth children. Your desire will be for your husband, and he will rule over you."
01031100f4	To Adam he said, "Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.
010312005e	Thorns also and thistles will it bring forth to you; and you will eat the plants of the field.
010313009b	By the sweat of your face will you eat bread until you return to the ground, for out of it you were taken. For you are dust, and to dust you shall return."
0103140046	The man called his wife Eve, because she was the mother of all living.
010315004f	And God made clothing out of skins for Adam and for his wife, and clothed them.
01031600c5	Then God said, "Look, the man has become like one of us, knowing good and evil. So now, let us send him out, lest he reach out his hand and also take of the tree of life and eat, and live forever."
010317005e	Therefore YHWH sent him out of the garden of Eden, to till the ground from which he was taken.
01031800b1	So he drove out the man; and he stationed the cherubim at the east of the garden of Eden, and a flaming sword which turned every direction, to guard the way to the tree of life.
0104010086	Now Adam had marital relations with his wife Eve, and she conceived, and gave birth to Cain, and said, "I have gotten a man from God."
010402006e	Again she gave birth, to Cain's brother Abel. Abel was a keeper of sheep, but Cain was a tiller of the ground.
010403005e	As time passed, it happened that Cain brought an offering to God from the fruit of the ground.
010404007b	And Abel also brought some of the firstborn of his flock and of its fat. And God looked favorably on Abel and his offering,
0104050071	but he did not look favorably on Cain and his offering. Cain was very angry, and the expression on his face fell.
0104060051	God said to Cain, "Why are you angry? Why has the expression of your face fallen?
0104070095	If you do well, will it not be lifted up? If you do not do well, sin lies in wait at the door. It desires to control you, but you must rule over it."
01040800a0	Cain said to Abel, his brother, "Let's go into the field." It happened when they were in the field, that Cain rose up against Abel, his brother, and killed him.
0104090069	Then God said to Cain, "Where is Abel, your brother?" He said, "I do not know. Am I my brother's keeper?"
01040a0065	And God said, "What have you done? The voice of your brother's blood cries out to me from the ground.
01040b0074	Now you are cursed because of the ground, which has opened its mouth to receive your brother's blood from your hand.
01040c0080	From now on, when you till the ground, it won't yield its strength to you. You shall be a fugitive and a wanderer in the earth."
01040d003c	Cain said to God, "My punishment is greater than I can bear.
01040e00d0	Look, you have driven me out this day from the surface of the ground. I will be hidden from your face, and I will be a fugitive and a wanderer in the earth. It will happen that whoever finds me will kill me."
01040f00a6	And God said to him, "Not so. Whoever kills Cain vengeance will be taken on him sevenfold." And God appointed a sign for Cain, lest any finding him should strike him.
0104100055	So Cain went out from the presence of God and lived in the land of Nod, east of Eden.
01041100a6	Cain had marital relations with his wife, and she conceived and gave birth to Enoch. He built a city and called the name of the city after the name of his son, Enoch.
0104120097	To Enoch was born Irad, and Irad became the father of Mehaiel, and Mehaiel became the father of Methushael, and Methushael became the father of Lamech.
0104130056	Lamech took two wives: the name of the one was Adah, and the name of the other Zillah.
010414005c	Adah gave birth to Jabal, who was the father of those who dwell in tents and have livestock.
0104150054	His brother's name was Jubal, who was the father of all who play the harp and flute.
0104160081	Zillah also gave birth to Tubal Cain, who heated metal and shaped instruments of bronze and iron. Tubal Cain's sister was Naamah.
01041700a9	Lamech said to his wives, "Adah and Zillah, hear my voice. You wives of Lamech, listen to my speech, for I have slain a man for wounding me, a young man for bruising me.
0104180047	If Cain will be avenged seven times, truly Lamech seventy-seven times."
01041900b7	Adam had marital relations with his wife again, and she gave birth to a son, and named him Seth, saying, "For God has appointed me another child instead of Abel, for Cain killed him."
01041a0063	And a son was also born to Seth, and he named him Enosh. This one began to call on the name of God.
0105010072	This is the book of the generations of Adam. In the day that God created humankind, he made him in God's likeness.
0105020077	He created them male and female, and blessed them, and called their name "humankind" on the day when they were created.
0105030081	Adam lived two hundred and thirty years, and became the father of a son in his own likeness, after his image, and named him Seth.
010504007d	The days of Adam after he became the father of Seth were seven hundred years, and he became the father of sons and daughters.
010505004e	All the days that Adam lived were nine hundred and thirty years, then he died.
0105060046	Seth lived two hundred and five years, and became the father of Enosh.
010507006e	Seth lived after he became the father of Enosh seven hundred and seven years, and fathered sons and daughters.
0105080046	All the days of Seth were nine hundred and twelve years, then he died.
0105090049	Enosh lived one hundred and ninety years, and became the father of Kenan.
01050a0072	Enosh lived after he became the father of Kenan, seven hundred and fifteen years, and fathered sons and daughters.
01050b0045	All the days of Enosh were nine hundred and five years, then he died.
01050c004e	Kenan lived one hundred and seventy years, and became the father of Mahalalel.
01050d0072	Kenan lived after he became the father of Mahalalel seven hundred and forty years, and fathered sons and daughters
01050e0048	and all the days of Kenan were nine hundred and ten years, then he died.
01050f0051	Mahalalel lived one hundred and sixty-five years, and became the father of Jared.
0105100074	Mahalalel lived after he became the father of Jared seven hundred and thirty years, and fathered sons and daughters.
0105110051	All the days of Mahalalel were eight hundred and ninety-five years, then he died.
010512004c	Jared lived one hundred and sixty-two years, and became the father of Enoch.
0105130065	Jared lived after he became the father of Enoch eight hundred years, and fathered sons and daughters.
010514004a	All the days of Jared were nine hundred and sixty-two years, then he died.
0105150052	Enoch lived one hundred and sixty-five years, and became the father of Methuselah.
0105160072	Enoch walked with God after he became the father of Methuselah two hundred years, and fathered sons and daughters.
010517003e	All the days of Enoch were three hundred and sixty-five years.
0105180043	Enoch walked with God, and then he was not there, for God took him.
0105190055	Methuselah lived one hundred and eighty-seven years, and became the father of Lamech.
01051a007a	Methuselah lived after he became the father of Lamech seven hundred and eighty-two years, and fathered sons and daughters.
01051b0050	All the days of Methuselah were nine hundred and sixty-nine years, then he died.
01051c004e	Lamech lived one hundred and eighty-two years, and became the father of a son,
01051d0095	and he named him Noah, saying, "This one will comfort us in our labor and in the hard work of our hands, because of the ground which God has cursed."
01051e0074	Lamech lived after he became the father of Noah five hundred and ninety-five years, and fathered sons and daughters.
01051f0050	All the days of Lamech were seven hundred and seventy-seven years, then he died.
0105200056	Noah was five hundred years old, and Noah became the father of Shem, Ham, and Japheth.
010601006b	And it happened, when humankind began to multiply on the face of the land, and daughters were born to them,
010602007c	that God's sons saw that the daughters of humankind were beautiful, and they took wives for themselves, whomever they chose.
0106030088	And God said, "My Spirit will not remain in humankind forever, since he is indeed flesh; yet his days will be one hundred twenty years."
01060400e9	The Nephilim were on the earth in those days (and also after that), when the sons of God had sexual relations with the daughters of humankind and had children by them. They were the mighty men who were from ancient times, famous men.
0106050097	And God saw that the wickedness of humankind was great on the earth, and that every inclination of the thoughts of his heart was only evil continually.
010606005b	And God was sorry that he had made humankind on the earth, and he was grieved in his heart.
01060700ce	God said, "I will destroy humankind whom I have created from the face of the earth; humankind, along with animals, crawling creatures, and flying creatures of the sky; for I am sorry that I have made them."
0106080029	But Noah found favor in the sight of God.
010609007a	These are the generations of Noah. Noah was a righteous man, blameless among the people of his time. Noah walked with God.
01060a003d	Noah became the father of three sons: Shem, Ham, and Japheth.
01060b0049	The earth was corrupt before God, and the earth was filled with violence.
01060c0060	God saw the earth, and look, it was corrupt, for all flesh had corrupted their way on the earth.
01060d00a1	And God said to Noah, "The end of all flesh has come before me, for the earth is filled with violence through them. And look, I will destroy them with the earth.
01060e0075	Make a box-shaped ship of gopher wood. You are to make rooms in the ship, and cover it inside and outside with pitch.
01060f009c	And this is how you are to make it. The length of the ship is to be five hundred seventeen feet, its breadth eighty-six feet, and its height fifty-two feet.
01061000c7	And you are to make a roof in the ship, and you are to finish it twenty-one inches above. And you are to set the door of the ship in its side. You are to make it with lower, second, and third levels.
01061100af	And as for me, look, I am bringing a flood of waters on the earth, to destroy all flesh having the breath of life from under the sky. Everything that is on the earth will die.
0106120083	But I will establish my covenant with you. You are to come into the ship, you, your sons, your wife, and your sons' wives with you.
0106130091	Of every living thing of all flesh, you are to bring two of every sort into the ship, to keep them alive with you. They shall be male and female.
01061400c2	Of the flying creatures after their kind, of the animals after their kind, and of every crawling creature of the ground after their kind, two of every sort shall come to you, to keep them alive.
010615008e	And as for you, take for yourself all the kinds of food that are eaten, and gather it to yourself; and it will be food for you, and for them."
0106160042	Thus Noah did. According to all that God commanded him, so he did.
0107010086	And God said to Noah, "Come with all of your household into the ship, for I have seen your righteousness before me in this generation.
0107020099	You shall take seven pairs of every clean animal with you, the male and his female. Of the animals that are not clean, take two, the male and his female.
01070300d5	Also of the clean flying creatures of the sky, seven pairs, a male and a female, and of all the unclean flying creatures, one pair, a male and a female, to preserve their offspring on the surface of all the earth.
01070400a9	In seven days, I will cause it to rain on the earth for forty days and forty nights. Every living thing that I have made, I will destroy from the surface of the ground."
010705002b	Noah did everything that God commanded him.
010706004a	Noah was six hundred years old when the flood of waters came on the earth.
0107070069	Noah went into the ship with his sons, his wife, and his sons' wives, because of the waters of the flood.
0107080065	Clean animals, animals that are not clean, flying creatures, and everything that crawls on the ground
010709004c	went by pairs to Noah into the ship, male and female, as God commanded Noah.
01070a0051	It happened after the seven days, that the waters of the flood came on the earth.
01070b00d3	In the six hundredth year of Noah's life, in the second month, on the seventeenth day of the month, on the same day all the fountains of the great deep were burst open, and the floodgates of the sky were opened.
01070c0036	The rain was on the earth forty days and forty nights.
01070d0096	In the same day Noah, and Shem, Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, entered into the ship;
01070e00cc	they, and every wild animal after its kind, and every tame animal after their kind, every creature that crawls on the earth after its kind, and every flying creature after its kind, everything with wings.
01070f0057	They went to Noah into the ship, by pairs of all flesh with the breath of life in them.
0107100063	Those who went in, went in male and female of all flesh, as God commanded him; and God shut him in.
010711007a	The flood was forty days on the earth. The waters increased, and lifted up the ship, and it was lifted up above the earth.
010712006c	The waters prevailed, and increased greatly on the earth; and the ship floated on the surface of the waters.
0107130072	And the waters rose very high on the earth. And all the high mountains that were under the whole sky were covered.
010714005a	The waters rose and covered the highest mountains to a depth of more than twenty-six feet.
01071500a1	And all flesh died that moved on the earth, flying creatures, and tame animals, and wild animals, and every creature that crawls on the earth, and all humankind.
0107160059	All in whose nostrils breathed the breath of life, of all that was on the dry land, died.
01071700f8	Every living thing was destroyed that was on the surface of the ground, including people, animals, crawling creatures, and flying creatures of the sky. They were destroyed from the earth. Only Noah was left, and those who were with him in the ship.
0107180039	The waters prevailed on the earth one hundred fifty days.
01080100f5	And God remembered Noah, and all the wild animals, and all the tame animals, and all the flying creatures, and all the crawling creatures that were with him in the ship; and God made a wind to pass over the earth, and the waters began to recede.
0108020072	And the fountains of the deep and the floodgates of the sky were closed, and the rain from the sky was restrained.
0108030082	And the waters receded steadily from the land. And after the end of one hundred fifty days the waters had decreased significantly.
0108040070	And in the seventh month, on the seventeenth day of the month, the ship came to rest on the mountains of Ararat.
010805008f	The waters receded continually to the tenth month. In the tenth month, on the first day of the month, the tops of the mountains became visible.
0108060060	It happened at the end of forty days, that Noah opened the window of the ship which he had made,
0108070060	and he sent forth a raven. It went back and forth, until the waters had dried up from the earth.
0108080062	Then he sent forth a dove from it, to see if the waters had abated from the surface of the ground,
01080900d6	but the dove found no place to rest her foot, and she returned to him into the ship; for the waters were on the surface of the whole earth. He put forth his hand, and took her, and brought her to him into the ship.
01080a0057	And he waited yet another seven days; and again he sent forth the dove out of the ship.
01080b0094	The dove came back to him at evening, and, look, in her mouth was an olive leaf plucked off. So Noah knew that the waters had abated from the earth.
01080c0062	He stayed yet another seven days, and sent forth the dove; and she did not return to him any more.
01080d00fc	And it happened in the six hundred first year of Noah's life, in the first month, the first day of the month, the waters had dried up from the earth. And Noah removed the covering of the ship and looked out. And look, the surface of the ground was dry.
01080e004f	In the second month, on the twenty-seventh day of the month, the earth was dry.
01080f001a	God spoke to Noah, saying,
0108100056	"Go out of the ship, you, and your wife, and your sons, and your sons' wives with you.
01081100e1	Bring out with you every living thing that is with you of all flesh, of flying creatures, and animals, and every creature that crawls on the earth, that they may swarm on the earth, and be fruitful and multiply on the earth."
010812004b	And Noah went forth, with his sons, his wife, and his sons' wives with him.
01081300a1	And every wild animal, and every tame animal, and every flying creature, and every creature that crawls on the earth, after their families, went out of the ship.
0108140089	Noah built an altar to God, and took of every clean animal, and of every clean flying creature, and offered burnt offerings on the altar.
01081500f7	And God smelled the pleasing aroma, and God said in his heart, "I will never again curse the ground because of humankind, even though the inclination of his heart is evil from his youth, nor will I again destroy every living thing, as I have done.
010816007d	While the earth remains, seed time and harvest, and cold and heat, and summer and winter, and day and night shall not cease."
0109010060	God blessed Noah and his sons, and said to them, "Be fruitful, and multiply, and fill the earth.
0109020110	And the fear of you and the dread of you will be on every wild animal of the earth, and on every tame animal of the earth, and on every flying creature of the sky, and on everything that crawls on the ground, and on all the fish of the sea; into your power they are given.
010903006a	Every moving thing that lives will be food for you. As I gave the green plants, I now give you everything.
0109040036	But flesh with its life, its blood, you shall not eat.
01090500c0	And surely I will require a reckoning for your lifeblood; from every animal I will require it, and from humans. From every human being I will require it for the life of his fellow human being.
0109060067	Whoever takes a human life, by a human will his life be taken, for God made humankind in his own image.
010907005f	And as for you, be fruitful and multiply, and increase abundantly on the earth, and subdue it."
0109080033	God spoke to Noah and to his sons with him, saying,
010909005a	"And as for me, look, I establish my covenant with you, and with your offspring after you,
01090a00a9	and with every living creature that is with you: the flying creatures, and the tame animals, and every wild animal of the earth with you, of all that go out of the ship.
01090b00ac	I will establish my covenant with you; and all flesh will never again be cut off by the waters of the flood, neither will there ever again be a flood to destroy the earth."
01090c0092	God said, "This is the sign of the covenant which I make between me and you and every living creature that is with you, for perpetual generations:
01090d005e	I set my rainbow in the cloud, and it will be a sign of the covenant between me and the earth.
01090e0060	It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,
01090f00a5	and I will remember my covenant, which is between me and you and every living creature of all flesh, and the waters will no more become a flood to destroy all flesh.
01091000aa	The rainbow will be in the cloud. I will look at it, that I may remember the everlasting covenant between me and every living creature of all flesh that is on the earth."
010911007c	God said to Noah, "This is the sign of the covenant which I have established between me and all flesh that is on the earth."
0109120063	The sons of Noah who came out of the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.
010913004f	These were the three sons of Noah, and from them the whole earth was populated.
0109140032	Noah, a farmer, was the first to plant a vineyard.
0109150045	He drank of the wine and got drunk. He was uncovered within his tent.
0109160056	And Ham, the father of Canaan, saw his father naked and told his two brothers outside.
01091700d9	Shem and Japheth took a garment, and laid it on both their shoulders, went in backwards, and covered the nakedness of their father. Their faces were turned the other way, and they did not see their father's nakedness.
0109180049	Noah awoke from his wine, and knew what his youngest son had done to him.
010919004c	He said, "Canaan is cursed. He will be servant of servants to his brothers."
01091a0040	He said, "Blessed be the God of Shem. Let Canaan be his servant.
01091b0058	May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant."
01091c0035	Noah lived three hundred fifty years after the flood.
01091d0045	All the days of Noah were nine hundred and fifty years, then he died.
010a010078	Now these are the generations of the sons of Noah and of Shem, Ham, and Japheth. Sons were born to them after the flood.
010a02004b	The sons of Japheth: Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras.
010a030033	The sons of Gomer: Ashkenaz, Riphath, and Togarmah.
010a04003a	The sons of Javan: Elishah, Tarshish, Kittim, and Rodanim.
010a05009f	From these, the coastlands of the nations separated into their territories, every one according to its language, according to their families, in their nations.
010a060030	The sons of Ham: Cush, Mizraim, Put, and Canaan.
010a070062	The sons of Cush: Seba, Havilah, Sabtah, Raamah, and Sabteca. The sons of Raamah: Sheba and Dedan.
010a08004b	Cush became the father of Nimrod. He began to be a mighty one on the earth.
010a090063	He was a mighty hunter before God. Therefore it is said, "Like Nimrod, a mighty hunter before God."
010a0a0064	And the beginning of his kingdom was Babel, and Erech, and Akkad, and Calneh, in the land of Shinar.
010a0b005b	Out of that land he went forth into Assyria, and built Nineveh, and Rehoboth Ir, and Calah,
010a0c0037	and Resen, between Nineveh and the great city of Calah.
010a0d004f	And Mizraim became the father of Ludim, and Anamim, and Lehabim, and Naphtuhim,
010a0e0051	And Pathrusim, and Casluhim, which the Philistines descended from, and Caphtorim.
010a0f003f	And Canaan became the father of Sidon, his firstborn, and Heth,
010a100039	and the Jebusites, and the Amorites, and the Girgashites,
010a110032	and the Hivites, and the Arkites, and the Sinites,
010a120076	and the Arvadites, and the Zemarites, and the Hamathites. Afterward the families of the Canaanites were spread abroad.
010a130099	And the border of the Canaanites was from Sidon, as you go toward Gerar, to Gaza; as you go toward Sodom, and Gomorrah, and Admah, and Zeboiim, to Lasha.
010a140069	These are the sons of Ham, after their families, after their languages, in their lands, in their nations.
010a15006e	To Shem, the father of all the children of Eber, the elder brother of Japheth, to him also were children born.
010a160046	The sons of Shem: Elam, and Asshur, and Arpachshad, and Lud, and Aram.
010a170034	The sons of Aram: Uz, and Hul, and Gether, and Mash.
010a180077	And Arpachshad became the father of Kenan. And Kenan became the father of Shelah. And Shelah became the father of Eber.
010a190080	To Eber were born two sons. The name of the one was Peleg, for in his days the earth was divided. His brother's name was Joktan.
010a1a0051	And Joktan became the father of Almodad, and Sheleph, and Hazarmaveth, and Jerah,
010a1b0022	and Hadoram, and Uzal, and Diklah,
010a1c0021	and Obal, and Abimael, and Sheba,
010a1d0045	and Ophir, and Havilah, and Jobab. All these were the sons of Joktan.
010a1e0051	Their dwelling was from Mesha, as you go toward Sephar, the mountain of the east.
010a1f006d	These are the sons of Shem, after their families, after their languages, in their lands, after their nations.
010a20009c	These are the families of the sons of Noah, after their generations, in their nations, and from these the nations branched out on the earth after the flood.
010b010036	The whole earth was of one language and of one speech.
010b020073	It happened, as they traveled from the east, that they found a plain in the land of Shinar, and they settled there.
010b03008b	And they said to one another, "Come, let us make bricks, and burn them thoroughly." They had brick for stone, and they used tar for mortar.
010b0400bc	They said, "Come, let us build ourselves a city, and a tower whose top reaches to the sky, and let us make ourselves a name, lest we be scattered abroad on the surface of the whole earth."
010b05004d	And God came down to see the city and the tower, that humankind was building.
010b0600b1	And God said, "Look, they are one people, and they all have one language, and this is what they begin to do. So now nothing which they plan to do will be too difficult for them.
010b07006b	Come, let us go down, and there confuse their language, that they may not understand one another's speech."
010b08006c	Then God scattered them abroad from there on the surface of all the earth; so they ceased building the city.
010b09009d	Therefore its name was called Babel, because there God confused the language of all the earth. From there he scattered them over the face of the whole earth.
010b0a0080	These are the generations of Shem. Shem was one hundred years old and became the father of Arpachshad two years after the flood.
010b0b0068	Shem lived five hundred years after he became the father of Arpachshad, and fathered sons and daughters.
010b0c0056	And Arpachshad lived one hundred and thirty-five years and became the father of Kenan.
010b0d0140	And Arpachshad lived four hundred and thirty years after he became the father of Kenan, and fathered sons and daughters. And Kenan lived one hundred and thirty years and became the father of Shelah. And Kenan lived three hundred and thirty years after he had become the father of Shelah, and fathered sons and daughters.
010b0e0049	Shelah lived one hundred and thirty years, and became the father of Eber:
010b0f0072	and Shelah lived four hundred and three years after he became the father of Eber, and fathered sons and daughters.
010b10004d	Eber lived one hundred and thirty-four years, and became the father of Peleg.
010b110070	Eber lived three hundred and seventy years after he became the father of Peleg, and fathered sons and daughters.
010b120047	Peleg lived one hundred and thirty years, and became the father of Reu.
010b13006a	Peleg lived two hundred and nine years after he became the father of Reu, and fathered sons and daughters.
010b14004b	Reu lived one hundred and thirty-two years, and became the father of Serug.
010b15006b	Reu lived two hundred and seven years after he became the father of Serug, and fathered sons and daughters.
010b160049	Serug lived one hundred and thirty years, and became the father of Nahor.
010b170063	Serug lived two hundred years after he became the father of Nahor, and fathered sons and daughters.
010b18003f	Nahor lived seventy-nine years, and became the father of Terah.
010b190073	Nahor lived one hundred and twenty-nine years after he became the father of Terah, and fathered sons and daughters.
010b1a004c	Terah lived seventy years, and became the father of Abram, Nahor, and Haran.
010b1b007f	Now these are the generations of Terah. Terah became the father of Abram, Nahor, and Haran. And Haran became the father of Lot.
010b1c004e	And Haran died before his father Terah in the land of his birth, in Ur Kasdim.
010b1d00a1	And Abram and Nahor took wives. The name of Abram's wife was Sarai, and the name of Nahor's wife, Milcah, the daughter of Haran who was also the father of Iscah.
010b1e0027	And Sarai was barren. She had no child.
010b1f00ee	And Terah took Abram his son, Lot the son of Haran, his grandson, and Sarai his daughter-in-law, his son Abram's wife, and with them he set out from Ur Kasdim to go into the land of Canaan. But when they came to Haran, they settled there.
010b20004f	And the days of Terah were two hundred and five years. And Terah died in Haran.
010c01008e	Now God had said to Abram, "Go out from your country, and from your relatives, and from your father's house, to the land that I will show you.
010c020071	And I will make of you a great nation. And I will bless you and make your name great. And you will be a blessing.
010c030099	And I will bless those who bless you, and I will curse those who treat you with contempt, and through you all the families of the earth will be blessed."
010c040078	So Abram left, as God had told him, and Lot went with him. Abram was seventy-five years old when he departed from Haran.
010c0500e6	Abram took Sarai his wife, Lot his brother's son, and all their possessions that they had accumulated, and the people whom they had acquired in Haran, and they left to go to the land of Canaan. And they came to the land of Canaan,
010c06007d	and Abram passed through the land to the place of Shechem, to the oak of Moreh. At that time the Canaanites were in the land.
010c070088	Then God appeared to Abram and said to him, "I will give this land to your offspring." He built an altar there God, who appeared to him.
010c0800b5	He left from there to the mountain on the east of Bethel, and pitched his tent, having Bethel on the west, and Ai on the east. There he built an altar and called on the name of God.
010c090033	And Abram traveled on, continuing toward the Negev.
010c0a007a	There was a famine in the land, so Abram went down into Egypt to sojourn there, because the famine was severe in the land.
