0100000007	Genesis
0102030096	At binasbasan ng Dios ang ikapitong araw at kaniyang ipinangilin, sapagka't siyang ipinagpahinga ng Dios sa madlang gawang kaniyang nilikha at ginawa.
0102040073	Ito ang pinangyarihan ng langit at ng lupa, nang likhain noong araw, na gawin ng Panginoong Dios ang lupa't langit.
01020500bb	At wala pa sa lupang kahoy sa parang, at wala pang anomang pananim na tumutubo sa parang: (sapagka't hindi pa pinauulanan ng Panginoong Dios ang lupa) at wala pang taong magbukid ng lupa,
0102060056	Nguni't may isang ulap na napaitaas buhat sa lupa at dinilig ang buong ibabaw ng lupa.
01020700a7	At nilalang ng Panginoong Dios ang tao sa alabok ng lupa, at hiningahan ang kaniyang mga butas ng ilong ng hininga ng buhay; at ang tao ay naging kaluluwang may buhay.
0102080084	At naglagay ang Panginoong Dios ng isang halamanan sa Eden, sa dakong silanganan: at inilagay niya roon ang taong kaniyang nilalang.
01020900e4	At pinatubo ng Panginoong Dios sa lupa ang lahat na punong kahoy na nakalulugod sa paningin, at mabubuting kanin; gayon din ang punong kahoy ng buhay sa gitna ng halamanan, at ang punong kahoy ng pagkakilala ng mabuti at masama.
01020a0069	At may isang ilog na lumabas sa Eden na dumilig sa halamanan; at mula roo'y nabahagi at nagapat na sanga.
01020b0061	Ang pangalan ng una ay Pison: na siyang lumiligid sa buong lupain ng Havilah, na doo'y may ginto;
01020c0054	At ang ginto sa lupang yao'y mabuti; mayroon din naman doong bedelio at batong onix.
01020d0058	At ang pangalan ng ikalawang ilog ay Gihon; na siyang lumiligid sa buong lupain ng Cush.
01020e007b	At ang pangalan ng ikatlong ilog ay Hiddecel, na siyang umaagos sa tapat ng Asiria. At ang ikaapat na ilog ay ang Eufrates.
01020f006c	At kinuha ng Panginoong Dios ang lalake at inilagay sa halamanan ng Eden, upang kaniyang alagaan at ingatan.
010210007b	At iniutos ng Panginoong Dios sa lalake, na sinabi, Sa lahat ng punong kahoy sa halamanan ay makakakain ka na may kalayaan:
0102110099	Datapuwa't sa kahoy ng pagkakilala ng mabuti at masama ay huwag kang kakain; sapagka't sa araw na ikaw ay kumain niyaon ay walang pagsalang mamamatay ka.
010212006f	At sinabi ng Panginoong Dios, Hindi mabuti na ang lalake ay magisa; siya'y ilalalang ko ng isang katulong niya.
0102130119	At nilalang ng Panginoong Dios sa lupa ang lahat ng hayop sa parang at ang lahat ng ibon sa himpapawid; at pinagdadala sa lalake upang maalaman kung anong itatawag niya sa mga iyon: at ang bawa't itinawag ng lalake sa bawa't kinapal na may buhay ay yaon ang naging pangalan niyaon.
01021400b0	At pinanganlan ng lalake ang lahat ng mga hayop, at ang mga ibon sa himpapawid, at ang bawa't ganid sa parang; datapuwa't sa lalake ay walang nasumpungang maging katulong niya.
01021500a9	At hinulugan ng Panginoong Dios ng di kawasang himbing ang lalake, at siya'y natulog: at kinuha ang isa sa kaniyang mga tadyang at pinapaghilom ang laman sa dakong yaon:
010216006e	At ang tadyang na kinuha ng Panginoong Dios sa lalake ay ginawang isang babae, at ito'y dinala niya sa lalake.
0102170088	At sinabi ng lalake, Ito nga'y buto ng aking mga buto at laman ng aking laman: siya'y tatawaging Babae, sapagka't sa Lalake siya kinuha.
010218007e	Kaya't iiwan ng lalake ang kaniyang ama at ang kaniyang ina, at makikipisan sa kaniyang asawa: at sila'y magiging isang laman.
0102190058	At sila'y kapuwa hubad, ang lalake at ang kaniyang asawa, at sila'y hindi nagkakahiyaan.
01030100d1	Ang ahas nga ay lalong tuso kay sa alin man sa mga hayop sa parang na nilikha ng Panginoong Dios. At sinabi niya sa babae, Tunay bang sinabi ng Dios, Huwag kayong kakain sa alin mang punong kahoy sa halamanan?
0103020059	At sinabi ng babae sa ahas, Sa bunga ng mga punong kahoy sa halamanan ay makakakain kami:
010303009d	Datapuwa't sa bunga ng punong kahoy na nasa gitna ng halamanan ay sinabi ng Dios, Huwag kayong kakain niyaon, ni huwag ninyong hihipuin, baka kayo'y mamatay.
010304003a	At sinabi ng ahas sa babae, Tunay na hindi kayo mamamatay:
01030500a8	Sapagka't talastas ng Dios na sa araw na kayo'y kumain niyaon ay madidilat nga ang inyong mga mata, at kayo'y magiging parang Dios, na nakakakilala ng mabuti at masama.
0103060106	At nang makita ng babae, na ang bunga ng punong kahoy ay mabuting kanin, at nakalulugod sa mga mata, at kahoy na mananasa upang magpapantas sa tao, ay pumitas siya ng bunga niyaon at kinain; at binigyan din niya ang kaniyang asawang kasama niya, at ito'y kumain.
010307009d	At nadilat kapuwa ang kanilang mga mata, at kanilang nakilalang sila'y mga hubad; at sila'y tumahi ng mga dahon ng puno ng igos, at kanilang ginawang panapi.
01030800d2	At narinig nila ang tinig ng Panginoong Dios na lumalakad sa halamanan sa kulimlim ng araw: at nagtago ang lalake at ang kaniyang asawa sa harapan ng Panginoong Dios sa pagitan ng mga punong kahoy sa halamanan.
010309004f	At tinawag ng Panginoong Dios ang lalake at sa kaniya'y sinabi, Saan ka naroon?
01030a0073	At sinabi niya, Narinig ko ang iyong tinig sa halamanan, at ako'y natakot, sapagka't ako'y hubad; at ako'y nagtago.
01030b0088	At sinabi niya, Sinong nagsabi sa iyong ikaw ay hubad? nakakain ka ba ng bunga ng punong kahoy, na iniutos ko sa iyong huwag mong kanin?
01030c0084	At sinabi ng lalake, Ang babaing ibinigay mong aking kasamahin, ay siyang nagbigay sa akin ng bunga ng punong kahoy at aking kinain.
01030d0077	At sinabi ng Panginoong Dios sa babae, Ano itong iyong ginawa? At sinabi ng babae, Dinaya ako ng ahas, at ako'y kumain.
01030e00f1	At sinabi ng Panginoong Dios sa ahas, Sapagka't ginawa mo ito, ay sumpain ka ng higit sa lahat ng hayop, at ng higit sa bawa't ganid sa parang; ang iyong tiyan ang ilalakad mo, at alabok ang iyong kakanin sa lahat ng mga araw ng iyong buhay:
01030f0095	At papagaalitin ko ikaw at ang babae, at ang iyong binhi at ang kaniyang binhi: ito ang dudurog ng iyong ulo, at ikaw ang dudurog ng kaniyang sakong.
01031000ce	Sinabi niya sa babae, Pararamihin kong lubha ang iyong kalumbayan at ang iyong paglilihi; manganganak kang may kahirapan; at sa iyong asawa ay pahihinuhod ang iyong kalooban, at siya'y papapanginoon sa iyo.
0103110126	At kay Adam ay sinabi, Sapagka't iyong dininig ang tinig ng iyong asawa, at kumain ka ng bunga ng punong kahoy na aking iniutos sa iyo na sinabi, Huwag kang kakain niyaon; sumpain ang lupa dahil sa iyo; kakain ka sa kaniya sa pamamagitan ng iyong pagpapagal sa lahat ng mga araw ng iyong buhay;
0103120058	Ang isisibol niyaon sa iyo ay mga tinik at mga dawag; at kakain ka ng pananim sa parang;
010313009d	Sa pawis ng iyong mukha ay kakain ka ng tinapay, hanggang sa ikaw ay mauwi sa lupa; sapagka't diyan ka kinuha: sapagka't ikaw ay alabok at sa alabok ka uuwi.
0103140068	At tinawag na Eva ng lalake ang kaniyang asawa, sapagka't siya ang naging ina ng lahat ng mga nabubuhay.
0103150067	At iginawa ng Panginoong Dios si Adam at ang kaniyang asawa ng mga kasuutang balat at sila'y dinamitan.
01031600f6	At sinabi ng Panginoong Dios, Narito't ang tao'y naging parang isa sa atin, na nakakakilala ng mabuti at ng masama; at baka ngayo'y iunat ang kaniyang kamay at pumitas naman ng bunga ng punong kahoy ng buhay, at kumain at mabuhay magpakailan man:
0103170075	Kaya pinalayas siya ng Panginoong Dios sa halamanan ng Eden, upang kaniyang bukirin ang lupaing pinagkunan sa kaniya.
01031800be	Ano pa't itinaboy ang lalake; at inilagay sa silanganan ng halamanan ng Eden ang mga Querubin at ang isang nagniningas na tabak na umiikot, upang ingatan ang daang patungo sa kahoy ng buhay.
0104010094	At nakilala ng lalake si Eva na kaniyang asawa; at siya'y naglihi at ipinanganak si Cain, at sinabi, Nagkaanak ako ng lalake sa tulong ng Panginoon.
010402008d	At sa muli ay ipinanganak ang kaniyang kapatid na si Abel. At si Abel ay tagapagalaga ng mga tupa; datapuwa't si Cain ay mangbubukid ng lupa.
010403006c	At nangyari nang lumalakad ang panahon ay nagdala si Cain ng isang handog na mga bunga ng lupa sa Panginoon.
0104040093	At nagdala rin naman si Abel ng mga panganay ng kaniyang kawan at ng mga taba ng mga yaon. At nilingap ng Panginoon si Abel at ang kaniyang handog:
0104050078	Datapuwa't hindi nilingap si Cain at ang kaniyang handog. At naginit na mainam si Cain, at namanglaw ang kaniyang mukha.
0104060056	At sinabi ng Panginoon kay Cain, Bakit ka naginit? at bakit namanglaw ang iyong mukha?
01040700ce	Kung ikaw ay gumawa ng mabuti, di ba ikaw mamarapatin? at kung hindi ka gumawa ng mabuti, ay nahahandusay ang kasalanan sa pintuan: at sa iyo'y pahihinuhod ang kaniyang nasa, at ikaw ang papanginoonin niya.
01040800b2	At yao'y sinabi ni Cain sa kaniyang kapatid na kay Abel. At nangyari, nang sila'y nasa parang ay nagtindig si Cain laban kay Abel na kaniyang kapatid, at siya'y kaniyang pinatay.
0104090089	At sinabi ng Panginoon kay Cain, Saan naroon si Abel na iyong kapatid? At sinabi niya, Aywan ko: ako ba'y tagapagbantay sa aking kapatid?
01040a0069	At sinabi niya, Anong iyong ginawa? ang tinig ng dugo ng iyong kapatid ay dumadaing sa akin mula sa lupa.
01040b006e	At ngayo'y sinumpa ka sa lupa na siyang nagbuka ng bibig na tumanggap sa iyong kamay ng dugo ng iyong kapatid;
01040c0080	Pagbubukid mo ng lupa, ay di na ibibigay mula ngayon sa iyo ang kaniyang lakas; ikaw ay magiging palaboy at hampas-lupa sa lupa.
01040d0051	At sinabi ni Cain sa Panginoon, Ang aking kaparusahan ay higit kaysa mababata ko.
01040e00cd	Narito, ako'y iyong itinataboy ngayon mula sa ibabaw ng lupa, at sa iyong harapan ay magtatago ako; at ako'y magiging palaboy at hampaslupa; at mangyayari, na sinomang makasumpong sa akin ay papatayin ako.
01040f00cc	At sinabi sa kaniya ng Panginoon, Dahil dito'y sinomang pumatay kay Cain ay makapitong gagantihan. At nilagyan ng Panginoon ng isang tanda si Cain, baka siya'y sugatan ng sinomang makakasumpong sa kaniya.
010410005d	At umalis si Cain sa harapan ng Panginoon at tumahan sa lupain ng Nod, sa silanganan ng Eden.
01041100b0	At nakilala ni Cain ang kaniyang asawa, at siya'y naglihi at ipinanganak si Enoc: at siya'y nagtayo ng isang bayan at tinawag ang bayan ayon sa pangalan ng kaniyang anak, Enoc.
0104120090	At naging anak ni Enoc si Irad; at naging anak ni Irad si Mehujael; at naging anak ni Mehujael si Metusael; at naging anak ni Metusael si Lamec.
0104130062	At si Lamec ay nagasawa ng dalawa; ang pangalan ng isa'y Ada, at ang pangalan ng ikalawa ay Zilla.
010414006b	At naging anak ni Ada si Jabal: na siyang naging magulang ng nangagsisitahan sa mga tolda at may mga hayop.
0104150074	At ang pangalan ng kaniyang kapatid ay Jubal: na siyang naging magulang ng lahat na tumutugtog ng alpa at ng flauta.
01041600b0	At tungkol kay Zilla, ay ipinanganak naman niya si Tubal-Cain na mamamanday ng lahat na kagamitang patalim na tanso at bakal: at ang kapatid na babae ni Tubal-Cain ay si Naama.
01041700fa	At sinabi ni Lamec sa kaniyang mga asawa: Ada at Zilla pakinggan ninyo ang aking tinig: Kayong mga asawa ni Lamec ay makinig ng aking salaysay: Sapagka't pumatay ako ng isang tao, dahil sa ako'y sinugatan, At ng isang binata, dahil sa ako'y hinampas.
010418004e	Kung makapitong gagantihan si Cain, tunay na si Lamec ay makapitong pung pito.
01041900e0	At nakilalang muli ni Adam ang kaniyang asawa; at nanganak ng isang lalake, at tinawag ang kaniyang pangalan na Set; sapagka't aniya'y binigyan ako ng Dios ng ibang anak na kahalili ni Abel; sapagka't siya'y pinatay ni Cain.
01041a009a	At nagkaanak naman si Set ng isang lalake; at tinawag ang kaniyang pangalan na Enos. Noon ay pinasimulan ng mga tao ang pagtawag sa pangalan ng Panginoon.
010501006a	Ito ang aklat ng mga lahi ni Adam. Nang araw na lalangin ng Dios ang tao, sa wangis ng Dios siya nilalang;
010502007e	Lalake at babae silang nilalang; at sila'y binasbasan, at tinawag na Adam ang kanilang pangalan, nang araw na sila'y lalangin.
01050300ac	At nabuhay si Adam ng isang daan at tatlong pung taon, at nagkaanak ng isang lalaking kaniyang wangis na hawig sa kaniyang larawan; at tinawag ang kaniyang pangalan na Set:
0105040080	At ang mga naging araw ni Adam, pagkatapos na maipanganak si Set, ay walong daang taon: at nagkaanak ng mga lalake at mga babae.
0105050064	At ang lahat na araw na ikinabuhay ni Adam ay siyam na raan at tatlong pung taon; at siya'y namatay.
010506004b	At nabuhay si Set ng isang daan at limang taon at naging anak niya si Enos.
010507007b	At nabuhay si Set pagkatapos na maipanganak si Enos ng walong daan at pitong taon; at nagkaanak ng mga lalake at mga babae:
010508005f	At ang lahat na naging araw ni Set ay siyam na raan at labing dalawang taon: at siya'y namatay.
0105090043	At nabuhay si Enos ng siyam na pung taon, at naging anak si Cainan:
01050a0087	At nabuhay si Enos, pagkatapos na maipanganak si Cainan, ng walong daan at labing limang taon; at nagkaanak ng mga lalake at mga babae:
01050b0057	At ang lahat na naging araw ni Enos ay siyam na raan at limang taon, at siya'y namatay.
01050c0047	At nabuhay si Cainan ng pitong pung taon, at naging anak si Mahalaleel:
01050d008c	At nabuhay si Cainan, pagkatapos na maipanganak si Mahalaleel, ng walong daan at apat na pung taon, at nagkaanak ng mga lalake at mga babae:
01050e0052	At ang lahat na naging araw ni Cainan, siyam na raan at sangpung taon, at namatay.
01050f004e	At nabuhay si Mahalaleel ng anim na pu't limang taon, at naging anak si Jared:
010510008b	At nabuhay si Mahalaleel, pagkatapos na maipanganak si Jared, ng walong daan at tatlong pung taon, at nagkaanak ng mga lalake at mga babae:
0105110062	At ang lahat na naging araw ni Mahalaleel ay walong daan at siyam na pu't limang taon: at namatay.
0105120058	At nabuhay si Jared ng isang daan at anim na pu't dalawang taon, at naging anak si Enoc:
0105130076	At nabuhay si Jared, pagkatapos na maipanganak si Enoc, ng walong daang taon, at nagkaanak ng mga lalake at mga babae:
0105140060	At ang lahat na naging araw ni Jared ay siyam na raan at anim na pu't dalawang taon: at namatay.
010515004c	At nabuhay si Enoc na anim na pu't limang taon, at naging anak si Matusalem:
010516008c	At lumakad si Enoc na kasama ng Dios, pagkatapos na maipanganak si Matusalem na tatlong daang taon, at nagkaanak ng mga lalake at mga babae:
0105170050	At ang lahat na naging araw ni Enoc ay tatlong daan at anim na pu't limang taon:
0105180057	At lumakad si Enoc na kasama ng Dios: at di siya nasumpungan, sapagka't kinuha ng Dios.
010519005a	At nabuhay si Matusalem ng isang daan at walong pu't pitong taon; at naging anak si Lamec:
01051a0091	At nabuhay si Matusalem pagkatapos na maipanganak si Lamec, ng pitong daan at walong pu't dalawang taon; at nagkaanak ng mga lalake at mga babae;
01051b006b	At ang lahat na naging araw ni Matusalem ay siyam na raan at anim na pu't siyam na taon: at siya'y namatay.
01051c005d	At nabuhay si Lamec ng isang daan at walong pu't dalawang taon, at nagkaanak ng isang lalake:
01051d00b0	At tinawag ang kaniyang pangalan na Noe, na sinabi, Ito nga ang aaliw sa atin tungkol sa ating gawa at sa pinagpagalan ng ating mga kamay, dahil sa lupang sinumpa ng Panginoon.
01051e008c	At nabuhay si Lamec, pagkatapos na maipanganak si Noe, ng limang daan at siyam na pu't limang taon, at nagkaanak ng mga lalake at mga babae:
01051f005b	At ang lahat na naging araw ni Lamec ay pitong daan at pitong pu't pitong taon: at namatay.
0105200058	At si Noe ay may limang daang taon: at naging anak ni Noe si Sem, si Cham, at si Japhet.
0106010063	At nangyari, nang magpasimula na dumami ang mga tao sa balat ng lupa, at mangagkaanak ng mga babae,
0106020097	Na nakita ng mga anak ng Dios, na magaganda ang mga anak na babae ng mga tao; at sila'y nangagsikuha ng kanikaniyang asawa sa lahat ng kanilang pinili.
01060300c3	At sinabi ng Panginoon, Ang aking Espiritu ay hindi makikipagpunyagi sa tao magpakailan man, sapagka't siya ma'y laman: gayon ma'y magiging isang daan at dalawang pung taon ang kaniyang mga araw.
01060400ff	Ang mga higante ay nasa lupa ng mga araw na yaon, at pagkatapos din naman na makasiping ang mga anak ng Dios sa mga anak na babae ng tao, at mangagkaanak sila sa kanila: ang mga ito rin ang naging makapangyarihan nang unang panahon na mga lalaking bantog.
0106050094	At nakita ng Panginoon na mabigat ang kasamaan ng tao sa lupa, at ang buong haka ng mga pagiisip ng kaniyang puso ay pawang masama lamang na parati.
010606005c	At nagsisi ang Panginoon na kaniyang nilalang ang tao sa lupa, at nalumbay sa kaniyang puso.
01060700d7	At sinabi ng Panginoon, Lilipulin ko ang tao na aking nilalang sa ibabaw ng lupa; ang tao at gayon din ang hayop, at ang mga umuusad at ang mga ibon sa himpapawid; sapagka't pinagsisisihan ko na aking nilalang sila.
0106080044	Datapuwa't si Noe ay nakasumpong ng biyaya sa mga mata ng Panginoon.
010609007c	Ito ang mga lahi ni Noe. Si Noe ay lalaking matuwid at sakdal noong kapanahunan niya: si Noe ay lumalakad na kasama ng Dios.
01060a0045	At nagkaanak si Noe ng tatlong lalake: si Sem, si Cham, at si Japhet.
01060b0048	At sumama ang lupa sa harap ng Dios, at ang lupa ay napuno ng karahasan.
01060c007d	At tiningnan ng Dios ang lupa, at, narito sumama; sapagka't pinasama ng lahat ng tao ang kanilang paglakad sa ibabaw ng lupa.
01060d00bd	At sinabi ng Dios kay Noe, Ang wakas ng lahat ng tao ay dumating sa harap ko; sapagka't ang lupa ay napuno ng karahasan dahil sa kanila; at, narito, sila'y aking lilipuling kalakip ng lupa.
01060e0083	Gumawa ka ng isang sasakyang kahoy na gofer; gagawa ka ng mga silid sa sasakyan, at iyong sisiksikan sa loob at sa labas ng sahing.
01060f0083	At ganitong paraan gagawin mo: tatlong daang siko ang haba ng sasakyan, limang pung siko ang luwang, at tatlong pung siko ang taas.
01061000d1	Gagawa ka ng isang durungawan sa sasakyan; at wawakasan mo ng isang siko sa dakong itaas; at ang pintuan ng sasakyan ay ilalagay mo sa tagiliran; gagawin mong may lapag na lalong mababa, pangalawa at pangatlo.
01061100c2	At ako, narito, ako'y magpapadagsa ng isang baha ng tubig sa ibabaw ng lupa, upang lipulin sa silong ng langit ang lahat ng laman na may hininga ng buhay; ang lahat na nasa lupa ay mangamamatay.
01061200be	Datapuwa't pagtitibayin ko ang aking tipan sa iyo; at ikaw ay lululan sa sasakyan, ikaw, at ang iyong mga anak na lalake, at ang iyong asawa, at ang mga asawa ng iyong mga anak na kasama mo.
01061300b8	At sa bawa't nangabubuhay, sa lahat ng laman ay maglululan ka sa loob ng sasakyan ng dalawa sa bawa't uri upang maingatan silang buhay, na kasama mo; lalake at babae ang kinakailangan.
01061400ca	Sa mga ibon ayon sa kanikanilang uri, at sa mga hayop ayon sa kanikanilang uri, sa bawa't nagsisiusad, ayon sa kanikanilang uri, dalawa sa bawa't uri, ay isasama mo sa iyo, upang maingatan silang buhay.
0106150064	At magbaon ka ng lahat na pagkain na kinakain, at imbakin mo sa iyo; at magiging pagkain mo at nila.
010616005a	Gayon ginawa ni Noe; ayon sa lahat na iniutos sa kaniya ng Dios, ay gayon ang ginawa niya.
010701009c	At sinabi ng Panginoon kay Noe, Lumulan ka at ang iyong buong sangbahayan sa sasakyan; sapagka't ikaw ay aking nakitang matuwid sa harap ko sa panahong ito.
01070200a1	Sa bawa't malinis na hayop ay kukuha ka ng tigpipito, ng lalake at ng kaniyang babae; at sa mga hayop na hindi malinis ay dalawa, ng lalake at ng kaniyang babae;
0107030081	Gayon din naman sa mga ibon sa himpapawid tigpipito, ng lalake at ng babae; upang ingatang binhing buhay sa ibabaw ng buong lupa.
01070400b7	Sapagka't pitong araw pa, at pauulanan ko na ang ibabaw ng lupa ng apat na pung araw at apat na pung gabi, at aking lilipulin ang lahat ng may buhay na aking nilikha sa balat ng lupa.
0107050041	At ginawa ni Noe ayon sa lahat na iniutos sa kaniya ng Panginoon.
0107060055	At may anim na raang taon si Noe nang ang baha ng tubig ay dumagsa sa ibabaw ng lupa.
010707008d	At lumulan sa sasakyan si Noe at ang kaniyang mga anak, at ang kaniyang asawa, at ang mga asawa ng kaniyang mga anak, dahil sa tubig ng baha.
0107080071	Sa mga hayop na malinis, at sa mga hayop na hindi malinis, at sa mga ibon at sa bawa't umuusad sa ibabaw ng lupa,
0107090066	Ay dalawa't dalawang dumating kay Noe sa sasakyan, na lalake at babae ayon sa iniutos ng Dios kay Noe.
01070a005a	At nangyari na pagkaraan ng pitong araw, na ang tubig ng baha ay umapaw sa ibabaw ng lupa.
01070b00da	Sa ikaanim na raang taon ng buhay ni Noe, nang ikalawang buwan, sa ikalabing pitong araw ng buwan, nang araw ding yaon, ay nangasira ang lahat ng bukal ng lubhang kalaliman, at ang mga durungawan ng langit ay nabuksan.
01070c0046	At umulan sa ibabaw ng lupa ng apat na pung araw at apat na pung gabi.
01070d00bb	Nang araw ding yaon, ay lumulan sa sasakyan si Noe, at si Sem, at si Cham, at si Japhet, na mga anak ni Noe, at ang asawa ni Noe, at ang tatlong asawa ng kaniyang mga anak na kasama nila;
01070e00ef	Sila, at ang bawa't hayop gubat ayon sa kanikanilang uri, at lahat ng hayop na maamo ayon sa kanikanilang uri, at bawa't umuusad sa ibabaw ng lupa ayon sa kanikanilang uri, at bawa't ibon ayon sa kanikanilang uri, lahat ng sarisaring ibon.
01070f0060	At nagsidating kay Noe sa sasakyan na dalawa't dalawa, ang lahat ng hayop na may hinga ng buhay.
0107100088	At ang mga nagsilulan, ay lumulang lalake at babae, ng lahat na laman, gaya ng iniutos sa kaniya ng Dios: at kinulong siya ng Panginoon.
0107110086	At tumagal ang baha ng apat na pung araw sa ibabaw ng lupa; at lumaki ang tubig at lumutang ang sasakyan, at nataas sa ibabaw ng lupa.
0107120067	At dumagsa ang tubig at lumaking mainam sa ibabaw ng lupa; at lumutang ang sasakyan sa ibabaw ng tubig.
0107130079	At dumagsang lubha ang tubig sa ibabaw ng lupa: at inapawan ang lahat na mataas na bundok na nasa silong ng buong langit.
010714004e	Labing limang siko ang lalim na idinagsa ng tubig; at inapawan ang mga bundok.
01071500bf	At namatay ang lahat ng lamang gumagalaw sa ibabaw ng lupa, ang mga ibon at gayon din ang hayop, at ang hayop gubat, at ang bawa't nagsisiusad na umuusad sa ibabaw ng lupa, at ang bawa't tao.
010716005e	Ang bawa't may hinga ng diwa ng buhay sa kanilang ilong, lahat na nasa lupang tuyo ay namatay.
