0100000008	Gênesis
0102030065	E Deus abençoou o sétimo dia e o santificou, porque nele descansou de toda a obra que havia criado.
010204006c	São essas as origens dos céus e da terra, quando foram criados. Quando Deus Yahweh fez os céus e a terra,
01020500b3	ainda não havia nenhum arbusto no campo e nenhuma planta havia brotado, porque Deus Yahweh não havia feito chover sobre a terra e não havia nenhum homem para trabalhar no solo.
0102060043	Mas uma neblina subia da terra e regava toda a superfície do solo.
0102070080	Então, Deus Yahweh formou o homem do pó da terra, soprou-lhe nas narinas o fôlego de vida e o homem se tornou um ser vivente.
010208006d	Deus Yahweh plantou um jardim na direção do oriente, no Éden, e lá colocou o homem que Ele havia formado.
01020900cd	Do solo, Deus Yahweh fez brotar todo tipo de árvores agradáveis à vista e boa para o alimento. Isso incluía a árvore da vida, que estava no meio do jardim, e a árvore do conhecimento do bem e do mal.
01020a005a	Um rio saía do Éden, regava o jardim e dali se dividia e se transformava em quatro rios.
01020b0054	O nome do primeiro é Pisom. Esse é o que rodeia a terra de Havilá, onde há ouro.
01020c0049	O ouro dessa terra é bom. Ali existe também bdélio e a pedra de ônix.
01020d0042	O nome do segundo rio é Giom. Esse percorre toda a terra de Cuxe.
01020e006a	O nome do terceiro rio é Tigre. Esse é o que corre pelo oriente da Assíria. O quarto rio é o Eufrates.
01020f0068	Deus Yahweh tomou o homem e o colocou dentro do jardim do Éden para que ele o guardasse e o cultivasse.
0102100063	Deus Yahweh ordenou ao homem, dizendo: "De toda árvore deste jardim, tu poderás comer livremente.
0102110082	Mas, da árvore do conhecimento do bem e do mal, tu não poderás comer, porque, no dia em que dela comeres, certamente morrerás.
0102120071	Então, Deus Yahweh disse: "Não é bom que o homem esteja só. Far-lhe-ei uma auxiliadora que lhe seja idônea".
01021300dd	Havendo, pois, Deus Yahweh formado da terra todos os animais do campo e todas as aves dos céus, então, Ele os trouxe ao homem para ver como lhes chamaria. E o nome que o homem desse a cada ser vivo, esse seria seu nome.
01021400bd	O homem deu nome para todos os animais domésticos, para todos os pássaros dos céus, para todas as feras do campo. Mas, para o homem, não se achava uma auxiliadora que lhe fosse idônea.
0102150088	Deus Yahweh fez cair um sono profundo sobre o homem, e ele adormeceu. Deus Yahweh pegou uma de suas costelas e fechou o lugar com carne.
0102160058	Com a costela que Deus Yahweh havia tirado do homem, Ele fez a mulher e a levou a Adão.
0102170085	E o homem disse: "Esta agora é osso dos meus ossos, e carne da minha carne. Ela será chamada 'mulher', porque do homem foi tirada".
0102180066	Por isso, deixará o homem seu pai e sua mãe, e se unirá à sua mulher, e eles serão uma só carne.
0102190045	Os dois estavam nus, o homem e sua mulher, mas não se envergonhavam.
01030100bd	Ora, a serpente era mais astuta que qualquer outro animal que Yahweh Deus criou. E ela perguntou à mulher: "Deus realmente disse: 'Vós não devereis comer de nenhuma árvore do jardim?'".
010302004f	A mulher disse para a serpente: "Podemos comer do fruto das árvores do jardim,
0103030098	mas não podemos comer o fruto da árvore que está no meio do jardim; pois Deus disse: 'Não deveis comer dele, não deveis tocar nele, ou morrereis'".
010304003c	A serpente disse para a mulher: "Certamente, não morrereis,
010305007b	porque Deus sabe que, no dia em que dele comerdes, vossos olhos se abrirão, e sereis como Deus, conhecendo o bem e o mal".
01030600aa	Quando a mulher viu que aquela árvore era boa para comer, agradável aos olhos e desejável para dar conhecimento, pegou o fruto, comeu-o, deu ao seu marido e ele comeu.
010307007c	Os olhos dos dois se abriram e eles perceberam que estavam nus; costuraram folhas de figueira e fizeram vestimentas para si.
01030800bb	Eles ouviram a voz de Yahweh Deus, que estava caminhando pelo jardim no frescor do dia. Então, o homem e sua mulher se esconderam da presença de Yahweh Deus entre as árvores do jardim.
010309003a	Yahweh Deus chamou o homem e lhe disse: "Onde tu estás?".
01030a0067	E o homem disse: "Ouvi a Tua voz no jardim e fiquei com medo, porque eu estava nu; então, me escondi".
01030b0065	Deus disse: "Quem te disse que estavas nu? Comeste da árvore que Eu disse que não deverias comer?".
01030c0053	O homem respondeu: "A mulher que Tu me deste me deu do fruto da árvore e eu comi".
01030d0067	Yahweh Deus disse para a mulher: "Que fizeste?". A mulher respondeu: "A serpente me enganou e eu comi".
01030e00ce	Yahweh Deus disse à serpente: "Porque fizeste isso, tu serás maldita entre todos os animais domésticos e todos os animais selvagens. Rastejarás sobre teu ventre e comerás poeira pelo resto da tua vida.
01030f0087	Porei inimizade entre ti e a mulher e entre teu descendente e o descendente dela. Ele ferirá tua cabeça e tu ferirás seu calcanhar".
01031000a7	E à mulher disse: "Multiplicarei grandemente tua dor ao dar à luz; é na dor que tu irás ter filhos. Teu desejo será para teu marido, mas ele governará sobre ti".
01031100f7	E, ao homem, disse: "Porque ouviste a voz da tua mulher e comeste do fruto da árvore que te ordenei, dizendo: 'Não comerás dela', a terra será amaldiçoada por tua causa, trabalharás duramente para poder comer dela, todos os dias de tua vida.
010312004c	Ela produzirá espinhos e ervas daninhas e tu comerás das plantas do campo.
0103130081	Do suor da tua face, comerás o pão, até retornares à terra de onde tu foste tirado. Porque tu és pó e ao pó retornarás'".
0103140052	O homem chamou a sua mulher de Eva, porque ela era a mãe de todos os seres vivos.
0103150049	Yahweh Deus fez vestimentas de peles para Adão e sua esposa e os vestiu.
01031600a7	Yahweh Deus disse: "Agora o homem se tornou como um de nós, conhecendo o bem e o mal. Não permitirei que ele tome da árvore da vida e dela coma e viva para sempre".
0103170062	Por isso, Yahweh Deus o lançou fora do jardim do Éden, para cultivar a terra da qual foi tirado.
01031800b7	Então, Deus expulsou o homem, pôs os querubins a leste do jardim do Éden e uma espada flamejante que se revolvia por todos os lados, a fim de proteger o caminho da árvore da vida.
0104010088	Adão teve relações com Eva, sua mulher. Ela concebeu e deu à luz Caim. Ela disse: "Eu tive um filho homem com ajuda de Deus Yahweh".
0104020066	Então, ela deu à luz seu irmão Abel. Abel tornou-se um pastor de ovelhas, mas Caim lavrava a terra.
0104030054	Passado algum tempo, Caim trouxe alguns frutos da terra e os ofereceu a Deus Yahweh.
0104040061	E Abel trouxe as primícias e gorduras do seu rebanho. Yahweh Se agradou de Abel e de sua oferta,
010405006a	mas Ele não se agradou de Caim e da sua oferta. Assim, Caim ficou muito furioso e com o semblante caído.
0104060058	Yahweh disse para Caim: "Por que tu estás furioso e por que teu semblante está caído?
01040700b0	Se tu procederes como é correto, não serás aceito? Porém, se tu não procederes como é correto, o pecado espreita à porta e deseja te controlar, mas precisas dominá-lo".
0104080088	Caim falou para Abel, seu irmão: "Vamos ao campo". Enquanto eles estavam no campo, Caim levantou-se contra Abel, seu irmão, e o matou.
010409007c	Então, Yahweh disse para Caim: "Onde está Abel, teu irmão?". Ele disse: "Eu não sei. Sou eu o guardador do meu irmão?".
01040a005a	Yahweh disse: "O que fizeste? Do solo, a voz do sangue do teu irmão está clamando a Mim.
01040b0072	Agora és maldito pelo solo que escancarou a sua boca para receber o sangue do teu irmão que está em tuas mãos.
01040c005a	Quando tu trabalhares, o solo não vai produzir. Serás um fugitivo e errante pela terra".
01040d0048	Caim disse a Yahweh: "Minha punição é maior do que eu posso suportar.
01040e00a5	De fato, hoje Tu me expulsas deste solo e eu ficarei afastado da Tua presença. Eu serei um fugitivo e errante pela terra; e quem comigo encontrar, poderá matar-me.
01040f00a5	E disse-lhe Yahweh: "Qualquer que matar Caim será vingado sete vezes". Então, Yahweh colocou um sinal sobre Caim, para que não fosse morto por quem o encontrasse.
0104100052	Retirou-se Caim da presença de Yahweh e viveu na terra de Node, a leste do Éden.
0104110077	Caim conheceu sua mulher, que concebeu e deu à luz Enoque. Caim edificou uma cidade e pôs o nome de seu filho Enoque.
010412005d	De Enoque, nasceu Irade. Irade gerou Meujael. Meujael gerou Metusael. Metusael gerou Lameque.
0104130055	Lameque tomou para si duas esposas: o nome de uma era Ada e o nome da outra era Zila.
0104140052	Ada deu à luz Jabal. Ele foi o pai daqueles que habitam em tendas e possuem gado.
010415004d	Seu irmão chamava-se Jubal. Ele foi o pai daqueles que tocam harpa e flauta.
0104160076	Zila também teve um filho, Tubal-Caim, fabricante de ferramentas de bronze e ferro. A irmã de Tubal-Caim era Naamá.
01041700b2	Lameque disse para suas esposas: "Ada e Zila, escutai a minha voz, mulheres de Lameque; ouvi as minhas palavras, pois eu matei um homem por ferir-me, um jovem rapaz por pisar-me.
010418004b	Se Caim é vingado sete vezes, Lameque será vingado setenta e sete vezes".
01041900ad	Tornou Adão a ter relações com sua mulher e ela gerou outro filho, a quem pôs o nome de Sete; e ela disse: "Deus me deu outro filho no lugar de Abel, pois Caim o matou".
01041a0087	De Sete, também nasceu um filho e ele lhe deu o nome de Enos. Foi nesse tempo em que as pessoas começaram a invocar o nome de Yahweh.
0105010077	Este é o registro dos descendentes de Adão. No dia em que Deus criou o homem, Ele os fez à Sua própria semelhança.
0105020057	Ele criou o homem e a mulher, abençoou-os e os chamou de humanos quando foram criados.
010503006d	Adão viveu cento e trinta anos, gerou um filho à sua semelhança, conforme a sua imagem e o chamou de Sete.
010504004a	Depois que Adão teve Sete, viveu oitocentos anos e gerou filhos e filhas.
010505002f	Adão viveu novecentos e trinta anos; e morreu.
010506002b	Sete viveu cento e cinco anos e gerou Enos.
0105070050	Depois que teve Enos, Sete viveu oitocentos e sete anos e gerou filhos e filhas.
010508002c	Sete viveu novecentos e doze anos; e morreu.
0105090027	Enos viveu noventa anos e gerou Quenã.
01050a0054	Depois que teve Quenã, Enos viveu oitocentos e quinze anos e gerou filhos e filhas.
01050b002d	Enos viveu novecentos e cinco anos; e morreu.
01050c002b	Quenã viveu Setenta anos e gerou Maalalel.
01050d005a	Depois que teve Maalalel, Quenã viveu oitocentos e quarenta anos e gerou filhos e filhas.
01050e002d	Quenã viveu novecentos e dez anos; e morreu.
01050f0034	Maalalel viveu sessenta e cinco anos e gerou Jarede.
0105100058	Depois que teve Jarede, Maalalel viveu oitocentos e trinta anos e gerou filhos e filhas.
010511003b	Maalalel viveu oitocentos e noventa e cinco anos; e morreu.
0105120039	Jarede viveu cento e sessenta e dois anos e gerou Enoque.
010513004d	Depois que teve Enoque, Jarede viveu oitocentos anos e gerou filhos e filhas.
0105140039	Jarede viveu novecentos e sessenta e dois anos; e morreu.
0105150036	Enoque viveu sessenta e cinco anos e gerou Matusalém.
0105160067	Enoque andou com Deus. Depois que teve Matusalém, Enoque viveu trezentos anos e gerou filhos e filhas.
010517002f	Enoque viveu trezentos e sessenta e cinco anos.
0105180042	Andou Enoque com Deus e desapareceu da terra, porque Deus o tomou.
010519003d	Matusalém viveu cento e oitenta e sete anos e gerou Lameque.
01051a0063	Depois que teve Lameque, Matusalém viveu setecentos e oitenta e dois anos e gerou filhos e filhas.
01051b003d	Matusalém viveu novecentos e sessenta e nove anos; e morreu.
01051c003b	Lameque viveu cento e oitenta e dois anos e gerou um filho,
01051d0093	a quem chamou Noé, dizendo: "Este nos consolará de nossas obras e do penoso trabalho de nossas mãos, causado pela terra que Yahweh amaldiçoou".
01051e005e	Lameque viveu quinhentos e noventa e cinco anos depois que gerou Noé e gerou filhos e filhas.
01051f0039	Lameque viveu setecentos e setenta e sete anos; e morreu.
0105200034	Noé viveu quinhentos anos e gerou Sem, Cam e Jafé.
0106010063	E aconteceu que, quando os homens começaram a se multiplicar sobre a terra e nasceram suas filhas,
0106020078	os filhos de Deus viram que as filhas dos homens eram atraentes e tomaram para si como esposas todas que lhes agradaram.
0106030080	E Yahweh disse: "Meu espírito não permanecerá para sempre no homem, pois é carne, e os seus dias serão cento e vinte anos".
01060400d6	Gigantes estavam na terra, naqueles dias e também depois. Isso aconteceu porque os filhos de Deus casaram com as filhas dos homens, e eles tiveram filhos com elas, os quais foram homens valentes, homens de renome.
010605008e	Yahweh viu que grande maldade havia nos homens sobre a terra e que toda inclinação dos pensamentos de seus corações era continuamente má.
0106060055	E Yahweh Se lamentou por ter feito o homem na terra e isso entristeceu Seu coração.
01060700c6	Então, Yahweh disse: "Eu vou extinguir da face da terra o homem que criei; tanto a humanidade, quanto os animais maiores, as coisas rastejantes e as aves dos céus, pois lamento de tê-los criado".
010608002d	Mas Noé encontrou favor aos olhos de Yahweh.
010609007d	Estes são os eventos concernentes a Noé. Ele era um homem justo, íntegro entre as pessoas da sua época e andava com Deus.
01060a0035	Noé se tornou pai de três filhos: Sem, Cam e Jafé.
01060b0044	A terra estava corrompida perante Deus e estava cheia de violência.
01060c0064	Deus viu a terra e ela estava corrompida, toda a carne havia corrompido o seu caminho sobre a terra.
01060d00ad	Deus disse a Noé: "Eu vejo que é tempo de pôr um fim em toda a carne, pois a terra está cheia da violência dos homens. De fato, vou destruí-los juntamente com a terra.
01060e007c	Faze para ti mesmo uma arca de madeira de cipreste. Faze compartimentos na arca e reveste-a com piche por dentro e por fora.
01060f009c	Esta é a forma com que irás fazer: o comprimento da arca será de trezentos côvados, a sua largura de cinquenta côvados e sua altura de trinta côvados.
01061000aa	Farás um teto para a arca e finalizarás com um côvado do topo da lateral. Porás uma porta na lateral da arca. Farás pavimentos: um embaixo, um segundo e um terceiro.
0106110090	Ouve: Eu trarei um dilúvio sobre a terra, para destruir toda carne que tem fôlego de vida debaixo do céu. Tudo o que está na terra morrerá.
0106120080	Mas eu firmarei uma aliança contigo. Tu irás para dentro da arca, teus filhos, tua esposa e as esposas de teus filhos contigo.
010613008f	De toda criatura viva, de toda carne, tu deves trazer para dentro da arca dois de cada espécie, macho e fêmea, para mantê-los vivos contigo:
01061400bf	das aves conforme suas espécies, dos animais maiores conforme suas espécies, de cada coisa rastejante do chão conforme suas espécies, dois de cada tipo virão a ti, para mantê-los vivos.
010615004c	Armazena todo tipo de comida, pois servirá de sustento para ti e para eles.
010616004c	Então, Noé fez dessa forma. De acordo com tudo o que Deus mandou, ele fez.
010701007a	Yahweh disse a Noé: "Vai para a arca, tu e toda a tua família, porque Eu vi que és justo diante de Mim nesta geração.
0107020084	De cada animal puro, trarás contigo sete machos e sete fêmeas; e, dos animais que não são puros, um casal, o macho e sua fêmea.
0107030078	Também, das aves do céu, trarás sete machos e sete fêmeas, para preservar a sua espécie sobre toda a face da terra.
010704009b	Porque, em sete dias, farei chover sobre toda a terra quarenta dias e quarenta noites. Destruirei da superfície da terra todas as coisas vivas que criei".
010705002a	Noé fez tudo o que Yahweh havia ordenado.
0107060040	Noé tinha seiscentos anos quando o dilúvio veio sobre a terra.
0107070070	Noé entrou na arca com seus filhos e sua mulher e as mulheres de seus filhos, por causa das águas do dilúvio.
0107080049	Os animais puros e os impuros, as aves, e tudo que rasteja sobre a terra,
0107090062	de dois em dois, macho e fêmea, foram a Noé e entraram na arca, como Deus havia ordenado a Noé.
01070a004d	Sucedeu que, depois de sete dias, as águas inundaram a superfície da terra.
01070b0097	Quando Noé tinha seiscentos anos, aos dezessete dias do segundo mês, romperam-se todas as fontes do grande abismo, e as comportas do céu se abriram.
01070c004d	A chuva começou a cair e encheu a terra por quarenta dias e quarenta noites.
01070d0079	Nesse mesmo dia, entrou na arca Noé e seus filhos Sem, Cam e Jafé, a esposa de Noé e as três mulheres de seus filhos.
01070e00d1	E, com eles, todo animal selvagem, segundo a sua espécie, todo animal de criação, segundo a sua espécie, todo animal que rasteja sobre a terra, toda ave, conforme a sua espécie, toda criatura que tem asa.
01070f004f	Dois de cada carne que tem o sopro de vida vieram para Noé e entraram na arca.
0107100070	Os animais que entraram eram macho e fêmea; e entraram como Deus havia ordenado. Então, Yahweh fechou a porta.
0107110068	E veio o dilúvio sobre a terra, por quarenta dias, e as águas aumentaram e levantaram a arca da terra.
010712005a	As águas cobriram completamente a terra, e a arca flutuou sobre a superfície das águas.
0107130082	As águas se avolumaram mais e mais sobre a terra e cobriram completamente até as montanhas mais altas que havia debaixo do céu.
0107140044	As águas sobressaíram quinze côvados acima do topo das montanhas.
01071500ab	Todos os seres vivos que se moviam sobre a terra morreram: os pássaros, os animais domésticos, os animais selvagens, tudo que rasteja sobre a terra, e toda a humanidade.
0107160057	Todos os seres cujas narinas respiravam o sopro de vida e todos em terra seca morreram.
0107170104	Então, todos os seres vivos sobre a superfície da terra foram extintos, desde os humanos até os animais maiores, os rastejantes e os pássaros no céu. Todos eles foram extintos da terra. E restaram somente Noé e aqueles que com ele estavam dentro da arca.
0107180040	As águas prevaleceram sobre a terra por cento e cinquenta dias.
01080100be	Deus lembrou-se de Noé, de todos os animais selvagens e de todos os animais domésticos que estavam com ele na arca. Deus fez soprar um vento sobre a terra, e as águas começaram a recuar.
010802004a	As fontes do abismo e as comportas do céu fecharam-se, e parou de chover.
0108030080	As águas recuavam continuamente sobre a terra. Depois de cento e cinquenta dias, as águas tinham diminuído consideravelmente.
0108040054	A arca parou no sétimo mês, no décimo sétimo dia, sobre as montanhas de Ararate.
0108050077	As águas continuaram a recuar até o décimo mês. No primeiro dia do décimo mês, os picos das montanhas apareceram.
0108060057	Sucedeu que, ao final de quarenta dias, Noé abriu a janela da arca que ele havia feito
0108070050	e soltou o corvo, que ia e voltava, até que as águas se secaram sobre a terra.
0108080058	Então, ele enviou uma pomba para ver se as águas haviam recuado sobre a face da terra,
01080900cb	mas a pomba não encontrou lugar onde pousar. Então, ela retornou para Noé na arca, porque as águas ainda cobriam toda a terra. Ele estendeu sua mão, segurou-a e a trouxe para dentro da arca com ele.
01080a004a	Ele esperou outros sete dias e novamente soltou a pomba para fora da arca.
01080b006b	A pomba retornou para ele ao entardecer, e eis que ela trazia no bico uma folha de oliveira recém colhida.
01080c00a0	Assim, Noé soube que as águas tinham diminuído sobre a terra. Ele esperou ainda outros sete dias e soltou a pomba novamente. Ela não retornou mais para ele.
01080d00bf	Sucedeu que, no primeiro dia do primeiro mês do ano seiscentos e um, as águas secaram sobre a terra. Noé removeu a cobertura da arca, olhou para fora e eis que a face da terra estava seca.
01080e003f	No segundo mês, no vigésimo sétimo dia, a terra estava seca.
01080f0012	Deus disse a Noé:
0108100050	"Sai da arca, tu e tua mulher, teus filhos e as mulheres de teus filhos contigo.
01081100d3	Faz sair toda criatura viva de toda carne, tanto aves como animais de criação e todo animal rastejante que se arrasta sobre a terra, para que eles possam se reproduzir, frutificar e multiplicar sobre a terra".
010812004b	Então, Noé saiu com seus filhos, sua mulher e as mulheres de seus filhos.
0108130097	Todas as criaturas vivas: as aves, os animais de criação, os animais selvagens e todo animal rastejante, conforme as suas famílias, deixaram a arca.
0108140088	Noé construiu um altar para Yahweh. Ele tomou alguns dos animais limpos e alguns passáros limpos e ofereceu holocaustos sobre o altar.
01081500f7	Yahweh sentiu o aroma suave e disse em Seu coração: "Eu não tornarei a amaldiçoar a terra por causa do homem, apesar das intenções do seu coração serem más desde a infância, e nem tornarei a destruir todo vivente, como Eu acabo de fazer.
010816006f	Enquanto a terra permanecer, semeadura e colheita, frio e calor, verão e inverno, dia e noite não cessarão".
0109010060	E Deus abençoou Noé e seus filhos e lhes disse: "Frutificai, multiplicai-vos e enchei a terra.
01090200c5	O pavor e o medo de vós estarão sobre todo animal vivente da terra, sobre toda ave do céu, sobre tudo o que rasteja pelo chão e sobre todos os peixes do mar. Todos foram entregues a vossa mão.
0109030073	Tudo quanto se move e vive vos servirá de alimento. Assim como vos dei os vegetais, agora vos dou todas as coisas.
0109040050	Contudo, não comereis carne com a vida nela, ou seja, com o sangue dentro dela.
01090500bc	Certamente, Eu requererei o vosso sangue, o sangue da vossa vida; Eu o requererei de cada animal. Também da mão de cada homem que assassinou seu irmão, Eu requererei pela vida do homem.
0109060076	Qualquer que derramar sangue de um homem terá seu sangue derramado pelo homem, porque Deus fez o homem à Sua imagem.
0109070057	Quanto a vós, sede fecundos e multiplicai-vos; povoai a terra e multiplicai-vos nela".
0109080033	Então, Deus falou com Noé e seus filhos, dizendo:
010909005d	"Eis que Eu estabelecerei a Minha aliança convosco, com a vossa descendência depois de vós
01090a009f	e com cada ser vivente que estiver convosco: tanto as aves, os animais de criação e os animais selvagens que saíram da arca, como todo ser vivente da terra.
01090b009d	Estabelecerei Minha aliança convosco, que nunca mais será destruída toda carne por águas de dilúvio. Nunca mais haverá dilúvio para destruir a terra".
01090c0094	Deus disse: "Este é o sinal da Minha aliança que faço entre Mim e vós e todos os seres viventes que estão convosco, para as futuras gerações.
01090d0057	Eu coloquei o Meu arco nas nuvens e este será o sinal da aliança entre Mim e a terra.
01090e0052	E acontecerá que, quando Eu trouxer nuvens sobre a terra e nelas aparecer o arco,
01090f00a2	recordarei da Minha aliança firmada entre Mim e vós e todos os seres viventes de toda carne. E não haverá mais as águas de dilúvio para destruir toda carne.
010910008c	O arco estará nas nuvens e Eu o verei e Me lembrarei da aliança entre Deus e todos os seres viventes de toda carne que há sobre a terra".
0109110076	Depois, Deus disse a Noé: "Este é o símbolo da aliança que Eu estabeleci, entre Eu e todas as criaturas na terra".
0109120055	Os filhos de Noé que saíram da arca eram Sem, Cam e Jafé. Cam era o pai de Canaã.
0109130043	São eles os três filhos de Noé e deles toda a terra foi povoada.
0109140035	Nóe começou a cultivar a terra e plantou uma vinha.
0109150036	Bebeu vinho e se embriagou. Ele ficou nu em sua tenda.
0109160056	Cam, o pai de Canaã, viu a nudez de seu pai e saiu para contar aos seus dois irmãos.
01091700d2	Então, Sem e Jafé pegaram uma capa e colocaram-na sobre os próprios ombros e, andando de costas, cobriram a nudez de seu pai. Seus rostos estavam voltados para trás, para que não vissem a nudez de seu pai.
010918005b	Quando Noé despertou de sua embriaguez, soube o que seu filho mais novo havia feito a ele.
0109190051	Então, disse: "Maldito seja Canaã. Ele será servo dos servos de seus irmãos".
01091a0053	E também disse: "Que Yahweh, o Deus de Sem, seja bendito, e Canaã seja seu servo.
01091b0058	Que Deus engrandeça Jafé e habite ele nas tendas de Sem. E que Canaã seja seu servo".
01091c003a	Depois do dilúvio, Noé viveu trezentos e cinquenta anos.
01091d004b	Todos os dias de Noé foram novecentos e cinquenta anos, depois ele morreu.
010a010067	Estas são as gerações dos filhos de Noé: Sem, Cam e Jafé; seus filhos nasceram depois do dilúvio.
010a02004f	Os filhos de Jafé foram: Gomer, Magogue, Madai, Javã, Tubal, Meseque e Tiras.
010a030035	Os filhos de Gomer foram: Asquenaz, Rifate e Togarma.
010a04003c	Os filhos de Javã foram: Elisá, Társis, Quitim e Dodanim.
010a0500a6	Os descendentes de Javã repartiram entre si as terras do litoral, e, então, ocuparam-nas segundo a sua própria língua, de acordo com as suas famílias e nações.
010a060035	Os filhos de Cam foram: Cuxe, Mizraim, Pute e Canaã.
010a07006c	Os filhos de Cuxe foram: Seba, Havilá, Sabtá, Raamá e Sabtecá. Os filhos de Raamã foram: Sabá e Dedã.
010a080044	Cuxe gerou a Ninrode, o qual foi o primeiro a ser poderoso na terra.
010a09007b	Ele foi um poderoso caçador diante de Yahweh. Por isso que é dito: "Como Ninrode, um poderoso caçador diante de Yahweh".
010a0a005a	As principais cidades do seu reino foram Babel, Ereque, Acade e Calné, na terra de Sinar.
010a0b004f	Daquela terra, ele partiu para a Assíria e edificou Nínive, Reobote-Ir, Calá
010a0c003b	e Resém entre Nínive e Calá. Essa era uma grande cidade.
010a0d0035	Mizraim gerou a Ludim, a Anamim, a Leabim, a Naftuim,
010a0e0042	a Patrusim, a Casluim (de onde saíram os filisteus) e a Caftorim.
010a0f002d	Canaã gerou Sidom, seu primogênito, e Hete,
010a10002f	também gerou o jebuseu, o amorreu, o girgaseu,
010a11001b	o heveu, o arqueu, o sineu,
010a120052	o arvadeu, o zemareu e o hamateu. Depois, as famílias dos cananeus se espalharam.
010a130089	O território dos cananeus era de Sidom, em direção a Gerar, até Gaza; indo em direção a Sodoma, Gomorra, Admã e Zeboim, até Lasa.
010a140067	Esses foram os descendentes de Cam com suas famílias, suas línguas, e em suas terras e suas nações.
010a150061	Sem, antepassado de todos os filhos de Héber e irmão mais velho de Jafé, também gerou filhos.
010a16003c	Os filhos de Sem foram: Elão, Assur, Arfaxade, Lude e Arã.
010a17002f	Os filhos de Arã foram: Uz, Hul, Geter e Más.
010a18002c	Arfaxade gerou a Selá; e Selá gerou Éber.
