0100000007	Genesis
01011f008f	Ug nakita sa Dios ang tanang butang nga iyang gibuhat, ug tan-awa, kini maayo kaayo. Ug dihay kahaponon ug dihay kabuntagon, adlaw nga ikaunom.
0102010045	Ug nahuman ang mga langit ug ang yuta ug ang tibook nga panon kanila.
010202009c	Ug sa adlaw nga ikapito natapus sa Dios ang buhat nga iyang gihimo; ug mipahulay siya sa adlaw nga ikapito gikan sa tanan niyang mga buhat nga iyang nahimo.
01020300a0	Ug gipanalanginan sa Dios ang adlaw nga ikapito, ug nagbalaan niini; tungod kay niini nagpahulay siya gikan sa tanan niyang buhat nga gibuhat ug nahimo sa Dios.
0102040085	Kini mao ang mga sinugdan sa mga langit ug sa yuta, sa pagbuhat kanila, sa adlaw nga si Jehova nga Dios naghimo sa yuta ug sa langit.
01020500d4	Ug wala pay tanum sa kapatagan nga diha sa ibabaw sa yuta, ug wala pay tanum sa kapatagan nga misugod sa pagturok, kay si Jehova nga Dios wala pa magpaulan sa ibabaw sa yuta, ug wala pay tawo nga makauma sa yuta.
0102060053	Apan dihay misaka nga gabon gikan sa yuta nga nagbubo sa tibook nga nawong sa yuta.
01020700af	Ug giumol ni Jehova nga Dios ang tawo gikan sa abog sa yuta, ug gihuypan niya sa mga buho sa iyang ilong sa gininhawa sa kinabuhi, ug ang tawo nahimong kalag nga may kinabuhi.
0102080076	Ug si Jehova nga Dios nagbuhat ng usa ka tanaman sa silangan sa Eden ug gibutang niya didto ang tawo nga iyang giumol.
01020900e6	Ug nagpaturok si Jehova nga Dios gikan sa yuta sa tanan nga kahoy nga makapahimuot sa igtatan-aw, ug maayo nga kalan-on: ug ang kahoy usab nga sa kinabuhi diha sa taliwala sa tanaman, ug ang kahoy sa pag-ila sa maayo ug sa dautan.
01020a0079	Ug migula gikan sa Eden ang usa ka suba sa pagtubig sa tanaman ug gikan didto nabahin kini ug nahimong upat ka mga sanga.
01020b0066	Ang ngalan sa usa Pison: Kini mao ang nagalikos sa tibook nga yuta sa Habila nga didto adunay bulawan.
01020c004c	Ug ang bulawan niadtong yutaa maayo: didto usab may bdelio ug onyx nga bato.
01020d005d	Ug ang ngalan sa ikaduha ka suba Gihon: kini mao ang nagalikos sa tibook nga yuta sa Etiopia.
01020e0088	Ug ang ngalan sa ikatolo ka suba Hidekel: kini mao ang nagapadulong ngadto sa atbang sa Asiria. Ug ang ikaupat ka suba mao ang Eufrates.
01020f006d	Ug gikuha ni jehova nga Dios ang tawo ug gibutang siya tanaman sa Eden, aron kini iyang atimanon ug bantayan.
010210005f	Ug si Jehova nga Dios nagsugo sa tawo nga nagaingon: Makakaon ka sa tanan nga kahoy sa tanaman:
010211007e	Apan sa kahoy nga sa pag-ila sa maayo ug sa dautan, dili ka magkaon niini; kay sa adlaw nga mokaon ka niini, mamatay ka gayud.
0102120075	Ug miingon si Jehova nga Dios: Dili maayo nga ang tawo mag-inusara; pagabuhatan ko siya ug katabang nga angay kaniya.
0102130124	Ug giumol ni Jehova nga Dios gikan sa yuta ang tanang mga mananap sa kapatagan, ug ang tanan nga langgam sa kalangitan, ug sila gidala niya kang Adam aron makita niya kong unsaon niya paghingalan kanila: ug ang tanan nga gihinganlan ni Adam sa mga mananap nga buhi, kana mao ang ngalan niini.
01021400cd	Ug gihatagan ni Adam ug mga ngalan ang tanan nga kahayopan ug ang mga langgam sa kalangitan ug ang tanan nga mga mananap sa kapatagan; apan alang kang Adam walay hingkaplagan nga katabang nga angay kaniya.
0102150093	Ug gipahinanok ni Jehova nga Dios si Adam ug nahakatulog siya; unya mikuha siya ug usa sa iyang mga gusok ug gitakpan niya ang unod sa dapit niini.
010216007f	Ug ang gusok nga gikuha ni Jehova nga Dios gikan sa tawo gibuhat niya nga usa ka babaye, ug iyang gidala siya ngadto sa lalake.
0102170095	Ug miingon si Adam: Kini mao karon ang bukog sa akong mga bukog, ug unod sa akong unod; siya paganganlan nga Babaye, kay gikuha siya gikan sa Lalake.
0102180082	Tungod niini, ang lalake magabiya sa iyang amahan ug sa iyang inahan, ug moipon siya sa iyang asawa, ug sila mahimong usa ka unod.
010219004e	Ug silang duruha mga hubo, si Adam ug ang iyang asawa, ug sila wala mangaulaw.
01030100dd	Karon, ang bitin malalangon labi pa kay sa ngatanan nga mga mananap sa kapatagan nga gibuhat ni Jehova nga Dios. Ug nag-ingon siya sa babaye: Diay, nag-ingon ang Dios: Dili kamo makakaon sa tanan nga mga kahoy sa tanaman?
010302004f	Ug ang babaye mitubag sa bitin: Makakaon kami sa bunga sa mga kahoy sa tanaman:
0103030090	Apan sa bunga sa kahoy nga anaa sa taliwala sa tanaman, miingon ang Dios; Dili kamo magkaon niana, bisan maghikap niana, aron kamo dili mamatay.
0103040038	Ug ang bitin miingon sa babaye: Dili gayud kamo mamatay.
01030500a0	Kay hingbaloan sa Dios, nga sa adlaw nga kamo mokaon niini mangabuka ang inyong mga mata, ug mahimo kamo nga sama sa Dios, nga manghibalo sa maayo ug sa dautan.
010306010c	Ug sa nakita sa babaye nga ang kahoy maayo nga kan-on ug nga kini makalipay sa mga mata, ug nga ang kahoy takus tinguhaon aron makapahimong makinaadmanon sa tawo, mikuha siya sa bunga niini ug mikaon; ug gihatagan usab niya ang iyang bana, kauban niya, ug mikaon siya.
01030700ae	Ug nangabuka ang mga mata nilang duha, ug sila nanghibalo nga sila mga hubo; ug nanagtahi sila sa mga dahon sa higuera, ug nanagbuhat ug mga tapis alang sa ilang kaugalingon.
01030800d9	Ug hingdunggan nila ang tingog ni Jehova nga Dios nga nagalakaw sa tanaman sa kabugnaw sa adlaw, ug nanagtago ang tawo ug ang iyang asawa gikan sa atubangan ni Jehova nga Dios, sa taliwala sa mga kakahoyan sa tanaman.
0103090045	Ug si Jehova nga Dios nagtawag sa tawo, ug nag-ingon kaniya: Hain ka?
01030a006c	Ug mitubag siya: Hingdunggan ko ang imong tingog sa tanaman, ug nahadlok ako, kay hubo ako, ug mingtago ako.
01030b0080	Ug miingon siya: Kinsa ba ang nag-ingon kanimo nga hubo ikaw? Mikaon ka ba sa kahoy nga gisugo ko kanimo nga dili mo pagakan-on?
01030c0076	Ug ang tawo miingon: Ang babaye nga gihatag mo kanako nga akong igauban, siya naghatag kanako sa kahoy, ug mikaon ako.
01030d008a	Ug si Jehova nga Dios nag-ingon sa babaye: Unsa kining imong gibuhat? Ug nag-ingon ang babaye: Ang bitin naglimbong kanako, ug mikaon ako.
01030e0110	Ug si Jehova nga Dios nag-ingon sa bitin: Tungod kay ikaw nagbuhat niini, tinunglo ikaw labi pa kay sa tanan nga mga kahayopan, ug labaw sa tanan nga mga mananap sa kapatagan; sa imong tiyan magakamang ka, ug magakaon ikaw sa abog sa tanan nga mga adlaw sa imong kinabuhi.
01030f00ae	Ug ibutang ko ang panagkaaway sa taliwala mo ug sa babaye, ug sa taliwala sa imong kaliwat ug sa iyang kaliwat; siya magasamad sa imong ulo, ug ikaw magasamad sa iyang tikod.
01031000f3	Nag-ingon siya sa babaye: Pagadaghanon ko sa hilabihan gayud ang imong mga kasakit ug ang imong mga pagpanamkon; ug sa may kasakit ikaw magapanganak ug mga anak; ug ang imong tinguha mao ang pagpangandoy sa imong bana, ug siya magabuot kanimo.
0103110116	Ug miingon siya kang Adam: Tungod kay gipatalinghugan mo ang tingog sa imong asawa, ug nagkaon ka sa kahoy nga gisugo ko kanimo sa pag-ingon: Dili ka magkaon niini: tinunglo ang yuta tungod kanimo; pinaagi sa kahago magakaon ka gikan niini sa tanang mga adlaw sa imong kinabuhi;
0103120068	Kini magapaturok usab kanimo ug mga sampinit ug mga kadyapa; ug magakaon ka sa mga hilamon sa kapatagan.
010313009d	Sa singot sa imong nawong magakaon ikaw sa tinapay, hangtud nga mopauli ka sa yuta; tungod kay gikan niini gikuha ikaw; kay abog ka, ug sa abog ikaw mopauli.
0103140078	Ug gihinganlan sa tawo ang ngalan sa iyang asawa si Eva, tungod kay siya mao ang inahan sa ngatanan nga adunay kinabuhi.
0103150070	Ug si Jehova nga Dios nagbuhat alang kang Adam ug sa iyang asawa mga sinina nga panit, ug iyang gibistihan sila.
01031600f3	Ug miingon si Jehova nga Dios, Ania karon, ang tawo nahimo nga ingon nga usa kanato, sa pagkahibalo sa maayo ug sa dautan; ug karon, tingali unya ituy-od niya ang iyang kamot ug mokuha usab sa kahoy sa kinabuhi, ug mokaon, ug mabuhi sa gihapon
0103170077	Tungod niini gihinginlan siya ni Jehova nga Dios gikan sa tanaman sa Eden, aron sa pag-uma sa yuta nga gikuhaan kaniya.
01031800c4	Busa gipapahawa niya ang tawo, ug gibutang niya sa may silangan sa tanaman sa Eden ang mga querubin, ug ang siga sa usa ka espada nga nagalisoliso, aron sa pagbantay sa dalan sa kahoy sa kinabuhi.
0104010099	Ang tawo miila kang Eva nga iyang asawa; ug kini nanamkon ug nag-anak kang Cain, ug miingon: Nakabaton ako ug usa ka lalake tungod sa panabang ni Jehova.
010402007c	Ug unya usab nag-anak siya kang Abel nga iyang igsoon. Ug si Abel magbalantay sa mga carnero; apan si Cain mag-uuma sa yuta.
010403006c	Ug sa nagairog ang panahon, nahitabo nga si Cain nagdala gikan sa mga abut sa yuta usa ka halad kang Jehova.
0104040087	Ug si Abel nagdala usab sa mga panganay sa iyang mga carnero ug sa mga matambok niini ug gitamod ni Jehova si Abel, ug ang iyang halad.
010405007e	Apan kang Cain ug sa iyang hatad wala siyay pagtamod. Ug nangisog si Cain sa hilabihan gayud, ug nangil-ad ang iyang panagway.
010406005e	Ug si Jehova miingon kang Cain: Nganong nasuko ikaw, ug nganong nagngil-ad ang imong panagway?
01040700b8	Kong maayo ang imong gibuhat, kini dili ba pagadayegon? Ug kong dili ka magbuhat ug maayo, ang sala nagahay-ad sa ganghaan; ug kanimo mamao ang iyang tinguha; apan ikaw magabuot niini.
01040800a6	Ug namulong si Cain kang Abel nga iyang igsoon. Ug nahitabo, nga sa didto sila sa kapatagan, si Cain mitindog batok kang Abel nga iyang igsoon, ug iyang gipatay siya.
010409007a	Ug miingon si Jehova kang Cain, Hain si Abel nga imong igsoon? Ug mitubag siya, Ambut: magbalantay ba ako sa akong igsoon?
01040a0068	Ug miingon siya, Unsa ang gibuhat mo? Ang tingog sa dugo sa imong igsoon nagatu-aw kanako gikan sa yuta.
01040b0073	Ug karon tinunglo ikaw sa yuta, nga nagbuka sa iyang baba sa pagdawat sa dugo sa imong igsoon gikan sa imong kamot;
01040c007b	Sa diha nga magauma ikaw sa yuta, dili na kini magahatag kanimo sa iyang kusog; magalaaglaag ug magadumuloong ikaw sa yuta.
01040d0056	Ug miingon si Cain kang Jehova, Ang akong silot labi nang daku kay sa akong mamaantus.
01040e00d7	Ania karon ginaabug mo ako niining adlawa gikan sa nawong sa yuta, ug ako magatago gikan sa imong atubangan; magalaaglaag ug magadumuloong ako sa yuta ug mahitabo nga bisan kinsa ang makakita kanako, mopatay kanako.
01040f00e9	Ug si Jehova miingon kaniya: Sa tungod niana bisan kinsa nga magapatay kang Cain, ang panimalus ipahamtang kaniya sa pito ka pilo. Ug gibutangan ni Jehova ug patik si Cain aron siya dili pagapatyon ni bisan kinsa nga makakita kaniya.
0104100059	Ug mipahawa si Cain sa atubangan ni Jehova, ug mipuyo sa yuta sa Nod sa silangan sa Eden.
01041100c9	Ug giila ni Cain ang iyang asawa, ug kini siya nanamkon ug nag-anak kang Enoch; ug nagtukod siya ug usa ka lungsod ug gihinganlan niya ang ngalan sa lungsod nga sunod sa ngalan sa iyang anak nga Enoch.
010412008e	Ug kang Enoch natawo si Irad, ug si Irad nanganak kang Mehujael, ug si Mehujael nanganak kang Methusael, ug si Methusael nanganak kang Lamech.
010413006e	Ug mikuha si Lamech alang kaniya duruha ka asawa; ang ngalan sa usa mao si Ada, ug ang ngalan sa usa si Zilla.
0104140068	Ug si Ada nanganak kang Jabal, nga mao ang amahan sa mga nagapuyo sa mga balongbalong, ug may mga hayup.
0104150071	Ug ang ngalan sa iyang igsoon mao si Jubal, siya mao ang amahan sa tanan nga mga nagatogtog sa alpa ug sa flauta.
0104160099	Ug si Zilla usab nanganak kang Tubal-Cain nga magsasalsal sa tanang galamiton nga tumbaga ug puthaw; ug ang igsoon nga babaye ni Tubal-Cain mao si Naama.
010417010b	Ug si Lamech miingon sa iyang mga asawa: Ada ug Zilla, patalinghugi ninyo ang akong tingog; kamo nga mga asawa ni Lamech, patalinghugi ninyo ang akong pakigpulong; kay gipatay ko ang usa ka tawo tungod sa pagsamad kanako ug usa ka batan-on tungod sa pagbun-og kanako:
0104180073	Kong sa pito ka pilo pagapanimalusan si Cain, si Lamech sa pagkamatuod pagapanimalusan ug kapitoan ug pito ka pilo.
01041900e7	Ug giila pag-usab ni Adam ang iyang asawa, ug kini nanganak ug usa ka anak nga lalake, ug gitawag niya ang iyang ngalan si Seth; kay ang Dios, miingon siya, naga tudlo kanako ug usa ka kaliwat nga ilis ni Abel, nga gipatay ni Cain.
01041a009c	Ug kang Seth usab natawo ang usa ka anak nga lalake; ug gitawag niya ang iyang ngalan si Enos. Unya ang mga tawo nanagsugod sa pagtawag sa ngalan ni Jehova.
010501007a	Kini mao ang basahon sa mga kaliwatan ni Adam. Sa adlaw nga gibuhat sa Dios ang tawo, sa kasama sa Dios siya gibuhat niya.
0105020081	Lalake ug babaye iyang gibuhat sila; ug gipanalanginan sila, ug gitawag niya ang ngalan nila ug Adam sa adlaw sa pagbuhat kanila.
01050300ac	Ug nakadangat si Adam ug usa ka gatus ug katloan ka tuig ug nanganak ug usa ka anak nga lalake nga liwat kaniya, ingon sa iyang dagway, ug nagtawag sa iyang ngalan si Seth.
0105040092	Ug ang mga adlaw ni Adam, sa human siya manganak kang Seth, walo ka gatus ka tuig; ug nanganak siya ug mga anak nga lalake ug mga anak nga babaye.
0105050062	Ug ang tanan nga mga adlaw sa kinabuhi ni Adam siyam ka gatus ug katloan ka tuig, ug namatay siya.
010506004d	Ug nakadangat si Seth ug usa ka gatus ug lima ka tuig, ug nanganak kang Enos.
0105070094	Ug si Seth sa human manganak kang Enos, nakadangat ug walo ka gatus ug pito ka tuig; ug nanganak siya ug mga anak nga lalake ug mga anak nga babaye.
010508005d	Ug ang tanan nga mga adlaw ni Seth siyam ka gatus ug napulo ug duha ka tuig, ug namatay siya.
0105090043	Ug nakadangat si Enos ug kasiyaman ka tuig ug nanganak kang Cainan.
01050a009b	Ug si Enos sa human manganak kang Cainan, nakadangat ug walo ka gatus ug napulo ug lima ka tuig; ug nanganak ug mga anak nga lalake ug mga anak nga babaye.
01050b0054	Ug ang tanan nga mga adlaw ni Enos, siyam ka gatus ug lima ka tuig, ug namatay siya.
01050c0048	Ug nakadangat si Cainan ug kapitoan ka tuig ug nanganak kang Mahalaleel.
01050d009b	Ug si Cainan sa human manganak kang Mahalaleel, nakadangat ug walo ka gatus ug kap-atan ka tuig; ug nanganak ug mga anak nga lalake ug mga anak nga babaye.
01050e0057	Ug ang tanan nga mga adlaw ni Cainan siyam ka gatus ug napulo ka tuig, ug namatay siya.
01050f0050	Ug si Mahalaleel nakadangat ug kan-uman ug lima ka tuig, ug nanganak kang Jared.
0105100099	Ug si Mahalaleel sa human manganak kang Jared, nakadangat ug walo ka gatus ug katloan ka tuig; ug nanganak ug mga anak nga lalake ug mga anak nga babaye.
0105110063	Ug ang tanan nga mga adlaw ni Mahalaleel, walo ka gatus kasiyaman ug lima ka tuig, ug namatay siya.
010512005c	Ug si Jared nakadangat ug usa ka gatus ug kan-uman ug duha ka tuig, ug nanganak kang Henoch.
010513008b	Ug si Jared, sa human manganak kang Henoch, nakadangat ug walo ka gatus ka tuig; ug nanganak ug mga anak nga lalake ug mga anak nga babaye.
010514005d	Ug ang tanan nga mga adlaw ni Jared siyam ka gatus kan-uman ug duha ka tuig, ug namatay siya.
0105150051	Ug si Henoch nakadangat ug kan-uman ug lima ka tuig, ug nanganak kang Mathusalam.
01051600a2	Ug naglakaw si Henoch kuyog sa Dios sa human siya manganak kang Mathusalam, ug totolo ka gatus ka tuig; ug nanganak ug mga anak nga lalake ug mga anak nga babaye.
010517005d	Ug ang tanan nga mga adlaw ni Henoch midangat ug totolo ka gatus ug kan-uman ug lima ka tuig.
010518004c	Ug si Henoch naglakaw uban sa Dios, ug nawala siya, kay gikuha siya sa Dios.
010519005e	Ug nakadangat si Mathusalam ug usa ka gatus kawaloan ug pito ka tuig, ug nanganak kang Lamech.
01051a00a6	Ug si Mathusalam, sa human manganak kang Lamech, nakadangat ug pito ka gatus kawaloan ug duha ka tuig; ug nanganak siya ug mga anak nga lalake ug mga anak nga babaye.
01051b0063	Ug ang tanan nga mga adlaw ni Mathusalam siyam ka gatus kan-uman ug siyam ka tuig, ug namatay siya.
01051c0068	Ug nakadangat si Lamech ug usa ka gatus kawaloan ug duha ka tuig, ug nanganak ug usa ka anak nga lalake;
01051d00b6	Ug gitawag niya ang iyang ngalan si Noe nga nagaingon: Kini siya magalipay kanato sa atong buhat, ug sa kabudlay sa atong mga kamot, nga moabut tungod sa yuta nga gitunglo ni Jehova.
01051e009f	Ug si Lamech sa human siya manganak kang Noe, nakadangat ug lima ka gatus kasiyaman ug lima ka tuig; ug nanganak ug mga anak nga lalake ug mga anak nga babaye.
01051f005c	Ug ang tanan nga mga adlaw ni Lamech pito ka gatus kapitoan ug pito ka tuig ug namatay siya.
0105200059	Ug ang panuigon ni Noe lima ka gatus ka tuig, ug nanganak siya kang Sem, Cham, ug Japhet.
010601007c	Ug nahitabo, sa misugod pagdaghan ang mga tawo sa ibabaw sa nawong sa yuta, ug may nangatawo kanila nga mga anak nga babaye,
0106020094	Nga sa pagkakita sa mga anak nga lalake sa Dios nga ang mga anak nga babaye sa mga tawo nga sila mga maanyag, nangasawa sila sa tanan nilang napili.
010603009a	Ug miingon si Jehova: Ang Akong Espiritu dili makiglalis sa gihapon sa tawo, kay siya unod; apan ang iyang mga adlaw magausa ka gatus ug kaluhaan ka tuig.
0106040101	Niadtong mga adlawa dihay mga higante sa yuta; ug sa human usab niini sa nahaduol ang mga anak nga lalake sa Dios sa mga anak nga babaye sa mga tawo, ug nanagpanganak sila; kini sila mao ang mga maisug nga tawo sa karaang panahon, ang mga tawo nga bantugan.
01060500a2	Ug nakita ni Jehova ang pagkadautan sa tawo sa yuta daku, ug nga ang tanang pagpalandong sa mga hunahuna sa iyang kasingkasing lonlon mga kadautan lamang gihapon.
0106060073	Ug kini nakapabasul kang Jehova nga gibuhat niya ang tawo sa yuta, ug nakapasubo kini kaniya sa iyang kasingkasing.
01060700fe	Ug miingon si Jehova: Pagalaglagon ko gikan sa nawong sa yuta ang tawo nga akong gibuhat; sukad sa tawo hangtud sa mga mananap ug hangtud sa mga butang nanagkamang sa yuta, ug sa mga langgam sa kalangitan; kay kini nakapabasul kanako nga gibuhat ko sila.
0106080039	Apan si Noe nakakaplag ug kahamuot sa mga mata ni Jehova.
0106090089	Kini mao ang mga kaliwatan ni Noe: si Noe maoy usa ka tawo nga matarung ug hingpit sa iyang mga kaliwatan. Si Noe nagalakaw uban sa Dios.
01060a0052	Ug si Noe nanganak ug totolo ka mga anak nga lalake: Si Sem, si Cham ug si Japhet.
01060b004b	Ug ang yuta dunot sa atubangan sa Dios, ug ang yuta napuno sa mga paglugos.
01060c0077	Ug nakita sa Dios ang yuta, ug ania karon, kini nadunot; kay ang tanang unod nagdunot sa ilang dalan sa ibabaw sa yuta.
01060d00bc	Ug miingon ang Dios kang Noe: Ang katapusan sa tanan nga unod ania na sa atubangan nako, kay ang yuta napuno sa mga paglugos tungod kanila; ug ania karon pagalaglagon ko sila uban sa yuta.
01060e008a	Magbuhat ka ug usa ka arca sa kahoy nga Gopher; magbuhat ka ug mga lawak sa sulod sa arca, ug pagabuliton mo ug salong ang sulod ug gawas.
01060f00ae	Ug buhaton mo kini sa ingon niini nga paagi: ang katas-on sa arca totolo ka gatus ka maniko; ang iyang kalapdon kalim-an ka maniko; ug ang iyang kahabugon, katloan ka maniko.
01061000f4	Magbuhat ka ug usa ka gawang sa arca, ug humanon mo kini sa usa ka maniko ang kahabugon ngadto sa ibabaw; ug ibutang mo sa luyo ang pultahan sa arca, ug buhatan mo ug totolo ka hunta-hunta, nga may salog sa ilalum sa ikaduha ug ikatolong hunta.
01061100ce	Ug ako, ania karon, ako magdala ug lunop sa mga tubig sa ibabaw sa yuta aron sa paglaglag sa tanan nga unod nga adunay gininhawa sa kinabuhi gikan sa ilalum sa langit; ang tanan nga anaa sa yuta mangamatay.
01061200b2	Apan pagabuhaton ko ang akong saad uban kanimo, ug magasulod ka sa arca, ikaw ug ang imong mga anak nga lalake, ug ang imong asawa ug ang mga asawa sa imong mga anak uban kanimo.
01061300b1	Ug ang tanang butang nga may kinabuhi sa tanan nga unod, duruha sa tagsa ka dagway isulod mo sa arca, aron mangabuhi sila uban kanimo; kinahanglan sila nga mga lake ug mga baye.
01061400d1	Sa mga langgam ingon sa ilang matang, ug sa mga vaca ingon sa ilang matang, sa tanang mga mananap nga nagakamang sa yuta ingon sa ilang matang. Duruha sa tagsa ka dagway magasulod uban kanimo aron mabuhi sila.
0106150099	Ug magdala ikaw uban kanimo sa tanan nga kalan-on nga ginakaon, ug tigumon mo kini diha kanimo. Ug kini mahimo nga kalan-on alang kanimo ug alang kanila.
010616004f	Ug kini gibuhat ni Noe. Gibuhat niya sumala sa tanan nga gisugo sa Dios kaniya.
0107010096	Ug si Jehova miingon kang Noe: Sumulod ka ug ang tibook mong panimalay sa arca; kay ikaw nakita ko nga matarung sa akong atubangan niining kaliwatana.
0107020096	Sa tanan nga mananap nga mahinlo kumuha ka ug tinagpito, ang lake ug ang iyang baye; ug sa mga mananap nga mahugaw, tinagurha; lake ug ang iyang baye.
010703008a	Ingon man usab sa mga langgam sa kalangitan sa tinagpito, lake ug baye; aron sa pagbuhi ug kaliwat sa ibabaw sa nawong sa tibook nga yuta.
01070400c4	Kay moagi pa ang pito ka adlaw ug pagapaulanon ko sa ibabaw sa yuta ug kap-atan ka adlaw ug kap-atan ka gabii; ug pagalaglagon ko gikan sa nawong sa yuta ang tanan nga gibuhat ko nga may kinabuhi.
010705003e	Ug gibuhat ni Noe sumala sa tanan nga gisugo ni Jehova kaniya.
010706005f	Ug si Noe may unom na ka gatus ka tuig ang panuigon sa paglunop sa mga tubig sa ibabaw sa yuta.
