0100000007	Genesis
01011500ee	Pinarsua ti Dios dagiti dadakkel a parsua iti baybay, kasta met ti tunggal kita iti agbibiag a parsua, parsua nga aggargaraw ken aguummong iti danum, ken iti tunggal kita iti billit nga adda payyakna. Nakita ti Dios a daytoy ket nasayaat.
01011600a4	Binendisionan ida ti Dios, a kunana, “Agbalinkayo a nabunga ken agpaadukayo, punuenyo dagiti danum nga adda kadagiti baybay. Agpaadu dagiti tumatayab iti daga.”
0101170034	Daytoy ket rabii ken bigat, ti maika-lima nga aldaw.
0101180101	Kinuna ti Dios, “Mapataud iti daga dagiti sibibiag a parsua, tunggal maysa segun iti bukodda a kita, dagiti dingwen, dagiti agkarkarayam a banbanag, ken dagiti narurungsot iti daga, tunggal maysa segun iti bukodda a kita.” Ket kasta ngarud ti napasamak.
01011900c3	Pinarsua ti Dios dagiti narurungsot nga ayup iti daga iti bukodda a kita, dagiti dingwen iti bukodda a kita, ken amin nga agkarkarayam iti daga iti bukodda a kita. Nakitana a daytoy ket nasayaat.
01011a00ca	Kinuna ti Dios, “Mangaramidtayo iti tao a kalanglangatayo, kas kadatayo. Iturayanda dagiti lames iti baybay, dagiti dingwen, ti entero a daga, ken ti tunggal agkarkarayam a banag iti rabaw ti daga.”
01011b0072	Pinarsua ti Dios ti tao a kalanglangana. Iti bukodna a langa, pinarsuana isuna. Pinarsuana ida a lalaki ken babai.
01011c00fd	Binendisionan ida ti Dios a kinunana kadakuada, “Agbalinkayo a nabunga ken agpaadukayo. Punwenyo ti daga ket iturayanyo daytoy. Iturayanyo dagiti lames iti baybay, dagiti tumatayab iti tangatang ken tunggal sibibiag a banag nga aggargaraw iti daga.”
01011d00bc	Kinuna ti Dios, “Kitaenyo, intedko kadakayo ti tunggal mula a mangpatpataud iti bukel iti rabaw ti daga, ken tunggal kayo nga agbungbunga nga addaan iti bukel. Taraonto dagitoy kadakayo.
01011e0112	Iti tunggal narungsot nga ayup iti daga, iti tunggal tumatayab iti langit, ken kadagiti amin nga agkarkarayam iti rabaw ti daga, ken iti tunggal parsua nga addaan iti anges ti biag, intedko ti tunggal nalangto a mula nga agserbi a taraonda.” Ket kasta ngarud ti napasamak.
01011f007a	Nakita ti Dios ti amin nga inaramidna. Pudno a nakasaysayaat daytoy. Daytoy ket rabii ken bigat, ti maika-innem nga aldaw.
0102010064	Ket nalpas dagiti langit ken ti daga, ken dagiti amin nga agbibiag a banbanag a nangpunno kadagitoy.
0102020082	Iti maika-pito nga aldaw, nalpas ti Dios ti trabahona, isu a naginana isuna iti maika-pito nga aldaw manipud iti amin a trabahona.
01020300ae	Binendisionan ti Dios ti maika-pito nga aldaw ken imbilangna daytoy a nasantoan nga aldaw, gapu ta iti daytoy, naginana isuna manipud iti amin a trabahona iti panangparsuana.
0102040095	Dagitoy dagiti pasamak maipapan kadagiti langit ken iti daga, idi naparsua dagitoy, iti aldaw nga inaramid ni Yaweh a Dios ti daga ken dagiti langit.
01020500b2	Awan pay ti babassit a kayo ti tay-ak iti daga, ken awan pay ti nagrusing a mulmula iti daga, gapu ta saan pay a pinagtudo ni Yahweh a Dios, ken awan ti tao a mangsukay iti daga.
0102060058	Ngem adda angep a nagpangato manipud iti daga ket dinanumanna ti entero a rabaw ti daga.
010207008d	Inaramid ni Yahweh a Dios ti tao manipud iti tapuk ti daga, inyangesna iti agongna ti anges ti biag, ket nagbalin a sibibiag a parsua ti tao.
0102080074	Nangikabil ni Yahweh a Dios iti minuyongan iti dayaen a paset, iti Eden, ket inkabilna sadiay ti lalaki a sinukogna.
01020900e7	Manipud iti daga, pinadakkel ni Yahweh a Dios ti tunggal kayo a makaay-ayo iti panagkita ken nasayaat a kanen. Nairaman ditoy ti kayo ti biag nga adda idiay tengnga ti minuyongan, ken ti kayo iti pannakaammo iti nasayaat ken dakes.
01020a0085	Adda karayan a rimmuar manipud iti Eden a mangdanum iti minuyongan. Manipud sadiay, nabingay daytoy ket nagbalin nga uppat a karayan.
01020b006a	Ti nagan ti umuna ket Pison. Daytoy ti agay-ayus iti entero a daga ti Havila, a ditoy ket adda ti balitok.
01020c0054	Napintas ti balitok iti dayta a daga. Adda met ti bidelio ken ti onix a bato sadiay.
01020d0054	Ti nagan ti maikadua a karayan ket Gihon. Agay-ayus daytoy iti entero a daga ti Cus.
01020e0078	Ti nagan ti maika-tallo a karayan ket Tigris, nga agay-ayus iti daya ti Assur. Ti maika-uppat a karayan ket ti Eufrates.
01020f0070	Innala ni Yahweh a Dios ti tao ket impanna isuna idiay minuyongan ti Eden tapno sukayen ken taripatoenna daytoy.
0102100067	Binilin ni Yahweh a Dios ti tao a kunana, “Nawayaka a mangan manipud iti tunggal kayo iti minuyongan.
0102110097	Ngem saanka a mangmangan manipud iti kayo ti pannakaammo iti nasayaat ken dakes, ta iti kanito a manganka manipud iti daytoy, awan duadua a matayka.”
010212007a	Ket kinuna ni Yahweh a Dios, “Saan a nasayaat nga agmaymaysa ti lalaki. Mangaramidak iti kaduana a maitutop kenkuana.”
0102130100	Manipud iti daga, inaramid ni Yaweh a Dios ti tunggal ayup iti daga ken tunggal tumatayab iti tangatang. Ket inyegna dagitoy iti ayan ti lalaki tapno kitaenna no ania ti iyawagna kadagitoy. Aniaman nga iyawag ti lalaki iti tunggal parsua, dayta ti naganna.
01021400c2	Pinanaganan ti lalaki dagiti amin a dingwen, dagiti billit iti tangatang, ken ti tunggal narungsot nga ayup nga adda iti tay-ak. Ngem iti lalaki, awan ti nasarakan a kaduana a maitutop kenkuana.
010215009b	Pinaturog ni Yahweh a Dios iti nasimbeng ti lalaki. Nangala ni Yahweh a Dios iti maysa kadagiti paragpagna ket inserrana ti lasag a nangalaanna iti daytoy.
0102160076	Babaen iti paragpag nga innala ni Yahweh a Dios manipud iti lalaki, inaramidna ti babai ket inyegna daytoy iti lalaki.
0102170097	Kinuna ti lalaki, “Ita, daytoy ket tulang dagiti tulangko, ken lasag ti lasagko.” Maawagan isuna a 'babai,' gapu ta naala isuna manipud iti lalaki.
0102180076	Iti kasta, panawanto iti lalaki ti ama ken inana, makipagmaymaysa isuna iti asawana, ket agbalinda a maymaysa a lasag.
010219004a	Agpada a lamo-lamo ti lalaki ken ti asawana a babai, ngem saanda a mabain.
01030100ee	Ita, ti uleg ket nasiksikap ngem kadagiti dadduma a narungsot nga ayup iti tay-ak nga inaramid ni Yahweh a Dios. Kinunana iti babai, “Agpayso kadi a kinuna ti Dios a, 'Saankayo a mangmangan manipud iti aniaman a kayo iti minuyongan?”'
010302005d	Kinuna ti babai iti uleg, “Mabalinmi a kanen ti bunga manipud kadagiti kayo iti minuyongan,
01030300bc	ngem maipapan iti bunga ti kayo nga adda iti tengnga ti minuyongan, kinuna ti Dios, 'Saanyo a mabalin a kanen daytoy, wenno sagiden man laeng daytoy, ta no aramidenyo dayta, mataykayo.”'
0103040034	Kinuna ti uleg iti babai, “Saan, saankayo a matay.
010305008f	Ta ammo ti Dios nga iti aldaw a kanenyo daytoy, malukatan dagiti matayo, ket agbalinkayonto a kas iti Dios, nga ammona ti naimbag ken dakes.”
01030600fe	Ket idi nakita ti babai a ti kayo ket nasayaat a kanen, ken makaay-ayo daytoy iti mata, ken ti kayo ket makapaawis a mangpasirib iti tao, nangala ti babai kadagiti bungana, ket kinnanna daytoy. Ken inikkanna met ti asawana a kaduana, ket kinnanna daytoy.
010307009b	Agpada a nalukatan dagiti matada, ken naamirisda a lamo-lamoda. Nangdaitda kadagiti bulbulong ti igos ket nangaramidda iti pangabbongda kadagiti bagbagida.
01030800c1	Nanggegda ti arimpadek ni Yahweh a Dios iti minuyongan iti kalalammiisan ti aldaw, isu a naglemmeng ti lalaki ken ti asawana manipud iti presensia ti Dios, kadagiti kakay-kaywan iti minuyongan.
0103090052	Immawag ni Yahweh a Dios iti lalaki ket kinunana kenkuana, “Sadino ti ayanmo?”
01030a007f	Kinuna ti lalaki, “Nanggegko nga addaka iti minuyongan, ket nagbutengak, gapu ta lamo-lamoak. Isu't gapuna a naglemmengak.”
01030b0088	Kinuna ti Dios, “Siasino ti nangibaga kenka a lamo-lamoka? Nanganka kadi manipud iti kayo nga imbilinko a saanmo a mabalin a kanen?”
01030c006d	Kinuna ti lalaki, “Ti babai nga intedmo a makaduak, inikkannak iti bunga manipud iti kayo, ket kinnanko.”
01030d007f	Kinuna ni Yahweh a Dios iti babai, “Ania daytoy nga inaramidmo?” Kinuna ti babai, “Inallilawnak ti uleg, ket nanganak.”
01030e00e9	Kinuna ni Yahweh a Dios iti uleg, “Gapu ta inaramidmo daytoy, mailunodka kadagiti amin a dingwen ken kadagiti amin a narungsot nga ayup iti tay-ak. Aguyaska babaen iti tianmo, ken tapokto ti kanem iti amin nga aldaw ti panagbiagmo.
01030f007d	Mangikabilak iti pagginnuraanyo iti babai, ken iti bukelmo ken ti bukelna. Dunurennanto ti ulom, ken dunuremto ti mukodna.”
01031000bb	Kinunana met iti babai, “Pakaruek iti kasta unay ti ut-ot iti panaganakmo; iti nakaro a rigat, ipasngaymo dagiti annakmo. Ti tarigagaymonto ket para iti asawam, ngem iturayannakanto.”
0103110117	Kinunana kenni Adan, “Gapu ta dimngegka iti timek ti asawam, ken nanganka manipud iti kayo, maipapan iti imbilinko kenka, a kunak, 'Saanka a mabalin a mangan manipud iti daytoy,' mailunod ti daga gapu kenka; mangankanto manipud iti nagrigatam iti amin nga aldaw ti panagbiagmo.
010312006a	Mangpataudto daytoy kadagiti sisiit ken balang a mulmula a para kenka, ket kanemto dagiti mula iti tay-ak.
01031300ad	Babaen iti ling-et iti rupam, mangankanto iti tinapay aginggana nga agsublika iti daga, ta iti daytoy ti naggapuam. Gapu ta tapokka, ket agsublikanto met laeng iti tapok.”
0103140062	Pinanaganan ti lalaki ti asawana nga Eva gapu ta isuna ti ina dagiti amin nga agbibiag a banbanag.
010315006c	Nangaramid ni Yahweh a Dios kadagiti pagan-anay a lalat para kenni Adan ken iti asawana ket kinawesanna ida.
01031600fd	Kinuna ni Yahweh a Dios, “Ita, nagbalin a kasla kadatayo ti lalaki, ammona ti naimbag ken dakes. Isu nga ita, masapul a saanen isuna a mapalubusan a mangigaw-at iti imana a mangala manipud iti kayo ti biag, kanenna daytoy, ket agbiag iti agnanayon.”
0103170076	Isu a pinapanaw isuna ni Yahweh a Dios manipud iti minuyongan ti Eden, tapno sukayenna ti daga nga isu ti nakaalaanna.
01031800d5	Pinapanaw ngarud ti Dios ti lalaki iti minuyongan, ket nangikabil isuna iti kerubim iti daya ti minuyongan ti Eden, ken umap-apoy a kampilan nga agrikrikos, tapno mabantayan ti dalan nga agturong iti kayo ti biag.
010401009d	Kinaidda ti lalaki ti asawana a ni Eva. Nagsikog isuna ket impasngayna ni Cain. Kinuna ti babai, “Nangipasngayak iti lalaki babaen iti tulong ni Yahweh.”
0104020089	Kalpasanna, impasngayna ti kabsat ni Cain a ni Abel. Ita, ni Abel ket nagbalin nga agpaspastor, idinto a ni Cain ket nagtrabaho iti daga.
0104030069	Napasamak nga iti panaglabas ti tiempo, nangidatag ni Cain kadagiti bunga ti daga kas daton kenni Yahweh.
0104040082	Ni Abel met ket nangidatag manipud kadagiti umuna nga annak ti arbanna ken kadagiti taba. Inawat ni Yahweh ni Abel ken ti datonna,
0104050064	ngem saanna nga inawat ni Cain ken ti datonna. Isu a nakaunget unay ni Cain, ket nagruppanget isuna.
010406004e	Kinuna ni Yahweh kenni Cain, “Apay ngay met a makaunget ken nakaruppangetka?
01040700bd	No ar-aramidem ti umno, saanka kadi nga awaten? Ngem no saanmo nga ar-aramiden ti umno, agur-uray ti basol iti ruangan ket tartarigagayannaka a tenglen, ngem masapul nga iturayam daytoy.”
0104080091	Nakisarita ni Cain iti kabsatna a ni Abel, ket kabayatan nga addada iti kataltalunan, dinuklos ni Cain ti kabsatna a ni Abel ket pinatayna isuna.
010409009a	Kalpasanna, kinuna ni Yahweh kenni Cain, “Sadino ti ayan ti kabsatmo a ni Abel?” Kinunana, “Saanko nga ammo. Siak aya ti para-aywan iti kabsatko?”
01040a005f	Kinuna ni Yahweh, “Ania ti inaramidmo? Umaw-awag kaniak ti dara ti kabsatmo manipud iti daga.
01040b0065	Ita, nailunodka iti daga, inungapna dagiti ngiwatna a mangawat iti dara ti kabsatmo manipud iti imam.
01040c0074	Manipud ita, no sukayem ti daga, saanna nga ipaay ti pigsana kenka. Aglemmelemmeng ken agalla-allakanto iti daga.”
01040d0049	Kinuna ni Cain kenni Yahweh,” Ti dusak ket dakdakkel ngem iti kabaelak.
01040e00d0	Pudno, iti daytoy nga aldaw ket pinatalawnakon manipud iti daytoy a daga ket mailemmengakto manipud iti rupam. Aglemmelemmeng ken agalla-allaakto iti daga, ket siasinoman a makasarak kaniak ket patayennak.”
01040f00dd	Kinuna ni Yahweh kenkuana, “No addaman ti mangpapatay kenni Cain, mabalesto isuna iti maminpito a daras.” Kalpasanna, minarkaan ni Yahweh ni Cain, tapno saanto isuna a dangran ti siasinoman a tao a makasarak kenkuana.
0104100067	Isu a pimmanaw ni Cain manipud iti presensia ni Yahweh ket nagnaed iti daga iti Nod, iti daya iti Eden.
01041100a2	Kinaidda ni Cain ti asawana ket nagsikog. Impasngayna ni Enoc. Nangibangon isuna iti siudad ket pinanagananna daytoy nga insurotna iti nagan ti putotna a ni Enoc.
01041200bf	Naaddaan ni Enoc iti putot ket isu ni Irad. Naaddaan ni Irad iti putot ket isu ni Mehujael. Naaddan ni Mehujael iti putot ket isu ni Metusael. Naaddaan ni Metusael iti putot ket isu ni Lamec.
0104130050	Dua iti inasawa ni Lamec: Ada ti nagan ti maysa ken Zilla met ti nagan ti maysa.
010414006c	Impasngay ni Ada ni Jabal. Isuna ti ama dagiti agnanaed kadagiti tolda nga addaan kadagiti taraken nga ayup.
0104150058	Jubal ti nagan ti kabsatna a lalaki. Isuna ti ama dagiti agtuktukar iti arpa ken plauta.
010416008c	Ni Zilla met, impasngayna ni Tubal Cain, nga agpanpanday kadagiti alikamen a tanso ken landok. Ti kabsat a babai ni Tubal Cain ket ni Naama.
01041700e9	Kinuna ni Lamec kadagiti assawana, “Ada ken Zilla, dummegkayo iti timekko; dakayo nga assawa ni Lamec, dumngegkayo iti ibagak. Ta nakapatayak iti lalaki gapu iti panangsugatna kaniak, maysa nga agtutubo a lalaki gapu ta dinunornak.
010418006a	No ni Cain ket naibales iti naminpito a daras, pudno a maibales ni Lamec iti pitopulo ket pito a daras.”
01041900da	Kinaidda manen ni Adan ti asawana ket naganak iti maysa pay a lalaki. Pinanaganan ni Eva dayta iti Set ket kinunana, “Inikkannak ti Dios iti maysa pay nga anak a lalaki a kasukat ni Abel, ta pinatay isuna ni Cain.”
01041a007b	Naaddaan ni Set iti putot ket pinanagananna iti Enos. Kalpasanna, ket inrugi dagiti tattao nga immawag iti nagan ni Yahweh.
0105010070	Daytoy ti listaan dagiti kaputotan ni Adan. Iti aldaw a pinarsua ti Dios ti tao, inaramidna ida a kalanglangana.
0105020069	Pinarsuana ida a lalaki ken babai. Binendisionanna ida ken pinanagananna ida iti tao, idi naparsuana ida.
010503008a	Idi nagbiag ni Adan iti 130 a tawen, naaddaan isuna iti putot a lalaki a kalanglangana, a kaas-aspingna, ket pinanagananna daytoy iti Set.
0105040084	Kalpasan iti pannakaipasngay ni Set, nagbiag pay ni Adan iti 800 a tawen. Naaddaan isuna iti adu pay nga annak a lallaki ken babbai.
0105050037	Nagbiag ni Adan iti 930 a tawen, ket kalpasanna, natay.
010506004d	Idi nadanon ni Set iti 105 a tawen, naaddaan isuna iti putot ket isu ni Enos.
0105070088	Kalpasan iti pannakaipasngay ni Enos, nagbiag pay ni Set iti 807 a tawen, ken naaddaan isuna iti adu pay nga annak a lallaki ken babbai.
0105080036	Nagbiag ni Set iti 912 a tawen, ket kalpasanna, natay.
010509004e	Idi nadanon ni Enos iti 90 a tawen, naaddaan isuna iti putot ket isu ni Kenan.
01050a0086	Kalpasan iti pannakaipasngay ni Kenan, nagbiag pay ni Enos iti 815 a tawen. Naaddaan isuna iti adu pay nga annak a lallaki ken babbai.
01050b0037	Nagbiag ni Enos iti 905 a tawen, ket kalpasanna, natay.
01050c0052	Idi nadanon ni Kenan iti 70 a tawen, naaddaan isuna iti putot ket isuni Mahalalel.
01050d0086	Kalpasan iti pannakaiyanak ni Mahalalel, nagbiag pay isuna iti 840 a tawen. Naaddaan isuna iti adu pay nga annak a lallaki ken babbai.
01050e0038	Nagbiag ni Kenan iti 910 a tawen, ket kalpasanna, natay.
01050f0053	Idi nadanon ni Mahalalel iti 65 a tawen, naaddaan isuna iti putot ket isu ni Jared.
0105100089	Kalpasan iti pannakaiyanak ni Jared, nagbiag pay ni Mahalalel iti 830 a tawen. Naaddaan isuna iti adu pay nga annak a lallaki ken babbai.
010511003c	Nagbiag ni Mahalalel iti 895 a tawen, ket kalpasanna, natay.
010512004f	Idi nadanon ni Jared iti 162 a tawen, naaddaan isuna iti putot ket isu ni Enoc.
0105130086	Kalpasan iti pannakaipasngay ni Enoc, nagbiag pay ni Jared iti 800 a tawen. Naaddaan isuna iti adu pay nga annak a lallaki ken babbai.
0105140038	Nagbiag ni Jared iti 962 a tawen, ket kalpasanna, natay.
0105150052	Idi nadanon ni Enoc iti 65 a tawen, naaddaan isuna iti putot ket isu ni Metusalem.
0105160095	Nagna ni Enoc a kaduana ti Dios iti 300 a tawen kalpasan iti pannakaipasngay ni Metusalem. Naaddaan isuna iti adu pay nga annak a lallaki ken babbai.
0105170020	Nagbiag ni Enoc iti 365 a tawen.
0105180054	Nagna ni Enoch a kaduana ti Dios, ket kalpasanna, nagpukaw, ta innala isuna ti Dios.
010519003d	Idi nadanon ni Metusalem iti 187 a tawen, pinutotna ni Lamek.
01051a008b	Kalpasan iti pannakaipasngay ni Lamek, nagbiag pay ni Metusalem iti 782 a tawen. Naaddaan isuna iti adu pay nga annak a lallaki ken babbai.
01051b003a	Nagbiag ni Metusalem iti 969 tawen, ket kalpasanna, natay.
01051c0048	Idi nadanon ni Lamek iti 182 a tawen, naaddaan isuna iti putot a lalaki.
01051d00dc	Pinanagananna daytoy iti Noe, kinunana, “Mangiyegto daytoy iti inana manipud iti panagtrabahotayo ken kadagiti nadagsen a trabaho dagiti imatayo, nga isu iti masapul nga aramidentayo gapu iti daga nga inlunod ni Yaweh.
01051e0080	Nagbiag ni Lamek iti 595 a tawen kalpasan iti pannakaipasngay ni Noe. Naaddaan isuna iti adu pay nga annak a lallaki ken babbai.
01051f0037	Nagbiag ni Lamek iti 777 a tawen. Kalpasanna ket natay.
0105200060	Kalpasan a nagbiag ni Noe iti 500 a tawen naaddaan isuna kadagiti annak a ni Sem, Ham ken Jafet.
0106010061	Dimteng ti tiempo nga immadu ti tao iti rabaw ti daga ken nangipasngayda kadagiti annak a babbai,
010602009f	ket nakita dagiti annak a lallaki ti Dios a makaay-ayo dagiti annak a babbai ti tao. Nangalada kadagiti inasawada, siasinoman kadakuada a napilida nga asawaen.
010603008b	Kinuna ni Yahweh, “Saan nga agtalinaed ti Espirituk iti sangkatao-an iti agnanayon, gapu ta isuda ket lasag. Agbiagda iti 120 a tawen.”
010604012f	Addan iti rabaw ti daga dagiti higante kadagidiay nga al-aldaw, ken kasta met kadagiti simmaruno pay nga al-aldaw. Napasamak daytoy idi inasawa dagiti annak a lallaki ti Dios dagiti annak a babbai dagiti tattao, ket naaddaanda kadagiti annak. Dagitoy dagiti maingel a lallaki idi, nalalatakda a lallaki.
0106050092	Nakita ni Yaweh a nakaru ti kinadakes ti sangkatao-an iti daga, ken agtultuloy a dakes laeng ti tunggal pagduyusan dagiti pagayatan dagiti pusoda.
010606006b	Nagbabawi ni Yahweh a pinarsuana ti sangkatao-an iti rabaw ti daga, ken daytoy ti nagladingitan iti pusona.
01060700f3	Isu a kinuna ni Yahweh, “Pukawekto ti pinarsuak a sangkatao-an manipud iti rabaw ti daga; dagiti tattao ken dagiti dadakkel nga ayup, ken dagiti agkarkarayam a banbanag ken dagiti billit iti tangatang, ta agbabbabawiak nga inaramidko ida.”
010608002d	Ngem makaay-ayo ni Noe iti imatang ni Yahweh.
0106090096	Dagitoy dagiti pasamak maipapan kenni Noe. Nalinteg a tao ni Noe, ken awan pakapilawanna kadagiti tattao iti tiempona. Nagna ni Noe a kaduana ti Dios.
01060a004c	Naaddaan ni Noe iti tallo nga annak a lallaki: ni Sem, ni Ham, ken ni Jafet.
01060b004a	Dakes ti lubong iti sangoanan ti Dios, ken napnoan daytoy iti kinaranggas.
01060c0068	Nakita ti Dios ti daga; a daytoy ket dakes, ta amin a lasag ket dimmakesen ti wagasda iti rabaw ti daga.
01060d00e5	Kinuna ti Dios kenni Noe, “Makitak a panawenen a pagpatinggaen ti amin a lasag, ta napnoan iti kinaranggas ti daga gapu kadakuada. Pudno a dadaelekto ida agraman ti daga. Mangaramidka iti daongmo manipud iti tarikayo iti sedro.
01060e0066	Mangaramidka kadagiti siled iti uneg ti daong, ken palitadaam daytoy iti alketran iti uneg ken ruarna.
01060f0091	Kastoyto ti panangaramidmo iti daytoy: ti kaatiddog ti daong ket 300 a cubits, 50 a cubits ti kaakabana, ken ti kangatona daytoy ket 30 a cubits.
01061000e1	Atepam ti daong, ket leppasem daytoy nga addaan iti maysa a cubit ti kangatona manipud iti tapaw ti didingna. Mangikabilka iti ruangan iti sikigan ti daong ken mangaramidka iti akin-baba, maikadua, ken maikatlo a kadsaaranna.
010611009d	Dumngegka, dandanikon a layusen ti daga, a mangdadael iti amin a lasag nga addaan anges ti biag iti sirok ti langit. Matayto amin nga adda iti rabaw ti daga.
010612008b	Ngem makitulagak kenka. Sumrekkanto iti uneg ti daong, sika, ken dagiti annakmo a lallaki, ken ti asawam, ken dagiti assawa dagiti annakmo.
01061300ad	Tunggal sibibiag a parsua iti amin a lasag, masapul a mangitugotka iti uneg ti daong iti sagdudua iti tunggal kita, tapno agtalinaedda a sibibiag a kaduam, lalaki ken babai.
01061400d0	Kadagiti amin a kita ti tumatayab, ken kadagiti amin a kita dagiti dadakkel nga ayup, ken tunggal kita dagiti agkarkarayam a parsua iti daga, dua iti tunggal kita ti umay kenka, tapno agtalinaedda a sibibiag.
010615006d	Mangurnongka iti tunggal kita iti taraon ket idulinmo daytoy, ket agserbi dagitoy a taraonmo ken taraonda.”
0106160066	Inaramid ngarud daytoy ni Noe. Inaramidna dagitoy a maiyannurot iti amin nga imbilin ti Dios kenkuana,
010701009a	Kinuna ni Yahweh kenni Noe, “Umayka iti uneg iti daong, sika ken dagiti amin a bumalaymo, ta nakitak a nalintegka iti imatangko iti daytoy a henerasion.
01070200b6	Iti tunggal nadalus nga ayup, mangitugotka iti sagpipito a lallaki ken sagpipito a babbai. Ken kadagiti ayup a saan a nadalus, mangitugotka iti dua, maysa a lalaki ken maysa a babai.
0107030082	Kasta met kadagiti billit iti tangatang, mangitugotka iti pito a lallaki ken pito a babbai, tapno mataginayonda iti rabaw ti daga.
01070400ca	Ta kalpasan iti pito nga aldaw, pagtuduekto iti rabaw ti daga iti uppat a pulo nga aldaw ken uppat a pulo a rabii. Dadaelekto ti tunggal sibibiag a banbanag nga inaramidko, manipud iti rabaw ti daga.”
0107050037	Inaramid ni Noe ti amin nga imbilin ni Yahweh kenkuana.
0107060046	Agtawen ni Noe iti innem a gasut idi immay ti layus iti rabaw ti daga.
010707006e	Simrek ni Noe, dagiti annakna, ti asawana, ken dagiti assawa dagiti annakna iti daong gapu iti danum ti layus.
0107080076	Dagiti nadalus nga ayup ken dagiti saan a nadalus nga ayup, dagiti billit, ken amin nga agkarkarayam iti rabaw ti daga
0107090068	sagdudua, lalaki ken babai, immayda kenni Noe ket simrekda iti daong, kas iti imbilin ti Dios kenni Noe.
01070a0053	Napasamak a kalpasan iti pito nga aldaw, immay ti danum ti layus iti rabaw ti daga.
01070b00ef	Iti maika-innem a gasut a tawen ni Noe, iti maikadua a bulan, iti maikasangapulo ket pito nga aldaw ti bulan, iti isu met laeng nga aldaw, pimsuak dagiti amin nga ubbog ti dakkel a taaw iti uneg ti daga, ken naglukat dagiti tawa ti langit.
01070c0065	Nangrugi ti tudo ket nagtinnag iti rabaw ti daga iti uppat a pulo nga aldaw ken uppat a pulo a rabii.
01070d00a7	Iti dayta met laeng nga aldaw, simrek iti daong ni Noe ken dagiti annakna, ni Sem, ni Ham kenni Jafet, ken ti asawa ni Noe, ken dagiti tallo nga assawa dagiti annakna.
01070e011d	Simrekda a kaduada dagiti atap nga ayup segun iti kitada, ken dagiti tunggal dingwen segun iti kitada, ken dagiti tunggal agkarkarayam a banag iti rabaw ti daga segun iti kitada, ken dagiti tunggal billit segun iti kitada, ken dagiti tunggal kita iti parsua nga addaan kadagiti payyak.
01070f0064	Dua kadagiti amin a lasag nga addaan anges ti biag ket immay kenni Noe ken simrek iti uneg ti daong.
