0100000007	Genesis
0102040080	Dit zijn de geboorten des hemels en der aarde, als zij geschapen werden; ten dage als de HEERE God de aarde en den hemel maakte.
01020500cf	En allen struik des velds, eer hij in de aarde was, en al het kruid des velds, eer het uitsproot; want de HEERE God had niet doen regenen op de aarde, en er was geen mens geweest, om den aardbodem te bouwen.
010206004c	Maar een damp was opgegaan uit de aarde, en bevochtigde den ganse aardbodem.
0102070099	En de HEERE God had den mens geformeerd uit het stof der aarde, en in zijn neusgaten geblazen de adem des levens; alzo werd de mens tot een levende ziel.
0102080076	Ook had de HEERE God een hof geplant in Eden, tegen het oosten, en Hij stelde aldaar den mens, die Hij geformeerd had.
01020900d3	En de HEERE God had alle geboomte uit het aardrijk doen spruiten, begeerlijk voor het gezicht, en goed tot spijze; en den boom des levens in het midden van den hof, en de boom der kennis des goeds en des kwaads.
01020a0076	En een rivier was voortgaande uit Eden, om deze hof te bewateren; en werd van daar verdeeld, en werd tot vier hoofden.
01020b0069	De naam der eerste rivier is Pison; deze is het, die het ganse land van Havila omloopt, waar het goud is.
01020c004c	En het goud van dit land is goed; daar is ook bedolah, en de steen sardonix.
01020d0055	En de naam der tweede rivier is Gihon; deze is het, die het ganse land Cusch omloopt.
01020e0070	En de naam der derde rivier is Hiddekel; deze is gaande naar het oosten van Assur. En de vierde rivier is Frath.
01020f0066	Zo nam de HEERE God den mens, en zette hem in den hof van Eden, om dien te bouwen, en dien te bewaren.
010210005d	En de HEERE God gebood den mens, zeggende: Van allen boom dezes hofs zult gij vrijelijk eten;
0102110090	Maar van den boom der kennis des goeds en des kwaads, daarvan zult gij niet eten; want ten dage, als gij daarvan eet, zult gij den dood sterven.
0102120081	Ook had de HEERE God gesproken: Het is niet goed, dat de mens alleen zij; Ik zal hem een hulpe maken, die als tegen hem over zij.
01021300ee	Want als de HEERE God uit de aarde al het gedierte des velds, en al het gevogelte des hemels gemaakt had, zo bracht Hij die tot Adam, om te zien, hoe hij ze noemen zou; en zoals Adam alle levende ziel noemen zoude, dat zou haar naam zijn.
01021400b3	Zo had Adam genoemd de namen van al het vee, en van het gevogelte des hemels, en van al het gedierte des velds; maar voor de mens vond hij geen hulpe, die als tegen hem over ware.
010215008e	Toen deed de HEERE God een diepen slaap op Adam vallen, en hij sliep; en Hij nam een van zijn ribben, en sloot derzelver plaats toe met vlees.
010216006a	En de HEERE God bouwde de ribbe, die Hij van Adam genomen had, tot een vrouw, en Hij bracht haar tot Adam.
010217008d	Toen zeide Adam: Deze is ditmaal been van mijn benen, en vlees van mijn vlees! Men zal haar Manninne heten, omdat zij uit den man genomen is.
0102180070	Daarom zal de man zijn vader en zijn moeder verlaten, en zijn vrouw aankleven; en zij zullen tot een vlees zijn.
010219004a	En zij waren beiden naakt, Adam en zijn vrouw; en zij schaamden zich niet.
01030100ca	De slang nu was listiger dan al het gedierte des velds, hetwelk de HEERE God gemaakt had; en zij zeide tot de vrouw: Is het ook, dat God gezegd heeft: Gijlieden zult niet eten van allen boom dezes hofs?
0103020053	En de vrouw zeide tot de slang: Van de vrucht der bomen dezes hofs zullen wij eten;
0103030095	Maar van de vrucht des booms, die in het midden des hofs is, heeft God gezegd: Gij zult van die niet eten, noch die aanroeren, opdat gij niet sterft.
0103040047	Toen zeide de slang tot de vrouw: Gijlieden zult den dood niet sterven;
010305008e	Maar God weet, dat, ten dage als gij daarvan eet, zo zullen uw ogen geopend worden, en gij zult als God wezen, kennende het goed en het kwaad.
01030600e0	En de vrouw zag, dat die boom goed was tot spijze, en dat hij een lust was voor de ogen, ja, een boom, die begeerlijk was om verstandig te maken; en zij nam van zijn vrucht en at; en zij gaf ook haar man met haar, en hij at.
0103070092	Toen werden hun beider ogen geopend, en zij werden gewaar, dat zij naakt waren; en zij hechtten vijgeboombladeren samen, en maakten zich schorten.
01030800cc	En zij hoorden de stem van den HEERE God, wandelende in den hof, aan de wind des daags. Toen verborg zich Adam en zijn vrouw voor het aangezicht van den HEERE God, in het midden van het geboomte des hofs.
010309003b	En de HEERE God riep Adam, en zeide tot hem: Waar zijt gij?
01030a0064	En hij zeide: Ik hoorde Uw stem in den hof, en ik vreesde; want ik ben naakt; daarom verborg ik mij.
01030b0099	En Hij zeide: Wie heeft u te kennen gegeven, dat gij naakt zijt? Hebt gij van dien boom gegeten, van welken Ik u gebood, dat gij daarvan niet eten zoudt?
01030c0070	Toen zeide Adam: De vrouw, die Gij bij mij gegeven hebt, die heeft mij van dien boom gegeven, en ik heb gegeten.
01030d0087	En de HEERE God zeide tot de vrouw: Wat is dit, dat gij gedaan hebt? En de vrouw zeide: De slang heeft mij bedrogen, en ik heb gegeten.
01030e00d7	Toen zeide de HEERE God tot die slang: Dewijl gij dit gedaan hebt, zo zijt gij vervloekt boven al het vee, en boven al het gedierte des velds! Op uw buik zult gij gaan, en stof zult gij eten, al de dagen uws levens.
01030f00ae	En Ik zal vijandschap zetten tussen u en tussen deze vrouw, en tussen uw zaad en tussen haar zaad; datzelve zal u de kop vermorzelen, en gij zult het de verzenen vermorzelen.
01031000c2	Tot de vrouw zeide Hij: Ik zal zeer vermenigvuldigen uw smart, namelijk uwer dracht; met smart zult gij kinderen baren; en tot uw man zal uw begeerte zijn, en hij zal over u heerschappij hebben.
0103110105	En tot Adam zeide Hij: Dewijl gij geluisterd hebt naar de stem uwer vrouw, en van dien boom gegeten, waarvan Ik u gebood, zeggende: Gij zult daarvan niet eten; zo zij het aardrijk om uwentwil vervloekt; en met smart zult gij daarvan eten al de dagen uws levens.
0103120055	Ook zal het u doornen en distelen voortbrengen, en gij zult het kruid des velds eten.
01031300aa	In het zweet uws aanschijns zult gij brood eten, totdat gij tot de aarde wederkeert, dewijl gij daaruit genomen zijt; want gij zijt stof, en gij zult tot stof wederkeren.
0103140056	Voorts noemde Adam den naam zijner vrouw Heva, omdat zij een moeder aller levenden is.
0103150055	En de HEERE God maakte voor Adam en zijn vrouw rokken van vellen, en toog ze hun aan.
01031600ce	Toen zeide de HEERE God: Ziet, de mens is geworden als Onzer een, kennende het goed en het kwaad! Nu dan, dat hij zijn hand niet uitsteke, en neme ook van den boom des levens, en ete, en leve in eeuwigheid.
0103170066	Zo verzond hem de HEERE God uit den hof van Eden, om den aardbodem te bouwen, waaruit hij genomen was.
01031800b6	En Hij dreef de mens uit; en stelde cherubim tegen het oosten des hofs van Eden, en een vlammig lemmer eens zwaards, dat zich omkeerde, om te bewaren den weg van den boom des levens.
010401007b	En Adam bekende Heva, zijn huisvrouw, en zij werd zwanger, en baarde Kain, en zeide: Ik heb een man van de HEERE verkregen!
010402006b	En zij voer voort te baren zijn broeder Habel; en Habel werd een schaapherder, en Kain werd een landbouwer.
0104030065	En het geschiedde ten einde van enige dagen, dat Kain van de vrucht des lands den HEERE offer bracht.
0104040072	En Habel bracht ook van de eerstgeborenen zijner schapen, en van hun vet. En de HEERE zag Habel en zijn offer aan;
010405005d	Maar Kain en zijn offer zag Hij niet aan. Toen ontstak Kain zeer, en zijn aangezicht verviel.
010406005c	En de HEERE zeide tot Kain: Waarom zijt gij ontstoken, en waarom is uw aangezicht vervallen?
0104070098	Is er niet, indien gij weldoet, verhoging? en zo gij niet weldoet, de zonde ligt aan de deur. Zijn begeerte is toch tot u, en gij zult over hem heersen.
0104080091	En Kain sprak met zijn broeder Habel; en het geschiedde, als zij in het veld waren, dat Kain tegen zijn broeder Habel opstond, en sloeg hem dood.
0104090074	En de HEERE zeide tot Kain: Waar is Habel, uw broeder? En hij zeide: Ik weet het niet; ben ik mijns broeders hoeder?
01040a0073	En Hij zeide: Wat hebt gij gedaan? daar is een stem des bloeds van uw broeder, dat tot Mij roept van den aardbodem.
01040b007b	En nu zijt gij vervloekt van den aardbodem, die zijn mond heeft opengedaan, om uws broeders bloed van uw hand te ontvangen.
01040c0078	Als gij den aardbodem bouwen zult, hij zal u zijn vermogen niet meer geven; gij zult zwervende en dolende zijn op aarde.
01040d0050	En Kain zeide tot den HEERE: Mijn misdaad is groter, dan dat zij vergeven worde.
01040e00d2	Zie, Gij hebt mij heden verdreven van den aardbodem, en ik zal voor Uw aangezicht verborgen zijn; en ik zal zwervende en dolende zijn op de aarde, en het zal geschieden, dat al wie mij vindt, mij zal doodslaan.
01040f00ac	Doch de HEERE zeide tot hem: Daarom, al wie Kain doodslaat, zal zevenvoudig gewroken worden! En de HEERE stelde een teken aan Kain; opdat hem niet versloeg al wie hem vond.
0104100063	En Kain ging uit van het aangezicht des HEEREN; en hij woonde in het land Nod, ten oosten van Eden.
010411009e	En Kain bekende zijn huisvrouw, en zij werd bevrucht en baarde Henoch; en hij bouwde een stad, en noemde den naam dier stad naar den naam zijns zoons, Henoch.
0104120074	En aan Henoch werd Hirad geboren; en Hirad gewon Mechujael; en Mechujael gewon Methusael; en Methusael gewon Lamech.
010413005f	En Lamech nam zich twee vrouwen; de naam van de eerste was Ada, en de naam van de andere Zilla.
010414005d	En Ada baarde Jabal; deze is geweest een vader dergenen, die tenten bewoonden, en vee hadden.
0104150062	En de naam zijns broeders was Jubal; deze werd de vader van allen, die harpen en orgelen handelen.
010416007a	En Zilla baarde ook Tubal-Kain, een leermeester van allen werker in koper en ijzer; en de zuster van Tubal-Kain was Naema.
01041700c5	En Lamech zeide tot zijn vrouwen Ada en Zilla: Hoort mijn stem, gij vrouwen van Lamech! neemt ter ore mijn rede! Voorwaar, ik sloeg wel een man dood, om mijn wonde, en een jongeling, om mijn buile!
010418004e	Want Kain zal zevenvoudig gewroken worden, maar Lamech zeventigmaal zevenmaal.
01041900bf	En Adam bekende wederom zijn huisvrouw, en zij baarde een zoon, en zij noemde zijn naam Seth; want God heeft mij, sprak zij, een ander zaad gezet voor Habel; want Kain heeft hem doodgeslagen.
01041a007c	En denzelven Seth werd ook een zoon geboren, en hij noemde zijn naam Enos. Toen begon men den naam des HEEREN aan te roepen.
010501006d	Dit is het boek van Adams geslacht. Ten dage als God den mens schiep, maakte Hij hem naar de gelijkenis Gods.
0105020067	Man en vrouw schiep Hij hen, en zegende ze, en noemde hun naam Mens, ten dage als zij geschapen werden.
010503007e	En Adam leefde honderd en dertig jaren, en gewon een zoon naar zijn gelijkenis, naar zijn evenbeeld, en noemde zijn naam Seth.
010504006d	En Adams dagen, nadat hij Seth gewonnen had, zijn geweest achthonderd jaren; en hij gewon zonen en dochteren.
0105050062	Zo waren al de dagen van Adam, die hij leefde, negenhonderd jaren, en dertig jaren; en hij stierf.
0105060038	En Seth leefde honderd en vijf jaren, en hij gewon Enos.
0105070069	En Seth leefde, nadat hij Enos gewonnen had, achthonderd en zeven jaren; en hij gewon zonen en dochteren.
010508004a	Zo waren al de dagen van Seth negenhonderd en twaalf jaren; en hij stierf.
0105090032	En Enos leefde negentig jaren, en hij gewon Kenan.
01050a006d	En Enos leefde, nadat hij Kenan gewonnen had, achthonderd en vijftien jaren; en hij gewon zonen en dochteren.
01050b0048	Zo waren al de dagen van Enos negenhonderd en vijf jaren; en hij stierf.
01050c0038	En Kenan leefde zeventig jaren, en hij gewon Mahalal-el.
01050d0072	En Kenan leefde, nadat hij Mahalal-el gewonnen had, achthonderd en veertig jaren; en hij gewon zonen en dochteren.
01050e0049	Zo waren al de dagen van Kenan negenhonderd en tien jaren; en hij stierf.
01050f003e	En Mahalal-el leefde vijf en zestig jaren, en hij gewon Jered.
0105100071	En Mahalal-el leefde, nadat hij Jered gewonnen had, achthonderd en dertig jaren; en hij gewon zonen en dochteren.
0105110056	Zo waren al de dagen van Mahalal-el achthonderd vijf en negentig jaren; en hij stierf.
0105120042	En Jered leefde honderd twee en zestig jaren, en hij gewon Henoch.
0105130063	En Jered leefde, nadat hij Henoch gewonnen had, achthonderd jaren; en hij gewon zonen en dochteren.
0105140050	Zo waren al de dagen van Jered negenhonderd twee en zestig jaren; en hij stierf.
0105150040	En Henoch leefde vijf en zestig jaren, en hij gewon Methusalach.
0105160073	En Henoch wandelde met God, nadat hij Methusalach gewonnen had, driehonderd jaren; en hij gewon zonen en dochteren.
0105170041	Zo waren al de dagen van Henoch driehonderd vijf en zestig jaren.
0105180048	Henoch dan wandelde met God; en hij was niet meer; want God nam hem weg.
010519004a	En Methusalach leefde honderd zeven en tachtig jaren, en hij gewon Lamech.
01051a007a	En Methusalach leefde, nadat hij Lamech gewonnen had, zevenhonderd twee en tachtig jaren; en hij gewon zonen en dochteren.
01051b0057	Zo waren al de dagen van Methusalach negenhonderd negen en zestig jaren; en hij stierf.
01051c0046	En Lamech leefde honderd twee en tachtig jaren, en hij gewon een zoon.
01051d00a0	En hij noemde zijn naam Noach, zeggende: Deze zal ons troosten over ons werk, en over de smart onzer handen, vanwege het aardrijk, dat de HEERE vervloekt heeft!
01051e0074	En Lamech leefde, nadat hij Noach gewonnen had, vijfhonderd vijf en negentig jaren; en hij gewon zonen en dochteren.
01051f0054	Zo waren al de dagen van Lamech zevenhonderd zeven en zeventig jaren; en hij stierf.
0105200047	En Noach was vijfhonderd jaren oud; en Noach gewon Sem, Cham en Jafeth.
010601006f	En het geschiedde, als de mensen op den aardbodem begonnen te vermenigvuldigen, en hun dochters geboren werden,
0106020084	Dat Gods zonen de dochteren der mensen aanzagen, dat zij schoon waren, en zij namen zich vrouwen uit allen, die zij verkozen hadden.
010603009b	Toen zeide de HEERE: Mijn Geest zal niet in eeuwigheid twisten met den mens, dewijl hij ook vlees is; doch zijn dagen zullen zijn honderd en twintig jaren.
01060400da	In die dagen waren er reuzen op de aarde, en ook daarna, als Gods zonen tot de dochteren der mensen ingegaan waren, en zich kinderen gewonnen hadden; deze zijn de geweldigen, die van ouds geweest zijn, mannen van name.
010605009b	En de HEERE zag, dat de boosheid des mensen menigvuldig was op de aarde, en al het gedichtsel der gedachten zijns harten te allen dage alleenlijk boos was.
0106060067	Toen berouwde het de HEERE, dat Hij den mens op de aarde gemaakt had, en het smartte Hem aan Zijn hart.
01060700de	En de HEERE zeide: Ik zal den mens, die Ik geschapen heb, verdelgen van den aardbodem, van den mens tot het vee, tot het kruipend gedierte, en tot het gevogelte des hemels toe; want het berouwt Mij, dat Ik hen gemaakt heb.
010608002d	Maar Noach vond genade in de ogen des HEEREN.
0106090074	Dit zijn de geboorten van Noach. Noach was een rechtvaardig, oprecht man in zijn geslachten. Noach wandelde met God.
01060a002f	En Noach gewon drie zonen: Sem, Cham en Jafeth.
01060b0055	Maar de aarde was verdorven voor Gods aangezicht; en de aarde was vervuld met wrevel.
01060c0068	Toen zag God de aarde, en ziet, zij was verdorven; want al het vlees had zijn weg verdorven op de aarde.
01060d00ae	Daarom zeide God tot Noach: Het einde van alle vlees is voor Mijn aangezicht gekomen; want de aarde is door hen vervuld met wrevel; en zie, Ik zal hen met de aarde verderven.
01060e007d	Maak u een ark van goferhout; met kameren zult gij deze ark maken; en gij zult die bepekken van binnen en van buiten met pek.
01060f008b	En aldus is het, dat gij haar maken zult: driehonderd ellen zij de lengte der ark, vijftig ellen haar breedte, en dertig ellen haar hoogte.
01061000c4	Gij zult een venster aan de ark maken, en zult haar volmaken tot een elle van boven; en de deur der ark zult gij in haar zijde zetten; gij zult ze met onderste, tweede en derde verdiepingen maken.
01061100b1	Want Ik, zie, Ik breng een watervloed over de aarde, om alle vlees, waarin een geest des levens is, van onder den hemel te verderven; al wat op de aarde is, zal den geest geven.
0106120088	Maar met u zal Ik Mijn verbond oprichten; en gij zult in de ark gaan, gij, en uw zonen, en uw huisvrouw, en de vrouwen uwer zonen met u.
0106130098	En gij zult van al wat leeft, van alle vlees, twee van elk, doen in de ark komen, om met u in het leven te behouden: mannetje en wijfje zullen zij zijn;
01061400be	Van het gevogelte naar zijn aard, en van het vee naar zijn aard, van al het kruipend gedierte des aardbodems naar zijn aard, twee van elk zullen tot u komen, om die in het leven te behouden.
0106150070	En gij, neem voor u van alle spijze, die gegeten wordt, en verzamel ze tot u, opdat zij u en hun tot spijze zij.
0106160040	En Noach deed het; naar al wat God hem geboden had, zo deed hij.
010701008c	Daarna zeide de HEERE tot Noach: Ga gij, en uw ganse huis in de ark; want u heb Ik gezien rechtvaardig voor Mijn aangezicht in dit geslacht.
010702009a	Van alle rein vee zult gij tot u nemen zeven en zeven, het mannetje en zijn wijfje; maar van het vee, dat niet rein is, twee, het mannetje en zijn wijfje.
0107030078	Ook van het gevogelte des hemels zeven en zeven, het mannetje en het wijfje, om zaad levend te houden op de ganse aarde.
01070400a6	Want over nog zeven dagen zal Ik doen regenen op de aarde veertig dagen, en veertig nachten; en Ik zal van den aardbodem verdelgen al wat bestaat, dat Ik gemaakt heb.
0107050034	En Noach deed, naar al wat de HEERE hem geboden had.
010706004c	Noach nu was zeshonderd jaren oud, als de vloed der wateren op de aarde was.
010707007d	Zo ging Noach, en zijn zonen, en zijn huisvrouw, en de vrouwen zijner zonen met hem in de ark, vanwege de wateren des vloeds.
010708006e	Van het reine vee, en van het vee, dat niet rein was, en van het gevogelte, en al wat op den aardbodem kruipt,
0107090069	Kwamen er twee en twee tot Noach in de ark, het mannetje en het wijfje, gelijk als God Noach geboden had.
01070a0052	En het geschiedde na die zeven dagen, dat de wateren des vloeds op de aarde waren.
01070b00d1	In het zeshonderdste jaar des levens van Noach, in de tweede maand, op de zeventiende dag der maand, op dezen zelfden dag zijn alle fonteinen des groten afgronds opengebroken, en de sluizen des hemels geopend.
01070c0042	En een plasregen was op de aarde veertig dagen en veertig nachten.
01070d00a1	Even op dienzelfden dag ging Noach, en Sem, en Cham, en Jafeth, Noachs zonen, desgelijks ook Noachs huisvrouw, en de drie vrouwen zijner zonen met hem in de ark;
01070e00d3	Zij, en al het gedierte naar zijn aard, en al het vee naar zijn aard, en al het kruipend gedierte, dat op de aarde kruipt, naar zijn aard, en al het gevogelte naar zijn aard, alle vogeltjes van allerlei vleugel.
01070f005f	En van alle vlees, waarin een geest des levens was, kwamen er twee en twee tot Noach in de ark.
0107100082	En die er kwamen, die kwamen mannetje en wijfje, van alle vlees, gelijk als hem God bevolen had. En de HEERE sloot achter hem toe.
010711007e	En die vloed was veertig dagen op de aarde, en de wateren vermeerderden, en hieven de ark op, zodat zij oprees boven de aarde.
0107120061	En de wateren namen de overhand, en vermeerderden zeer op de aarde; en de ark ging op de wateren.
010713007d	En de wateren namen gans zeer de overhand op de aarde, zodat alle hoge bergen, die onder den ganse hemel zijn, bedekt werden.
010714004f	Vijftien ellen omhoog namen de wateren de overhand, en de bergen werden bedekt.
01071500bd	En alle vlees, dat zich op de aarde roerde, gaf den geest, van het gevogelte, en van het vee, en van het wild gedierte, en van al het kruipend gedierte, dat op de aarde kroop, en alle mens.
010716006b	Al wat een adem des geestes des levens in zijn neusgaten had, van alles wat op het droge was, is gestorven.
01071700f7	Alzo werd verdelgd al wat bestond, dat op den aardbodem was, van den mens aan tot het vee, tot het kruipend gedierte, en tot het gevogelte des hemels, en zij werden verdelgd van de aarde; doch Noach alleen bleef over, en wat met hem in de ark was.
010718004a	En de wateren hadden de overhand boven de aarde, honderd en vijftig dagen.
01080100a7	En God gedacht aan Noach, en aan al het gedierte, en aan al het vee, dat met hem in de ark was; en God deed een wind over de aarde doorgaan, en de wateren werden stil.
0108020077	Ook werden de fonteinen des afgronds, en de sluizen des hemels gesloten, en de plasregen van den hemel werd opgehouden.
010803008c	Daartoe keerden de wateren weder van boven de aarde, heen en weder vloeiende, en de wateren namen af ten einde van honderd en vijftig dagen.
0108040060	En de ark rustte in de zevende maand, op den zeventiende dag der maand, op de bergen van Ararat.
010805008e	En de wateren waren gaande, en afnemende tot de tiende maand; in de tiende maand, op den eerste der maand, werden de toppen der bergen gezien.
010806006d	En het geschiedde, ten einde van veertig dagen, dat Noach het venster der ark, die hij gemaakt had, opendeed.
0108070070	En hij liet een raaf uit, die dikwijls heen en weder ging, totdat de wateren van boven de aarde verdroogd waren.
0108080067	Daarna liet hij een duif van zich uit, om te zien, of de wateren gelicht waren van boven den aardbodem.
01080900d2	Maar de duif vond geen rust voor het hol van haar voet; zo keerde zij weder tot hem in de ark; want de wateren waren op de ganse aarde; en hij stak zijn hand uit, en nam haar, en bracht haar tot zich in de ark.
01080a0052	En hij verbeidde nog zeven andere dagen; toen liet hij de duif wederom uit de ark.
01080b00a1	En de duif kwam tot hem tegen den avondtijd; en ziet, een afgebroken olijfblad was in haar bek; zo merkte Noach, dat de wateren van boven de aarde gelicht waren.
01080c006c	Toen vertoefde hij nog zeven andere dagen; en hij liet de duif uit; maar zij keerde niet meer weder tot hem.
01080d00ea	En het geschiedde in het zeshonderd en eerste jaar, in de eerste maand, op den eersten derzelver maand, dat de wateren droogden van boven de aarde; toen deed Noach het deksel der ark af, en zag toe, en ziet, de aardbodem was gedroogd.
01080e005a	En in de tweede maand, op den zeven en twintigsten dag der maand, was de aarde opgedroogd.
01080f0023	Toen sprak God tot Noach, zeggende:
0108100051	Ga uit de ark, gij, en uw huisvrouw, en uw zonen, en de vrouwen uwer zonen met u.
01081100fd	Al het gedierte, dat met u is, van alle vlees, aan gevogelte, en aan vee, en aan al het kruipend gedierte, dat op de aarde kruipt, doe met u uitgaan; en dat zij overvloediglijk voorttelen op de aarde, en vruchtbaar zijn, en vermenigvuldigen op de aarde.
010812005a	Toen ging Noach uit, en zijn zonen, en zijn huisvrouw, en de vrouwen zijner zonen met hem.
010813007e	Al het gedierte, al het kruipende, en al het gevogelte, al wat zich op de aarde roert, naar hun geslachten, gingen uit de ark.
010814008b	En Noach bouwde den HEERE een altaar; en hij nam van al het reine vee, en van al het rein gevogelte, en offerde brandofferen op dat altaar.
010815011d	En de HEERE rook dien liefelijken reuk, en de HEERE zeide in Zijn hart: Ik zal voortaan den aardbodem niet meer vervloeken om des mensen wil; want het gedichtsel van 's mensen hart is boos van zijn jeugd aan; en Ik zal voortaan niet meer al het levende slaan, gelijk als Ik gedaan heb.
010816007e	Voortaan al de dagen der aarde zullen zaaiing en oogst, en koude en hitte, en zomer en winter, en dag en nacht, niet ophouden.
0109010072	En God zegende Noach en zijn zonen, en Hij zeide tot hen: Zijt vruchtbaar en vermenigvuldigt, en vervult de aarde!
01090200cc	En uw vrees, en uw verschrikking zij over al het gedierte der aarde, en over al het gevogelte des hemels; in al wat zich op den aardbodem roert, en in alle vissen der zee; zij zijn in uw hand overgegeven.
0109030065	Al wat zich roert, dat levend is, zij u tot spijze; Ik heb het u al gegeven, gelijk het groene kruid.
0109040044	Doch het vlees met zijn ziel, dat is zijn bloed, zult gij niet eten.
01090500d2	En voorwaar, Ik zal uw bloed, het bloed uwer zielen eisen; van de hand van alle gedierte zal Ik het eisen; ook van de hand des mensen, van de hand eens iegelijken zijns broeders zal Ik de ziel des mensen eisen.
010906007c	Wie des mensen bloed vergiet, zijn bloed zal door den mens vergoten worden; want God heeft den mens naar Zijn beeld gemaakt.
010907007d	Maar gijlieden, weest vruchtbaar, en vermenigvuldigt; teelt overvloediglijk voort op de aarde, en vermenigvuldigt op dezelve.
0109080040	Voorts zeide God tot Noach, en tot zijn zonen met hem, zeggende:
0109090043	Maar Ik, ziet, Ik richt Mijn verbond op met u, en met uw zaad na u;
01090a00b7	En met alle levende ziel, die met u is, van het gevogelte, van het vee, en van alle gedierte der aarde met u; van allen, die uit de ark gegaan zijn, tot al het gedierte der aarde toe.
