2800000005	Matei
2803080032	Nnangiye kwa kuhenga kwino anda muulekite uhakaho.
28030900a0	Nkotoka kuwacha na kulonge, ‘Hoko gwito ndi Ulahimo!’ Ninobholela chakaka, jwenio Chapanga ahotola kughalambula maghanga aghagha na kubhehe yana ya Ulahimo.
28030a007b	Ngohe libhagho libhii pa libelengete lya nkongo, na nkongo ghoghoha gwangapambika uhohe naupengulwa na kutagwa ku mwotu.”
28030b00dc	Nenga nibaticha kwa mache kulangiya ngita muulekite uhakaho. Nambo jwahika payeto jhango abhii na likakala kuliku nenga. Nenga nitope ndeka kujhegha maghubache ghake. Jwenio nabaticha kwa Uhuke gwa Chapanga na kwa mwotu.
28030c00ac	Jwenio akamula kipalo mu lubhoko lwake cha kuhebhe ngano jhake, ngano jhamaha aibheka mu kikoko, na majhejheto naghajhochwa mwotu gwangahimika gwa machiko ghoha ghangapeta.
28030d0074	Machiko gheniya Yecho ajhakubhoka ku Galilaya ajhakuhika kulukemba lwa ku Yolodane ajhakunnyendela Yohane abatichwe.
28030e0089	Nambo Yohane ajhakujhigha kunkanila alongila, “Bho, nhwalo ghane mwenga mihika kwa nenga? Nenga ndi jhunipalwa kubatichwa na mwenga?”
28030f008e	Nambo Yecho ajhakunnyanguu, “Nnyeketele ibhehe kwa ngoheno, nhwalo tupalwa kuhenga ghala ghapahi Chapanga.” Peniya Yohane ajhakujheketela.
28031000b4	Papa tugha pabatichwa Yecho, ajhakubhoka umache, papalapala kunane kumahunde kujhakudinduka ajhakubhona Uhuke gwa Chapanga ujhakuhuluka ngita ngunda na kutolela panane jhake Yecho.
280311007c	Lilobhe likajhokanikike kuhumii kunane kwa Chapanga lilongila, “Jhonjo ndi mwanango jhunimpahile, anganichwe na mwenga.”
280401005a	Peniya uhuke gwa Chapanga ujhakunnongocha Yecho ade kunjenga ajhighanikilwe na Limbembela.
280402005e	Ajhakuleka kulyegha pajhomolila machiko makome ncheche muhe na kilo, peniya ajhakubhona njala.
2804030086	Bhahe, Limbembela lijhakuhika na kunnobholela, “Anda chakaka mwe ma mwana gwa Chapanga, longela maghanga agha ghabhehe mabumunda.”
2804040094	Yecho ngajhangwila, “Ijhandikwe mu Majhandiko gha Chapanga, ‘Mundo nalama ndeka kwa mabumunda tugha, kwa lilobhe lililongelwa na Chapanga.’”
2804050092	Peniya Limbembela ajhakuntola Yecho ade ku Yeluchalemo, ku muche gwa nyahinyahi gwa Chapanga, ajhakummeka ku lulegheleghe lwa Nyumba jha Chapanga,
28040600f5	ajhakunnobholela, “Anda mwenga mwana gwa Chapanga, kiponeya pahe, mana ijhandikwe mu Majhandiko gha Chapanga, ‘Chapanga nalaghalikiya akatumiche bhake bha kunane kwa Chapanga, nabhantola mu mabhoko ghabhe, nkotoka kukochoka mulighanga.’”
2804070073	Yecho ajhakunnobholela, “Ijhandikwe mu Majhandiko gha Chapanga, ‘Nkotoka kunyigha Bhambo, Chapanga gwino.’”
2804080080	Ndi Limbembela lijhakuntola ade kululegheleghe lwa kitombe kitandamaho, ajhakunnangiya unahota gwoha gwa pannema na ukolo gwake.
2804090055	Ajhakunnobholela, “Nanipela henge yoha anda undamile makilikite na kunnyinamila.”
28040a00ab	Peniya, Yecho ajhakunnobholela, “Bhokela oko Limbembela ijhandikwe mu Majhandiko gha Chapanga. Namunyinamila Bhambo Chapanga gwino na kunhengela jwenio kanjika chake.”
28040b0065	Bhahe, Limbembela lijhakunneka Yecho, na akatumiche bha kunane kwa Chapanga bhajhakuhika, kunhengela.
28040c004a	Yecho pajhohina ngita Yohane atabhitwe mukipungo ajhakujhenda ku Galilaya.
28040d00a8	Ajhakubhoka ku Nachalete, kujhenda ku Kapelenaumo, muche ghubhii mupele jha mbwane jha ku Genechalete, mupakane mwa kilambo cha Zabulone na Nafutale, ajhakutama kwenio.
28040e005a	Lende litendika lilobhe lela lilongilwa na Isaya, jwakibha nnondole jwa Chapanga litimile,
28040f00a8	“Ku kilambo chuku Zabulone na ku kilambo chuku Nafutale, kujhendelela mumbwane kwiye jha lukemba lwa ku Yolodane, ku Galilaya, ku kilambo cha bhando bha ilambo henge!
2804100099	Bhando bhubhatamita palubhendo bhaluwene lumule lukolongwa. Nabhabhehe bhubhatamita ku kilambo cha lubhendo na kiyeka cha kuwegha, lumule lwamulikile.”
280411007d	Kuhumii machiko gheniya Yecho akatumbwii kubhola atangicha, “Muuleke uhakaho gwino nhwalo unahota gwa kunane uheghalile!”
28041200e0	Yecho pakibha atyangita mupele jha lilabha lya ku Galilaya, ajhakwabhona akalongo bhabhele bhapyeya homba, Simone jwakemwa Petile na Anduleya nnongo gwake bhakibha bhapyeya homba kwa lwaho mulilabha nhwalo bhakibha bhapyeya!
2804130074	Bhahe, ajhakwalobholela, “Ungengame, na nenga nanimmola kwapyeya bhando kwa Bhambo ngita hele chimupyeya homba.”
2804140033	Papalapala bhajhakuleka lwaho lwabhe na kunkengama.
28041500ee	Ajhakujhenda palonge pandina, ajhakwabhona akalongo bhange bhabhele. Yakobu na Yohane, yana ya Zebedayo. Bheniya bhakibha nkate jha mungalabha pamonga na tate gwabhe Zebedayo, bhakibha bhitengenecha lwaho lwabhe, bhahe, Yecho ajhakwakema.
2804160049	Na bhene bhajhakuileka ngalabha pamonga na tate gwabhe, bhajhakunkengama.
28041700d4	Yecho akibha ijhenda kila chehemo jha ku Galilaya, ajhakubhola munyumba jha kukonganikii Akayahude na kutangacha Malobhe gha Mbone gha Unahota gwa Chapanga. Ajhakulamicha ulwalo ghoghoha ghubhakibha nabho bhando.
280418010a	Bhando bhubhatamita kilambo choha chuku Siliya pibhajhoha gheniya. Bhibhalwalwa bhoha na bhando bhubhabhii na ulwalo na bhando bhibhalaghita. Bhibhachikilwe na michuka, bhubhabhii na kihinduhindu na bhando bhubhalemile bhakapelikwe kwa jwenie, na bhoha bhajhakulama.
28041900a0	Bhando bhamahele bhajhakunkengama, kuhumii ku Galilaya, na Dekapoli mana jhake miche kome, na ku Yeluchalemo, na ku Yudeya na kwiye jha lukemba lwa ku Yolodane.
2805010069	Yecho pabhonita lilongo lya bhando, ajhakuhobhoka ku kitombe na kutama. Bhabholwa bhake bhajhakunkengama,
2805020020	na jwenio ajhakutumbuu kwabhola.
280503005c	“Bhina mota bhala bhubhahii akahocho bha ku mwojho nhwalo unahota gwa Chapanga ndi gwabhe.
2805040037	Bhina mota bhubhabhii ngolongondi, nhwalo nabhahangana.
2805050034	Bhina mota bhibhatokomile, nhwalo nabhapata kilambo.
280506006c	Bhina mota bhubhabhii na njala na nyota jha kuhenga ghapala Chapanga, nhwalo Chapanga nabhatenda bhajhukute.
2805070044	Bhina mota bhubhabhii na kiya kwa bhange, nhwalo nabhabhonelwa kiya.
2805080044	Bhina mota bhubhabhii na mwojho gwa mbone nhwalo nabhamona Chapanga.
2805090043	Bhina mota bhubhaleta uteeke, nhwalo nabhakemwa bhana bha Chapanga.
28050a0071	Bhina mota bhibhapata malagho kwa kuhenga ghapala Chapanga, nhwalo Unahota gwa kunane kwa Chapanga ndi gwabhe.”
28050b007a	Bhina mota mangota anda bhando bhannighite na pubhapala kung'aha na kuwalongela ilebhe lyanganandela kwa nhwalo gwa nenga.
28050c008d	Unhanganile na nchobhele nhwalo ndweko jhino ndi ngolongwa kunane kwa Chapanga. Peniya ndi chibhang'ahite milondole bhubhakibha kabula jhino.
28050d00a4	“Mangota ndi mwinyo gwa pannema. Nambo mwinyo anda uhobhite kunogha kwake naulekelwa nike unoghe kabhele unogha ndeka kabhele, utagwa panja na kutimbwa na bhando.
28050e005d	“Mangota ndi lumule lwa pannema! Muche ghuchengwite panane jha kitombe uhotondeka kukihiya.
28050f0085	Abhii jhe mundo jwahoto jwapamba kolobohi na kugubikila kibhegha, nambo ubheka panane jha kinala jhalangalile bhoha bhubhabhii nkate.
280510007f	Helahela lumule lwino lwalangalile palonge jha bhando bhaghabhone mahengo ghino gha mbone, bhannombwe Tate gwino jwa kunane.”
280511008e	“Ihikite jhe kubhoha Malaghalikilo gha Chapanga ghampekii Mucha na mabholo gha milondole bha Chapanga. Ihikite kughatenda ghapitile chakaka.
28051200b7	Ninnobholela chakaka, ade peniya kunane kwa Chapanga na nnema naghapeta, kibhii jhe hilu kichokombe chochoha chikibhokechwa mu Lilaghalikilo chikipala kuhobholela ade ghatimila ghoha.
2805130132	Bhahe, mundo jhojhoha jwakanwa kunyeketela hilu nhilo nchokombe ghubhii mu Malaghalikilo ghoha, na kwabhola bhange kuhenga yenio, jwenio nabhaha nchokombe hake munahota nkolongwa gwa kunane kwa Chapanga. Nambo jhola jwajhokanikiya na kwabhola bhange bhatende yenio, nabhaha nkolongwa munahota gwa Chapanga.
28051400b4	Ndi nhwalo ninongelile, mijheketela na kuhenga ghapala Chapanga kuliku chibhatenda bhabhola bha Malaghalikilo na Mapwalichayo, anda nahajhe nanyingii ng'o munahota gwa Chapanga.”
280515007d	“Nnyohine njwe bhando bha makacho bhakalobhalilwe, ‘Nkotoka kukoma! Nambo mundo jwakoma chakaka na jwenio nahadabulwa.’
28051600d7	Nambo nenga ninobholela, jhojhoha jwanyomela nnongo mundo, chakaka nahadabulwa. Jwapucha nnongo natakalilwa pa nyumba jha mihalo. Jwankema nnongo mundo ‘Kupumbumuka.’ Itope kujhingila mu mwotu gwa machiko ghoha.
280517007c	Bhahe, anda mpelike litambiko lino palonge jha kachangwale ka litambiko na peniya nkombwike anda nnemwihine na nnongo gwino,
280518008b	Lileka hote litambiko lino palonge jha kachangwale, nnyenda hote mukajhelane na nnongo gwino, peniya nkelebhuka na mpiye litambiko lino.”
28051900ee	“Nnyelelane na jwatakalile kajhombe pumubhehe undela kujhenda ade pa Bwalo jha mihalo. Chakaka jwatakalile jwino nampeleka kwa jwajhokanikiya mihalo, na jwenio nnyomola mihalo napeleka kwa akakomana ngondo, na mwenga natabhwa mukipungo.
28051a0053	Ninnobholela chakaka, namoke jhe mwenio ade nkung'unde chente jha kujhomolekeya.”
28051b0046	“Mukajhohine bhando bhakalobholilwe, ‘Nkotoka kuhenga ngongola.’
28051c0064	Nambo nenga ninobholela, kila mundo jwanolekeya mwikeghe kwa kumpala, atei ngongola ku mwojho gwake.
28051d00c1	Bhahe, anda liho lino lya ngejha lihobhiche, mulibhohe na kulitaghii kutale. Mbaha kwino kihobhelele kipande chimo cha payegha, kuliku yegha jhoha kutagwa mu mwotu gwa machiko ghoha ghangapeta.
28051e00ba	Anda lubhoko lwino lwalelo luhobhecha, muluhekete na kulutaghii kutale. Mbaha kwino kuhobhecha kilebhe chimo cha yegha, kuliku yegha kujhingii mu mwotu gwangahimika gwa machiko ghoha.”
28051f0068	“Nikanobholile njwe, mundo jhojhoha, ‘Jwanneka nhwana mundo ipala anyandikila baluwa jha kunneka.’
28052000c6	Nambo nenga ninnobholela, mundo jhojhoha jwaneka nhwana mundo na kutolela, nambo kwa nhwalo jha ughone, antenda atende ngongola, na munalome anda antolile mwikeghe jwenio, jwenio atenda ngongola.”
280521009a	“Kabhele mukajhohine kubhehe bhando bha makacho bhakalobholilwe, ‘Nkotoka kutwekula kilapo chino, ipalwa mukihenge kilapo chino palonge jha Bhambo.’
2805220077	Nambo nenga ninobholela, mwangalapanikii ng'o hilu kwa kunane kwa Chapanga, nhwalo ndi kigoda cha unahota gwa Chapanga,
2805230089	amu kulapa kwa nnema, nhwalo ndi kigoda chake cha kujheghemekeya makongono, amu ku Yeluchalemo, nhwalo ndi muche gwa mu Nahota nkolongwa.
2805240069	Nkotoka kulapanikii kwa muto gwino, nhwalo mihoto ndeka kulitenda lijhunjo limo kubhehe liuho amu lipile.
28052500b9	Anda nnongi, ‘Chakaka,’ bhahe ibhaha ‘Chakaka,’ na pumulongela, ‘Nahi jhe,’ bhahe ibhaha chakaka ‘Nahi jhe.’ Chochoha chikichocha hena kihuma kwa jhola jwanganandela.”
2805260039	“Nnyohine ghalongelwa, ‘Liho kwa liho, lino kwa lino.
2805270094	Nambo nenga ninnobholela, nkotoka kulepechela kwa mundo jwanganandela. Anda mundo anapwile mbalamande litama lyuulelo lapu, mughalambukile na lenge.
2805280063	Anda mundo atakalile pa nyumba jha mihalo kupala kutola ngobho hino, munekele atole na likote lino.
2805290053	Anda mundo achokolikiye nghegha nhigho gwake kilomita jhimo, nnyeghe jhenge ibhele.
28052a0051	Jwannyopa mupela, nkotoka kughalambukila kihogho jwapala kujhahika kilebhe.’”
28052b004f	“Nnyohine bhando bhakilongila, ‘Mupale nnyino, na kunchimwa likoko lino.’
28052c005b	Nambo nenga ninnobholela, mwapale akamakoko bhino na kwajhopela bhala bhubhang'aha mangota,
28052d00c9	naha namaha yana ya Tate gwino jwabhii kunane kwa Chapanga, nhwalo jwenio ubhalangalila lyobha bhando bhanganandela na bhambone, na kwakomela hula bhando bhambone palonge jha Chapanga na bhanganandela.
28052e008e	Bho, nanyambulila ndweko ghane kwa kwapala tugha bhabhala bhala bhubhampala mangota? Kibhii jhe! Nhwalo hilu bhiakatola kode bhatenda gheniya!
28052f0094	Anda mwajhambwiche akalongo bhino tugha, bho, mutenda kilebhe chamaha kuliku bhando bhange? Hilu bhando bhangaumanya Chapanga bhene utenda helahela.
280530006f	Bhahe, mipalwa nkota kupongokewa chochoha kuhenga gha mbone ngita Tate gwino jwa kunane chatenda gha umbone.”
28060100b5	“Mukilolekehe nkotoka kuhenga mahengo ghamaha palonge jha bhando nhwalo mipala ntondobheywa na bhando. Anda nahajhe, Tate gwino jwabhii kunane kwa Chapanga napela ndeka ndweko.”
28060200f9	“Anda mwatangatile akahocho, nkotoka kwalobholela bhando. Nkotoka kutenda ngita jwakitenda jwaumbone ndi chibhatenda munyumba jha kukonganikii Akayahude na mundela bhapala bhando bhakwehe. Ninnobholela chakaka, bheniya bhapatite njwe ndweko yabhe.
280603004b	Nambo mwenga pumuntangatila nhocho, mutangatile changamanya mundo jhojhoha.
2806040061	Mmohe utangatilo gwino changamanya bhando, na Tate gwino jwanolekeya kumwojho, nampela ndweko.”
28060500ec	“Pumunyopa Chapanga, nkotoka kubhehe anda bhando bhubhakitenda bhambone. Bhene upala kujhema kunyopa munyumba jha kukonganikii na mu malekano gha ndela bhabhonekane na bhando. Ninnobholela chakaka, bheniya bhapatite njwe ndweko yabhe.
28060600ed	Nambo mwenga pumunyopa Chapanga, nnyingile ku chumbe chino, na mpogheke nnyango gwino, peniya munyope Tate gwino jwangabhonekana, na jwenio Tate gwino jwalola ghumuhenga ghala kwa kinyemela ghughabhii nkate jha mwojho, nampela ndweko.”
28060700b9	“Pumunyopa, nkotoka kuchobhela chobhela ngita bhando bhangaumanya Chapanga. Bhene bhahambuka kubhehe Chapanga nabhajhokanikiya nhwalo gwa kulonge malobhe twe ghangabhehe gha mbone.”
2806080057	Nkotoka kuhwanana na bheniya, Tate gwino amanye chimipala kabula munatumbu jhe kunyopa.
2806090072	Bhahe, naha ndi chimipala kulonge piminnyopa Chapanga. Tate gwito jhumii kunane kwa Chapanga, Liina lino lilombwe.
28060a0047	Unahota nkolongwa gwino uhike. Limipala lihengeke pannema ngita kunane.
28060b002c	Mutupele chakulyegha chito cha kila lichiko.
28060c0048	Mutulekekehe uhakaho gwito, ngita twenga chitwalekekeya bhibhatulemwihe.
28060d00a2	Nkotoka kutujhingiya mu majhighanikilo, nambo mutukombole na jhola jwanganandela. Nhwalo unahota ndi gwino, na likakala na ukolongwa kwa machiko ghoha ghangapeta.
28060e006e	Nhwalo anda twalekekekiye bhange bhubhalemwite, Tate gwito jwa kunane kwa Chapanga nanekekeya na mangota hele.
28060f0044	Nambo anda mwalekekiye ndeka bhando, na Tate gwino nanekekeya ndeka.
28061000ed	“Pumukihibhilikiya kulyegha, nkotoka kubhehe ngita bhibhakitenda bhando bhambone. Bhene ukekenala kumiho jhabhe bhabhonekana palonge jha bhando bhatei kukihibhilikiya kulyegha. Ninnobholela chakaka, bhene bhalepitwe njwe ndweko jhabhe.
2806110060	Nambo mwenga pumukihibhilikiya kulyegha, npakala muto gwino mahuta, na kumiho jhino nkuhe mache,
280612009c	mundo jhojhoha ankotoka kumanya nnekite kulyegha, nambo umanyikane Tate gwino jwaghabhona kwa kinyemela. Na Tate gwino jwalolekeya ghughabhii nkate, nahupa.
280613006c	“Nkotoka kukibhekela kihukilo pannema pano, umeya uhoto kuhangabhana, bhibhakwatula ujhingii na kukwatula.
2806140089	Nambo mukibhekele kihukilo chino kunane kwa Chapanga umeya na ukungo uhoto jhe kuhangabhana, hilu bhibhakwatula bhajhingii jhe kukwatula.
2806150045	Nhwalo pala pukibhii kihukilo chino, ndi pupala kubhehe mwojho gwino.
2806160060	“Liho lino ndi kolobohi jha yegha. Anda liho lino lyambone, yegha jhino jhoha naibhaha lumule.
280617009f	Nambo anda liho lino libhoho, yegha jhino jhoha naibhaha lubhendo. Bhahe, anda lumule lulubhii nkate jhino ndi lubhendo, lono ndi lubhendo lwa kujhoghoha hake!
28061800c4	“Abhii jhe mundo jwahoto kwahengela akanahota mabhele. Nhwalo nachimwa jhumo na kupala jhola jhubhele, amu nanyeketela na jhumo na kupucha jhonge. Muhoto jhe kunhenge Chapanga na ilebhe pamonga.
28061900e8	“Ndi nhwalo ninobholela, nkotoka kubhehe na kiholo natulya nike na natunywegha ipala ughome. Amu ngobho imipala kwa nhwalo gwa yegha jhino. Bho, yakulyegha ndi kilebhe kikolongo kupeta ughome? Na yegha, bho, chi kupeta kwa ngobho?
28061a00c3	Mwalolekehe ijhune ya kumanyahe bhimicha ndeka hilu kuhuna amu bhakwete jhe kikoko. Pamonga na gheniya, Tate gwino jwa kunane kwa Chapanga nanicha. Bho, mangota bhamaha ndeka kuliku yenio ijhune?
28061b005f	Bho, ghane pakate jhino jwabhii na kiholo hake jwahoto kukijhonjekeya machiko gha ughome gwake?
28061c0088	“Kwa nhwalo gwa ngobho mubhehe na kiholo? Mughalolekehe malobha gha kumanyahe chighahalalila. Ghihenga jhe lihengo hilu kuloka ngobho.
28061d0077	Nambo ninobholela chakaka, hilu Solomone jwenio na ilebhe yake yoha akapatite jhe kuhwalichwa mbone ngita lilobha limo.
