0100000007	Genesis
010116008b	Unya gipanalanginan niya kining tanan nga nag-ingon, “Sanay kamo ug pagdaghan, kamong mga mananap sa tubig ug mga mananap nga galupad.”
0101170054	Milabay ang kagabhion, ug unya miabot ang kabuntagon. Mao kadto ang ikalimang adlaw.
01011800b4	Unya miingon ang Dios, “Motungha ang nagkalain-laing mga mananap diha sa yuta: ang mga hayop nga buhionon ug mga hayop nga ihalas, ug mga hayop nga nagkamang.” Ug natuman kini.
0101190063	Gibuhat sa Dios kining tanan nga mga mananap sumala sa ilang matang, ug nakita niya nga maayo kini.
01011a00e8	Unya miingon ang Dios, “Buhaton nato ang tawo sama sa atong dagway. Magmando sila sa mga isda sa dagat, mga langgam sa kalangitan, mga mananap sa tibuok kalibotan nga buhionon man ug ihalas man, ug ang tanang nagkamang sa yuta.”
01011b004a	Busa gimugna sa Dios ang tawo, lalaki ug babaye, nga sama sa iyang dagway.
01011c00e5	Ug gipanalanginan niya sila nga nag-ingon, “Sanay kamo ug pagdaghan aron malukop sa inyong kaliwatan ang kalibotan. Dumalaha ninyo kini ug kamo ang magmando sa tanang matang sa mananap sa tubig, sa kalangitan ug sa yuta man.”
01011d0088	Unya miingon ang Dios, “Gihatag ko kaninyo ang tanang mga tanom nga adunay liso ug tanang bunga sa mga kahoy ingon nga inyong pagkaon.
01011e0081	Ug gihatag ko usab sa tanang mga mananap sa yuta ug sa kalangitan ang lunhawng tanom ingon nga ilang pagkaon.” Ug natuman kini.
01011f00a5	Gitan-aw sa Dios ang tanan niyang gibuhat ug nakita niya nga maayo gayod kini. Milabay ang kagabhion, ug unya miabot ang kabuntagon. Mao kadto ang ikaunom nga adlaw.
010201004b	Nahuman sa Dios ang kalangitan, ang kalibotan, ug ang tanan nga anaa niini.
0102020051	Nahuman niya kini sulod sa unom ka adlaw, ug mipahulay siya sa ikapito nga adlaw.
0102030092	Gipanalanginan niya ang ikapito nga adlaw ug iya kining gibalaan nga adlaw, tungod kay niining adlawa mipahulay siya human niya gimugna ang tanan.
010204008f	Mao kini ang sugilanon mahitungod sa pagmugna sa kalangitan ug sa kalibotan. Sa dihang gimugna sa Ginoong Dios ang kalibotan ug ang kalangitan,
0102050090	wala pa ang tanan nga klasi sa tanom nga nagturok sa yuta, kay ang Ginoong Dios wala pa man nagpaulan niini ug wala pay tawo nga moatiman niini.
010206003e	Apan bisan walay ulan, adunay mga tubod nga nagpabasa sa yuta.
01020700a2	Unya gibuhat sa Ginoong Dios ang tawo gikan sa yuta. Gihuypan niya ang ilong sa tawo sa gininhawa nga naghatag ug kinabuhi, ug ang tawo nahimo nga buhing binuhat.
0102080072	Unya nagbuhat ang Ginoong Dios ug tanaman sa Eden, sa sidlakan, ug gipapuyo niya didto ang tawo nga iyang gibuhat.
01020900ef	Gipatubo sa Ginoong Dios ang tanang matang sa mga kahoy nga nindot tan-awon ug ang ilang mga bunga maayong kan-on. Sa taliwala sa tanaman adunay kahoy nga naghatag ug kinabuhi ug kahoy nga naghatag sa kahibalo kon unsa ang maayo ug daotan.
01020a0074	Adunay nagdagayday nga suba didto sa Eden nga naghatag ug tubig sa tanaman. Kini nga suba nagsanga sa upat ka bahin.
01020b006b	Ang ngalan sa unang suba mao ang Pishon. Nagdagayday kini sa tibuok nga yuta sa Havila diin adunay bulawan.
01020c0065	Maayong klasi ang bulawan niadtong dapita ug adunay usa ka pahumot nga bediliyum ug mahalon nga bato.
01020d0058	Ang ngalan sa ikaduhang suba mao ang Gihon. Nagdagayday kini sa tibuok nga yuta sa Cush.
01020e0085	Ang ngalan sa ikatulong suba mao ang Tigris. Nagdagayday kini sa sidlakang bahin sa Asiria. Ug ang ikaupat nga suba mao ang Eufrates.
01020f006a	Gipapuyo sa Ginoong Dios sa tanaman sa Eden ang tawo nga iyang gibuhat aron mag-ugmad ug mag-atiman niini.
010210006c	Unya gimandoan sa Ginoong Dios ang tawo, “Mahimo mong kaonon ang bunga sa bisan unsa nga kahoy sa tanaman,
0102110095	gawas lang sa bunga sa kahoy nga naghatag ug kahibalo kon unsay maayo ug daotan. Kay sa higayon nga kan-on mo kini, sigurado gayod nga mamatay ka.”
0102120077	Unya miingon ang Ginoong Dios, “Dili maayo nga mag-inusara ang tawo. Buhatan ko siya ug katabang nga angay kaniya.”
01021300ff	Gibuhat sa Ginoong Dios gikan sa yuta ang tanang matang sa mga mananap nga nagpuyo sa yuta ug ang tanang matang sa mga mananap nga galupad. Unya gidala niya sila ngadto sa tawo aron panganlan kini. Kon unsay gipangalan sa tawo kanila mao nay tawag kanila.
01021400a5	Busa ginganlan sa tawo ang tanang mananap nga nagpuyo sa yuta apil ang mga mananap nga galupad. Apan walay usa niining mga mananap nga angay mahimong kaabag ni Adan.
01021500af	Busa gipakatulog sa Ginoong Dios ang tawo. Ug samtang nahinanok siya, gikuha sa Ginoong Dios ang usa sa iyang mga gusok, ug unya gibalik ug kipot ang bahin nga gikuhaan niini.
010216006e	Ang gusok nga gikuha gikan sa lalaki gibuhat sa Ginoong Dios nga usa ka babaye, ug gidala niya kini sa lalaki.
01021700a9	Unya miingon ang lalaki, “Ania na gayod! Bukog nga gikuha sa akong bukog, ug unod nga gikuha sa akong unod. Tawgon siya nga babaye, kay gikuha siya gikan sa lalaki.”
010218008c	Busa mao kini ang hinungdan nga mobiya ang lalaki gikan sa iyang amahan ug inahan ug makighiusa sa iyang asawa, ug silang duha mahimong usa.
010219003d	Ug hubo ang lalaki ug ang iyang asawa, apan wala sila maulaw.
01030100f6	Sa tanang mga mananap nga gibuhat sa Ginoong Dios, ang bitin mao ang labing limbongan. Usa niadto ka higayon, gipangutana sa bitin ang babaye, “Tinuod ba gayod nga gidid-an kamo sa Dios nga mokaon sa bunga sa bisan unsa nga kahoy sa tanaman?”
010302004c	Mitubag ang babaye, “Makakaon kami sa mga bunga sa kahoy dinhi sa tanaman,
01030300c6	gawas lang sa bunga sa kahoy nga anaa sa taliwala niini. Kay miingon ang Dios, ‘Dili gayod kamo mokaon sa bunga niana nga kahoy o bisan mohikap man lang. Kon himuon ninyo kana, mamatay kamo.’”
0103040038	Apan miingon ang bitin, “Dili tinuod nga mamatay kamo!
01030500b1	Miingon ang Dios niana tungod kay nahibalo siya nga kon mokaon kamo niini, maabli ang inyong salabotan ug mahimo kamong sama kaniya nga nahibalo kon unsa ang maayo ug daotan.”
01030600ed	Sa dihang nakita sa babaye nga ang bunga sa kahoy nindot tan-awon ug maayo kan-on, ug tungod kay tinguha niya nga mahimong maalamon, mikuha siya ug bunga ug mikaon. Gihatagan usab niya ang iyang bana nga uban kaniya, ug mikaon usab kini.
01030700b0	Pagkahuman gayod nilag kaon, naabli ang ilang salabotan ug nasayran nila nga hubo diay sila. Busa naghimo silag tapis gikan sa mga dahon sa kahoy nga igos alang sa ilang lawas.
0103080082	Sa dihang bugnaw na ang hangin sa kahaponon, nadungog nila nga galakaw ang Ginoong Dios sa tanaman. Busa nanago sila sa kakahoyan.
0103090046	Apan gitawag sa Ginoong Dios ang lalaki ug gipangutana, “Hain ka?”
01030a0070	Mitubag ang lalaki, “Nadungog ko ikaw nga galakaw sa tanaman, ug nahadlok ko kay ako hubo, busa mitago ako.”
01030b0088	Nangutana ang Ginoong Dios, “Kinsay nag-ingon kanimo nga hubo ka? Mikaon ka ba sa bunga sa kahoy nga giingon ko nga dili mo kan-on?”
01030c0070	Mitubag ang lalaki, “Ang babaye nga gipauban mo kanako maoy naghatag sa bunga niadtong kahoy ug mikaon ako.”
01030d008c	Gipangutana sa Ginoong Dios ang babaye, “Unsa man kining imong gibuhat?” Mitubag ang babaye, “Giilad ako sa bitin, busa mikaon ako.”
01030e00fa	Busa miingon ang Ginoong Dios ngadto sa bitin, “Tungod kay gibuhat mo kini, “Tinunglo ka labaw sa tanang mga mananap. Ikaw lang gayod ang mahiagom niini nga tunglo: sa tibuok mong kinabuhi, magkamang ka pinaagi sa imong tiyan ug magkaon kag abog.
01030f009d	Ikaw ug ang babaye mahimong magkaaway; ug ang imong kaliwat ug ang iyang kaliwat magkaaway usab. Dugmokon niya ang imong ulo ug paakon mo ang iyang tikod.”
01031000da	Miingon usab siya sa babaye, “Tungod sa imong gibuhat, dugangan ko ang kalisod sa imong pagpanamkon ug ang kasakit sa pagpanganak. Ug bisan pa niana, mangandoy ka gihapon sa imong bana, ug siya ang mogahom kanimo.”
01031100dd	Miingon usab siya kang Adan, “Tungod kay naminaw ka sa imong asawa ug mikaon sa bunga sa kahoy nga gidili ko kanimo: “Tunglohon ko ang yuta tungod kanimo. Sa tibuok mong kinabuhi, maghago ka ug maayo aron ka makakaon.
010312005c	Moturok sa yuta ang mga sagbot ug mga sampinit, ug mokaon ka ug mga tanom gikan sa kaumahan.
01031300b7	Kinahanglan nga maghago ka ug maayo sa dugay nga panahon una ka makakaon, hangtod nga mobalik ka sa yuta nga mao ang imong gigikanan. Kay sa abog ka gikan, sa abog ka usab mobalik.”
0103140068	Ginganlan sa lalaki ang iyang asawa ug “Eba” tungod kay siya ang mahimong inahan sa tanang mga tawo.
0103150067	Unya gihimoan sa Ginoong Dios ug bisti nga gikan sa panit sa mananap alang kang Adan ug sa iyang asawa.
0103160117	Unya miingon ang Ginoong Dios, “Karon, ang tawo sama na kanato nga nahibalo kon unsa ang maayo ug ang daotan. Kinahanglan nga dili gayod siya tugotan nga makakaon sa bunga sa kahoy nga naghatag ug kinabuhi, kay kon mokaon siya, magpabilin siyang buhi hangtod sa kahangtoran.”
0103170079	Busa gipapahawa sa Ginoong Dios gikan sa tanaman sa Eden ang tawo aron sa pagpanguma sa yuta nga mao ang iyang gigikanan.
01031800ec	Sa dihang napapahawa na niya ang tawo, nagbutang ang Ginoong Dios ug mga kerubin sa sidlakang bahin sa tanaman sa Eden. Nagbutang usab siya ug espada nga nagdilaab ug nagtuyok-tuyok aron walay makaduol sa kahoy nga naghatag ug kinabuhi.
01040100e6	Pagkahuman niadto, nakigdulog ang lalaki sa iyang asawa nga si Eba ug namabdos kini. Sa dihang nakapanganak na si Eba, miingon siya, “Nakaangkon ako ug anak nga lalaki pinaagi sa tabang sa Ginoo, busa nganlan ko siya ug Cain.”
01040200b7	Nanganak pag-usab si Eba ug lalaki ug ginganlan niya kini ug Abel. Sa dihang nanagko na sila, si Abel nahimong magbalantay sa mga karnero ug mga kanding, ug si Cain nahimong mag-uuma.
0104030059	Usa niadto ka adlaw, nagdala si Cain ug halad ngadto sa Ginoo gikan sa abot sa iyang uma.
01040400ba	Nagkuha usab si Abel ug pipila sa unang anak sa iyang mga kahayopan. Giihaw niya kini, ug gihalad ang pinakamaayo nga bahin ngadto sa Dios. Nalipay ang Ginoo kang Abel ug sa iyang halad,
0104050069	apan wala siya malipay kang Cain ug sa iyang halad. Ug tungod niini, nasuko pag-ayo si Cain ug nagmug-ot.
0104060042	Busa gipangutana siya sa Ginoo, “Nganong nasuko ka ug nagmug-ot?
0104070102	Kon maayo lang ang imong gibuhat, magmalipayon ka unta. Apan pagbantay! Kay kon dili maayo ang imong ginabuhat, ang sala mogahom kanimo. Kay ang sala daw sama sa mabangis nga mananap nga nag-atang kanimo aron tukbon ka. Busa kinahanglan duminahon mo kini.”
0104080094	Usa niana ka adlaw, miingon si Cain kang Abel, “Dali, mangadto ta sa uma.” Ug sa dihang didto na sila, gipatay ni Cain si Abel nga iyang igsoon.
01040900ad	Unya nangutana ang Ginoo kang Cain, “Hain ang imong igsoon nga si Abel?” Mitubag si Cain, “Ambot, wala ako masayod kon hain siya. Ngano, ako bay magbalantay kaniya?”
01040a0085	Unya miingon ang Ginoo kang Cain, “Unsay imong gibuhat? Ang dugo sa imong igsoon diha sa yuta daw sa tingog nga nagpakiluoy kanako.
01040b008b	Tungod sa imong gibuhat, tunglohon ka nako. Sukad karon dili mo na maugmad ang yuta nga nagsuyop sa dugo sa imong igsoon nga imong gipatay.
01040c008e	Bisan magtanom ka pa, ang yuta dili na mohatag kanimo ug maayong abot. Ug wala kanay permanente nga puloy-anan, busa maglatagaw ka na lang.”
01040d003c	Miingon si Cain sa Ginoo, “Bug-at ra kaayo kana nga silot.
01040e00c3	Giabog mo ako karon gikan niini nga yuta ug sa imong presensya. Wala na akoy permanente nga puloy-anan, busa maglatagaw na lang ako. Ug kon adunay makakita kanako sigurado nga patyon niya ako.”
01040f00e4	Apan miingon ang Ginoo kang Cain, “Dili kana mahitabo! Kay si bisan kinsa nga mopatay kanimo, balosan ko ug pito ka pilo.” Busa gibutangan sa Ginoo ug ilhanan si Cain aron dili siya patyon ni bisan kinsa nga makakita kaniya.
0104100063	Unya nagpahilayo si Cain gikan sa Ginoo ug didto mipuyo sa yuta sa Nod, sa sidlakang bahin sa Eden.
01041100d5	Unya, nakighilawas si Cain sa iyang asawa. Namabdos ang iyang asawa ug nanganak ug lalaki ug ginganlan nila kinig Enoc. Nagtukod si Cain ug usa ka lungsod ug ginganlan niya kinig Enoc sama sa ngalan sa iyang anak.
01041200a9	Unya nakabaton si Enoc ug anak nga lalaki ug ang iyang ngalan si Irad. Kini si Irad amahan ni Mehujael; si Mehujael amahan ni Metushael; ug si Metushael amahan ni Lamec.
010413003a	Si Lamec adunay duha ka asawa nga mao sila si Ada ug Zila.
010414007e	Si Ada nanganak kang Jabal nga mao ang katigulangan niadtong mga tawo nga nagpuyo sa mga tolda ug nag-atiman ug mga kahayopan.
010415007d	Adunay igsoon si Jabal nga lalaki nga ang ngalan si Jubal, nga mao ang katigulangan sa tanan nga nagtukar sa harpa ug plawta.
01041600b9	Si Zila nanganak usab ug lalaki nga ang ngalan si Tubal Cain. Kini si Tubal Cain tigbuhat sa tanang matang sa galamiton nga puthaw ug bronsi. Aduna siyay igsoon nga babaye nga si Naama.
01041700bf	Usa niadto ka adlaw, miingon si Lamec sa iyang duha ka asawa, “Ada ug Zila, nga akong mga asawa, pamati kamo kanako. Gipatay ko ang usa ka batan-ong lalaki tungod sa iyang pagdagmal kanako.
0104180085	Kon pito ka pilo ang balos alang sa tawo nga mopatay kang Cain, setentay syete ka pilo ang balos alang sa tawo nga mopatay kanako.”
01041900c3	Nakighilawas si Adan kang Eba, ug nanganak si Eba ug lalaki. Miingon siya, “Gihatagan ako pag-usab sa Dios ug anak nga lalaki puli kang Abel nga gipatay ni Cain, busa nganlan ko siya ug Set.”
01041a008c	Si Set nakabaton usab ug anak nga iyang ginganlan ug Enos. Sa panahon nga natawo si Enos, nagsugod ang mga tawo ug tawag sa ngalan sa Ginoo.
010501007f	Mao kini ang gisulat nga istorya mahitungod sa mga kaliwat ni Adan. Sa paghimo sa Dios sa tawo, gihimo niya kining sama kaniya.
0105020058	Gihimo niya ang lalaki ug babaye, ug gipanalanginan niya sila ug gitawag nga “tawo.”
0105030075	Sa dihang nag-edad na si Adan ug 130 ka tuig, natawo ang iyang anak nga liwat gayod kaniya. Ginganlan niya kinig Set.
010504005a	Human matawo si Set, nabuhi pa si Adan ug 800 ka tuig ug nadugangan pa ang iyang mga anak.
010505001d	Namatay siya sa edad nga 930.
010506005a	Sa dihang nag-edad na si Set ug 105 ka tuig, natawo ang iyang anak nga lalaki nga si Enos.
010507005a	Human matawo si Enos, nabuhi pa si Set ug 807 ka tuig ug nadugangan pa ang iyang mga anak.
010508001d	Namatay siya sa edad nga 912.
010509005b	Sa dihang nag-edad na si Enos ug 90 ka tuig, natawo ang iyang anak nga lalaki nga si Kenan.
01050a005c	Human matawo si Kenan, nabuhi pa si Enos ug 815 ka tuig ug nadugangan pa ang iyang mga anak.
01050b001d	Namatay siya sa edad nga 905.
01050c0060	Sa dihang nag-edad na si Kenan ug 70 ka tuig, natawo ang iyang anak nga lalaki nga si Mahalalel.
01050d0061	Human matawo si Mahalalel, nabuhi pa si Kenan ug 840 ka tuig ug nadugangan pa ang iyang mga anak.
01050e001d	Namatay siya sa edad nga 910.
01050f0060	Sa dihang nag-edad na si Mahalalel ug 65 ka tuig, natawo ang iyang anak nga lalaki nga si Jared.
0105100061	Human matawo si Jared, nabuhi pa si Mahalalel ug 830 ka tuig ug nadugangan pa ang iyang mga anak.
010511001d	Namatay siya sa edad nga 895.
010512005c	Sa dihang nag-edad na si Jared ug 162 ka tuig, natawo ang iyang anak nga lalaki nga si Enoc.
010513005c	Human matawo si Enoc, nabuhi pa si Jared ug 800 ka tuig ug nadugangan pa ang iyang mga anak.
010514001d	Namatay siya sa edad nga 962.
010515005e	Sa dihang nag-edad na si Enoc ug 65 ka tuig, natawo ang iyang anak nga lalaki nga si Metusela.
01051600e6	Human matawo si Metusela, nagkinabuhi pa si Enoc ug 300 ka tuig ug nadugangan pa ang iyang mga anak. Nabuhi si Enoc nga adunay suod nga relasyon sa Dios, ug sa nag-edad na siya ug 365 ka tuig nahanaw siya, kay gikuha siya sa Dios.
0105190060	Sa dihang nag-edad na si Metusela ug 187 ka tuig, natawo ang iyang anak nga lalaki nga si Lamec.
01051a0060	Human matawo si Lamec, nabuhi pa si Metusela ug 782 ka tuig ug nadugangan pa ang iyang mga anak.
01051b001d	Namatay siya sa edad nga 969.
01051c0056	Sa dihang nag-edad na si Lamec ug 182 ka tuig, natawo ang usa niya ka anak nga lalaki.
01051d0097	Miingon siya, “Kining bataa makatabang kanato gikan sa atong labihan nga kahago tungod sa pagtunglo sa Ginoo sa yuta, busa nganlan ko siya ug Noe.”
01051e005b	Human matawo si Noe, nabuhi pa si Lamec ug 595 ka tuig ug nadugangan pa ang iyang mga anak.
01051f001d	Namatay siya sa edad nga 777.
010520006a	Sa nakaabot na si Noe ug 500 ka tuig, natawo ang iyang mga anak nga lalaki nga sila si Sem, Ham, ug Jafet.
010601004e	Unya, midaghan ang mga tawo sa kalibotan, ug daghan silag mga anak nga babaye.
0106020071	Nakita sa mga anak sa Dios nga maanyag ang mga babaye. Busa gipangasawa nila si bisan kinsa nga ilang nagustohan.
01060300bd	Unya miingon ang Ginoo, “Dili ko tugotan nga mabuhi ang tawo hangtod sa kahangtoran tungod kay tawo lang sila. Busa sukad karon magkinabuhi na lang sila ug dili mosobra sa 120 ka tuig.”
01060400c7	Niadtong panahona, ug bisan sa misunod pa nga mga panahon, adunay mga Nefilim sa kalibotan. Mga kaliwat sila sa mga anak sa Dios nga nakighilawas sa maanyag nga mga babaye. Gamhanan ug bantogan sila.
0106050075	Nakita sa Ginoo nga labihan kadaotan ang mga tawo sa kalibotan, ug kangil-ad ang anaa kanunay sa ilang mga huna-huna.
0106060042	Naguol ang Ginoo nga gibuhat niya ang tawo ug nasubo siya pag-ayo.
01060700b8	Busa miingon ang Ginoo, “Laglagon ko ang tanang mga tawo nga akong gibuhat, apil ang tanang mga mananap sa yuta ug ang mga mananap nga galupad, kay naguol ako nga gibuhat ko sila.”
0106080043	Apan adunay usa ka tawo nga nakapahimuot sa Ginoo, siya mao si Noe.
01060900bb	Mao kini ang sugilanon mahitungod sa pamilya ni Noe. Si Noe diosnon nga tawo. Siya lang ang nagkinabuhi nga matarong ug walay sala sa iyang henerasyon, ug suod ang iyang relasyon sa Dios.
01060a0043	Aduna siyay tulo ka anak nga lalaki nga sila si Sem, Ham, ug Jafet.
01060b005a	Sa panan-aw sa Dios, daotan gayod ang mga tawo ug nalukop ang kalibotan sa ilang kadaotan.
01060c0082	Nakita sa Dios nga daotan na gayod ang mga tawo sa kalibotan tungod kay labihan na gayod kangil-ad ang tanan nilang mga binuhatan.
01060d009e	Busa miingon siya kang Noe, “Laglagon ko ang tanang mga tawo. Kay tungod kanila, napuno sa kadaotan ang kalibotan. Laglagon ko sila uban niining kalibotana.
01060e008f	Busa Noe, pagbuhat ug arka gamit ang maayong klasi sa kahoy, ug buhati kini ug mga kuwarto. Unya pahiri ug alkitran ang sulod ug gawas sa arka.
01060f0076	Buhata ang arka nga adunay gitas-on nga 450 ka piye, ang iyang gilapdon 75 ka piye, ug ang iyang gihabugon 45 ka piye.
01061000a4	Atopi ang arka, ug inigbutang mo sa dingding, pagbilin ug 18 ka pulgada nga gintang gikan sa atop. Himoang tulo ka andana ang arka, ug butangi ug pultahan sa kilid.
0106110070	Palunopan ko ang kalibotan aron malaglag ang tanan nga adunay kinabuhi. Mamatay ang tanan nga anaa sa kalibotan.
010612007d	Apan magbuhat ako ug kasabotan kanimo. Mosulod ka sa arka uban ang imong asawa ug ang imong mga anak uban sa ilang mga asawa.
01061300d5	Pagpasulod usab ug tag-usa ka pares, lalaki ug babaye, sa matag matang sa mga mananap aron mabuhi sila uban kanimo. Moduol kanimo ang duha sa matag matang sa tanang mga mananap nga galupad, naglakaw, ug nagkamang.
0106150057	Pagdala usab sa tanang matang sa pagkaon alang kaninyo ug alang usab sa mga mananap.”
0106160036	Ug gituman ni Noe ang tanan nga gisugo sa Dios kaniya.
01070100a7	Miingon ang Ginoo kang Noe, “Sulod na sa arka uban sa imong tibuok nga pamilya, tungod kay sa tanang mga tawo niining henerasyon, ikaw ra ang nakita ko nga matarong.
0107020080	Pagdala ug pito ka pares sa matag matang sa hinlo nga mananap, apan usa lang ka pares sa matag matang sa dili hinlo nga mananap.
0107030080	Pagdala usab ug pito ka pares sa matag matang sa mananap nga galupad aron dili mawala kining matang sa mga mananap sa kalibotan.
01070400b3	Kay pito ka adlaw gikan karon, paulanan ko ang tibuok kalibotan sulod sa 40 ka adlaw ug 40 ka gabii, aron papason gikan sa kalibotan ang tanan kong gibuhat nga adunay kinabuhi.”
0107050034	Gituman ni Noe ang tanan nga gisugo sa Ginoo kaniya.
0107060047	Nag-edad si Noe ug 600 ka tuig sa dihang miabot ang lunop sa kalibotan.
0107070072	Misulod siya sa arka uban ang iyang asawa ug mga anak uban ang ilang mga asawa aron dili sila mangamatay sa lunop.
0107080089	Sumala sa gisugo sa Dios, gipasulod ni Noe sa arka ang matag pares sa tanang matang sa mananap nga hinlo ug dili hinlo nga miduol kaniya.
01070a0036	Ug paglabay sa pito ka adlaw, gilunopan ang kalibotan.
01070b00a5	Nag-edad niadto si Noe ug 600 ka tuig. Ug sa ika-17 nga adlaw sa ikaduha nga bulan, mibunok ang labihan gayod kakusog nga ulan ug miapaw ang tubig sa tanang tuboran.
01070c003a	Nag-ulan sa kalibotan sulod sa 40 ka adlaw ug 40 ka gabii.
01070d00a5	Sa adlaw mismo nga nagsugod ang ulan, misulod sa arka si Noe ug ang iyang asawa uban sa tulo nila ka mga anak nga sila si Sem, Ham, ug Jafet, ug ang ilang mga asawa.
01070e0053	Kauban usab nila ang tanang matang sa mananap: ang naglakaw, nagkamang, ug galupad.
01070f00a2	Sumala sa gisugo sa Dios kang Noe, gipasulod niya sa arka ang matag pares sa tanang matang sa mananap nga miduol kaniya. Pagkahuman, gisirad-an sa Ginoo ang arka.
0107110066	Nagpadayon pag-ulan sa kalibotan sulod sa 40 ka adlaw. Milawom ang tubig hangtod nga milutaw ang arka.
0107130051	Milawom pa gayod ang tubig hangtod nga nalapawan ang tanang tag-as nga mga bukid,
0107140054	ug milapaw pa gayod ang tubig ug mga 20 ka piye gikan sa tumoy sa kinatas-ang bukid.
01071500a2	Busa nangamatay ang tanan nga adunay kinabuhi: mananap nga tigpanon sa ibabaw sa yuta, mga langgam, mga mananap, ug ang nagkamang sa yuta, ug ang tanang mga tawo.
0107160027	Nangamatay ang tanang adunay gininhawa.
0107170096	Gilaglag sa Dios ang tanang mga tawo ug ang tanang mga mananap sa kalibotan. Si Noe lang ug ang iyang mga kauban sa sulod sa arka ang nahibiling buhi.
010718002e	Gilunopan ang kalibotan sulod sa 150 ka adlaw.
01080100b0	Wala kalimti sa Dios si Noe ug ang tanan nga mga mananap nga kauban niya sulod sa arka. Busa gipahuyop niya ang hangin ibabaw sa kalibotan ug naghinay-hinay ug hubas ang tubig.
0108020038	Gisampongan niya ang mga tuboran ug gipaundang ang ulan.
0108030034	Padayon nga mihubas ang tubig sulod sa 150 ka adlaw.
0108040056	Ug sa ika-17 nga adlaw sa ikapito nga bulan, nahitungtong ang arka sa Bukid sa Ararat.
0108050067	Padayon nga mihubas ang tubig. Ug sa unang adlaw sa ika-10 nga bulan, nakita na ang tumoy sa mga bukid.
0108060046	Paglabay sa 40 pa gayod ka adlaw, giablihan ni Noe ang bintana sa arka
010807005e	ug gibuhian ang usa ka uwak. Mibalik-balik ra ug lupad ang uwak hangtod nga mihubas ang tubig.
0108080058	Unya gibuhian ni Noe ang usa ka salampati aron mahibaloan niya kon mihubas na ang tubig,
01080900dd	apan walay matugdonan ang salampati tungod kay nalukop pa sa tubig ang tibuok kalibotan. Busa mibalik ang salampati kang Noe ngadto sa arka. Gipatugdon ni Noe ang salampati sa iyang kamot ug gisulod kini pagbalik sa arka.
01080a0053	Gipalabay pa ni Noe ang pito ka adlaw ug unya gibuhian niya pag-usab ang salampati.
