2800000007	Matthew
2801190067	but did not know her until she had given birth to her son, the firstborn. And he called His name JESUS.
2802010089	Now after Jesus was born in Bethlehem of Judea, in the days of Herod the king, behold, wise men [magi] from the East came into Jerusalem,
280202007b	saying: “Where is he who has been born King of the Jews? For we saw his star in the East and have come to worship him.”
280203004c	When Herod the king heard it he became agitated, and all Jerusalem with him.
2802040073	And gathering all the chief priests and scribes of the people, he inquired of them where the Christ was to be born.
2802050059	So they said to him: “In Bethlehem of Judea, for thus it stands written by the prophet:
28020600a4	‘And you, Bethlehem, land of Judah, are not at all the least among the rulers of Judah, for out of you will come a Ruler who will shepherd my people Israel.’”
2802070060	Then Herod, calling the wise men secretly, determined from them the time when the star appeared.
28020800bf	And directing them to Bethlehem he said, “When you get there, search carefully for the young child; and should you find him, bring back word to me, so that I also may go and worship him.”
28020900b0	So having heard the king they departed, and there was the star that they had seen in the East! It went before them until it arrived and stopped above where the young Child was.
28020a0044	Now when they saw the star they rejoiced with exceedingly great joy!
28020b00c4	And coming into the house they saw the young Child with Mary His mother, and falling down they worshiped Him; and opening their treasures they presented gifts to Him: gold, frankincense and myrrh.
28020c0074	Then, having been warned in a dream not to return to Herod, they departed for their own country by a different road.
28020d00fe	Now when they had departed, again, an angel of the Lord appeared to Joseph in a dream saying: “Get up, take the young Child and His mother, flee to Egypt and stay there until I tell you; because Herod is about to seek the young Child to destroy Him!”
28020e0055	So he got up and took the young Child and His mother by night and departed for Egypt.
28020f00a3	And he was there until the death of Herod, so that what was spoken by the Lord through the prophet should be fulfilled, namely: “Out of Egypt I called my Son.”
280210010c	Then Herod, when he saw that he had been deceived by the wise men, became very angry, and he sent out and killed all the boys who were in Bethlehem and in all its districts, from two years old and under, according to the time which he had determined from the wise men.
2802110043	Then what was spoken by Jeremiah the prophet was fulfilled, namely:
28021200a5	“A voice was heard in Ramah, lamentation, weeping and great mourning; Rachel weeping for her children and not wanting to be comforted, because they are no more.”
2802130059	Now Herod having died, there, an angel of the Lord appeared in a dream to Joseph in Egypt
2802140092	saying: “Get up, take the young Child and His mother and go into the land of Israel, for those seeking the life of the young Child have died.”
2802150056	So he got up and took the young Child and His mother and went into the land of Israel.
28021600af	But hearing that Archelaus was reigning over Judea instead of his father Herod, he was afraid to go there. And being warned in a dream he proceeded into the region of Galilee.
28021700ba	And upon arriving he settled in a city called Natsareth [Branch-town], so that what was spoken through the prophets should be fulfilled, that He would be called a Natsorean [Branch-man].
280301004e	Now in those days John the Baptizer began preaching in the wilderness of Judea
2803020047	and saying, “Repent, for the kingdom of the heavens has come near!”
28030300a9	For this is he who was referred to by the prophet Isaiah, saying: “A voice crying-out, ‘Prepare in the wilderness the way of the Lord, make His paths straight.’”
2803040085	Now John actually used clothes made from camel's hair and a leather belt around his waist; while his food was locusts and wild honey.
280305004b	Then Jerusalem, all Judea and all the region of the Jordan went out to him,
2803060044	and were being baptized by him in the Jordan, confessing their sins.
280307009c	But seeing many of the Pharisees and Sadducees coming to his baptism, he said to them: “Brood of vipers! Who tipped you off to flee from the coming wrath?
280308002d	Therefore produce fruit worthy of repentance,
28030900a4	and don't even think to say within yourselves, ‘We have Abraham as father,’ for I say to you that God is able to raise up children to Abraham from these stones.
28030a008b	Indeed, already the ax is being laid to the root of the trees. So every tree not producing good fruit is cut down and thrown into the fire.
28030b00aa	“I baptize you with water unto repentance, but the One coming after me is mightier than I, whose sandals I am not worthy to carry. He will baptize you with Holy Spirit.
28030c00b6	His winnowing shovel is in His hand, and He will thoroughly clean out His threshing floor and gather His wheat into the barn; but He will burn up the chaff with unquenchable fire.”
28030d0049	Then Jesus came from Galilee to John at the Jordan to be baptized by him.
28030e0069	But John tried to dissuade Him saying, “I have need to be baptized by You, and You are coming to me?”
28030f008f	But in answer Jesus said to him, “Permit it now, because thus it is appropriate to us to fulfill all righteousness.” Then he permitted Him.
28031000b6	And having been baptized Jesus came up directly from the water, when wow, the heavens were opened to Him, and he saw the Spirit of God coming down like a dove and alighting upon Him.
280311006e	And wow, a Voice from the heavens saying, “This is my Son, the beloved, in whom I am always well pleased!”
2804010052	Then Jesus was led up by the Spirit into the wilderness to be tested by the devil.
2804020047	And having fasted forty days and forty nights, afterward He was hungry.
2804030079	And coming to Him the tempter said, “Since you are the Son of God, command that these stones become loaves of bread.”
2804040081	But in answer He said, “It is written: ‘Man shall not live on bread alone, but by every word coming out of God's mouth.’”
2804050059	Then the devil takes Him into the holy city and sets Him upon the pinnacle of the temple,
28040600e4	and says to Him, “Since you are the Son of God, throw yourself down; for it is written: ‘He will give orders to His angels about you, and they will lift you up on their hands, lest you strike your foot against a stone.’”
2804070058	Jesus said to him, “It is also written: ‘You shall not test the Lord your God!’”
280408006e	Again the devil takes Him to a very high mountain and shows Him all the kingdoms of the world and their glory.
2804090064	And he says to Him, “All these things I will give to you, if You will fall down and worship me.”
28040a008f	Then Jesus says to him: “Get behind me, Satan! For it is written: ‘You shall worship the Lord your God, and Him only shall you serve.’”
28040b004e	Then the devil leaves Him, and then, angels came and began ministering to Him.
28040c004a	Now hearing that John had been put in prison, Jesus departed into Galilee.
28040d007c	And leaving Natsareth behind, He went and took up residence in Capernaum by the sea, in the regions of Zebulun and Naphtali;
28040e004f	so that what was spoken through Isaiah the prophet should be fulfilled, namely:
28040f0063	“Land of Zebulun and land of Naphtali, way of the sea, beyond the Jordan, Galilee of the nations!
280410007e	The people sitting in darkness saw a great light, and upon those sitting in the place and shadow of death light has dawned.”
280411006a	From then on Jesus began to preach and to say, “Repent, for the kingdom of the heavens has come near.”
28041200aa	And walking by the Sea of Galilee He saw two brothers, Simon (the one called Peter) and Andrew his brother, casting a circular net into the sea (for they were fishermen).
2804130048	And He says to them, “Follow me and I will make you fishers of men.”
2804140032	So leaving the nets immediately they followed Him.
28041500b2	And going on from there He saw two other brothers, James (the one of Zebedee) and John his brother, in the boat with Zebedee their father, mending their nets. And He called them.
2804160043	So leaving the boat and their father immediately they followed Him.
28041700a3	Jesus went about all Galilee, teaching in their synagogues and proclaiming the Gospel of the Kingdom, and healing every disease and every illness among the people.
28041800cf	So His fame went throughout all Syria; and they brought to Him all who were sick—suffering with various diseases and torments, and being demonized and being moonstruck, and paralytics—and He healed them.
2804190068	So large crowds followed Him—from Galilee and Decapolis and Jerusalem and Judea and beyond the Jordan.
2805010069	Now seeing the crowds He went up on the mountain, and upon His sitting down His disciples approached Him.
2805020037	And opening His mouth He started teaching them, saying:
280503004c	“Blessed are the poor in spirit, for theirs is the kingdom of the heavens.
2805040038	Blessed are those who mourn, for they will be comforted.
2805050036	Blessed are the meek, for they will inherit the earth.
2805060055	Blessed are those hungering and thirsting for righteousness, for they will be filled.
2805070037	Blessed are the merciful, for they will be shown mercy.
2805080035	Blessed are the pure in heart, for they will see God.
2805090041	Blessed are the peacemakers, for they will be called sons of God.
28050a0071	Blessed are those who have been persecuted on account of righteousness, for theirs is the kingdom of the heavens.
28050b0075	“Blessed are you when they revile and persecute you, and speak all kinds of evil against you, lying, because of Me.
28050c0078	Rejoice and exult, because your reward in the heavens is great, for so they persecuted the prophets who were before you.
28050d00b0	You are the salt of the earth; but if the salt becomes insipid with what will it be salted? It is then good for nothing except to be thrown out and trampled down by the people.
28050e004c	You are the light of the world. A city located upon a hill cannot be hidden.
28050f0077	Nor do they light a lamp and place it under the hamper, but on the lampstand, and it shines on everything in the house.
2805100088	So also let your light shine before the people, so that they may see your good works and may glorify your Father, who is in the heavens.
280511006b	“Do not suppose that I came to destroy the Law or the Prophets; I did not come to destroy but to fulfill.
2805120090	For assuredly I say to you, until heaven and earth pass away, not one iota nor one tittle shall pass away from the Law until everything happens.
28051300ed	Therefore, whoever annuls one of the least of these commandments and teaches that to the people will be called least in the kingdom of the heavens; but whoever does and teaches them, he will be called great in the kingdom of the heavens.
2805140093	For I say to you that unless your righteousness exceeds that of the scribes and Pharisees you will absolutely not enter the kingdom of the heavens!
2805150082	“You have heard that it was said to the ancients, ‘You shall not murder, so whoever murders will be liable to the judgment.’
2805160101	But I say to you that whoever gets angry with his brother without cause will be liable to the judgment. And whoever says to his brother, ‘Numbskull!’ will be liable to the council. But whoever says, ‘You absolute idiot!’ will be liable to hell fire.
280517006e	Therefore, if you bring your gift to the altar and there remember that your brother has something against you,
280518007a	leave your gift there before the altar and go; first be reconciled with your brother and then, returning, offer your gift.
28051900c4	Be agreeable to your adversary quickly, while you are on the way with him, lest the adversary hand you over to the judge, and the judge hand you over to the officer, and you be thrown into prison.
28051a0061	Assuredly I say to you, you will by no means get out of there until you have paid the last penny.
28051b0048	“You have heard that it was said, ‘You shall not commit adultery.’
28051c0074	But I say to you that whoever looks at a woman to lust for her has already committed adultery with her in his heart.
28051d00b7	So if your right eye is causing you to fall, tear it out and throw it away; because it is better for you that one of your members perish than that your whole body be thrown into hell.
28051e00b8	And if your right hand is causing you to fall, cut it off and throw it away; because it is better for you that one of your members perish than that your whole body be thrown into hell.
28051f0058	It was said, ‘Whoever divorces his wife, let him give her a certificate of divorce.’
28052000a8	But I say to you that whoever divorces his wife, except for a case of fornication, causes her to commit adultery, and whoever marries a divorced woman commits adultery.
280521008a	“Again you have heard that it was said to the ancients: ‘You shall not swear falsely, but you shall perform your oaths to the Lord.’
2805220054	But I say to you not to swear at all: neither by heaven, because it is God's throne;
2805230071	nor by the earth, because it is a stool for His feet; nor by Jerusalem, because it is the city of the great King.
2805240052	Nor shall you swear by your head, because you cannot make one hair white or black.
280525006b	But let your word be ‘yes yes’, ‘no no’; for whatever is more than these is from the malignant one.
2805260055	“You have heard that it was said: ‘An eye for an eye, and a tooth for a tooth.’
2805270073	But I say to you not to resist the evildoer; but whoever slaps you on your right cheek, turn the other to him also.
2805280057	“And if someone wants to sue you and take your tunic, let him have the cloak as well.
2805290038	And whoever compels you to go one mile, go with him two.
28052a0055	Give to him who asks you, and do not turn away from him who wants to borrow from you.
28052b005b	“You have heard that it was said: ‘You shall love your neighbor and hate your enemy.’
28052c0095	But I say to you: love your enemies, bless those who curse you, do good to those who hate you, and pray for those who mistreat you and persecute you,
28052d00a1	that you may prove to be sons of your Father in the heavens; for He makes His sun rise on the evil and on the good, and He sends rain on the just and the unjust.
28052e0065	For if you love those who love you, what reward have you? Do not even the tax collectors do the same?
28052f0063	And if you greet only your friends, what are you doing extra? Do not even the tax collectors do so?
2805300048	Therefore, you be perfect just as your Father in the heavens is perfect.
280601009f	“Be careful not to do your charitable giving before the people so as to be seen by them. Otherwise you have no reward from your Father who is in the heavens.
28060200ed	Therefore, whenever you do charitable giving do not sound a trumpet before you, as the hypocrites do in the synagogues and in the streets, so that they may be praised by the people. Assuredly I say to you, they already have their reward.
280603005f	But when you do charitable giving do not let your left hand know what your right hand is doing,
2806040072	so that your charitable giving may be in secret; and your Father who sees in secret will Himself repay you openly.
28060500e4	And whenever you pray do not be like the hypocrites; for they love to pray standing in the synagogues and on the street corners, so that they may be seen by the people. Assuredly I say to you that they already have their reward.
28060600a7	But you, whenever you pray, go into your room, and having shut the door pray to your Father who is in secret; and your Father who sees in secret will repay you openly.
2806070071	“But when you pray do not babble like the heathen; for they think that they will be heard for their many words.
2806080053	So do not be like them, because your Father knows what you need before you ask Him.
2806090060	Therefore, you pray like this: ‘Our Father who is in the heavens, let Your name be reverenced;
28060a004d	let Your kingdom come, let Your will be done, on the earth just as in heaven.
28060b001e	Give us today our daily bread;
28060c0039	and forgive us our debts, as we also forgive our debtors.
28060d008d	And do not bring us into testing, but rescue us from the evil one; because Yours is the kingdom and the power and the glory forever. Amen.’
28060e0057	For if you forgive people their trespasses, your heavenly Father will also forgive you.
28060f0064	But if you do not forgive people their trespasses, neither will your Father forgive your trespasses.
28061000d5	“Also, whenever you fast do not become gloomy like the hypocrites, because they disfigure their faces so that people will notice that they are fasting. Assuredly I say to you that they already have their reward.
2806110036	But when you fast anoint your head and wash your face,
280612008e	so that you do not appear to the people to be fasting, but to your Father who is in secret; and your Father who sees in secret will repay you.
2806130076	“Do not lay up for yourselves treasures on the earth, where moth and rust ruin and where thieves break in and steal;
280614007e	but lay up for yourselves treasures in heaven, where neither moth nor rust ruins and where thieves neither break in nor steal;
280615003d	because where your treasure is there your heart will be also.
2806160063	“The lamp of the body is the eye. So if your eye is sound, your whole body will be full of light.
280617008a	But if your eye is evil, your whole body will be full of darkness. So if the light that is in you is darkness, how great is that darkness!
28061800b1	“No one is able to serve two masters; for either he will hate the one and love the other, or he will be loyal to the one and despise the other. You cannot serve God and money.
28061900c6	Therefore, I say to you not to worry about your life, what you will eat or what you will drink; nor about your body, what you will put on. Is not life more than food and the body more than clothing?
28061a0096	Look at the birds of the air, that they neither sow nor reap nor gather into barns; yet your heavenly Father feeds them. Are you not superior to them?
28061b003e	And which of you can add one cubit to his stature by worrying?
28061c0071	And why do you worry about clothes? Consider the lilies of the field, how they grow; they neither labor nor spin,
28061d005d	and yet I say to you that not even Solomon in all his splendor was arrayed like one of these.
28061e009b	Now if God so clothes the grass of the field, which exists today and tomorrow is thrown into the oven, will He not much more clothe you, you little-faiths?
28061f0072	Therefore do not worry saying, ‘What shall we eat?’ or ‘What shall we drink?’ or ‘What shall we wear?’
2806200068	For the pagans seek all these things, and your heavenly Father knows that you need each of these things.
2806210067	Rather, seek first the kingdom of God and His righteousness, and all these things will be added to you.
280622007d	Therefore do not worry about tomorrow, for tomorrow will worry about its own affairs. Each day has enough trouble of its own.
280701002b	“Do not judge, so that you be not judged.
2807020078	Because with what judgment you judge, you will be judged; and with the measure you use, it will be measured back to you.
2807030064	So why do you look at the speck in your brother's eye but do not consider the plank in your own eye?
2807040076	Or how will you say to your brother, ‘Let me remove the speck from your eye,’ when hey, there is a plank in yours?
280705007f	Hypocrite! First remove the plank from your own eye, and then you will see clearly to remove the speck from your brother's eye.
28070600aa	“A Do not give what is holy to the dogs, B nor cast your pearls before the pigs; B lest they trample them with their feet, and A turning around they tear you to pieces.
280707007a	“Keep asking, and it will be given to you; keep seeking, and you will find; keep knocking, and it will be opened to you.
2807080065	For each one asking, receives; and the one seeking, finds; and to the one knocking it will be opened.
280709004f	Or which man is among you who, if his son asks for bread will give him a stone?
28070a002f	Or if he asks for a fish will give him a snake?
28070b009e	If you then, being evil, know to give good gifts to your children, how much more will your Father who is in the heavens give good things to those who ask Him!
28070c0066	So then, whatever you want people to do to you, do also to them, for this is the Law and the Prophets.
28070d00a0	“Go in through the narrow gate; because wide is the gate and broad is the way which leads away into perdition, and those who are going in through it are many.
28070e006d	How narrow is the gate and confined the way which leads away into life, and those who are finding it are few!
28070f0067	“Beware of false prophets who come to you in sheep's clothing, but inwardly they are ravenous wolves.
2807100065	You will know them by their fruits. Do people gather grapes from thorn bushes, or figs from thistles?
2807110058	Just so, every good tree produces good fruits, but the rotten tree produces evil fruits.
2807120052	A good tree cannot produce evil fruits, nor can a rotten tree produce good fruits.
280713004c	So every tree not producing good fruit is cut down and thrown into the fire.
280714002e	Therefore, you will know them by their fruits.
2807150097	“Not everyone who says to me, ‘Lord, Lord,’ will go into the kingdom of the heavens, but he who does the will of my Father who is in the heavens.
28071600a2	Many will say to me in that day, ‘Lord, Lord, did we not prophesy in Your name, and cast out demons in Your name, and perform many mighty works in Your name?’
2807170069	And then I will declare to them, ‘I never knew you; depart from me you practitioners of lawlessness!’
2807180085	“Therefore whoever hears these words of mine and does them, I will compare him to a prudent man who built his house on the bedrock;
280719008f	and the rain fell, and the rivers rose, and the winds blew and attacked that house; and it did not fall, because it was founded on the bedrock.
28071a0083	But every one who hears these words of mine and does not do them will be compared to a foolish man who built his house on the sand;
28071b007a	and the rain fell, and the rivers rose, and the winds blew and beat on that house; and it fell. And great was its fall!”
28071c0061	And so it was, when Jesus had ended these words, that the crowds were astonished at His teaching,
28071d004b	for He was teaching them as one having authority, and not like the scribes.
2808010041	So when He came down from the mountain large crowds followed Him.
2808020067	And then, a leper came and worshiped Him saying, “Lord, if You are willing, You can make me clean.”
280803007e	So reaching out His hand Jesus touched him, saying, “I am willing; be cleansed!” And immediately his leprosy was cleansed.
2808040097	And Jesus says to him: “See that you tell no one; but go, show yourself to the priest and offer the gift that Moses commanded, as a proof to them.”
2808050042	As He entered Capernaum a centurion came to Him, pleading with Him
2808060058	and saying, “Lord, my servant is lying at home paralyzed, being terribly tormented.”
2808070034	And Jesus says to him, “I will go and heal him.”
2808080093	But in answer the centurion said: “Lord, I am not worthy that you should come under my roof; but only speak a word and my servant will be healed.
28080900c6	For I also am a man under authority, having soldiers under me. And I say to this one, ‘Go,’ and he goes; and to another, ‘Come,’ and he comes; and to my slave, ‘Do this,’ and he does.”
28080a0093	Upon hearing him Jesus marveled, and said to those who were following: “Assuredly I say to you, not even in Israel have I found such great faith!
28080b0081	And I say to you that many will come from east and west and sit down with Abraham, Isaac and Jacob in the kingdom of the heavens;
28080c0086	but the sons of the kingdom will be thrown out into the darkness farthest away. There, there will be weeping and gnashing of teeth.”
28080d008a	Then Jesus said to the centurion, “Go; and let it be done for you just as you believed.” And his servant was healed in that very hour.
28080e0064	Now when Jesus had come into Peter's house, He saw his mother-in-law laid up and burning with fever.
28080f0055	So He touched her hand and the fever left her; and she got up and began to serve Him.
2808100089	And when evening came they brought to Him many who were demonized. And He cast out the spirits with a word, and healed all who were sick,
280811008c	so that what was spoken through Isaiah the prophet should be fulfilled, namely: “He Himself took our infirmities and bore our diseases.”
2808120054	Seeing large crowds around Him Jesus gave an order to depart for the opposite shore.
2808130064	Then a certain scribe approaching said to Him, “Teacher, I will follow you wherever you may go.”
2808140094	So Jesus says to him, “The foxes have dens and the birds of the air have nests, but the Son of the Man does not have where He may lay His head.”
2808150068	Then a different one of the disciples said to Him, “Lord, permit me first to go and bury my father.”
2808160052	But Jesus said to him, “Follow me, and leave the dead to bury their own dead.”
280817003a	Now when He got into the boat, His disciples followed Him.
280818006c	And then—a great tempest arose on the sea, so that the boat was covered by the waves. But He was sleeping.
2808190055	So the disciples came and awakened Him saying, “Lord, save us! We are perishing!”
28081a008d	And He says to them, “Why are you cowardly, you little-faiths?” Then rising He rebuked the winds and the sea, and there was a great calm.
28081b0068	So the men marveled, saying, “What sort of being is this, that even the winds and the sea obey Him?”
28081c00ad	Upon His coming to the other side, to the region of the Gergesenes, two demonized men met Him, coming out from the tombs, very dangerous, so that no one could pass that way.
28081d008c	And then—they cried out saying: “What do you have to do with us, Jesus, Son of God? Have you come here to torment us before the time?”
28081e0043	Now a good way off from them there was a herd of many pigs feeding.
28081f0079	So the demons kept imploring Him saying, “Since you are going to cast us out, permit us to go into the herd of pigs.”
28082000b2	So He said to them, “Go!” And coming out they went off into the herd of pigs. And then—the whole herd of pigs rushed down the steep bank into the sea and died in the water!
280821006c	So the swineherds ran away, and going into the town they told everything, including about the demonized men.
2808220077	And then, the whole town went out to meet with Jesus; and upon seeing Him they begged Him to depart from their borders.
2809010044	So getting into the boat He crossed over and came into His own city.
28090200a6	And then, they came to Him carrying a paralytic lying on a pallet. And seeing their faith Jesus said to the paralytic, “Courage, son; your sins are forgiven you!”
2809030050	But then, some of the scribes said within themselves, “This man blasphemes!”
2809040050	So Jesus, knowing their thoughts, said: “Why do you think evil in your hearts?
2809050059	So which is easier, to say ‘Your sins are forgiven’, or to say ‘Get up and walk’?
28090600bd	But so that you may know that the Son of the Man has authority on the earth to forgive sins”—then He says to the paralytic, “On your feet, pick up your pallet and go to your house!”
2809070027	So he got up and went off to his house.
2809080061	And seeing it the crowds marveled and glorified God, the one giving such authority to the people.
2809090094	And going on from there Jesus saw a man named Matthew sitting at the tax office, and He says to him, “Follow me.” So getting up he followed Him.
28090a00b0	Now it happened, as He was reclining at the table in the house, that many tax collectors and sinners had also come and were reclining at the table with Jesus and His disciples!
28090b0084	Upon seeing this the Pharisees said to His disciples, “Why does your teacher eat and drink with the tax collectors and sinners?”
28090c0070	But Jesus heard it, so He said to them: “Those who are strong do not need a physician, but those who are sick.
28090d0091	But go and learn what this means, ‘I desire mercy and not sacrifice.’ For I did not come to call the righteous, but sinners to repentance.”
28090e0090	Then the disciples of John come to Him saying, “Why is it that we and the Pharisees fast about many things, but your disciples do not fast?”
28090f00cb	So Jesus said to them: “Can the friends of the bridegroom mourn as long as the bridegroom is with them? But the days will come when the bridegroom will be taken away from them, and then they will fast.
2809100085	“And no one puts a patch of unshrunk cloth on an old garment; for the patch pulls away from the garment and the tear becomes worse.
28091100ca	Nor do they put new wine into old wineskins; otherwise the wineskins burst and the wine spills out, and the wineskins will be ruined. But they put new wine into new wineskins, and both are preserved.”
28091200bd	While He was saying these things to them, there he was; a certain ruler came and worshiped Him, saying, “My daughter has just died, but come and lay your hand on her and she will live.”
2809130035	So Jesus got up and followed him, with His disciples.
2809140072	And then—a woman who had been hemorrhaging for twelve years came from behind and touched the hem of His garment.
2809150057	For she kept saying to herself, “If only I may touch His garment I will be healed.”
2809160099	But Jesus, turning around and seeing her, said, “Take courage, daughter; your faith has made you well.” And the woman was healed from that very hour.
280917005d	When Jesus came into the ruler's house and saw the flutists and the crowd making a commotion,
2809180066	He says to them, “Go away, for the girl is not dead, but sleeping.” So they began to ridicule Him.
280919005e	But when the crowd had been put outside, He went in and grasped her hand, and the girl got up.
28091a0033	And the report of this went out into all that land.
28091b0074	As Jesus went on from there two blind men followed Him, crying out and saying, “Have mercy on us, Son of David!”
28091c009e	And arriving in the house, the blind men approached Him; so He says to them, “Do you believe that I am able to do this?” They say to Him, “Yes, Lord.”
28091d0052	Then He touched their eyes saying, “According to your faith let it be to you.”
28091e0064	And their eyes were opened. And Jesus sternly warned them saying, “See to it that no one knows!”
28091f0041	But going out they spread the news about Him in all that country.
2809200048	As they were going out, well, they brought to Him a mute man, demonized.
280921007d	And when the demon was cast out, the mute spoke. And the crowds marveled saying, “Never was it seen like this in Israel!”
280922004d	But the Pharisees said, “He casts out demons by the ruler of the demons.”
28092300ba	Then Jesus went around to all the cities and villages, teaching in their synagogues and preaching the Gospel of the kingdom, and healing every disease and every illness among the people.
2809240082	Seeing the crowds He was moved with compassion for them, because they were harassed and prostrated, like sheep without a shepherd.
280925005a	Then He says to His disciples: “The harvest truly is plentiful, but the workers are few.
280926005b	Therefore pray to the Lord of the harvest that He may send out workers into His harvest.”
280a010092	So summoning His twelve disciples He gave them authority over unclean spirits so as to cast them out, and to heal every disease and every illness.
280a02009b	Now the names of the twelve apostles are these: first Simon (the one called Peter) and Andrew his brother, James (the son of Zebedee) and John his brother,
280a030085	Philip and Bartholomew, Thomas and Matthew (the tax collector), James (the son of Alphaeus) and Lebbaeus (who was surnamed Thaddeus),
280a040041	Simon (the Canaanite) and Judas Iscariot (who also betrayed Him).
280a050092	These twelve Jesus sent out, and commanded them saying: “Do not go off into the road of the Gentiles, and do not enter a city of the Samaritans.
280a060037	But go rather to the lost sheep of the house of Israel.
280a07004e	And as you go, preach, saying, ‘The kingdom of the heavens has come near.’
280a08006a	Heal the sick, cleanse the lepers, cast out demons. You have received free of charge, give free of charge.
280a09003e	Do not provide gold nor silver nor copper in your money belts,
280a0a006f	nor a knapsack for the road, nor two tunics, nor sandals, nor staffs; because the worker is worthy of his food.
280a0b006b	“In whatever city or village you may enter, inquire who in it is worthy, and stay there until you go out.
280a0c0022	Upon entering the house, greet it;
280a0d0077	and should the house be worthy, let your peace come upon it; but should it not be worthy, let your peace return to you.
280a0e007e	And whoever will not receive you nor hear your words, as you go out from that house or city shake off the dust from your feet.
280a0f007f	Assuredly I say to you, it will be more tolerable for the land of Sodom and Gomorrah in the Day of judgment than for that city!
280a10007e	“Now then, I am sending you out like sheep in the midst of wolves. Therefore be prudent like snakes and innocent like doves.
280a110063	But beware of the people, for they will hand you over to councils and flog you in their synagogues.
280a12006f	And you will be brought before governors and even kings for my sake, as a testimony to them and to the nations.
280a13008f	But whenever they hand you over, do not worry about how or what you will speak, for it will be given to you in that hour what you should speak;
280a14004d	for it is not you who speak, but the Spirit of your Father who speaks in you.
280a15008f	“Furthermore, brother will hand over brother to death, and a father a child, and children will rise up against parents and put them to death.
280a160067	And you will be hated by all for my name's sake; but the one enduring to the end, he will be delivered.
280a1700b6	But whenever they persecute you in this city, flee to another. For assuredly I say to you, you will certainly not go through all the cities of Israel before the Son of the Man comes.
280a180042	A disciple is not above his teacher, nor a slave above his master.
280a1900c1	It is enough for a disciple that he become like his teacher, and a slave like his master. Since they have stigmatized the master of the house as Beelzebul, how much more those of his household!
280a1a0075	So do not fear them; because there is nothing concealed that will not be revealed, and secret that will not be known.
280a1b006a	“What I tell you in the dark, say in the light; and what you hear in the ear, proclaim on the housetops.
280a1c0094	And do not be afraid of those who kill the body but cannot kill the soul. But rather fear the One who is able to destroy both soul and body in Hell.
280a1d0077	Are not two sparrows sold for a copper coin? Yet not one of them will fall to the ground apart from your Father's will.
280a1e0031	Why even the hairs of your head are all numbered!
280a1f0042	Therefore do not be afraid; you are worth more than many sparrows.
280a20007c	“Now then, everyone who will confess me before the people, I will also confess him before my Father who is in the heavens.
280a21006a	But whoever should deny me before the people, I will also deny him before my Father who is in the heavens.
280a220066	“Do not suppose that I came to bring peace on the earth. I did not come to bring peace, but a sword.
280a23007f	For I came to set a man against his father, and a daughter against her mother, and a daughter-in-law against her mother-in-law;
280a240037	and a man's enemies will be those of his own household.
280a2500a5	“The one who is more devoted to father or mother than to me is not worthy of me, and the one who is more devoted to son or daughter than to me is not worthy of me;
280a26004e	and he who does not take up his cross and follow after me is not worthy of me.
280a270068	The one ‘finding’ his life will lose it, and the one ‘losing’ his life for my sake will find it.
