0100000007	Genesis
01020900df	The Lord God made all kinds of trees grow in the garden, beautiful trees and trees producing fruit that's good to eat. The tree of life was in the middle of the garden, along with the tree of the knowledge of good and evil.
01020a0059	A river flowed out from Eden to water the garden. From there it split into four branches.
01020b006c	The first branch was called the Pishon and it flowed through the whole land of Havilah, where gold is found.
01020c0050	(The gold from that land is pure. Bdellium and onyx stone are also found there.)
01020d0054	The second branch was called the Gihon and it flowed through the whole land of Cush.
01020e007c	The third branch was called the Tigris and it flowed east of the city of Asshur. The fourth branch was called the Euphrates.
01020f004f	The Lord God put the man in the Garden of Eden to cultivate it and care for it.
0102100056	The Lord God ordered Adam, “You are free to eat fruit from every tree in the garden,
0102110080	but you must not eat from the tree of the knowledge of good and evil, because the day you eat from it you are certain to die.”
010212007b	Then the Lord God said, “It's not good for Adam to be alone. I will make someone to help him, someone that's like him.”
01021300ac	The Lord God used the ground to make all the wild animals, and all the birds. He took them all to Adam to see what he would call them, and Adam named every living creature.
0102140087	Adam gave names to all the livestock, all the birds, and all the wild animals. But Adam didn't find anyone like him who could help him.
010215009d	So the Lord God put Adam into a deep sleep and as he slept the Lord God removed one of Adam's ribs and closed up the place where he took it with body tissue.
0102160059	The Lord God made a woman, using the rib he'd taken from Adam, and presented her to Adam.
010217008f	“Finally!” said Adam. “Here is bone from my bone and flesh from my flesh. She shall be called woman, because she was taken out of man.”
010218006e	This is the reason a man leaves his father and mother and is joined to his wife, and the two become one being.
010219004d	Adam and his wife Eve were both naked, but they weren't embarrassed about it.
01030100ba	The serpent was more cunning than any of the other wild animals that the Lord God had made. He asked Eve, “Did God really say that you can't eat fruit from every tree in the garden?”
0103020084	Eve replied to the serpent, “We can eat from the trees in the garden, but not the fruit from the tree in the middle of the garden.
010303005d	God told us, ‘You mustn't eat from that tree, or even touch it, otherwise you'll die.’”
0103040034	“You certainly won't die,” the serpent told Eve.
010305009b	“It's because God knows that as soon as you eat it, you'll see things differently, and you'll be like God, knowing both what is good and what is evil.”
01030600f3	Eve saw that the fruit of the tree appeared good to eat. It looked very attractive. She really wanted it so she could become wise. So she took some of its fruit and ate it, and she gave some to her husband, who was with her, and he ate it too.
0103070083	Immediately they saw everything differently and realized they were naked. So they sewed fig leaves together to cover themselves up.
01030800b1	Later they heard the Lord walking in the garden in the evening when the breeze was blowing. Adam and Eve went and hid out of sight of the Lord God among the trees of the garden.
0103090035	The Lord God called out to Adam, “Where are you?”
01030a0063	“I heard you walking in the garden and I was afraid because I was naked, so I hid,” he replied.
01030b0077	“Who told you that you were naked?” asked the Lord God. “Did you eat fruit from the tree I ordered you not to?”
01030c0063	“It was the woman you gave me who gave me the fruit from the tree, and I ate it,” Adam replied.
01030d0071	The Lord God asked Eve, “Why have you done this?” “The serpent tricked me, and so I ate it,” she replied.
01030e00bb	Then the Lord God told the serpent, “Because of what you've done, you are cursed more than any of the other animals. You will slide along on your belly and eat dust as long as you live.
01030f009f	I will make sure you and your children, and the woman and her children, are enemies. One of her children will crush your head, and you will strike his heel.”
01031000b4	He told Eve, “I will make pregnancy much more difficult, and giving birth will be very painful. However, you will still desire your husband, but he will have control over you.”
010311010f	He told Adam, “Because you did what your wife told you, and ate fruit from the tree after I ordered you, ‘Don't eat fruit from this tree,’ the ground is now cursed because of you. You will have to work painfully hard to grow food from it throughout your whole life.
010312004f	It will grow thorns and thistles for you, and you will have to eat wild plants.
0103130095	You will have to sweat to grow enough food to eat until you die and return to the ground. For you were made from dust and you will return to dust.”
010314004e	Adam named his wife Eve, because she was to be the mother of all human beings.
010315004a	The Lord God made Adam and Eve clothes from animal skins and dressed them.
01031600d8	Then the Lord God observed, “Look, the human beings have become like one of us, knowing both what is good and what is evil. Now if they take the fruit from the tree of life and eat it, then they'll live forever!”
0103170076	So the Lord God expelled them from the Garden of Eden. He sent Adam to cultivate the ground from which he'd been made.
01031800b8	After he drove them out, the Lord God placed on the east side of the Garden of Eden angels and a sword that flashed in every direction. They were to prevent access to the tree of life.
0104010085	Adam slept with his wife Eve and she became pregnant. She gave birth to Cain, and said, “With the Lord's help I have made a man.”
010402005f	Later she gave birth to his brother Abel. Abel became a shepherd, while Cain was a crop farmer.
0104030056	Sometime later Cain brought some of the produce he'd grown as an offering to the Lord.
0104040099	Abel also brought an offering: the firstborn lambs of his flock, selecting the very best parts to offer. The Lord was pleased with Abel and his offering,
0104050069	but he wasn't pleased with Cain and his offering, which made Cain very angry and he frowned in annoyance.
010406004b	The Lord said to Cain, “Why are you so angry? Why do you look so annoyed?
01040700f0	If you were doing what's right, then you'd be looking happy. But if you don't do what's right, then sin will be like an animal crouching outside your home, ready to pounce on you. It wants to have you, but you must be the one in control.”
0104080080	Later, when Cain was talking with his brother Abel they went out into the fields where Cain attacked his brother and killed him.
010409008e	“Where is your brother Abel?” the Lord asked Cain. “How should I know?” he replied. “Am I supposed to be my brother's care-giver?”
01040a0066	“What have you done?” the Lord asked. “Your brother's blood is crying out to me from the ground.
01040b0061	Consequently you are more cursed than the ground because you soaked it with your brother's blood.
01040c007c	When you cultivate the ground, it won't produce crops for you. You'll be always on the run, wandering all over the earth.”
01040d003a	“My punishment is more than I can take,” Cain replied.
01040e00e6	“Look! You're driving me away right now—cursing the ground and banishing me from your presence. I'm going to have to hide and always be on the run, left to wander all over the earth. Anyone who finds me is going to kill me!”
01040f00af	But the Lord replied, “No, Cain. Anyone who kills you will be punished seven times over.” The Lord placed a mark on Cain so that no one who came across him would kill him.
0104100055	So Cain left the Lord's presence and went to live in a land called Nod, east of Eden.
0104110097	Cain slept with his wife and she became pregnant. She had a son named Enoch. At that time Cain was building a town, so he named it after his son Enoch.
010412008c	Enoch had a son named Irad. Irad was the father of Mehujael, Mehujael was the father of Methushael, and Methushael was the father of Lamech.
0104130054	Lamech married two women. The first was named Adah, and the second was named Zillah.
010414005c	Adah had a son named Jabal. He was the father of those who live in tents and have livestock.
0104150064	He had a brother named Jubal; he was the father of all those who play stringed and wind instruments.
01041600a5	Zillah also had a son. He was named Tubal-cain and he was a blacksmith, making different kinds of tools out of bronze and iron. Tubal-cain's sister was named Naamah.
01041700d0	At one time Lamech told his wives, “Adah and Zillah, listen to me. You wives of Lamech, pay attention to what I have to say. I killed a man because he wounded me; I killed a young man because he injured me.
0104180098	If the sentence for killing Cain was to be punished seven times over, then if someone kills me, Lamech, the punishment should be seventy-seven times.”
01041900a1	Adam slept with his wife again, and she had a son and named him Seth, explaining that, “God has given me another child to replace Abel, the one Cain killed.”
01041a0060	Later Seth had a son named Enosh, because at that time people began to worship the Lord by name.
0105010065	This is the record of Adam's descendants. When God created human beings, he made them to be like him.
0105020069	He created them male and female, and blessed them. On the day he created them he called them “human.”
010503005b	When Adam was 130, he had a son who was like him, made in his image; and he named him Seth.
0105040053	Adam lived another 800 years after Seth was born, and had other sons and daughters.
0105050032	Adam lived a total of 930 years, and then he died.
0105060020	When Seth was 105, he had Enosh.
0105070054	Seth lived another 807 years after Enosh was born, and had other sons and daughters.
0105080032	Seth lived a total of 912 years, and then he died.
0105090020	When Enosh was 90, he had Kenan.
01050a0055	Enosh lived another 815 years after Kenan was born, and had other sons and daughters.
01050b0033	Enosh lived a total of 905 years, and then he died.
01050c0024	When Kenan was 70, he had Mehalalel.
01050d0059	Kenan lived another 840 years after Mehalalel was born, and had other sons and daughters.
01050e0033	Kenan lived a total of 910 years, and then he died.
01050f0024	When Mahalalel was 65, he had Jared.
0105100059	After Jared was born, Mahalalel lived another 830 years and had other sons and daughters.
0105110037	Mahalalel lived a total of 895 years, and then he died.
0105120021	When Jared was 162, he had Enoch.
010513004d	After Enoch was born, Jared lived 800 years and had other sons and daughters.
0105140033	Jared lived a total of 962 years, and then he died.
0105150025	When Enoch was 65, he had Methuselah.
0105160080	He had a close relationship with God. After Methuselah was born, Enoch lived another 300 years and had other sons and daughters.
0105170021	Enoch lived a total of 365 years.
0105180074	Enoch had such a close relationship with God that he didn't die, he just wasn't there anymore, because God took him.
0105190027	When Methuselah was 187, he had Lamech.
01051a005b	After Lamech was born, Methuselah lived another 782 years and had other sons and daughters.
01051b0038	Methuselah lived a total of 969 years, and then he died.
01051c0022	When Lamech was 182, he had a son.
01051d00a8	He named him Noah, with the explanation, “He will provide relief for us from all the hard manual labor we need to do in cultivating the ground the Lord has cursed.”
01051e0055	After Noah was born, Lamech lived another 595 years and had other sons and daughters.
01051f0034	Lamech lived a total of 777 years, and then he died.
0105200032	Noah was 500 before he had Shem, Ham, and Japheth.
0106010062	People started to increase in number and spread out across the earth. Daughters were born to them,
0106020062	and the sons of God saw that these women were beautiful, and they took whichever ones they wanted.
01060300a1	Then the Lord said, “My life-giving Spirit will not remain in these people forever, because they are only mortal. The time they have left will be 120 years.”
01060400d1	There were giants on earth in those days, and also later on. They were born after the sons of God slept with the daughters of these people. Their sons became the great warriors and famous men of ancient times.
0106050076	The Lord saw how terribly evil people on earth had become—every single thought in their minds was evil all the time!
0106060067	The Lord was sorry he'd made human beings to live on the earth; it made him very sad to think about it.
01060700d3	So the Lord said, “I'm going to wipe out these people I created from the earth, and not only them but also the animals, the creatures that run along the ground, and the birds, because I'm sorry I made them.”
0106080023	But the Lord was pleased with Noah.
010609009e	This is the story of Noah and his family. Noah was a man of integrity, living a moral life among the people of his time. He had a close relationship with God.
01060a002c	Noah had three sons: Shem, Ham, and Japheth.
01060b0053	God saw how corrupt the whole world had become, full of violent and lawless people.
01060c0062	God recognized that the corruption in the world was due to everyone on earth living corrupt lives.
01060d00b2	So God told Noah, “I have decided to put an end to all people on earth because they are all violent and lawless. I myself am going to destroy all of them, along with the earth.
01060e0067	Build an ark out of cypress wood. Make rooms inside the ark, and coat it with tar, both inside and out.
01060f0063	This is how to build it: the ark is to measure 300 cubits long, 50 cubits wide, and 30 cubits high.
01061000a5	Make a roof for the ark, leaving a cubit-wide opening between the roof and the top of the sides. Put a door in the side of the ark, and construct three decks inside.
010611008c	I myself am going to flood the earth with water that will destroy everything that breathes. Every living thing everywhere on earth will die.
010612007b	But I will keep my agreement with you. You are to go into the ark, taking with you your wife and your sons and their wives.
0106130065	Take a pair, male and female, of every kind of animal into the ark and make sure you keep them alive.
01061400a1	The same applies to every kind of bird, livestock, and the creatures that run along the ground—a pair of every kind will come to you so they can be kept alive.
0106150060	Take all kinds of food with you too. Store it so you and the animals will have enough to eat.”
010616002c	Noah did exactly what God ordered him to do.
01070100a1	The Lord told Noah, “Go into the ark with all your family. I have seen how you are a man of integrity, living a moral life among the people of this generation.
010702008a	Take with you seven pairs, male and female, of every kind of clean animal, and one pair, male and female, of every kind of unclean animal.
010703007c	In addition take seven pairs, male and female, of all the birds, so their different kinds will survive throughout the earth.
010704009a	In seven days I'm going to make it rain for forty days and nights. I'm going to wipe out from the surface of the earth all the living creatures I made.”
0107050031	Noah did exactly what the Lord ordered him to do.
0107060035	Noah was 600 when the flood waters covered the earth.
0107070064	Noah went into the ark, taking with him his wife and his sons and their wives, because of the flood.
010708004a	Clean and unclean animals, birds, and creatures that run along the ground,
010709005c	went into the ark with Noah. They came in pairs, male and female, just as God had told Noah.
01070a0036	After seven days the floodwaters swept over the earth.
01070b009a	Noah was 600 when on the seventeenth day of the second month all the subterranean waters burst through the earth, and heavy rain poured down from the sky.
01070c003e	Rain continued to fall on the earth for forty days and nights.
01070d0086	That was the actual day when Noah, his wife, and their sons, Shem, Ham, and Japheth together with their three wives went into the ark.
01070e0081	They had with them every kind of wild animals, livestock, creatures that run along the ground, and birds—everything with wings.
01070f0051	They all came into the ark with Noah in pairs—every living thing that breathes.
010710006c	A male and a female of every creature entered, as God had told Noah. Then the Lord shut the door behind him.
0107110059	The flood increased for forty days, lifting the ark so that it floated up from the earth.
010712006b	The floodwaters surged and grew deeper and deeper over the earth, but the ark floated along on the surface.
010713006d	Finally the water grew so deep that even the highest mountains were covered—all that could be seen was sky.
010714004f	The water rose so much that it was higher than the mountains by fifteen cubits.
0107150082	Everything living on earth died—the birds, livestock, wild animals, all creatures that run along the ground, and all the people.
0107160027	Everything on land that breathed, died.
01071700b6	The Lord wiped out all life on earth—people, livestock, creatures that run along the ground, and birds. All were killed. The only ones left were Noah and those with him on the ark.
0107180028	The earth remained flooded for 150 days.
01080100ac	But God hadn't forgotten about Noah and all the wild animals and livestock with him in the ark. God sent a wind to blow over the earth, and the floodwaters started to drop.
010802004c	The subterranean waters were closed off, and the heavy rainfall was stopped.
0108030072	The floodwaters steadily receded from the earth. They had gone down so much that by 150 days after the flood began
0108040067	the ark grounded on the mountains of Ararat. This happened on the seventeenth day of the seventh month.
010805006d	The waters continued to drop so that by the first day of the tenth month the tops of mountains could be seen.
010806003d	Forty days later Noah opened the window he'd made in the ark,
0108070057	and sent a raven out. It flew back and forth until the water on the earth had dried up.
0108080057	Then he sent a dove out to see if the waters had gone down enough to expose dry ground.
01080900d6	But the dove couldn't find anywhere to land. So it came back to Noah in the ark because water was still covering the whole earth. He reached out his hand, picked up the dove, and took it back into the ark with him.
01080a0046	He waited another seven days and sent the dove out from the ark again.
01080b0095	When it came back to him in the evening it had a freshly-picked olive leaf in its beak, so Noah knew the floodwaters were mainly gone from the earth.
01080c0066	Again he waited another seven days and sent the dove out again, but this time it didn't return to him.
01080d00b1	By now Noah was 601, and by the first day of the first month, the floodwaters on the earth were gone. Noah pulled back the ark's covering and saw that the ground was drying out.
01080e0040	By the twenty-seventh day of the second month the earth was dry.
01080f0013	Then God told Noah,
010810003f	“Leave the ark, you and your wife, your sons and their wives.
01081100a2	Let all the animals go—the birds, the wild animals, the creatures that run along the ground—so that they can breed and increase their numbers on the earth.”
010812003d	So Noah and his wife, his sons and their wives, left the ark.
0108130094	All the animals, all the creatures that run along the ground, all the birds—everything that lives on land—also left, each kind leaving together.
010814005c	Noah built an altar, and sacrificed some of the clean animals and birds as a burnt offering.
01081500f6	The Lord accepted the sacrifice, and said to himself, “I won't ever again curse the ground because of human beings, even though every single thought in their minds is evil from childhood. I won't ever destroy all life again as I have just done.
0108160081	As long as the earth exists, seedtime and harvest, cold and heat, summer and winter, day and night, will never come to an end.”
0109010066	God blessed Noah and his sons, and told them, “Reproduce, increase, and spread throughout the earth!
01090200aa	All animals will be very afraid of you—this includes all the birds, all the creatures that run along the ground, and all the fish in the sea. You are in charge of them.
0109030057	Every living creature that moves will be food for you, as well as all the green plants.
0109040033	But do not eat meat with the lifeblood still in it.
010905008c	If your blood is shed by any animal, I will call it to account; and if your blood is shed by any person, I will call that person to account.
010906007c	Whoever sheds the blood of a human being will have their blood shed by human beings. For God made human beings in his image.
0109070050	Reproduce, increase, and spread throughout the earth—have many descendants!”
0109080038	Then God told Noah and his sons who were there with him,
0109090041	“Listen, I'm making my agreement with you and your descendants,
01090a0095	and with all the animals around you—the birds, the livestock, and all the wild animals of the earth—every animal that accompanied you on the ark.
01090b0097	In my agreement I'm promising you that I won't ever again destroy all life by means of a flood—there won't be a destructive flood like this again.”
01090c00b0	Then God said, “I'm going to give you a sign to confirm the agreement I'm making between me and you and all living creatures, an agreement that will last for all generations.
01090d0074	I've placed my rainbow in the clouds, and this will be the sign of my agreement with you and with all life on earth.
01090e0043	Whenever I make clouds form over the earth and the rainbow appears,
01090f008a	it will remind me of my agreement between me and you and every kind of living creature that floodwaters won't ever again destroy all life.
010910009d	I will see the rainbow in the clouds and it will remind me of the eternal agreement between God and every kind of living creature that lives on the earth.”
010911006e	Then God told Noah, “This is the sign of the agreement I'm making between me and every creature on earth.”
0109120061	Noah's sons who left the ark were Shem, Ham, and Japheth. (Ham was the father of the Canaanites.)
0109130059	All the people who are spread over the world are descended from these three sons of Noah.
010914004c	Noah started to cultivate the ground as a farmer, and he planted a vineyard.
0109150057	He drank some of the wine he'd produced, got drunk, and fell asleep in his tent, naked.
010916006e	Ham, the father of Canaan, saw his father's private parts and went and told his two brothers who were outside.
01091700d7	Shem and Japheth picked up a cloak and, holding it over their shoulders, walked in backwards and covered up their father's privates. They made sure to look the other way so they wouldn't see their father's privates.
0109180057	When Noah woke up from his drunken sleep, he discovered what his youngest son had done,
0109190066	and said, “May Canaan be cursed! He will be the lowest kind of slave and will serve his brothers!”
01091a005e	Then Noah continued, “May the Lord be blessed, the God of Shem, and may Canaan be his slave.
01091b009f	May God give Japtheth plenty of space to accommodate his many descendants, and may they live at peace among Shem's people, and may Canaan also be his slave.”
01091c0031	Noah lived for another 350 years after the flood.
01091d0032	Noah lived a total of 950 years, and then he died.
010a01007a	The following are the genealogies of the sons of Noah: Shem, Ham, and Japheth. They had sons born to them after the flood.
010a02004b	The sons of Japheth: Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras.
010a030033	The sons of Gomer: Ashkenaz, Riphath, and Togarmah.
010a04003a	The sons of Javan: Elishah, Tarshish, Kittim, and Dodanim.
010a0500a4	The descendants of these ancestors spread throughout the coastal areas, each group having their own language, with their families developing into different nations.
010a060030	The sons of Ham: Cush, Mizraim, Put, and Canaan.
010a070062	The sons of Cush: Seba, Havilah, Sabtah, Raamah, and Sabteca. The sons of Raamah: Sheba and Dedan.
010a080054	Cush was also the father of Nimrod, who set himself up as the first tyrant on earth.
010a09008e	He was a powerful fighter who defied the Lord; which is why there's the expression, “Like Nimrod, a powerful fighter who defied the Lord.”
010a0a0066	His kingdom began in the cities of Babel, Erech, Akkad, and Calneh, all located in the land of Shinar.
010a0b0055	From there he moved into Assyria and built the cities of Nineveh, Rehoboth-Ir, Calah,
010a0c0042	and Resen, which lies between Nineveh and the great city of Calah.
010a0d0054	Mizraim was the father of the Ludites, the Anamites, the Lehabites, the Naphtuhites,
010a0e0054	the Pathrusites, the Casluhites, and the Caphtorites (ancestors of the Philistines).
010a0f0043	Canaan was the father of Sidon, his firstborn, and of the Hittites,
010a10002d	the Jebusites, the Amorites, the Girgashites,
010a110026	the Hivites, the Arkites, the Sinites,
010a120057	the Arvadites, the Zemarites, and the Hamathites. Later the Canaanite tribes spread out
010a1300a7	and the territory of the Canaanites stretched from Sidon towards Gerar and all the way to Gaza, then towards Sodom, Gomorrah, Admah, and Zeboiim, all the way to Lasha.
010a140053	These were the sons of Ham according to their tribes, languages, lands, and nation.
010a150066	Shem, whose older brother was Japheth, also had sons. Shem was the forefather of all the sons of Eber.
010a160038	The sons of Shem: Elam, Asshur, Arphaxad, Lud, and Aram.
010a17002c	The sons of Aram: Uz, Hul, Gether, and Mash.
010a180041	Arphaxad was the father of Shelah. Shelah was the father of Eber.
010a190076	Eber had two sons. One was named Peleg, because in his time the earth was divided; the name of his brother was Joktan.
010a1a003e	Joktan was the father of Almodad, Sheleph, Hazarmaveth, Jerah,
010a1b0016	Hadoram, Uzal, Diklah,
010a1c0015	Obal, Abimael, Sheba,
010a1d0039	Ophir, Havilah, and Jobab. These were all sons of Joktan.
010a1e0056	They lived in the land lying between Mesha to Sephar, in the hill country to the east.
010a1f0056	These were the sons of Shem, according to their tribes, languages, lands, and nations.
010a2000ca	These were all the tribes descended from Noah's sons, according to their genealogies and national groups. From these ancestors the different nations of the earth spread around the world after the flood.
010b01005a	At that time the whole world spoke just one language and used words with the same meaning.
010b020057	As they moved east they discovered a plain in the land of Shinar so they settled there.
010b030097	They said to one another, “Come on, let's make some bricks and bake them with fire.” (They used brick instead of stone, and tar instead of cement).
010b0400c5	Then they said, “Now let's build a city for ourselves with a tower whose top reaches the heavens. That way we'll gain a great reputation and we won't end up being scattered all over the world.”
010b05005e	But the Lord came down to take a look at the city and the tower that the people were building.
010b0600dc	The Lord said, “Look! These people are united and they all speak one language. If this is what they can do now when they're just getting started, nothing will be impossible for them when they all put their minds to it!
010b07008a	We need to go down and mix up their language and make it confused so they won't be able to understand what they're saying to one other.”
010b08006d	The Lord sent them away from there and scattered them all over the world, and they gave up building the city.
010b090059	That's why it was called Babel, because the Lord made the language of the world confused.
010b0a006f	The following is the genealogy of Shem. When Shem was 100, he had Arphaxad. This was two years after the flood.
010b0b0056	Shem lived another 500 years after Arphaxad was born and had other sons and daughters.
010b0c0024	When Arphaxad was 35, he had Shelah.
010b0d0058	Arphaxad lived another 403 years after Shelah was born and had other sons and daughters.
010b0e0020	When Shelah was 30, he had Eber.
010b0f0054	Shelah lived another 403 years after Eber was born and had other sons and daughters.
010b10001f	When Eber was 34, he had Peleg.
010b110053	Eber lived another 430 years after Peleg was born and had other sons and daughters.
010b12001e	When Peleg was 30, he had Reu.
010b130052	Peleg lived another 209 years after Reu was born and had other sons and daughters.
010b14001e	When Reu was 32, he had Serug.
010b150052	Reu lived another 207 years after Serug was born and had other sons and daughters.
010b160020	When Serug was 30, he had Nahor.
010b170054	Serug lived another 200 years after Nahor was born and had other sons and daughters.
010b180020	When Nahor was 29, he had Terah.
010b190054	Nahor lived another 119 years after Terah was born and had other sons and daughters.
010b1a0032	When Terah was 70, he had Abram, Nahor, and Haran.
010b1b0076	The following is the genealogy of Terah. Terah was the father of Abram, Nahor, and Haran. Haran was the father of Lot.
010b1c006c	However, Haran died while his father, Terah, was still alive, in Ur of the Chaldeans, the land of his birth.
010b1d00b0	Abram and Nahor both got married. Abram's wife was named Sarai, and Nahor's wife was named Milcah. (She was the daughter of Haran, who was the father of both Milcah and Iscah).
010b1e003c	Sarai wasn't able to become pregnant and so had no children.
010b1f00e5	Terah took his son Abram, his grandson Lot (who was the son of Haran), his daughter-in-law Sarai (the wife of his son Abram), and left Ur of the Chaldeans to move to the land of Canaan. They got as far as Haran and settled there.
010b20002c	Terah lived for 205 years and died in Haran.
010c01007b	The Lord told Abram, “Leave your country, your relatives, your family home, and travel to the land I'm going to show you.
010c020098	I will make you the ancestor of a great nation and I will bless you. I will make sure you have a great reputation and that you are a blessing to others.
010c030075	I will bless those who bless you; I will curse those who curse you. Everyone on earth will be blessed through you.”
010c040068	So Abram left following the Lord's instructions, and Lot went with him. Abram was 75 when he left Haran.
010c0500cb	With him went his wife Sarai, his nephew Lot, together with all the possessions they had collected and the people that had joined them in Haran. They left for the land of Canaan. When they arrived there,
010c060099	Abram traveled on through the land as far as a place called Shechem, stopping at the oak tree of Moreh. At that time the land was occupied by Canaanites.
010c0700b6	The Lord appeared to Abram and said, “I'm going to give this land to your descendants.” So Abram built an altar to the Lord there because that was where the Lord appeared to him.
010c0800ac	Then he moved on to the hill country east of Bethel and set up camp there. Bethel was to the west and Ai to the east. He built an altar to the Lord there and worshiped him.
010c090039	After that he went on his way, heading towards the Negev.
010c0a007a	But the land had been hit by famine. So Abram continued on to Egypt, planning to live there because the famine was so bad.
010c0b0084	As he approached Egypt and was about to cross the border, he said to his wife Sarai, “Look, I know what a beautiful woman you are.
010c0c005f	When the Egyptians see you, they'll say, ‘She's his wife,’ and they'll kill me but not you!
010c0d006f	Tell them you're my sister so I'll be treated well because of you, and my life will be spared for your sake.”
010c0e004a	When Abram arrived in Egypt, the people there saw how beautiful Sarai was.
010c0f0088	Pharaoh's officials also noticed and spoke positively about her to Pharaoh. So Sarai was taken to his palace to become one of his wives.
010c100091	Pharaoh treated Abram well because of her, giving him sheep and cattle, male donkeys, male servants, female servants, female donkeys, and camels.
010c110079	But the Lord caused Pharaoh and the people in his palace to suffer from terrible diseases because of Sarai, Abram's wife.
010c12007d	So Pharaoh ordered Abram brought to him and said, “What have you done to me? Why didn't you tell me that she was your wife?
010c130082	Why did you say, ‘She's my sister,’ and let me take her to become one of my wives? So here's your wife! Take her and leave!”
010c14007f	Pharaoh ordered his guards to expel him and his wife from the country, along with everyone with them and all their possessions.
010d010081	So Abram left Egypt and went back into the Negev along with Sarai, Lot, and everyone with them, as well as all their possessions.
010d020058	Abram was very rich, having many herds of livestock and a great deal of silver and gold.
010d030076	He left the Negev and traveled in stages to Bethel, back to the place where he'd camped before, between Bethel and Ai.
010d040060	This was where he'd first built an altar. He worshiped the Lord there as he had done previously.
010d05004a	Lot, who was traveling with Abram, also had many flocks, herds, and tents,
010d060082	so much so that the available land couldn't support both of them—they had so much livestock they couldn't stay together anymore.
010d070081	Abram's and Lot's herdsmen were arguing, and in addition the Canaanites and Perizzites were also living in the land at that time.
010d080075	So Abram said to Lot, “Please don't let's have arguments between us, or between our herdsmen, because we're family.
010d0900c3	You see all this land that's available right in front of you? We have to split up. If you choose to go to the left, I'll go to the right. If you choose to go to the right, I'll go to the left.”
010d0a00c9	Lot looked over the whole Jordan valley towards Zoar, and saw that it was well-watered, looking like the Garden of Eden, like the land of Egypt. (This was before the Lord destroyed Sodom and Gomorrah.)
010d0b005a	So Lot chose the whole Jordan valley and went east, and the two separated from each other.
