2800000006	Matayo
2802090097	Wekubindaho kumtegeeza seuta, awo wamanyi wa ntoondo wakahauka, wakaongweewa na ida ntoondo wekuiyonayo awio da zua adi hantu hada hekuwaho yuda mwana,
28020a0044	Wenye umanyi wekuonaho ida ntoondo igooka nawo wakawa na nyemi muno.
28020b00d0	Wakengia mda nyumbani, wakamwona yuda mwana hamwe na Malia mami yakwe wakakinta mavindi, wakamvika. Naho wakavugua sanduku na kulavya funge zao, zahabu na ubani na mzigi kwaajii ya wana wekwetangwao manemane.
28020c0061	Ivyo wakauya mwe si yao kwa sia ntuhu, kwaviya Muungu nee kawahaza mwe sozi wasekuuya kwa Helode.
28020d0101	Wamanyi wa ntoondo wekuhaukaho mndima wa uko uwanga kwa Muungu wa Zumbe akamuawiiya Yusufu mwe sozi akagombeka, “Hauke, mdoe mwana hamwe na mami yakwe mnyiikie Misili. Mwekae uko adi nendaho nikugombeke vituhu, kwaviya Helode aondeza kumkoma uyu mwana.”
28020e0057	Ivyo, Yusufu akenuka, akamdoa mwana hamwe na mami yakwe wakahauka na kio akaita Misili.
28020f0099	Akekaa uko hadi Helode ekuuyaho na nyuma mbui iyo igosoka inga ekwambavyo Zumbe kwa sia ya muoni wakwe iiganie, “Khimwetanga mwanangu kulawa Misili.”
2802100106	Helode ekumanyaho wada wamanyi wa ntoondo wamtiiya akakimwa muno. Akaagiiya wana wose wa kigosi wa mzi wa Betilehemu na mizi yose yekuwayo hehi yakwe, kuvokea mwana wa msi umwe adi myaka miidi wakomwe. Bada ya kumanya mbui izo kulawa kwa wada wamanyi wa ntoondo.
280211003e	Nee yekuiganiaho mbui yekugombekwayo kwa sia ya muoni Yelemia,
2802120084	“Mgutio wa ndio na mabwaimbo vitegeezeka uko Lama. Laheli awaiiya wana wakwe, Nahodu khakunda kugewa moyo kwaviya wose wakomwa.”
280213006a	Helode ekuuyaho na nyuma mndima wa uko uwanga kwa Muungu wa Zumbe akamuawiiya Yusufu mwe sozi kuda Misili,
2802140096	akamwamba, “Enuka! Mdoe mwana hamwe na mami yakwe, uuye vituhu mwe si ya Isilaeli kwaviya wada wekukundao kumkoma mwana uyo khawana ugima vituhu.”
2802150054	Naho Yusufu ekwenukaho, akamdoa mwana hamwe na mami yakwe akauya mwe si ya Isilaeli.
28021600b4	Akini Yusufu ekusikiaho kuwa Alikelao mwanawe da Helode nekawa seuta wa si ya Yudea hantu hatati yakwe akaogoha kuita uko. Naho bada ya kuemezwa mwe sozi akaita phande za Galilaya,
280217008f	akasamia mwe mzi wetangwao Nazaleti. Nee ivyo yekuiganiavyo mbui zekugombekwazo kwa sia ya Waoni wa Muungu, “Endaetangwe mntu wa Nazaleti.”
280301004c	Misi ziya Yohana Mbatiiza keza akibiikia mwe nyika ya Uyahudi na akigombeka,
280302005b	“Mhitukieni Muungu na mbade mavigaviga yenu kwamana useuta wa uwanga kwa Muungu uhehi.”
280303009d	Yohana uyu ni yuda mwekutamwiiwaye na muoni Isaya ekwambaho, “Mgutio wa mntu wetanga mwenyika ‘Mgosoeyani Zumbe sia yakwe Nyooshani myemboko yakwe.’”
2803040087	Yohana nee kavaa gwanda dekufumwado kwa mazoya ya mnyama etangwae ngamia na mkwiji wa babu mwe kigudi. Khande yakwe neiwa sige na woki.
2803050082	Naho wantu wakamtimia kulawa mzi wa Yelusalemu, na phande zose za Uyahudi na mizi ya khandakhanda ya zigizigi da mazi da Yolodani.
280306004f	Nawo wakagombeka mavigaviga yao na kubatiizwa mwe zigizigi da mazi da Yolodani.
2803070099	Akini ekuwaonaho Mafalisayo na Masadukayo wangi wamwezea wakunda kubatiizwa, nee awamba, “Nywie uvyazi wa nyoka! Nindai mwekuwahaza mguuke maya yezayo?
280308006a	Naho oneshani kwa ntendwa zenu kuwa mumhitukia Muungu na kubada mavigaviga inga mti uvyaao matunda matana.
2803090095	Naho msekumamakhanya mwe mioyo yenu na kweamba tinae tate ni Ibulahimu. Kwaviya nawamba kwei Muungu adaha kuyagosoa maiwe aya yawe wana wa Ibulahimu.
28030a0071	Na hoya diikwa kae mwe mazindo ya miti ivyo kia mti wesaokuvyaa matunda matana wendausengwe na kwasigwa mwe moto.
28030b00d7	Mie nawabatiiza kwa mazi kwaviya mhituka na kubada mavigaviga. Akini mwe mgongo wangu eza yee mwenye udaho kusima miye, ambae khikundigwa katu kwenua sabana zakwe. Yee enda awabatiize kwa Muye wa Muungu na kwa moto.
28030c0091	Ana kiheo mwe mkono wakwe, nae endaahagie hantu ha kuhetea, na kukusanya ubosi wakwe na kuuika mwe taa na mafusi endaayoke moto wesaokukomeka.”
28030d0072	Naho kisingi icho Yesu akalawa mzi wa Galilaya akabua mwe zigizigi da mazi da Yolodani akamtimia Yohana ambatiize.
28030e006e	Akini Yohana akaemea akamba, “Mie asa nemkundigwa nibatiizwe na weye, na weye weza aha hangu nikubatiize!”
28030f0087	Yesu akamtambaisa, “Eka iwe ivyo isasa, kwaajii inu nee vyeivyo tikundigwavyo kugosoa yada akundayo Muungu. Aho Yohana akazumiiya.”
280310008e	Yesu ekubindaho kubatiizwa akalawa mwe mazi, uwanga kwa Muungu kukavuguka nae akoona Muye wa Muungu ukaseeya inga sua na kugooka uwanga yakwe.
280311006a	Naho mgutio kulawa uwanga kwa Muungu ukagombeka, “Uyu nee mwanangu nimkundisae, anieteaye nyemi khuu.”
2804010049	Naho Yesu akegalwa na Muye wa Muungu adi he kiwawe na kugeezwa na ibiisi.
280402005c	Bada ya kwekaa misi makumi mane kwehiniza kuda kio na musi na kisiikizi akaumwa ni saa muno.
280403006b	Aho mgeeza akamwezea, na akamgombeka, “Ukawa wee ni Mwana wa Muungu yaagiiye maiwe aya yawe mabumunda.”
280404008a	Yesu akamtambaisa, “Iyandikwa mwe Maandiko ya Muungu, ‘Mntu khadaha kwekaa du kwa mabumunda, Iya kwa kia mbui agombekayo Muungu.’”
280405005d	Naho ibiisi akamdoa adi Yelusalemu mzi wa Muungu akamuika uwanga ya mnaa wa Nyumba ya Muungu,
28040600e5	akamwamba, “Ikawa wee ni Mwana wa Muungu, etambike asi kwaviya iyandikwa mwe Maandiko ya Muungu ‘Muungu endaawaagiiye wandima wakwe wa uko uwanga weze, Wendawakudoe mwe mikono yao, Usekweza kweumiza muundi wako mwe iwe.’”
2804070064	Yesu akatambaisa, “Naho iyandikwa mwe Maandiko ya Muungu, ‘Usekumgeeza Zumbe, Muungu yako.’”
2804080062	Naho Ibiisi akamdoa adi uwanga ya muima wekulehao, akamwonyesha seuta zose za inusi na ukuu wakwe.
280409004e	Akamwamba, “Ivi vyose nendanikwekhe inga ukanikintia mavindi na kunivika.”
28040a008c	Aho Yesu akamwamba, “Hauke ibiisi! Iyandikwa mwe Maandiko ya Muungu ‘Wendaumvikie Zumbe Muungu yako na kumgosoeya ndima yee ikedu!’”
28040b0054	Aho, ibiisi akambada, na wandima wa uwanga uko kwa Muungu wakamwezea na kumwambiiza.
28040c004d	Yesu ekusikiaho Yohana Mbatiiza kagewa mwe kifungo akaita mwe si ya Galilaya.
28040d008d	Yesu khekwekaa Nazaleti iya kaita kwekaa Kapelinaumu mzi wekuwao hehi na tondoo da mazi da Galilaya mwe miyaka ya si ya Zabuloni na Nafutali.
28040e003b	Iganie ida mbui ya uwoni wa muoni Isaya inga ikugombekavyo.
28040f0087	“Si ya Zabuloni na si ya Nafutali Kwe sia ya kwembokea tondoo da mazi phande ya Yolodani na Galilaya si ya wantu wesawokuwa Wayahudi!
2804100073	Wantu wada wekwekaao mwe kiza. Wauona ung'ao mkuu. Naho wekwekaao mwe si ya kiza na kuogoha ufe, Ung'azi uwezea.”
280411008a	Kuvokea kisingi icho, Yesu akavoka kubiikia akagombeka, “Hitukani na mbade mavigaviga yenu kwamana useuta wa uwanga kwa Muungu uhehi.”
28041200e8	Kisingi Yesu ekuwaho enda khandakhanda ya tondoo da mazi da Galilaya neawaona wandugu waidi walowa samaki, Simoni etangwae Petulo na Andulea ekuwaye nduguye, newawa wakazitambika nyavu zao mwe mazimshindo kwaviya wowo newawa walowa.
2804130071	Naho Yesu akawamba, “Nitongeani na miye nendaniwagosoe nywie mnietee wantu inga walowa waetavyo samaki kaya.”
2804140028	Aho wakazibada nyavu zao na wakamtongea.
28041500ac	Ekuitaho hemeso, akawaona wandugu watuhu waidi Yakobo na Yohana wana wa Zebedayo. Awo newawa mwe ngaawa hamwe na tati yao Zebedayo nee wakagosoa nyavu zao. Yesu akawetanga,
280416003c	ahoaho wakaibada ngaawa hamwe na tati yao, wakamtongea Yesu.
28041700c5	Yesu nekawa akaita kia hantu mwe mzi wa Galilaya, uku akahinya mwe nyumba ya kukintania Wayahudi na kuwaabiikia Mbui Yedi za Useuta wa Muungu na kuhonya kia mbai ya matamu yose wekuwayo nayo wantu.
28041800a4	Mbui zakwe zikaambazwa phande zose za si yose ya Siliya. Wekutozwao na matamu mbaimbai na suuba na wenye mazaiko na wagwao mtwi na wekuhooawo, naye Yesu akawahonya.
2804190098	Mazumwezumwe makuu ya wantu kulawa mzi wa Galilaya na mzi wa Dekapoli na Yelusalemu na Yudea na phande ya Zigizigi da mazi da Yolodani wose wakamtongea.
280501005b	Yesu ekuyaonaho mazumwezumwe ya wantu akakwea kwe muima akekaa. Wahina wakwe nao wakambasa,
2805020016	nae akavoka kuwahinya.
280503007b	“Wenda wawe na nyemi wada wantu wamanyao kuwa wamkunda Muungu mwe wekazi wao, Mana useuta wa uwanga uko kwa Muungu ni wao
2805040044	Wenda wawe na nyemi wada wekuwao na hovu, Mana awo wenda wahongezwe.
2805050063	Wenda wawe na nyemi wada wahuhusi, Mana wendawahokee si ambayo Muungu ekuwaikiayo kiaga endaawekhe.
280506005e	Wenda wawe na nyemi wada wenye saa na khiu ya kugosoa akundavyo Muungu, Kwaviya wenda weguswe.
2805070042	Wenda wawe na nyemi wada wenye mbazi, Kwaviya wenda wafiiwe mbazi.
280508004c	Wenda wawe na nyemi wada wenao moyo mtana, Kwaviya awo wenda wamwone Muungu.
2805090054	Wenda wawe na nyemi wada waetao uivanisi, Kwaviya awo wenda wetangwe wana wa Muungu.
28050a007e	Wenda wawe na nyemi wada wasuumizwao kwaajii ya kugosoa viya akundavyo Muungu, Kwaviya Useuta wa uwanga uko kwa Muungu ni wao.
28050b008a	“Mwenda muwe na nyemi nywinywi wantu wendaho wawabee na kuwasuumiza na kuwagombeka ya ufyaimi wa mbai yoyose kwa uhokho kwaajii ya miye.
28050c0092	Muwe na nyemi muno kwaviya funge yenu ni khuu uko uwanga kwa Muungu. Ivyo nee wekuwasuumizavyo waoni wa Muungu wekuwaaho kisingi khamzati kuwaaho.
28050d008d	“Nywie ni munyu wa inusi. Akini munyu ukaza umwiiye wakwe khaidahika vituhu kuvuza umwiiye wakwe, iya kwasigwa chongoi na kujatwa ni wantu.
28050e004f	“Nywie ni ung'azi wa inusi! Mzi wekuzengwao uwanga ya muima khaudaha kwefisa.
28050f008a	Naho wantu khawawasha taa na kuigubika na nyungu iya waiika uwanga ya kintu cha kuikia taa iyo, ili iwamuikie wantu wose weumo mwe nyumba.
2805100078	Viyaviya mng'ao wenu na uwamuike wantu, naho waone ntendwa zenu ntana, wamtogoe Tati yenu ekuwaye uwanga uko kwa Muungu.
2805110057	“Msekumamakhanya sheza kuiyusa miko ya Musa na mahinyo ya waoni iya ncheza kuiganiza.
2805120093	Kwaviya nawamba kwei, adi aho mbingu na inusi zendazemboke, khahana katu hata hantu ekuwaho hadodo he miko ya Musa yendayoiyuswe adi yose yaiganie.
28051300d0	Naho mntu yoyose mwendaabade kutongea na kuwahinya wantu ivyo, endaetangwe mdodo muno mwe Useuta wa uwanga kwa Muungu, iya mntu azigosoae na kuzihinya, uyo endaetangwe mkuu mwe Useuta wa Uwanga uko kwa Muungu
28051400bb	Nawagombeka, mwakundigwa muitongee vyedi muno miko ya Muungu kusima viya wekugosoavyo wahinyi wa miko ya Musa na Mafalisayo, ama khivyo khamna mwengie mwe Useuta wa uwanga uko kwa Muungu.
2805150063	“Mtegeeza wantu waaho kae wekwembigwavyo, ‘Usekukoma! Na mntu yoyose endaeakome endaaamuiwe.’
28051600cc	Akini miye nawamba, yoyose amkimae nduguye wa kigosi hambu wakivyee akundigwa aamuiwe. Na ambae ambea nduguye endaegalwe he mkonga. Amwetangae nduguye, ‘Mhezi’ akundigwa engie mwe moto wesao kukomeka.
280517004c	Ukegaa malavyo yako uwanga ya ingo na ahoaho ukamanya khamwevana na nduguyo,
280518005d	bada malavyo yako he meso ya ingo, na uwite ukevane na nduguyo, nee uuye ulavye malavyo yako.
28051900b8	“Evana na mmasa yako kinyio kisingi mke siai hamwe nae uku mwaita he mkonga, uyo mmasa yako asekweza akakubuza kwa muamua nae muamua akakwekhia kwa maasikai na kugewa mwe kifungo.”
28051a003b	Kwa kwei nakwamba khunaulawe umo adi uihe hea ya kisikiizi.
28051b003e	“Mtegeeza kuwa wantu nee wembigwa, ‘Usekugosoa ukianga.’
28051c0061	Akini miye nawamba, endaeamkauwe mvyee kwa kumtamiiya endaawe kagosoa nae ukianga mwe moyo wakwe.
28051d00a5	Ziso dako da kuume dikakutenda ugosoe mavigaviga diuse ukadase hae. Ni ebae kwaza kimamo kimwe cha mwii wako kusima mwii wako wose utambikwe mwe moto wesao kukomeka.
28051e00b5	Na inga mkono wako wa kuume ukakutenda ugosoe mavigaviga usenge na uwase hae. Ni ebae hako kwaza kimamo kimwe cha mwii wako, kusima mwii wako wose utambikwe mwe moto wesao kukomeka.
28051f0060	“Naho igombekwa kuwa, ‘Mgosi yoyose ambadae mkaziwe, akundigwa amwekhe bauwa ya kubadana.’
28052000ed	Akini miye nawamba mgosi yoyose khakundigwa kumbada mkaziwe kwa masa yoyose, iya kwa mbui ya ukianga du, akini ambadae mkaziwe kwa masa yoyose amtenda mkaziwe awe mkianga na mgosi yoyose endaeamtegue yuda mvyee mwekubadwa agosoa ukianga.
2805210072	“Naho mtegeeza wekwembigwavyo wantu wa kae kuwa, ‘Inga ukaika kiaga chako kwa Muungu wakundigwa ukiiganize.’
2805220071	Iya miye nawamba mwesekuaha katu iwe uwanga kwa Muungu, kwaviya uwanga kwa Muungu ni kigoda cha Useuta wa Muungu,
2805230077	naho msekuahia inusi, kwaviya nee hantu hakwe Muungu hakuikia miundi, naho kwa Yelusalemu kwaviya ni mzi wa Seuta Mkuu.
280524005f	Naho usekuaha kwa mtwi wako kwaviya khudaha kugosoa hata fii mwenga iwe size hambu yekung'aayo.
280525007c	Ukagombeka, ‘Eehe, naiwe eehe’ Na ukagombeka, ‘Khio kwei naiwe khio.’ Chochose kitendesacho chalawa kwa yuda ibiisi.
280526003e	“Mtegeeza nee igombekwa, ‘Ziso kwa ziso, zino kwa zino.’
2805270079	Iya miye nawamba, usekuiha masa kwa mntu ekukugosoeaye mafyaimi. Mntu akakutoa kofi funda da kuume, mhituiye na dakumoso.
280528005a	Mntu akundae kukwegaa mwe mkonga na kukunda kukudoeya shati dako mbadie adoe na koti dako.
2805290050	Mntu akakushuutiza kwenua fuushi dakwe kilomita mwenga, wee wenue kilomita mbii.
28052a0039	Akuombezae mwekhe, akundae kukuazima kintu usekumuemeeya.
28052b0050	“Mtegeeza kuwa nee igombekwa, ‘mkundise mmbuya wako na umkime mmasa yako.’
28052c0050	Akini miye nawamba, wakundiseni wamasa wenu na kuwavika wada wawasuumizao nywie,
28052d00de	ili mdahe kuwa wana wa tati yenu mwe uko uwanga kwa Muungu kwaviya yee aditenda zua diwekhe mng'ao wakwe kwa wantu wafyaimi na wantu wedi, na viyaviya fua yanya kwa wantu wamkundisao Muungu na wantu wesaokumkundisa Muungu.
28052e006d	Mkawakundisa du wada wawakundisao ivi mwendamwekhigwe kintu yani? Kwaviya watozao ushuu nao wagosoa ivyoivyo!
28052f0090	Inga mkasagua kugosoa yedi kwa wambuya wenu du ivi muwatendesa watuhu kintu chani? Kwaviya ata wantu wesao kummanya Muungu nao wagosoa ivyoivyo!
2805300063	Naho mwesekuhungukiwa na kintu chochose inga Tati yenu wa uwanga kwa Muungu ambavyo khekuhungukiwa.
2806010094	“Ekauweni mwesekugosoa inga wakundavyo wantu, ili wawatogoe. Kwaviya mkagosoa inga ivyo khamnampate funge kwa Tati yenu mwe uko uwanga kwa Muungu.
28060200b7	“Ivyo muwaambizavyo wakiwa, mwesekweambaza kwa wantu, inga wahokho wagosoavyo mwe nyumba zakukintania Wayahudi na siai ili wantu wawatogoe. Kwei nawagombeka, awo wekhigwa kae funge.
2806030042	Akini wee umuambizavyo mkiwa gosoa ivyo na mntu yoyose asekumanya.
2806040040	Umuambiize mtu kwesiho mntu kumanya na Muungu endaakwekhe funge.
28060500b4	“Mvikaho msekugosoa inga wahokho, wowo wakunda kuvika wakawa wagooka mwe nyumba ya kuvika wayahudi na mwe sia phanda ili wantu wawakauwe. Kwei nawamba awo wekhigwa kae funge dao.
280606007d	Akini wee uvikaho engia gati kwako vugaa uvi, naho umvike Tati yako esae kuoneka. Nae Tati yako aonae sii, endaakwekhe funge.
28060700a9	“Naho mvikaho, mwesekutamwiiya ntamwiizi zesazo kuwa na mana inga wantu wesao kummanya Muungu, kwaviya wowo wamamakhanya wendawategeezwe kwa ntamwiizi zao kuwa nyingi.
2806080055	Naho mwesekuigana nao kwaviya Tati yenu amanya muyakundayo kabla khamzati kumwombeza.
2806090061	Naho ivi nemkundigwavyo kuvika, ‘Tati yetu mwe uko uwanga kwa Muungu, Zina dako ditogolwe muno.
28060a0056	Useuta wako weze. Yada ukundayo yagosoke uko uwanga kwako Muungu na yagosoke mwe inusi
28060b001b	Utekhe khande yetu kia msi.
28060c003b	Utiekee masa yetu Inga swiswi tiwaekeavyo masa wamasa wetu.
28060d0083	Usekutigea mwe mageezo Akini utihonye na ibiisi kwaviya Useuta niwako na udaho na ukuu hata misi zose zesazo na kisiikizi. Pepa.’
28060e0061	“Kwaviya mkawaekea wantu masa yao na Tati yenu wa uko uwanga kwa Muungu endaawaekee na nywinywi
28060f004f	Naho mkesekuwaekea wantu masa yao na Tati yenu khanaawaekee nywinywi masa yenu.
28061000ba	“Mwehinizaho kuda khande, mwesekugosoa inga wabakha, wehituao kuwa wenye hovu na kunyafuisa vyeni vyao, ili wantu wawaone kuwa wehiniza kuda khande. Kwei nawamba wapata kae funge zawo.
280611004d	Akini mwehinizaho kuda, esiseni mavuta mwe mitwi yenu na kusunta vyeni vyenu,
2806120088	ili kwehiniza kwenu kuda kwesekumanyika na wantu watuhu, iya Tati yenu ekaae hantu hasii, nae Tati yenu aonae sii endaawekhe funge zenu.
2806130057	“Mwesekweikia kiikizo hanu he inusi ambaho sondo na kutu, na wabavi wengia na kubawa.
2806140079	Eikieni kiikizo uko uwanga kwa Muungu ambaho sondo na kutu khawadaha kubananga na wabavi khawadaha kuita kutua na kubawa.
280615003b	Kwaviya hada cheiho kiikizo chako nee wendahouwe moyo wako.
2806160052	“Ziso ni taa ya mwii. Inga ziso dako ni gima mwii wako wose wendauwe mwe mng'ao.
280617008f	Akini ikawa ziso dako khio gima mwii wako wose wendauwe mwe kiza. Naho mng'ao wekuwao umo mwako ukawa kiza, umanye icho kiza ni chakutisa muno.
28061800ab	“Khahana mntu adahae kuwagosoeya ndima mazumbe waidi, kwaviya enda amgosoee ndima vitana zumbe yumwe na kumbea mtuhu. Khamdaha kumkundisa Muungu hamwe na vintu vingi.”
28061900a7	“Ivyo nawamba, msekuwa na matumatu uwanga ya khande na vidomeo hambu mii yenu mvaeni, kwaviya kwekaa kwenu khakukauwiiya khande du na mii yenu khaikauwiiya magwanda.
28061a00a0	Wakauweni wadege wa uwanga khawahanda na khawabonda na khawana khande mwe taa dodose. Hata ivyo Tati yenu wa uwanga awaisa. Tambe nywie khamna yombe kusima aho?
28061b004c	Nindai gatigati yenu mwenye maatu muno adaha kweongeza msi wa kwekaa kwakwe?
28061c0080	“Kwambwai mwepisha kwaajii ya magwanda? Kauweni maua ya mzituni yatamavyo, khayagosoa ndima wala khayegosweeya magwanda yakwe.
28061d0068	Iya nawamba hata seuta Selemani mwenye na vintu vyakwe vyose khekuwahi kuvikwa vitana inga uwa dimweaho.
28061e009d	Naho ikawa Muungu ayavika ivi mani ya mwe minda ambayo ivyeo yaaho na kioi yasigwa mwe moto, Nywie wantu wenye uzumizi mdodo namba nywie enda awagosoee muno?
28061f0054	“Aho msekuwa na matumatu, ‘Tendatideni? Tendatidomee mbwai? Tendativae mbwai?’
2806200073	Kwaviya ayo yose yaondezwa na wantu wesaokummanya Muungu. Tate yenu wa uwanga amanya ati mwakunda vintu ivyo vyose.
280621006a	Naho vokani kuuondeza Useuta wakwe, na kwekaa viya akundavyo Muungu na ayo yose mwendamwekhigwe na ngeeko.
2806220053	Naho msekuwa na matumatu ya kioi, kwaviya kioi ina yakwe. Kiya msi ina suuba yakwe.
2807010037	“Msekuwaamwiiya watuhu, msekweza na nywie mkaamwiiwa.
2807020088	Kwaviya mwendavyomuwaamwiiye watuhu nee ivyo na nywie mwendavyomuamwiiwe, na kihimo kiakia muhimiacho watuhu nee icho mwendachomuhimiwe.
280703004e	Kwambwai waona kibasi mwe ziso da nduguyo na ahoaho khuona basi mwe ziso dako?
2807040081	Hambu wadaha viivihi kumwamba nduguyo ‘Mwaya eka nikuuse iki kibasi mwe ziso dako kisingi wee mwenye una basi mwe ziso dako?’
2807050069	Mhokho wee usa basi deumo mwe ziso dako naho ndiho wendaho udahe vitana kuusa kibasi mwe ziso da nduguyo.
2807060095	“Msekuwekha makui vintu vya vyekuikwavyo kwajii ya Muungu wasekweza wakahituka na kuwakwacha naho msekuwawasia nguuwe lulu zenu wasekweza kuzijata.
2807070065	“Ombezani nanywi mwendamwekhigwe, na ondezani nanywi mwendampate na ukon'te uvi na mwenda mvuguiwe.
2807080051	Kwaviya mntu yoyose aombezae ekhigwa na aondezae apata na akon'tae uvi avugwiiwa.
2807090041	Tambe kuna yumweaho mwanawe akamwombeza bumunda enda amwekhe iwe?
28070a002b	Hambu akamwombeza samaki endaamwekhe mdudu?
28070b009f	Ikawa ninywi wenye mavigaviga mwamanya kuwekha wana wenu vintu vitana, haika Tati yenu mwe uwanga kwa Muungu endaawekhe vintu vitana muno kwa wada wamuombezao.
28070c007e	“Yoyose mkundayo wantu wawagosoee na nywie muwagosoee inga ivyo. Kwaviya inu nee miko ya Musa na mahinyo ya waoni wa Muungu.
28070d0092	“Engiani kwa kwembokea uvi msisii, kwaviya sia iitayo umo mwe ubanasi ni phana, na sia ya kwengiiya umo ni phana, na wembokeao sia iyo ni wangi.
