0100000007	Genesis
01020a006e	And a river went out of the place of pleasure to water paradise, which from thence is divided into four heads.
01020b0068	The name of the one is Phison: that is it which compasseth all the land of Hevilath, where gold groweth.
01020c0054	And the gold of that land is very good: there is found bdellium, and the onyx stone.
01020d0063	And the name of the second river is Gehon: the same is it that compasseth all the land of Ethiopia.
01020e0076	And the name of the third river is Tigris: the same passeth along by the Assyrians. And the fourth river is Euphrates.
01020f0062	And the Lord God took man, and put him into the paradise of pleasure, to dress it, and to keep it.
0102100047	And he commanded him, saying: Of every tree of paradise thou shalt eat:
0102110089	But of the tree of knowledge of good and evil, thou shalt not eat. For in what day soever thou shalt eat of it, thou shalt die the death.
0102120064	And the Lord God said: It is not good for man to be alone: let us make him a help like unto himself.
01021300e5	And the Lord God having formed out of the ground all the beasts of the earth, and all the fowls of the air, brought them to Adam to see what he would call them: for whatsoever Adam called any living creature the same is its name.
01021400a5	And Adam called all the beasts by their names, and all the fowls of the air, and all the cattle of the field: but for Adam there was not found a helper like himself.
0102150080	Then the Lord God cast a deep sleep upon Adam: and when he was fast asleep, he took one of his ribs, and filled up flesh for it.
010216005d	And the Lord God built the rib which he took from Adam into a woman: and brought her to Adam.
0102170080	And Adam said: This now is bone of my bones, and flesh of my flesh; she shall be called woman, because she was taken out of man.
0102180070	Wherefore a man shall leave father and mother, and shall cleave to his wife: and they shall be two in one flesh.
010219004a	And they were both naked: to wit, Adam and his wife: and were not ashamed.
01030100c9	Now the serpent was more subtle than any of the beasts of the earth which the Lord God had made. And he said to the woman: Why hath God commanded you, that you should not eat of every tree of paradise?
010302005d	And the woman answered him, saying: Of the fruit of the trees that are in paradise we do eat:
01030300a3	But of the fruit of the tree which is in the midst of paradise, God hath commanded us that we should not eat; and that we should not touch it, lest perhaps we die.
0103040043	And the serpent said to the woman: No, you shall not die the death.
010305008c	For God doth know that in what day soever you shall eat thereof, your eyes shall be opened: and you shall be as Gods, knowing good and evil.
01030600b5	And the woman saw that the tree was good to eat, and fair to the eyes, and delightful to behold: and she took of the fruit thereof, and did eat, and gave to her husband who did eat.
0103070092	And the eyes of them both were opened: and when they perceived themselves to be naked, they sewed together fig leaves, and made themselves aprons.
01030800b5	And when they heard the voice of the Lord God walking in paradise at the afternoon air, Adam and his wife hid themselves from the face of the Lord God, amidst the trees of paradise.
010309003e	And the Lord God called Adam, and said to him: Where art thou?
01030a0064	And he said: I heard thy voice in paradise; and I was afraid, because I was naked, and I hid myself.
01030b009a	And he said to him: And who hath told thee that thou wast naked, but that thou hast eaten of the tree whereof I commanded thee that thou shouldst not eat?
01030c0065	And Adam said: The woman, whom thou gavest me to be my companion, gave me of the tree, and I did eat.
01030d0076	And the Lord God said to the woman: Why hast thou done this? And she answered: The serpent deceived me, and I did eat.
01030e00d5	And the Lord God said to the serpent: Because thou hast done this thing, thou art cursed among all cattle, and beasts of the earth: upon thy breast shalt thou go, and earth shalt thou eat all the days of thy life.
01030f008d	I will put enmities between thee and the woman, and thy seed and her seed: she shall crush thy head, and thou shalt lie in wait for her heel.
01031000cc	To the woman also he said: I will multiply thy sorrows, and thy conceptions: in sorrow shalt thou bring forth children, and thou shalt be under thy husband’s power, and he shall have dominion over thee.
0103110102	And to Adam he said: Because thou hast hearkened to the voice of thy wife, and hast eaten of the tree, whereof I commanded thee that thou shouldst not eat, cursed is the earth in thy work; with labour and toil shalt thou eat thereof all the days of thy life.
010312005c	Thorns and thistles shall it bring forth to thee; and thou shalt eat the herbs of the earth.
010313009e	In the sweat of thy face shalt thou eat bread till thou return to the earth, out of which thou wast taken: for dust thou art, and into dust thou shalt return.
0103140057	And Adam called the name of his wife Eve: because she was the mother of all the living.
0103150051	And the Lord God made for Adam and his wife, garments of skins, and clothed them.
01031600ba	And he said: Behold Adam is become as one of us, knowing good and evil: now, therefore, lest perhaps he put forth his hand, and take also of the tree of life, and eat, and live for ever.
0103170065	And the Lord God sent him out of the paradise of pleasure, to till the earth from which he was taken.
0103180098	And he cast out Adam; and placed before the paradise of pleasure Cherubims, and a flaming sword, turning every way, to keep the way of the tree of life.
010401006a	And Adam knew Eve his wife: who conceived and brought forth Cain, saying: I have gotten a man through God.
010402005d	And again she brought forth his brother Abel. And Abel was a shepherd, and Cain a husbandman.
0104030066	And it came to pass after many days, that Cain offered, of the fruits of the earth, gifts to the Lord.
010404007b	Abel also offered of the firstlings of his flock, and of their fat: and the Lord had respect to Abel, and to his offerings.
010405006a	But to Cain and his offerings he had no respect: and Cain was exceedingly angry, and his countenance fell.
0104060050	And the Lord said to him: Why art thou angry? and why is thy countenance fallen?
01040700b4	If thou do well, shalt thou not receive? but if ill, shall not sin forthwith be present at the door? but the lust thereof shall be under thee, and thou shalt have dominion over it.
0104080090	And Cain said to Abel his brother: Let us go forth abroad. And when they were in the field, Cain rose up against his brother Abel, and slew him.
010409006e	And the Lord said to Cain: Where is thy brother Abel? And he answered, I know not: am I my brother’s keeper?
01040a0068	And he said to him: What hast thou done? the voice of thy brother’s blood crieth to me from the earth.
01040b0083	Now, therefore, cursed shalt thou be upon the earth, which hath opened her mouth and received the blood of thy brother at thy hand.
01040c0076	When thou shalt till it, it shall not yield to thee its fruit: a fugitive and a vagabond shalt thou be upon the earth.
01040d0051	And Cain said to the Lord: My iniquity is greater than that I may deserve pardon.
01040e00d3	Behold thou dost cast me out this day from the face of the earth, and I shall be hidden from thy face, and I shall be a vagabond and a fugitive on the earth: every one, therefore, that findeth me, shall kill me.
01040f00be	And the Lord said to him: No, it shall not be so: but whosoever shall kill Cain, shall be punished sevenfold. And the Lord set a mark upon Cain, that whosoever found him should not kill him.
010410006c	And Cain went out from the face of the Lord, and dwelt as a fugitive on the earth, at the east side of Eden.
0104110094	And Cain knew his wife, and she conceived, and brought forth Henoch: and he built a city, and called the name thereof by the name of his son Henoch.
0104120067	And Henoch begot Irad, and Irad begot Maviael, and Maviael begot Mathusael, and Mathusael begot Lamech:
0104130051	Who took two wives: the name of the one was Ada, and the name of the other Sella.
010414005b	And Ada brought forth Jabel: who was the father of such as dwell in tents, and of herdsmen.
0104150065	And his brother’s name was Jubal; he was the father of them that play upon the harp and the organs.
010416008c	Sella also brought forth Tubalcain, who was a hammerer and artificer in every work of brass and iron. And the sister of Tubalcain was Noema.
01041700ba	And Lamech said to his wives Ada and Sella: Hear my voice, ye wives of Lamech, hearken to my speech: for I have slain a man to the wounding of myself, and a stripling to my own bruising.
0104180054	Sevenfold vengeance shall be taken for Cain: but for Lamech seventy times sevenfold.
0104190096	Adam also knew his wife again: and she brought forth a son, and called his name Seth, saying: God hath given me another seed, for Abel whom Cain slew.
01041a0067	But to Seth also was born a son, whom he called Enos; this man began to call upon the name of the Lord.
0105010070	This is the book of the generation of Adam. In the day that God created man, he made him to the likeness of God.
0105020071	He created them male and female; and blessed them: and called their name Adam, in the day when they were created.
0105030073	And Adam lived a hundred and thirty years, and begot a son to his own image and likeness, and called his name Seth.
0105040065	And the days of Adam, after he begot Seth, were eight hundred years: and he begot sons and daughters.
0105050054	And all the time that Adam lived came to nine hundred and thirty years, and he died.
0105060039	Seth also lived a hundred and five years, and begot Enos.
0105070060	And Seth lived after he begot Enos, eight hundred and seven years, and begot sons and daughters.
0105080049	And all the days of Seth were nine hundred and twelve years, and he died.
010509002e	And Enos lived ninety years, and begot Cainan.
01050a0059	After whose birth he lived eight hundred and fifteen years, and begot sons and daughters.
01050b0047	And all the days of Enos were nine hundred and five years, and he died.
01050c0033	And Cainan lived seventy years, and begot Malaleel.
01050d0066	And Cainan lived after he begot Malaleel, eight hundred and forty years, and begot sons and daughters.
01050e0048	And all the days of Cainan were nine hundred and ten years, and he died.
01050f0035	And Malaleel lived sixty-five years, and begot Jared.
0105100066	And Malaleel lived after he begot Jared, eight hundred and thirty years, and begot sons and daughters.
0105110053	And all the days of Malaleel were eight hundred and ninety-five years, and he died.
0105120040	And Jared lived a hundred and sixty-two years, and begot Henoch.
0105130059	And Jared lived after he begot Henoch, eight hundred years, and begot sons and daughters.
010514004d	And all the days of Jared were nine hundred and sixty-two years, and he died.
0105150037	And Henoch lived sixty-five years, and begot Mathusala.
0105160072	And Henoch walked with God: and lived after he begot Mathusala, three hundred years, and begot sons and daughters.
0105170043	And all the days of Henoch were three hundred and sixty-five years.
0105180043	And he walked with God, and was seen no more: because God took him.
0105190047	And Mathusala lived a hundred and eighty-seven years, and begot Lamech.
01051a006c	And Mathusala lived after he begot Lamech, seven hundred and eighty-two years, and begot sons and daughters.
01051b0052	And all the days of Mathusala were nine hundred and sixty-nine years, and he died.
01051c0041	And Lamech lived a hundred and eighty-two years, and begot a son.
01051d0090	And he called his name Noe, saying: This same shall comfort us from the works and labours of our hands on the earth, which the Lord hath cursed.
01051e0066	And Lamech lived after he begot Noe, five hundred and ninety-five years, and begot sons and daughters.
01051f0056	And all the days of Lamech came to seven hundred and seventy-seven years, and he died.
010520004a	And Noe, when he was five hundred years old, begot Sem, Cham, and Japheth.
010601005a	And after that men began to be multiplied upon the earth, and daughters were born to them,
0106020073	The sons of God seeing the daughters of men, that they were fair, took to themselves wives of all which they chose.
0106030080	And God said: My spirit shall not remain in man for ever, because he is flesh, and his days shall be a hundred and twenty years.
01060400b9	Now giants were upon the earth in those days. For after the sons of God went in to the daughters of men, and they brought forth children, these are the mighty men of old, men of renown.
010605008a	And God seeing that the wickedness of men was great on the earth, and that all the thought of their heart was bent upon evil at all times,
0106060063	It repented him that he had made man on the earth. And being touched inwardly with sorrow of heart,
01060700c7	He said: I will destroy man, whom I have created, from the face of the earth, from man even to beasts, from the creeping thing even to the fowls of the air, for it repenteth me that I have made them.
0106080024	But Noe found grace before the Lord.
0106090068	These are the generations of Noe: Noe was a just and perfect man in his generations, he walked with God.
01060a0030	And he begot three sons, Sem, Cham, and Japheth.
01060b0045	And the earth was corrupted before God, and was filled with iniquity.
01060c0068	And when God had seen that the earth was corrupted (for all flesh had corrupted its way upon the earth,)
01060d008f	He said to Noe: The end of all flesh is come before me, the earth is filled with iniquity through them, and I will destroy them with the earth.
01060e0077	Make thee an ark of timber planks: thou shalt make little rooms in the ark, and thou shalt pitch it within and without.
01060f0095	And thus shalt thou make it: The length of the ark shall be three hundred cubits: the breadth of it fifty cubits, and the height of it thirty cubits.
01061000cb	Thou shalt make a window in the ark, and in a cubit shalt thou finish the top of it: and the door of the ark thou shalt set in the side: with lower, middle chambers, and third stories shalt thou make it.
01061100b6	Behold I will bring the waters of a great flood upon the earth, to destroy all flesh, wherein is the breath of life, under heaven. All things that are in the earth shall be consumed.
0106120094	And I will establish my covenant with thee, and thou shalt enter into the ark, thou and thy sons, and thy wife, and the wives of thy sons with thee.
0106130096	And of every living creature of all flesh, thou shalt bring two of a sort into the ark, that they may live with thee: of the male sex, and the female.
01061400c0	Of fowls according to their kind, and of beasts in their kind, and of every thing that creepeth on the earth according to its kind; two of every sort shall go in with thee, that they may live.
0106150084	Thou shalt take unto thee of all food that may be eaten, and thou shalt lay it up with thee: and it shall be food for thee and them.
010616002f	And Noe did all things which God commanded him.
010701007c	And the Lord said to him: Go in thou and all thy house into the ark: for thee I have seen just before me in this generation.
0107020042	Of all clean beasts take seven and seven, the male and the female.
01070300c8	But of the beasts that are unclean two and two, the male and the female. Of the fowls also of the air seven and seven, the male and the female: that seed may be saved upon the face of the whole earth.
01070400af	For yet a while, and after seven days, I will rain upon the earth forty days and forty nights; and I will destroy every substance that I have made, from the face of the earth.
0107050038	And Noe did all things which the Lord had commanded him.
0107060054	And he was six hundred years old, when the waters of the flood overflowed the earth.
010707007b	And Noe went in and his sons, his wife and the wives of his sons with him into the ark, because of the waters of the flood.
010708005d	And of beasts clean and unclean, and of fowls, and of every thing that moveth upon the earth,
0107090058	Two and two went in to Noe into the ark, male and female, as the Lord had commanded Noe.
01070a0053	And after the seven days were passed, the waters of the flood overflowed the earth.
01070b00c6	In the six hundredth year of the life of Noe, in the second month, in the seventeenth day of the month, all the fountains of the great deep were broken up, and the flood gates of heaven were opened:
01070c003d	And the rain fell upon the earth forty days and forty nights.
01070d0089	In the selfsame day Noe, and Sem, and Cham, and Japheth his sons: his wife, and the three wives of his sons with them, went into the ark:
01070e00d2	They and every beast according to its kind, and all the cattle in their kind, and every thing that moveth upon the earth according to its kind, and every fowl according to its kind, all birds, and all that fly,
01070f0056	Went in to Noe into the ark, two and two of all flesh, wherein was the breath of life.
010710007f	And they that went in, went in male and female of all flesh, as God had commanded him: and the Lord shut him in on the outside.
0107110074	And the flood was forty days upon the earth, and the waters increased, and lifted up the ark on high from the earth.
0107120072	For they overflowed exceedingly: and filled all on the face of the earth: and the ark was carried upon the waters.
0107130077	And the waters prevailed beyond measure upon the earth: and all the high mountains under the whole heaven were covered.
0107140048	The water was fifteen cubits higher than the mountains which it covered.
01071500a5	And all flesh was destroyed that moved upon the earth, both of fowl, and of cattle, and of beasts, and of all creeping things that creep upon the earth: and all men.
0107160046	And all things wherein there is the breath of life on the earth, died.
01071700e8	And he destroyed all the substance that was upon the earth, from man even to beast, and the creeping things and fowls of the air: and they were destroyed from the earth: and Noe only remained, and they that were with him in the ark.
0107180041	And the waters prevailed upon the earth a hundred and fifty days.
01080100a7	And God remembered Noe, and all the living creatures, and all the cattle which were with him in the ark, and brought a wind upon the earth, and the waters were abated.
0108020074	The fountains also of the deep, and the flood gates of heaven were shut up, and the rain from heaven was restrained.
0108030078	And the waters returned from off the earth going and coming: and they began to be abated after a hundred and fifty days.
0108040071	And the ark rested in the seventh month, the seven and twentieth day of the month, upon the mountains of Armenia.
0108050097	And the waters were going and decreasing until the tenth month: for in the tenth month, the first day of the month, the tops of the mountains appeared.
0108060070	And after that forty days were passed, Noe, opening the window of the ark which he had made, sent forth a raven:
0108070052	Which went forth and did not return, till the waters were dried up upon the earth.
0108080064	He sent forth also a dove after him, to see if the waters had now ceased upon the face of the earth.
01080900c0	But she, not finding where her foot might rest, returned to him into the ark: for the waters were upon the whole earth: and he put forth his hand, and caught her, and brought her into the ark.
01080a0054	And having waited yet seven other days, he again sent forth the dove out of the ark.
01080b00ac	And she came to him in the evening, carrying a bough of an olive tree, with green leaves, in her mouth. Noe therefore understood that the waters were ceased upon the earth.
01080c0065	And he stayed yet other seven days: and he sent forth the dove, which returned not any more unto him.
01080d00e3	Therefore in the six hundredth and first year, the first month, the first day of the month, the waters were lessened upon the earth, and Noe opening the covering of the ark, looked, and saw that the face of the earth was dried.
01080e0053	In the second month, the seven and twentieth day of the month, the earth was dried.
01080f001d	And God spoke to Noe, saying:
0108100054	Go out of the ark, thou and thy wife, thy sons, and the wives of thy sons with thee.
01081100d2	All living things that are with thee of all flesh, as well in fowls as in beasts, and all creeping things that creep upon the earth, bring out with thee, and go ye upon the earth: increase and multiply upon it.
010812004f	So Noe went out, he and his sons: his wife, and the wives of his sons with him.
0108130080	And all living things, and cattle, and creeping things that creep upon the earth, according to their kinds, went out of the ark.
010814007c	And Noe built an altar unto the Lord: and taking of all cattle and fowls that were clean, offered holocausts upon the altar.
01081500f8	And the Lord smelled a sweet savour, and said: I will no more curse the earth for the sake of man: for the imagination and thought of man’s heart are prone to evil from his youth: therefore I will no more destroy every living soul as I have done.
0108160072	All the days of the earth, seedtime and harvest, cold and heat, summer and winter, night and day, shall not cease.
0109010061	And God blessed Noe and his sons. And he said to them: Increase and multiply, and fill the earth.
01090200c3	And let the fear and dread of you be upon all the beasts of the earth, and upon all the fowls of the air, and all that move upon the earth: all the fishes of the sea are delivered into your hand.
0109030077	And every thing that moveth and liveth shall be meat for you: even as the green herbs have I delivered them all to you:
010904002f	Saving that flesh with blood you shall not eat.
01090500ac	For I will require the blood of your lives at the hand of every beast, and at the hand of man, at the hand of every man, and of his brother, will I require the life of man.
0109060062	Whosoever shall shed man’s blood, his blood shall be shed: for man was made to the image of God.
0109070042	But increase you and multiply, and go upon the earth, and fill it.
0109080034	Thus also said God to Noe, and to his sons with him,
010909004b	Behold I will establish my covenant with you, and with your seed after you:
01090a00af	And with every living soul that is with you, as well in all birds as in cattle and beasts of the earth, that are come forth out of the ark, and in all the beasts of the earth.
01090b00ae	I will establish my covenant with you, and all flesh shall be no more destroyed with the waters of a flood, neither shall there be from henceforth a flood to waste the earth.
01090c0095	And God said: This is the sign of the covenant which I give between me and you, and to every living soul that is with you, for perpetual generations.
01090d006a	I will set my bow in the clouds, and it shall be the sign of a covenant between me, and between the earth.
01090e004e	And when I shall cover the sky with clouds, my bow shall appear in the clouds:
01090f009b	And I will remember my covenant with you, and with every living soul that beareth flesh: and there shall no more be waters of a flood to destroy all flesh.
01091000ba	And the bow shall be in the clouds, and I shall see it, and shall remember the everlasting covenant, that was made between God and every living soul of all flesh which is upon the earth.
010911007d	And God said to Noe: This shall be the sign of the covenant which I have established between me and all flesh upon the earth.
010912006c	And the sons of Noe who came out of the ark, were Sem, Cham, and Japheth: and Cham is the father of Chanaan.
010913005c	These three are the sons of Noe: and from these was all mankind spread over the whole earth.
0109140048	And Noe, a husbandman, began to till the ground, and planted a vineyard.
0109150047	And drinking of the wine was made drunk, and was uncovered in his tent.
010916008c	Which when Cham the father of Chanaan had seen, to wit, that his father’s nakedness was uncovered, he told it to his two brethren without.
01091700bf	But Sem and Japheth put a cloak upon their shoulders, and going backward, covered the nakedness of their father: and their faces were turned away, and they saw not their father’s nakedness.
0109180058	And Noe awaking from the wine, when he had learned what his younger son had done to him,
0109190050	He said: Cursed be Chanaan, a servant of servants shall he be unto his brethren.
01091a0044	And he said: Blessed be the Lord God of Sem, be Chanaan his servant.
01091b005a	May God enlarge Japheth, and may he dwell in the tents of Sem, and Chanaan be his servant.
01091c003c	And Noe lived after the flood three hundred and fifty years:
01091d004d	And all his days were in the whole nine hundred and fifty years: and he died.
010a010073	These are the generations of the sons of Noe: Sem, Cham, and Japheth: and unto them sons were born after the flood.
010a020060	The sons of Japheth: Gomer, and Magog, and Madai, and Javan, and Thubal, and Mosoch, and Thiras.
010a030038	And the sons of Gomer: Ascenez and Riphath and Thogorma.
010a04003e	And the sons of Javan: Elisa and Tharsis, Cetthim and Dodanim.
010a050088	By these were divided the islands of the Gentiles in their lands, every one according to his tongue and their families in their nations.
010a06003f	And the sons of Cham: Chus, and Mesram, and Phuth, and Chanaan.
010a070071	And the sons of Chus: Saba, and Hevila, and Sabatha, and Regma, and Sabatacha. The sons of Regma: Saba and Dadan.
010a08003a	Now Chus begot Nemrod: he began to be mighty on the earth.
010a090071	And he was a stout hunter before the Lord. Hence came a proverb: Even as Nemrod the stout hunter before the Lord.
010a0a0068	And the beginning of his kingdom was Babylon, and Arach, and Achad, and Chalanne in the land of Sennaar.
010a0b005c	Out of that land came forth Assur, and built Ninive, and the streets of the city, and Chale.
010a0c003c	Resen also between Ninive and Chale: this is the great city.
010a0d003a	And Mesraim begot Ludim, and Anamim, and Laabim, Nepthuim,
010a0e0053	And Phetrusim, and Chasluim; of whom came forth the Philistines, and the Capthorim.
010a0f0034	And Chanaan begot Sidon, his firstborn, the Hethite,
010a100037	And the Jebusite, and the Amorrhite, and the Gergesite,
010a110027	The Hevite and the Aracite: the Sinite,
010a120074	And the Aradian, the Samarite, and the Hamathite: and afterwards the families of the Chanaanites were spread abroad.
010a130097	And the limits of Chanaan were from Sidon as one comes to Gerara even to Gaza, until thou enter Sodom and Gomorrha, and Adama, and Seboim even to Lesa.
010a140067	These are the children of Cham in their kindreds, and tongues, and generations, and lands, and nations.
010a150063	Of Sem also, the father of all the children of Heber, the elder brother of Japheth, sons were born.
010a160041	The sons of Sem: Elam and Assur, and Arphaxad, and Lud, and Aram.
010a170034	The sons of Aram: Us and Hull, and Gether, and Mess.
010a180030	But Arphaxad begot Sale, of whom was born Heber.
010a19008c	And to Heber were born two sons: the name of the one was Phaleg, because in his days the earth was divided: and his brother’s name Jectan.
010a1a003b	Which Jectan begot Elmodad, and Saleph, and Asarmoth, Jare,
010a1b0020	And Aduram, and Uzal, and Decla,
010a1c001c	And Ebal, and Abimael, Saba,
010a1d0044	And Ophir, and Hevila, and Jobab. All these were the sons of Jectan.
010a1e0057	And their dwelling was from Messa as we go on as far as Sephar, a mountain in the east.
010a1f0066	These are the children of Sem according to their kindreds and tongues, and countries in their nations.
010a200086	These are the families of Noe, according to their peoples and nations. By these were the nations divided on the earth after the flood.
010b010038	And the earth was of one tongue, and of the same speech.
010b020060	And when they removed from the east, they found a plain in the land of Sennaar, and dwelt in it.
010b030098	And each one said to his neighbour: Come, let us make brick, and bake them with fire. And they had brick instead of stones, and slime instead of mortar.
010b0400a7	And they said: Come, let us make a city and a tower, the top whereof may reach to heaven: and let us make our name famous before we be scattered abroad into all lands.
010b05005f	And the Lord came down to see the city and the tower, which the children of Adam were building.
010b0600b2	And he said: Behold, it is one people, and all have one tongue: and they have begun to do this, neither will they leave off from their designs, till they accomplish them in deed.
010b070079	Come ye, therefore, let us go down, and there confound their tongue, that they may not understand one another’s speech.
010b080061	And so the Lord scattered them from that place into all lands, and they ceased to build the city.
010b0900bd	And therefore the name thereof was called Babel, because there the language of the whole earth was confounded: and from thence the Lord scattered them abroad upon the face of all countries.
010b0a0070	These are the generations of Sem: Sem was a hundred years old when he begot Arphaxad, two years after the flood.
010b0b0058	And Sem lived after he begot Arphaxad, five hundred years, and begot sons and daughters.
010b0c0035	And Arphaxad lived thirty-five years, and begot Sale.
010b0d0064	And Arphaxad lived after he begot Sale, three hundred and three years; and begot sons and daughters.
010b0e002e	Sale also lived thirty years, and begot Heber.
010b0f0060	And Sale lived after he begot Heber, four hundred and three years; and begot sons and daughters.
010b100034	And Heber lived thirty-four years, and begot Phaleg.
010b110063	And Heber lived after he begot Phaleg, four hundred and thirty years: and begot sons and daughters.
010b12002e	Phaleg also lived thirty years, and begot Reu.
010b13005e	And Phaleg lived after he begot Reu, two hundred and nine years, and begot sons and daughters.
010b140030	And Reu lived thirty-two years, and begot Sarug.
010b15005e	And Reu lived after he begot Sarug, two hundred and seven years, and begot sons and daughters.
010b16002f	And Sarug lived thirty years, and begot Nachor.
010b170057	And Sarug lived after he begot Nachor, two hundred years: and begot sons and daughters.
010b180038	And Nachor lived nine and twenty years, and begot Thare.
010b190062	And Nachor lived after he begot Thare, a hundred and nineteen years: and begot sons and daughters.
010b1a0045	And Thare lived seventy years, and begot Abram, and Nachor, and Aran.
010b1b0060	And these are the generations of Thare: Thare begot Abram, Nachor, and Aran. And Aran begot Lot.
010b1c0059	And Aran died before Thare his father, in the land of his nativity in Ur of the Chaldees.
010b1d00b0	And Abram and Nachor married wives: the name of Abram’s wife was Sarai: and the name of Nachor’s wife, Melcha, the daughter of Aran, father of Melcha, and father of Jescha.
010b1e002a	And Sarai was barren, and had no children.
010b1f00fe	And Thare took Abram, his son, and Lot the son of Aran, his son’s son, and Sarai his daughter in law, the wife of Abram his son, and brought them out of Ur of the Chaldees, to go into the land of Chanaan: and they came as far as Haran, and dwelt there.
010b20004c	And the days of Thare were two hundred and five years, and he died in Haran.
010c01009f	And the Lord said to Abram: Go forth out of thy country, and from thy kindred, and out of thy father’s house, and come into the land which I shall shew thee.
010c02006f	And I will make of thee a great nation, and I will bless thee, and magnify thy name, and thou shalt be blessed.
010c03007d	I will bless them that bless thee, and curse them that curse thee, and IN THEE shall all the kindred of the earth be blessed:
010c040087	So Abram went out as the Lord had commanded him, and Lot went with him: Abram was seventy-five years old when he went forth from Haran.
010c0500e8	And he took Sarai his wife, and Lot his brother’s son, and all the substance which they had gathered, and the souls which they had gotten in Haran: and they went out to go into the land of Chanaan. And when they were come into it,
010c060085	Abram passed through the country into the place of Sichem, as far as the noble vale: now the Chanaanite was at that time in the land.
010c070095	And the Lord appeared to Abram, and said to him: To thy seed will I give this land. And he built there an altar to the Lord, who had appeared to him.
010c0800dd	And passing on from thence to a mountain, that was on the east side of Bethel, he there pitched his tent, having Bethel on the west, and Hai on the east; he built there also an altar to the Lord, and called upon his name.
010c09003e	And Abram went forward, going, and proceeding on to the south.
010c0a0087	And there came a famine in the country; and Abram went down into Egypt, to sojourn there: for the famine was very grievous in the land.
010c0b006c	And when he was near to enter into Egypt, he said to Sarai his wife: I know that thou art a beautiful woman:
010c0c0071	And that when the Egyptians shall see thee, they will say: She is his wife: and they will kill me, and keep thee.
