2800000006	Matayo
2801180092	Obuchilo Yozéfu yaasisimuka omu túlo, yaákola nko óokwo maléeka wo Omukáma Múungu yaámulagila. Yozéfu yaátwáala Mariamu kuba mukazíwe,
280119007e	náho talalyaamile náze kuhika obuchilo Mariamu yaaba yaázáala omutábani. Yozéfu yaámuluka ogwo mwáana izíina, Yeézu.
28020100f2	Yeézu káyaabeele yaázeelwe, akazaalilwa omuli Betlehemu, omu nsi ya Yudea, no obuchilo obwo omukáma Herode akaba ali omutwáale. Léeba, abamagi be enyenyéezi bakaluga obutúluka, baáhika omu chikaali cha Yeruzaléemu. Baábúuza báti,
28020200a9	“Ali nkáhi ogwo mukáma wa Abayahudi ayaázaalwa? Tumanyisizwe nka nikwo yaázáalwa, kuba tukabona enyenyéezi yoómwe obutúluka. Ha bwéecho, tweeza kumulámya.”
2802030075	Áaho omukáma Herode káyaahuliile amagaambo gáabo, yaázululukilwa bwooli, hamo na abaantu bóona ba Yeruzaléemu.
2802040083	Niho yaákobya abakúlu bóona ba abagabe ba Múungu na abeégesa be ebilagilo, yaábabúuza aáti, “Masihi naazaálwa nkáhi?”
2802050097	Nábo baámusubiza, “Naazaálwa omuli Betlehemu, omu nsi ya Yudea. Nitusoomboókelwa echo, habwo kuba omubáasi wa Múungu akaandika amaandiko aáti,
28020600e9	‘Íiwe Betlehemu éensi ya Yuda, toli wo kugaywa nakáti omu batégeki be éensi ya Yuda. Aha nsoonga omuli íiwe alaálugamo omutégeki, óogwo alitégeka abaantu baanze ba Iziraeli, nko omulíisa alikuliisa entaama zoómwe.’”
280207009a	Mála Herode yaáyéta aha bweeseléke abo abamagi be enyenyéezi babone kwiiza bamusoomboolele kuzima obuchilo óobwo babaandize kuzibona ezo nyenyéezi.
28020800eb	Niho, yaábasiíndika kuza Betlehemu, naabazila, “Mwiilóoko mucheengelele kuluunzi kulemwa musoomboókelwe omwaana ogwo áaho aáli. Mbwéenu, kamulaaba mwaamubwéene, muundeétele empola bwaangu mbone neenye kuzeenda kumulámya.”
280209011c	Obuchilo abamagi be enyenyéezi abo kábaamazile kuhuliiliza amagaambo go omukáma, baba baalugáho aho. Léeba ahonyini, enyenyéezi ezo bakaba baabweene olubazu lwo obutúluka baba baázibona káandi, yaábeebeembelela, yaálemwa yaáhika áaho akaba ali omwaana, niho kweémeelela.
28020a0037	Áaho kábaabweene enyenyéezi ezo, baánulilwa bwooli.
28020b00e7	Mbwéenu, kabataahile omu nzu, baábona omwáana omucheche hamo na Mariamu nyina, baátéela ebizwi aha kumulámya omwaana. Baáfuundula ensáho záabo, baáheeleza omwaana engabilano ze ezaháabu, obubáani na amazuta go omugaazu.
28020c0090	Múungu akaba abahanile omu kulóota nka nikwo, batagaluka káandi ahali Herode. Ha bwéecho, baátaaha owaabo aha kulabila omuháanda ogúundi.
28020d0168	Áaho abamagi be enyenyéezi abo baabeele nibatáaha, ahonyini maléeka wo Omukáma Múungu amweésuululukiza Yozéfu omu chilóoto. Yaámugaambila, “Imuka! Otwaále omwaana na nyina, mwiilukile omu ihaánga lya Miísiri. Mwiikaleyo okwo kuhicha obuchilo ndéeza kubagaambila kusuba, habwo kuba Herode naayeénda kumuloondela omwaana ogwo abone kumwíita.”
28020e008a	Mbwéenu, omu chilo omwo nyini, Yozéfu yeémuka, yaátwáala mukázi woómwe hamo no omwaana, yaázeenda nábo omu ihaánga lya Miísiri.
28020f00eb	Baáhika Miísiri, beékala okwo kuhicha obuchilo óobwo Herode akafwa. Ebyo bikabaho bityo, chibone kuhikiilila echigaambo éecho Omukáma Múungu akagaambisa omubáasi woómwe aáti, “Nkamwéeta mutábani waanze kuluga Miísiri.”
2802100190	Obuchilo Herode yaácheenga nka nikwo abamagi be enyenyéezi abo bamukoóbile, yaánigahala muno. Niho yaásiindika abalwaanila ngoma boómwe Betlehemu hamo na ahaantu hóona he ebyaalo byo obutúuzi, yaábalagila nka nikwo, beéte kati mwáana wo obwoózo óogwo ayaáhikize emyáaka ibili na áabo abatakazihikize. Akakola aátyo kwiingana no obuchilo óobwo akagaambilwa na abamagi be enyenyéezi.
2802110045	Niho echigaambo chaáhikile éecho omubáasi Yeremia akagaamba aáti,
28021200be	“Empámo zikahulilwa kulugilila omuli Rama, empámo no kubolooga kwíinzi. Raáhéeli naachulila abáana boómwe, náwe takwéenda kusuumbililwa, habwo kuba abáana boómwe baáfwíile.”
2802130076	Obuchilo Herode akaba yaáfwiile, maléeka wo Omukáma Múungu akamweesuululukiza Yozéfu omu chilóoto okwo Miísiri,
2802140097	yaámugaambila, “Imuka! Otwaále omwaana na nyina, muze omu nsi ya Iziraeli, habwo kuba áabo abaabeele nibaloónda kumwíita omwaana baáfwíile.”
2802150063	Mbwéenu, Yozéfu yeémuka, yaátwáala omwaana na nyina, yaásuba nábo omu ihaánga lya Iziraeli.
2802160109	Náho óobu yaáhuliile nka nikwo Arkelao mutábani wa Herode, akaba naatégeka éensi ya Yudea ha lugazi lwe eése, aba yaátíina kuzeendayo okwo. Múungu yaámuhana omu chilóoto nka nikwo atazeéndayo okwo káandi. Ha bwéecho, baázeenda omu nsi ya Galiláaya,
28021700a4	baáhika omuli Nazaréeti, beékala okwo. Niho echigaambo chihikiilizwe éecho echaagaambilwe na ababáasi habwa Yeézu chíti, “Alyaáyétwa Omunyanazaréeti.”
2803010097	Ebilo kábyaachíile, akabaho omuuntu oómo óogwo akaba naayétwa Yohana Omubatiza. Yohana akaba naayolekeelela omu nsi yo obwoóma omuli Yudea aáti,
280302005d	“Mutamwe no kulekelela ebiheno byáanyu, habwo kuba obukáma bwo omu igulu bweéliliize.”
28030300ce	Yohana niwe ogwo ayaagaambilwe no omubáasi Isaya aáti, “Omuuntu alikuhámuka ahi iláka liháango omu nsi yo obwoóma, ‘Muguloonze omuháanda gwo Omukáma, mugolole obulabo óobwo alaahiíngula.’”
28030400bf	Emyéenda za Yohana zikaba zikozilwe na amooya ge entwaangabuleende náwe akaba azwaala omusipi gwe enkoba. Ebyookulya byoómwe bikaba bili empalala na amóochi moochi go omu nsi yo obwoóma.
2803050090	Abaantu baaba nibamuhululukila kuluga omu chikaali cha Yeruzaléemu, omu chaalo chóona cha Yudea, ne enkási zóona zo omunóna gwa Yorodáani.
2803060062	Abaantu abo baaba nibegaámba ebiheno byáabo, náwe yaaba naababatiza omu munóna gwa Yorodáani.
280307010e	Náho obuchilo Yohana akaba naabona Abafarisayo na Abasadukayo nibamwiízaho beenzi abone kubabatiza, yaábagaambila, “Íimwe oluzáalo lwe enzóka! Noóha ayaábahana nka nikwo nimuhicha kweéliga echihulumuko cha Múungu éecho echilikwiiza habwo kubatizwa kwoónka?
2803080070	Mbwéenu, mwooleke ha bikolwa byáanyu nka nikwo mazima mwaálekeliile ebiheno byáanyu na nimumutegeza Múungu.
28030900d0	Mutazila nka nikwo Múungu naabeekiliza kamulaaba nimweebona nka nikwo, ‘Isíichwe enkúlu ni Ibrahímu!’ Niimbagaambila nka nikwo, Múungu yaakaáhicha kuhiindula amabáale aga kuba abáana ba Ibrahímu!
28030a00a0	Óobu omuchwaáziiko gwa Múungu ni nke enséenya eli aha bitako bye emiti! Na buli muti óogwo gutakusohoza emisumo mizima, gunogolwa no kunagwa omu mulilo!”
28030b013d	“Íinye niimbabatiza aha méenzi kwoóleka nka nikwo mwaálekeliile ebiheno byáanyu no kumuhiindukila Múungu. Náho naayiza omuuntu oóndi óogwo alikuunchíla ha buhicha. Buzima tiinkwiílwe no óobu kuba omuzáana woómwe wo kusutula enkeeto zoómwe. Ogwo niwe alibabatiza aha Mwooyo Mutakatíifu na aha mulilo.
28030c00c9	Óobu akwaasile olutemele omu ngalo zoómwe abone kweesula ebititi kuluga omu ngano. Engano ezo, naazisúuga omu bitala byoómwe, náho ameelulo alyaágóocha omu mulilo óogwo ogutalilaala nakáti!”
28030d0078	Mbwéenu, obuchilo óobwo Yeézu yaáluga Galiláaya, yaázeenda aha munóna gwa Yorodáani abone kubatizibwa na Yohana.
28030e0089	Náho Yohana yaágema kumuzibila, ha kugaamba aáti, “Bita íiwe kwiiza hali íinye? Íinye níinye ndikweendelwa kubatizibwa neewe.”
28030f00be	Yeézu yaámugalulila aáti, “Íiwe okuúnde ombatize óobu, habwo kuba nitweendélwa tuhikiilize amazima góona áago Múungu alikweenda.” Mbwéenu, Yohana yeékiliza, aba yaámubatiza.
28031000ae	Áaho Yeézu kayabatiziibwe no kusabuka omu méenzi, ahonyini igulu lyaáfuúnduka, yaábona Omwooyo gwa Múungu nigumuhanaántukila nke echiiba no kutuungama hali weényini.
2803110079	Léeba! Iláka liluga omu igulu nilizila liti, “Ogu niwe Mutábani waanze engaanzi, óogwo nnyesiimaho náze bwooli!”
2804010072	Mála, Yeézu yeébeembelelwa no Omwooyo Mutakatíifu kuzeenda omu nsi yo obwoóma abone kuleengeswa ni Isitáani.
280402007f	Yaámala okwo ebilo makúmi aána, omu chilo na nyemisana naayeyima kulya ebyookulya. Aha muheleeluko, yaálumwa enzala bwooli.
28040300a9	Niho elyo Isitáani lyaamwiizáho libone kumuleengesa. Lyaámuzila liti, “Koólaaba íiwe oli Mutábani wa Múungu, galagile amabáale aga gahiinduke kuba emikaate.”
28040400e4	Náho Yeézu yaáligalulila aáti, “Omu Maandiko Amatakatíifu chaandikilwe chíti, ‘Omuuntu tiyaákuhicha kutuungwa ebyookulya byoónka, náho naatuúngwa habwa buli chigaambo éecho echilikuluga omu kanwa ka Múungu.’”
2804050098	Niho elyo Isitáani lyaámutwáala Yeézu omu chikaali chitakatíifu cha Yeruzaléemu, lyaámweemeeleza aha luswi olula bwooli oluli aha nzu ya Múungu,
2804060130	lyaámugaambila liti, “Koólaaba íiwe oli Mutábani wa Múungu, yenaguze ahaansi. Tiwaákuhicha kuhutaala, habwo kuba eyaandikilwe omu Maandiko Matakatíifu eéti, ‘Múungu naalagíla bamaléeka boómwe ha bwaáwe,’ na káandi, ‘Nibakusutula, amagulu gaawe oteéza okeékuumpa ahi ibáale.’”
280407006a	Náho Yeézu yaáligaambila, “Káandi eyaandikilwe eéti, ‘Otamuleengesa Omukáma Múungu waawe.’”
2804080090	Niho, Isitáani kumutwáala Yeézu aha lugulu yi ibaanga lila bwooli. Aho, lyaámwoóleka obukáma bwóona bwe éensi hamo no obugéega bwaámo,
280409005e	lyaámugaambila liti, “Kábilaaba noonteelela ebizwi no kuúndamya, niinkuha byóona ebi.”
28040a00bc	Náho Yeézu yaáligaambila aáti, “Luheendeho aha, Isitáani we! Eyaandikilwe omu Maandiko Matakatíifu eéti, ‘Omulámye Omukáma Múungu waawe, omugomookele weényini weénka.’”
28040b0063	Niho elyo Isitáani kumuleka Yeézu aho. Ahonyini, bamaléeka ba Múungu beeza kumuheéleza Yeézu.
28040c006f	Obuchilo Yeézu yaáhuliile nka nikwo Yohana Omubatiza baámuta omu ibóhelo, yaázeenda omu nsi ya Galiláaya,
28040d00d4	yaáhika okwo omuli Nazaréeti. Niho yaáfuluka Nazaréeti yaáza kutúula Kaperinaumu. Kaperinaumu ekaba eli aha ngeégeelo ye enyaanza ya Galiláaya, olubazu lwo omu mbíbi ze ebyaalo bya Zabuloni na Naftáali.
28040e0063	Chikabaho chítyo, chibone kuhikiilila echigaambo éecho Múungu akagaambisa omubáasi Isaya aáti,
28040f00a7	“Éensi ya Zabuloni ne ya Naftáali, omuháanda gwo kwoólekela aha nziba, na buseeli yo omunóna gwa Yorodáani, omuli Galiláaya áaho balikutuula abanyamahaánga,
280410009d	abaantu áabo abatuula omu nsiimbaazi, baábona omwaanga muháango, na áabo abalikutúula omu bibeho byo olufu, baáyakilwa omwaanga gwa amacheelelélwa.”
28041100a7	Kubaandiza obuchilo obwo, Yeézu yaábaanza kwoólekeelela abaantu aáti, “Mutamwe no kulekelela ebiheno byáanyu, habwo kuba obukáma bwo omu igulu bweéliliize.”
28041200da	Obuchilo Yeézu akaba naalibata aha ngeégeelo ye enyaanza ya Galiláaya, yaábona abadugu bábili, Simoni ogwo akaba naayétwa Peétero na Andrea, bakaba nibatéga eénfwi bwe emitégo, habwo kuba bakaba bali abategi.
2804130062	Yaábagaambila aáti, “Mwiíze, muunkulaatile! Íinye niimbahiindula kuba abategi ba abaantu.”
280414003c	Ahonyini, baáleka emitégo yáabo, baámukulaatíla Yeézu.
28041500f8	Obuchilo Yeézu yeeliileho kache, yaábona abadugu abáandi bábili, bali Yakobo no omulumuna Yohana, batábani ba Zebedayo. Abo bábili bakaba bali omu bwáato hamo ne isébo, bakaba nibasoboólola emitégo yáabo. Yeézu yaábéeta bamukulaatile.
280416003f	Ahonyini, basiga aho obwáato ne isébo, bamukulaatíla Yeézu.
28041700da	Yeézu akaba azoongoloka omu chaalo chóona cha Galiláaya. Akaba naatáaha omu masomelo no kweégesamo abaantu. Akaba naayolekeelela abaantu Empola Nzima zo obukáma bwo omu igulu no kuchíza amalwáala gáabo góona.
280418014f	Empola za Yeézu zikaba nizikumuúka bwooli kuhika omu nsi yóona ya Siíria. Abaantu baátwáala abalwéele báabo bóona abeena amalwáala ga buli lugaanda. Omuli abo nyini, bakaba balimo abaabeele nibaagalazibwa bwooli, áabo abaabeele batiilwe na amazimu, abagwi be ebisiimbo, na abaabeele bali enséege. Yeézu yaábachiza bóona.
280419009b	Mbwéenu, embága mpáango ya abaantu yaaba neemukulaatila kuluga omuli Galiláaya, Dekapoolisi, Yeruzaléemu, Yudea na buseeli yo omunóna gwa Yorodáani.
280501007c	Léeba, obuchilo Yeézu akabona embága ya abaantu, yaáhanama omu ibaanga, yeékala. Niho abaheémba boómwe baamwiililaho.
2805020022	Náwe yaábaanza kubeégesa aáti,
2805030064	“Beena omugisa bóona abo abali abahabi omu mwooyo, habwo kuba obukáma bwo omu igulu no obwáabo.
280504004a	Béena omugisa áabo beena entíimba, habwo kuba Múungu alyaábasemeleza.
280505005c	Béena omugisa áabo bali abafula, habwo kuba Múungu naabaha obuhuunguzi bwe éensi yóona.
280506007c	Béena omugisa áabo abeena enzala ni iliho lyo kukola amazima áago Múungu alikweenda, habwo kuba Múungu alyaábahaagisa.
2805070050	Béena omugisa abalikuganyila abáandi, habwo kuba nábo Múungu alaábaganyila.
280508004b	Beena omugisa abeena omuganya gulikwéela, habwo kuba balaámubona Múungu.
2805090055	Béena omugisa abakwaátanisi ba abaantu, habwo kuba balaáyétwa abáana ba Múungu.
28050a0080	Béena omugisa abalikwaágalazibwa habwo kukola amazima áago alikweenda Múungu, habwo kuba obukáma bwo omu igulu no obwáabo.
28050b009e	“Íimwe mwiina omugisa obuchilo abaantu nibabazuma, no kubaágalaza no kubagaamba buli chigaambo cho obuzilwa omu kubabeéheleza habwo kuunkulaatila íinye.
28050c00ce	Mwiizuke nka nikwo bityo nikwo óokwo abaantu bakaba nibabaagalaza ababáasi áabo bakaba baliho kala. Mube nimunulilwa no kusaánduuka bwooli, habwo kuba Múungu ababiikiile empeéla mpáango omu igulu.”
28050d00fc	“Íimwe ni nko omwóonyo gwe éensi. Omwóonyo ogwiina omuta, náho kigulaaba gwaábiíhile, bita niguhicha kubona omuta gwaáyo káandi? Tigukuhicha kuluungiswa káandi hali choóna chóona, ha bwéecho niguséeswa ahéelu no kulibatilwa na abaantu.
28050e0055	“Íimwe muli nko omwaanga gwe éensi. Iboma elyoombekilwe ahi ibaanga, tiliiseleka.
28050f0090	Káandi, abaantu tibakwaacha olumuli no kulisweekelela omu chitukulu. Náho nibaluta aha kakóondo lubone kumulikila bóona áabo abali omu nzu.
28051000a4	Bityo nyini neemwe, omwaanga gwáanyu nigweendelwa gumulikile abaantu, babone kubona ebikolwa byáanyu ebizima, niho bamusiíngize Isíimwe óogwo ali omu igulu.”
28051100ad	“Mutazila nka nikwo neeza mbone kusúucha ebilagilo bya Musa, nali áago gakagaambwa na ababáasi. Tiindeézile mbone kubisúucha, náho mbone kuhikiiliza amazima gaábyo.
28051200da	Mazima butúnu niimbagaambila nka nikwo, kuhicha obuchilo óobwo igulu ne éensi bilihwaho, tihaliho echigaambo nali akanyuguta kache ke ebilagilo akalibuza echilali. Ebilagilo ebyo tibililugaho kulemwa byóona bihike.
2805130144	Omuuntu weéna wéena óogwo alikoongookela echilagilo chimo nóobu chilaaba chiche cha hali ebi no kweégesa abáandi bakole bátyo, ogwo alyáaba muche muno omu bukáma bwo omu igulu. Náho weéna wéena óogwo alibikwaáta no kubyoólekeelela abáandi nábo bakole bátyo, ogwo alyáaba mukúlu omu bukáma bwo omu igulu.
28051400c0	Mbwéenu, niimbagaambila nka nikwo, obugololoke bwáanyu kábulaaba butasaagile obwa Abafarisayo no obwa abeégesa be ebilagilo, no obuche bwa káti timulitaahamo omu bukáma bwo omu igulu.”
28051500b1	“Mwaáhuliize echilagilo éecho baagaambíilwe abaantu ba kala báti, ‘Otaliita! Káandi, omuuntu weéna wéena óogwo alikwiita muzeenzíwe, ni lwaampaka achwaaziikilwe.’
2805160161	Náho íinye niimbagaambila nka nikwo, omuuntu weéna wéena óogwo anigahalila muzeenzíwe, ni lwaampaka ayagalale. Káandi, weéna wéena óogwo alikuzuma muzeenzíwe, náwe ni lwaampaka ayagalazwe omu Itégekelo. Káandi, weéna wéena óogwo alikugaambila muzeenzíwe nka nikwo no omusilu, ni lwaampaka kunagwa omu lyoongoola lyo omulilo gwa kuzimu.
2805170072	“Ha bwéecho, koólikuba noosohoza echigabo ahi itaámbilo, mále okeezuka nka nikwo ohabeene na muzeenzi waawe,
280518008f	síga echigabo chaawe aho ahi itaámbilo, obaánze ozeénde kuloonda obuhóolo hali mweene wáanyu. Niho osube kwiiza kusohoza echigabo chaawe.
2805190108	“Káandi, kábilaaba omuuntu yaákutwáala aha mulamuzi, oloónde obuhóolo náze bwaangu obuchilo muchili omu muháanda. Koólaaba otakozile oótyo, naakuhicha aha mulamuzi, omulamuzi náwe naakunaga omu ngalo zo omusilikale, náwe naabona kukúta omu ibóhelo.
28051a0087	Mazima butúnu niinkugaambila nka nikwo, nakáti tokuluga omwo kuhicha omazile kuliha ne eséenti yo omuhélo, obutasigaza ibáanza!”
28051b0056	“Mwaáhuliize echilagilo éecho abaantu baagaambíilwe báti, ‘Otaákusaambana!’
28051c0096	Náho íinye niimbagaambila nka nikwo, omuuntu weéna wéena óogwo aleeba omukázi aha kumulígila, yaámazile kusaambana náze omu muganya gwoómwe.
28051d00f8	Mbwéenu, kabyaakuba elíiso lyaawe lyo obúlyo lyaákuleételela okole ebiheno, olikúulemo no kulinaga hala. Ni kuzima kubuza oluziingo lwaawe lúmo, kuchila omubili gwaawe gwóona kuza kusikizwa omu kunagwa omu lyoongoola lyo omulilo gwa kuzimu.
28051e00e4	Káandi, kábilaaba omukóno gwaawe gwo obúlyo nigukuleetelela kuhena, ogunogole no kugunaga hala. Ni kuzima kubuza oluziingo lúmo óobu, kuchila omubili gwaawe gwóona kusiingaalichwa omu lyoongoola lyo omulilo gwa kuzimu.”
28051f0090	“Mwaáhuliize echilagilo éecho abaantu baagaambíilwe báti, ‘Kati muuntu óogwo alikumuleka mukazíwe, amuhe olwaandiko lwo kwaángana.’
28052000f8	Náho íinye niimbagaambila nka nikwo, buli muuntu alikumuleka mukazíwe, butali bwo obusaambani, naamuleetelela mukázi woómwe kusaambana. Káandi, weéna wéena óogwo alikuumpula omukázi ayaalekéene ne eéba, náwe naába asaambeene náze.”
28052100a8	“Mwaáhuliize echilagilo éecho abaantu ba kala baagaambíilwe báti, ‘Olekelage kulahila ebisuba, náho ohikiílize Omukáma Múungu omulahi óogwo waálahiile.’
2805220085	Náho íinye niimbagaambila nka nikwo, otalilahila butúnu no óobu ahi igulu, habwo kuba nicho echitébe cho obutégeki cha Múungu.
28052300c9	Nali otaákulahilila habwe éensi ezi, habwo kuba niho Múungu aáta amagulu goómwe. Nali otaákulahila habwe echikaali cha Yeruzaléemu, habwo kuba echo nicho echikaali cha Múungu, Omukáma mukúlu.
280524008c	Nali otaákulahila habwo omútwe gwaawe, habwo kuba tiwaákuhicha kuhiindula no óobu akasoke kámo kabe akalikwéela nali akalikwiílagula.
28052500e4	Náho kamulikuba nimumanyisa mútyo ha kwiikilizana, mugaámbega muti, ‘Éego,’ na kábilaaba nimumanyisa timukwiikilizana, mugaámbega muti, ‘Mmahi.’ Kuba amagaambo agasaaga aho nigaluga ahali elyo Izilwa, Isitáani.”
280526006f	“Mwaáhuliize echilagilo éecho abaantu bakagaambilwa báti, ‘Elíiso aha líiso, ne elíino aha líino.’
28052700a9	Náho íinye niimbagaambila nka nikwo, mutaákusiingaangana no omuuntu omuzilwa. Náho kábilaaba omuuntu yaákuteela ahi itama lyo obúlyo, muhiindulile ne lyo obumoso.
280528006b	Káandi, kábilaaba omuuntu akulegeeliile abone kutwáala enkaanzu yaawe, mulekele atwaále ne ebebo yaawe.
280529009e	Káandi, kábilaaba omuuntu naakuzemeleza oluzeendo lwo kuteelaho eénta echihuumbi chimo, íiwe guma ozeénde náze oluzeendo lwe entáambo ebihuumbi bibili.
28052a006e	Káandi, kaálaaba omuuntu akusabile echiintu, omuhe. Na kaálaaba ayizile kukwoóhoza, otamuleebayo kuche.”
28052b009a	“Mwaáhuliize echilagilo éecho abaantu baagaambíilwe báti, ‘Omweénde muzeenzi waawe,’ na abaantu bakeégeswa báti, ‘Omunobe omubisa waawe.’
28052c0076	Náho íinye niimbagaambila nka nikwo, mubeénde ababisa báanyu, na mube nimubasabila bóona áabo abalikubaágalaza.
28052d00d3	Mbwéenu, kámulikola mútyo, nimuba abáana be Isíimwe óogwo ali omu igulu. Weényini niwe abaakiza izóoba abaantu abazima na abaantu abaheni. Káandi, abeetilila enzula abaantu abagololoke hamo na abazilwa.
28052e00a2	Mbwéenu sii, kábilaaba nimweénda abo boónka abalikubéenda, mulyaábona empeéla chi? Manya, abahaámbya nábo nikwo bazila beenda abo abalikubéenda boónka.
28052f00c2	Káandi, keélaaba nimwaangalucha badugu báanyu boónka, nimuba mwaákola chikolwa chi cho kusaaga abáandi? No óobu abo baantu abali Abanyamahaánga, mubabona batabizila ebilikususa nke ebyo?
2805300058	Mbwéenu, mube abo obúlyo, nko óokwo Isíichwe óogwo ali omu igulu aba owa akalyo.”
28060100d4	“Mulamanya! Ebikolwa byáanyu ebizima mutabizilila omu méeso ga abaantu kuba babaléebe. Ha nsoonga kamulaaba nimukola mútyo, timukwiinaánkula ensiimi yoóna yóona kuluga hali Isíimwe óogwo ali omu igulu.
28060200bb	“Mbwéenu, obuchilo noosuumbuusa abaambazi, leka kweélaangaana óokwo olikukola aha kutéela echikuli. Abagóbya bakola bátyo omu masomelo no omu nsése babone kusiingizwa na abaantu.
28060300d0	Mazima butúnu niimbagaambila nka nikwo, baámazile kwiinaankula ensiimi yáabo yóona. Náho íiwe obuchilo noosuumbuusa aha ngoonzi, engalo yaawe yo obumoso etamanyisibwa áago engalo yo obúlyo yaásohoza,
2806040062	esuumbuuso yaawe ezeénde omu chihwe. Iíso waawe óogwo amanya ebye echihwe, alyaákugalulila.”
28060500fa	“No obuchilo nimusaba Múungu, mutaákuba nke engóbya. Abo beenda kusaba kunu beémeeliile omu masomelo no omu mbazu ze nsése kuba babone kuleebwa na abaantu. Mazima butúnu niimbagaambila nka nikwo, baámazile kwiinaankula ensiimi yáabo yóona.
28060600c7	Náho íiwe obuchilo noosába, otaahemo omu chiseenge chaawe mále oteyo olwiizi. Niho osabe Iíso óogwo ali omu chihwe. Náwe Iíso óogwo abona ebili áaho abaantu batakuhwéeza, alyaákugalulila.
28060700b4	“Obuchilo nimusaba, mutaákuba nimutuúmilila ebigaambo nko óokwo bakola abaantu áabo abali abapagáani. Abo nibateekuza nka nikwo nibahulilwa habwo kukanyisa amagaambo gáabo.
2806080083	Mutaákuba nimusaba nko óokwo basabaho abo, habwo kuba Isíimwe naasoombookelwa éecho mulikweenda, no óobu muba mutakachisabile.
