2800000006	Matayo
28020e0050	Yusufu kalamuka, kamsola imwana na mamake kasegela ikilo acho na kuchola Misili,
28020f0098	kakala ako mbaka Helode viyafile. Gano gatendigwa kutenda acho kiyalongile Mndewa kubitila mtula ndagu kilawilile, “Nimkema mwanangu kulawa Misili.”
280210016a	Helode viyajuwile kamba wanhu wacholile kumulola Yesu kulawa mwambu wa kudilawila zuwa wamvizila, kagevuzika ng'hani. Kalava lagizo da kuwakoma wana wose wa kimbigalo weli Beselehemu na hiwo weli behi, kusongela wana ving'hele mbaka wana weli na miyaka mibili ino itendigwa kamba viyajuwile kulawa kwa wanhu wacholile kumulola Yesu mna ikipindi viwayone inhondo.
2802110052	Kwa mbuli ino kilawilila kija kiyalongile Yelemia yakalile mtula ndagu wa Mulungu,
2802120081	“Sauti ihulikigwa mwiisi ya Lama, kulila na kuiyalala ng'hani. Laheli kowalilila wanage nayo kolema kuhozigwa, kwavija wafa.”
2802130050	Helode viyafile, msenga wa Mndewa kamulawilila Yusufu mzinzozi mwiisi ya Misili,
2802140083	kamulongela, “Lamuka umsole imwana na mamake, na ubweleganye mna iisi ya Izilaeli, kwavija wose walondile kumkoma imwana wafa.”
2802150051	Avo Yusufu kalamuka, kamsola imwana na mamake na kabweleganya mwiisi ya Izilaeli.
28021600ae	Lakini Yusufu viyahulike Alikelao mwanage Helode, kahala Undewa wa tatake ako Yudea, kadumba kuchola kuko, kwavija kazumigwa ng'hani mzinzozi. Avo kachola mwiisi ya Galilaya.
2802170087	Kahamila kudibuga da Nazaleti keka ukazi wake kuko. Avo kilawilile kija kiwalongile watula ndagu wa Mulungu, “Kokemigwa Mnazaleti.”
2803010053	Mna izisiku azo Yohana Mbatizaji keza kuluwala lwa Yudea, kasonga kuwapetela wanhu.
280302004b	Kawalongela, “Lekeni nzambi zenu kwavija Undewa wa kuulanga wammabehi!”
28030300a6	Ayo Yohana, ayo munhu yalongigwe na mtula ndagu wa Mulungu Isaya, “Munhu imoja kokema kuluwala, ‘Itandeni nzila ya Mndewa, goloseni nzila yake yonda yabite!’”
2803040082	Kiwalo cha Yohana kitendigwa kwa mibahila ya ngamiya, na kavala mkwiji wa ng'hwembe mkigudi chake. Lujo lwake lukala nzige na uki.
280305006e	Wanhu wamcholela kulawa Yelusalemu, na isi yose ya Yudea na kulawa isi zose zilihabehi na lwanda lwa Yolidani.
2803060049	Watogola hewo watenda nzambi na Yohana kawabatiza muulwanda lwa Yolidani.
28030700a7	Yohana viyawone Mafalisayo na Masadukayo wengi womwizila yawabatize, kawalongela, “Mweye mizoka nani yawalongele modaha kuikimbila nhaguso yonda igaligwe na Mulungu?
2803080035	Musang'hane gaja gonda galaguse muzileka nzambi zenu.
280309008b	Sekemugese kwa kulonga kamba Abulahamu heyo muhenga wetu. Nowalongela Mulungu kodaha kugasola mabwe gano na kugatenda lukolo lwa Abulahamu!
28030a0077	Shoka ikigwa goya kukanha mibiki mna gamasina. Kila mbiki uleka kulela matunda ganogile wokanhigwa na kwasigwa muumoto.
28030b00d2	Niye nowabatiza mweye kwa mazi kulagusa muzileka nzambi zenu. Lakini yonda yeze kukisogo changu kowabatiza kwa Loho Yang'alile na kwa moto, heyo ni munhu mkulu kubanza nene, niye sifaya hata kupapa vilatu vake.
28030c0089	Ayo kana lungo lwa kubetela uhule mmakono gake. Nayo kousola uhemba wake na kuwika kudikanho, lakini koisoma imikumvi muumoto haufaga.”
28030d0068	Mna izisiku azo Yesu kasegela kulawa Galilaya kachola kuna ulwanda lwa Yolidani yakabatizigwe na Yohana.
28030e006f	Lakini Yohana kalonda kumgomesa Yesu, kalonga, “Niye nolondeka nibatizigwe na gweye, habali wiza kumwangu?”
28030f0081	Yesu kamwidika, “Leka sambi iwe vivo kwavija kwakutenda vivo togatenda gaja gose golondigwa na Mulungu.” Avo Yohana katogola.
2803100082	Bahaja Yesu viyabatizigwe, kalawa mgamazi, ulanga ugubuka, na kamona Loho wa Mulungu kohumuluka kamba huwa na kakala uchanha yake.
2803110063	Abaho sauti ihulikigwa kulawa kuulanga ilonga, “Ino heyo mwanangu nimnogele, ninogezigwa nayo.”
2804010052	Abaho Loho Yang'alile kamulongoza Yesu yachole kuluwala yakagezigwe na Mwenembago.
2804020060	Kakala kuko siku malongo mane imisi na ikilo bila kuja. Viyamambukize siku azo, Yesu kona nzala.
280403007a	Abaho Mwenembago kamcholela kamulongela, “Kamba gweye kwa Mwana wa Mulungu kweli galagize mabwe gano gagaluke magate.”
280404008b	Lakini Yesu kamwidika, “Maandiko Gang'alile golonga, ‘Munhu hawa mgima kwa kuja kwiiyeka, lakini kwa kila mbuli yoolonga Mulungu.’”
280405006d	Abaho Mwenembago kamsola Yesu mbaka Yelusalemu buga ding'alile, kamwika mna ikiswili cha Ing'anda ya Mulungu.
2804060100	Abaho kamulongela Yesu, “Kamba kweli gweye kwa Mwana wa Mulungu, ilagaze mwenyego hasi, kwavija Maandiko Gang'alile golonga, ‘Mulungu kowalagiza wasenga zake wa kuulanga mbuli ya gweye, nao wokusola mmakono gao, sekeuilumize magulu gako mgamabwe.’”
280407005f	Yesu kamwidika, “Vivija Maandiko Gang'alile golonga, ‘Sekeumgeze Mndewa Mulungu wako.’”
280408007d	Abaho Mwenembago kamsola Yesu mbaka uchanha ng'hani kuna ulugongo lutali na kamulagusila undewa wa mwiisi yose na unovu wake.
2804090058	Mwenembago kamulongela, “Vino vose nokugwaa, kamba wahanifugamila na kunitambikila.”
28040a009d	Yesu kamulongela, “Segela kumwangu Mwenembago! Kwavija Maandiko Gang'alile golonga, ‘Mtambikile Mndewa Mulungu wako, na umsang'hanile heyo yaiyeka!’”
28040b004a	Baho Mwenembago kamuleka Yesu, na wasenga wa kuulanga weza wamsang'hanila.
28040c0050	Yesu viyahulike Yohana Mbatizaji kagodekigwa kukifungo, kachola isi ya Galilaya.
28040d0086	Hakalile Nazaleti lakini kachola kukala Kapelinaumu kudibuga dili behi na lamba da Galilaya, kuzimbaka za isi ya Zabuloni na Nafutali.
28040e0048	Mbuli ino ilawilila kamba vija viyalongile mtula ndagu wa Mulungu Isaya,
28040f008f	“Isi ya Zabuloni na isi ya Nafutali nzila ya kucholela mbahali, umwambu uyagwe wa lwanda lwa Yolidani Galilaya, isi ya wanhu haweli Wayahudi!
280410007f	Wanhu wakalile mdiziza wawona mulenge wa ukombozi wa Mulungu Waja wose wokala mwiisi ya sisila da ifa mulenge uwamwemwesela.”
2804110078	Kulawa kipindi acho Yesu kasonga kuwapetela usenga wake, “Lekeni nzambi zenu, kwavija Undewa wa kuulanga wammabehi.”
28041200c6	Yesu viyakalile kobita kumgwazo wa lamba da Galilaya, kawavika munhu na mkulu wake wovuwa somba. Wakala Simoni yakemigwe Petulo na mdodo wake Andeleya, wakala wovuwa somba mna dilamba na mizavu yao.
280413004f	Yesu kawalongela, “Nikwelelezeni na niye nowatenda muwe wavuwaji wa wanhu.”
2804140028	Bahaja waileka mizavu yao, wamkweleleza.
28041500a3	Kagenda kumwande kawavika wandugu wabili wayagwe. Yakobo na Yohana wanage Zebedayo. Wakala mwiingalawa hamoja na tatao Zebedayo woitanda mizavu yao. Yesu kawakema,
2804160036	bahaja waileka ngalawa na tatao, na wamkweleleza Yesu.
28041700bf	Yesu kachola mwiisi yose ya Galilaya, kafundiza mzing'anda za kumpula Mulungu na kawapetela wanhu Mbuli Inogile ya Undewa wa Mulungu na baho kawahonya wanhu wakalile na mitamu na magayo gose.
28041800c0	Mbuli zake zenela mwiisi yose ya Siliya, avo wanhu wamgalila wanhu wose wakalile watamu, waja wodununzika na kila utamu, weli na vinyamkela, na visango na waja waholole na Yesu kawahonya wose.
2804190085	Wanhu wengi wamkweleleza Yesu kulawa Galilaya na Dekapoli, kulawa Yelusalemu na Yudea na isi ya mwambu uyagwe wa lwanda lwa Yolidani.
280501005a	Yesu viyaluwone lunhu lwa wanhu, kakwela kulugongo, kakala hasi. Wanahina zake wamcholela,
2805020019	nayo kasonga kuwafundiza.
2805030056	“Wamweda wanhu waja womtamanila Mulungu yaiyeka, kwavija Undewa wa kuulanga uli wao!
280504003a	Wamweda wanhu waja wonyunyuwala, kwavija Mulungu kowahoza!
2805050042	Wamweda wanhu waja weli wahole, kwavija Mulungu kowagwaa isi yose.
2805060070	Wamweda wanhu waja weli na nzala na ng'hilu ya kutenda gaja goyolonda Mulungu, kwavija Mulungu kowatenda wegute!
2805070050	Wamweda wanhu waja weli na bazi kwa wayagwe, kwavija Mulungu nayo kowonela bazi!
2805080055	Wamweda wanhu waja wailavile kwa Mulungu kwa mizoyo yao yose, kwavija womona Mulungu!
280509004d	Wamweda wanhu waja wotenda wanhu wailumbe, kwavija wokemigwa wana wa Mulungu!
28050a006e	Wamweda wanhu waja wodununzika mbuli ya kutenda gaja goyolonda Mulungu, kwavija Undewa wa kuulanga uli wao!”
28050b005b	“Mmweda mweye muligigwa na kudununzigwa na kulongigwa vihile, kwavija mwa wanahina zangu.
28050c00a8	Sekeleleni na kudeng'helela, kwavija mwikiligwa nhunza ng'hulu kuulanga. Kwavija vino vivo wadununzigwe watula ndagu wa Mulungu wakalile umwaka, mweye hamunavumbuka.”
28050d00ca	“Mweye mulinga kamba mkele kwa wanhu wose wa mwiisi. Ila kamba mkele wahagiza ukali wake, vino wogeligwa choni mbaka ubweze ukali wake kabili? Haufaya bule, ila wokwasigwa kunze na wanhu woubojoga.”
28050e005c	“Mweye muigala na mulenge kwa wanhu wa mwiisi. Buga dizengigwe kulugongo hadidaha kuifisa.
28050f007d	Kuduhu munhu yobwinha taa na kuigubika na kikalango, lakini koika kukingolobweda. Baho yomwemwesela kila munhu yeli mng'anda.
280510007e	Vivo ili kumwenu mweye, mulenge wenu uwamwemwesele wanhu wagone gaja ganogile gomtenda muladi wamtogole Tataenu yeli kuulanga.
280511008a	“Sekemugese nene niza kugasegeza Malagizo ga Musa hebu mafundizo ga watula ndagu wa Mulungu. Niye niza kutenda Malagizo gago galawilile.
2805120093	Nowalongela ukweli, mbaka ulanga na isi vosegela, kuduhu hata mbuli ndodo ng'hani yonda isegezigwe mna Gamalagizo mbaka gose galongigwe galawilile.
280513010e	Munhu yoyose yolema kukweleleza lagizo dodo mna Gamalagizo gano na kuwafundiza wayagwe watende vivo, munhu ayo kokuwa mdodo mna undewa wa kuulanga. Lakini munhu ija yogagoga Malagizo na kuwafundiza wanhu wayagwe watende vivo, munhu ayo kokuwa mkulu Muundewa wa kuulanga.
2805140091	Nowalongeleni, kamba hamutenda ganogile goyolonda Mulungu kubanza wafundiza Malagizo ga Musa na Mafalisayo, hamwingila ng'o Muundewa wa kuulanga.
2805150064	“Muhulika wanhu wa umwaka viwalongeligwe, ‘Sekemukome. Munhu yoyose yonda yakome yatagusigwe.’
28051600e2	Lakini niye nowalongeleni munhu yoyose yomwihila ndugu yake kotagusigwa. Munhu yoyose yombeza ndugu yake kolondeka yagaligwe kukitala, na munhu yoyose yomkema ndugu yake, ‘Mbozi!’ ayo kolondeka yengile muumoto wa jehanamu.
280517005e	“Avo kamba wahalonda kumulavila Mulungu nhunza muupango, na kokumbuka mugomba na ndugu yako,
280518007c	tanhu ileke nhunza yako aho hana uupango, chola hima ukailumbe na ndugu yako, na abaho ubwele umulavile Mulungu nhunza yako.
28051900e9	“Munhu yahawa na mbuli na gweye na kolonda kukugala mna ikitala, uilumbe nayo yang'hali hanakugala kukitala. Buleavo yahakugala kukitala, na kukwika mmakono ga msemi, nayo kokwika mmakono ga wakalizi, na gweye kogodekigwa mkifungo.
28051a003d	Nokulongela kweli, mumo humulawa ng'o mbaka ulipe sente yose.
28051b003a	“Muhulika wanhu viwalongeligwe, ‘Sekemutende ugoni.’
28051c0082	Lakini niye nowalongela, munhu yoyose yonda yamulole mtwanzi kwa kumsulukila, munhu ayo katenda ugoni na mtwanzi ayo muumoyo wake.
28051d00d3	Avo kamba siso jako da mkono wa kudila dahakuhonza utende nzambi, ding'ole ujase. Kwavija yokuwa vinoga ng'hani gweye wagize kinhu kimoja cha lukuli lwako, kubanza lukuli lwako lose lwasigwe muumoto wa jehanamu.
28051e00bf	Kamba mkono wako wa kudila wahakuhonza utende nzambi, ukanhe uwase! Kwavija vinoga ng'hani kumwako wagize kinhu kimoja cha lukuli lwako kubanza lukuli lwako lose lwasigwe muumoto wa jehanamu.
28051f0071	“Vivija muhulika wanhu viwalongeligwe, ‘Munhu yoyose yomwasa mwehe wake kolondeka yamgwee kibua cha nyasa.’
28052000d0	Lakini niye nowalongeleni, mbigalo sekeyamwase mwehe wake, ila kamba mtwanzi ayo katenda ugoni. Kwavija kamba yahamwasa, komtenda yawe mgoni, na mbigalo yonda yamsole mtwanzi ayo yasigwe vivija kotenda ugoni.
2805210089	“Muhulika wanhu wa umwaka viwalongeligwe, ‘Sekeuleke kutenda kija kiuiduile, ila kolondeka utende mbuli zose ziuiduile kwa Mndewa.’
2805220062	Lakini niye nowalongeleni, sekemuiduile. Sekemuiduile kwa ulanga, kwavija acho kigoda cha Mulungu,
280523007e	vivija sekemuiduile kwa isi, kwavija aho hanhu ha kwikila magulu gake, hebu kwa Yelusalemu, kwavija dijo buga da Mndewa mkulu.
2805240066	Vivija sekeuiduile kwa pala jako, kwavija hudaha kulutenda hata luvili lumoja luwe luzelu hebu lutitu.
2805250086	Wahalonga, ‘Ona’ iwe ‘Ona,’ hebu wahalonga, ‘Bule’ iwe ‘Bule.’ Mbuli yoyose iyagwe kubanza zino yolawa kwa Mwenembago.
280526003f	“Muhulika viilongigwe, ‘Siso kwa siso, na zino kwa zino.’
2805270084	Lakini niye nowalongeleni, sekeumbwezele munhu yakutendele gehile. Munhu yahakutowa kanza da mkono wa kudila, muhindusile da kumoso.
280528005a	Kamba munhu yahakugala kukitala kwa kulonda kusola shati jako, muleke yasole na koti jako.
2805290066	Kamba munhu kokunanahiza umpapile mzigo wake kwa utali wa kilometa imoja, umpapile kwa kilometa mbili.
28052a0046	Munhu yahakupula kinhu mgwee, munhu yahalonda kukukopa sambiumulemele.
28052b005a	“Muhulika wanhu viwalongeligwe, ‘Wanogeleni mbwiga zako, na uwehile waja wakwihile.’
28052c0060	Lakini niye nowalongeleni, wanogeleni wanhu wowehila na wapulileni kwa Mulungu waja wowadununza,
28052d00ae	baho mokuwa wana wa Tataenu yeli kuulanga. Kwavija heyo kowamwemwesela zuwa jake wanhu wehile na wanogile, na kowagwaa mvula waja wotenda gayolonda na waja wotenda gomgevuza.
28052e0081	Vino Mulungu kowagwaa nhunza gani kamba muhawanogela waiyeka wanhu waja wowanogela mweye? Vino hata wabokela kodi hawatenda vivo?
28052f0058	Muhawalamusa mbwiga zenu waiyeka, motenda kilozo gani? Vino hata wamhazi hawatenda vivo?
280530003a	Molondeka mutelele kamba Tataenu yeli kuulanga viyatelele.
2806010093	“Iteganyeni, sekemutende mbuli zinogile mgameso ga wanhu muladi wanhu wawatogole. Muhatenda avo Tataenu wa kuulanga honda yawagwee nhunza yoyose.
28060200f5	“Avo kamba komgwaa kinhu munhu mkiwa, sekeutowe mhalati kutenda wanhu wakijuwe kija kiutenda, kamba viwotenda wanafiki mna izing'anda za kupulila na mna zinzila muladi wanhu wawatogole. Nowalongeleni ukweli, awo wabokela mwaka nhunza yao yose.
2806030071	Lakini gweye wahamgwaa kinhu munhu mkiwa, mkono wako wa kumoso sekeujuwe kija kitendigwa na mkono wako wa kudila.
2806040050	Tenda avo kwa kinyelegezi. Tatako yolola gotendigwa kinyelegezi kokugwaa nhunza.
28060500df	“Mwahampula Mulungu, sekemuigale na wanafiki! Kwavija awo wanogelwa kwima na kumpula Mulungu mna zing'anda za ukupula na mna zinzila mhanda, muladi wanhu wawalole. Nowalongeleni ukweli, awo wabokela mwaka nhunza yao yose.
280606009b	Lakini gweye wahampula Mulungu, ingila mdigati jako, hinda lwivi lwako, umpule Tatako hakoneka. Tatako iyolola gaja gotendigwa kinyelegezi kokugwaa nhunza.
2806070088	“Mwahampula Mulungu, sekemulonge mbuli nyingi za chaka chaka kamba viwotenda wamhazi, kwavija wogesa wohulikigwa kwa mbuli zao nyingi.
280608004d	Sekemuigale nao, kwavija Tataenu kajuwa kija kimulonda mung'hali hamunampula.
280609004a	Lakini mweye puleni vino, ‘Tataetu uli kuulanga, twaga jako ditogoligwe,
28060a0043	undewa wako wize, goulonda mwiisi gatendigwe, kamba viili kuulanga.
28060b0026	Utugwee lelo lujo lwetu lwa kila siku.
28060c0074	Uzigele kumgongo nzambi zetu zitutendile, kamba vija tweye vituzigela kumgongo mbuli za wanhu wayagwe ziwatutendele.
28060d007e	Sekeutwingize kuna ukugezigwa, lakini utuhonye na ija Imdumuka. [Kwavija siku zose undewa ni wako na inguvu na ukulu. Ona.’]
28060e0075	“Kamba mwahazigela kumgongo nzambi wanhu ziwawatendele, vivija Tataenu yeli kuulanga kozigela kumgongo nzambi zenu.
28060f0089	Lakini kamba hamuzigela bule kumgongo nzambi za wanhu wayagwe, Tataenu yeli kuulanga nayo hazigela bule kumgongo nzambi zenu zimutendile.
28061000b0	“Mwahafunga kuja, sekemuwe kamba wanafiki, awo wovitenda vihanga vao vigele bazi muladi wakoneke kamba wafunga kuja. Nowalongeleni ukweli, awo wabokela mwaka nhunza yao yose.
2806110046	Lakini gweye wahafunga kuja, sunha kihanga chako na ubunhe mvili zako,
28061200a6	muladi wanhu wayagwe sekewakujuwe kamba kufunga kuja ila Tatako yaiyeka yoleka koneka, ayo yonda yajuwe. Nayo Tatako yolola gaja goutenda kinyelegezi kokugwaa nhunza.
2806130068	“Sekemwike ngama zenu mwiisi ino muli na ng'hobo na lungwi luzibananga, na wabavi wokwingila na kwiba.
2806140071	Lakini mwike ngama zenu kuulanga, ako ng'hobo na lungwi havidaha kubananga, na wabavi hawadaha kwingila na kwiba.
280615003e	Kwavija kuko kuili ngama yako, vivija kuko kondauwe moyo wako.
2806160058	“Meso gago taa ya lukuli. Kamba meso gako magima, lukuli lwako lose lokuwa na mulenge,
2806170088	lakini kamba meso gako gabanangika, lukuli lwako lose lokuwa mdiziza. Avo kamba mulenge ulimgati mmwako wahawa ziza, dokuwa ziza totolo!
28061800bc	“Kuduhu munhu yodaha kuwasang'hanila wakulu wabili, kwavija komwihila imoja na kumnogela iyagwe, hebu koilumba na imoja na kumbeza iyagwe. Hamudaha kumsang'hanila Mulungu hamoja na mali.
28061900be	“Lekaavo nowalongeleni, sekemuugaiye ugima, moja choni na kung'wa choni, hebu ng'huli zenu zovala choni. Vino ugima haunogile bule kubanza lujo? Hebu lukuli halunogile bule kubanza viwalo?
28061a0099	Waloleni bondwa, hawahanda, hawasenga, hebu kwika kudikanho, lakini Tataenu yeli kuulanga kowadima. Vino mweye hamunogile ng'hani bule kubanza iwabondwa?
28061b004f	Nani kumwenu kwa kuigaza ng'hani kodaha kwengeza hata saa dimoja da ugima wake?
28061c0063	“Habali mogaiya viwalo? Loleni maluwa ga kumuhulo vigokula, hagasang'hana hebu kuitendela viwalo.
28061d007c	Lakini nowalongeleni, hata mndewa Sulemani mwenyego na utajili wake wose, havalile goya kamba luwa dimoja mna gamaluwa gano.
28061e0098	Kamba Mulungu heyo yodivaza jani da kumuhulo, lelo dabahano na mayo dokwasigwa muumoto, vino hondayawavaze ng'hani mweye? Mweye wanhu mutamanila kidogo!
28061f0066	“Avo sekemuigaze kwa kulonga, ‘Toja choni?’ hebu, ‘Tong'wa choni?’ hebu, ‘Tovala choni?’
2806200066	Kwavija vinhu vino vivo voogaiya wamhazi. Tataenu yeli kuulanga kojuwa kamba movilonda vinhu vose avo.
2806210056	Lakini tanhu uzahileni Undewa wa Mulungu na gaja goyolonda, na vino vose mogweleligwa.
2806220055	Avo sekemugagaiye ga mayo, kwavija mayo yoigaiya yenyego. Kila siku yoigaiya yenyego.
2807010049	“Sekemuwataguse wanhu wayagwe, avo na mweye sekemutagusigwe na Mulungu.
2807020070	Kwavija vimuwatagusa wanhu wayagwe, na mweye motagusigwa vivo. Mulungu kowatendela vivija vimuwatendela wayagwe.
2807030057	Habali kolola kibanzi kili mdisiso da ndugu yako, lakini hulola biki dili mdisiso jako?
2807040089	Hebu kodahaze kumulongela ndugu yako, ‘Chonde leka nikulave kibanzi kili mdisiso jako,’ na kuno gweye mwenyego mdisiso jako mna biki?
280705007c	Gweye kwa mnafiki! Tanhu lava biki dili mdisiso jako, abaho kodaha kulola goya na kulava kibanzi kili mdisiso da ndugu yako.
2807060090	“Sekemuwagwee umbwa vinhu vilavigwe kwa Mulungu, kwavija wowahinduka na kuwaluma. Hebu sekemuwapigisile nguluwe lulu zenu, kwavija wozibojoga.
2807070066	“Puleni, na mweye mogweleligwa, zahileni, na mweye movona, gong'ondeni ulwivi, na mweye movugulilwa.
2807080085	Kwavija munhu yoyose yompula Mulungu kogweleligwa, na munhu yoyose yozahila kopata, na munhu yoyose yogong'onda ulwivi kovuguliligwa.
2807090050	Vino kuna munhu yoyose kumwenu mweye kamba mwanage yahampula gate komgwaa dibwe?
28070a0022	Hebu yahampula somba komgwaa zoka?
28070b008f	Kamba mweye mmemile nzambi mojuwa kuwagwaa wanenu vinhu vinogile, avo Tataenu yeli kuulanga kowagwaa ng'hani vinhu vinogile wanhu waja wompula.
28070c0099	“Avo watendeleni wayagwe gaja gose gomulonda mweye kutendeligwa, kwavija dino dijo fambulo da Malagizo ga Musa na mafundizo ga watula ndagu wa Mulungu.
28070d0097	“Ingileni kubitila lwivi msisili, kwavija lwivi lwa kwingilila kuna ukupotela lugazi, na nzila ilongoza ako ibuha, na wanhu wengi wobitila nzila ayo.
28070e004a	Lakini nzila ilongoza kuugima ni ndodo na sisili, wanhu kidogo awo woyona.
28070f007f	“Iteganyeni na watula ndagu wa uvizi. Wowezila kwa kukoneka kwa kunze kamba ng'hondolo, lakini mgati mmwao waigala na mbwizi.
2807100054	Mowajuwa kwa sang'hano zao, mkese haudaha kulela fulu na mgude haudaha kulela ngama.
2807110059	Vivija kila mbiki unogile wolela matunda ganogile, na mbiki wihile wolela matunda gehile.
280712004f	Mbiki unogile haulela matunda gehile, na mbiki wihile haulela matunda ganogile.
2807130048	Kila mbiki uleka kulela matunda ganogile wokanhigwa na kwasigwa muumoto.
280714003a	Avo mowajuwa watula ndagu wa uvizi kwa kija kiwosang'hana.
2807150093	“Siyo kila munhu yong'hema ‘Mndewa, Mndewa’ kokwingila mna Undewa wa kuulanga, ila waja waiyeka wotenda gaja goyolonda Tatangu yeli kuulanga.
