2800000019	Κατα Ματθαιον
28020a005f	ιδοντες δε τον αστερα εχαρησαν χαραν μεγαλην σφοδρα
28020b0165	και ελθοντες εις την οικιαν ειδον το παιδιον μετα μαριας της μητρος αυτου και πεσοντες προσεκυνησαν αυτω και ανοιξαντες τους θησαυρους αυτων προσηνεγκαν αυτω δωρα χρυσον και λιβανον και σμυρναν
28020c00b3	και χρηματισθεντες κατ οναρ μη ανακαμψαι προς ηρωδην δι αλλης οδου ανεχωρησαν εις την χωραν αυτων
28020d01a9	αναχωρησαντων δε αυτων ιδου αγγελος κυριου φαινεται κατ οναρ τω ιωσηφ λεγων εγερθεις παραλαβε το παιδιον και την μητερα αυτου και φευγε εις αιγυπτον και ισθι εκει εως αν ειπω σοι μελλει γαρ ηρωδης ζητειν το παιδιον του απολεσαι αυτο
28020e00a6	ο δε εγερθεις παρελαβεν το παιδιον και την μητερα αυτου νυκτος και ανεχωρησεν εις αιγυπτον
28020f00e6	και ην εκει εως της τελευτης ηρωδου ινα πληρωθη το ρηθεν υπο κυριου δια του προφητου λεγοντος εξ αιγυπτου εκαλεσα τον υιον μου
280210018a	τοτε ηρωδης ιδων οτι ενεπαιχθη υπο των μαγων εθυμωθη λιαν και αποστειλας ανειλεν παντας τους παιδας τους εν βηθλεεμ και εν πασιν τοις οριοις αυτης απο διετους και κατωτερω κατα τον χρονον ον ηκριβωσεν παρα των μαγων
280211006a	τοτε επληρωθη το ρηθεν δια ιερεμιου του προφητου λεγοντος
28021200db	φωνη εν ραμα ηκουσθη κλαυθμος και οδυρμος πολυς ραχηλ κλαιουσα τα τεκνα αυτης και ουκ ηθελεν παρακληθηναι οτι ουκ εισιν
280213009d	τελευτησαντος δε του ηρωδου ιδου αγγελος κυριου φαινεται κατ οναρ τω ιωσηφ εν αιγυπτω
28021400f3	λεγων εγερθεις παραλαβε το παιδιον και την μητερα αυτου και πορευου εις γην ισραηλ τεθνηκασιν γαρ οι ζητουντες την ψυχην του παιδιου
2802150098	ο δε εγερθεις παρελαβεν το παιδιον και την μητερα αυτου και εισηλθεν εις γην ισραηλ
2802160126	ακουσας δε οτι αρχελαος βασιλευει της ιουδαιας αντι του πατρος αυτου ηρωδου εφοβηθη εκει απελθειν χρηματισθεις δε κατ οναρ ανεχωρησεν εις τα μερη της γαλιλαιας
28021700ce	και ελθων κατωκησεν εις πολιν λεγομενην ναζαρετ οπως πληρωθη το ρηθεν δια των προφητων οτι ναζωραιος κληθησεται
28030100ac	εν δε ταις ημεραις εκειναις παραγινεται ιωαννης ο βαπτιστης κηρυσσων εν τη ερημω της ιουδαιας
2803020070	{VAR2: [και]} λεγων μετανοειτε ηγγικεν γαρ η βασιλεια των ουρανων
2803030107	ουτος γαρ εστιν ο ρηθεις δια ησαιου του προφητου λεγοντος φωνη βοωντος εν τη ερημω ετοιμασατε την οδον κυριου ευθειας ποιειτε τας τριβους αυτου
2803040108	αυτος δε ο ιωαννης ειχεν το ενδυμα αυτου απο τριχων καμηλου και ζωνην δερματινην περι την οσφυν αυτου η δε τροφη ην αυτου ακριδες και μελι αγριον
28030500a8	τοτε εξεπορευετο προς αυτον ιεροσολυμα και πασα η ιουδαια και πασα η περιχωρος του ιορδανου
2803060095	και εβαπτιζοντο εν τω ιορδανη ποταμω υπ αυτου εξομολογουμενοι τας αμαρτιας αυτων
280307012f	ιδων δε πολλους των φαρισαιων και σαδδουκαιων ερχομενους επι το βαπτισμα {VAR2: αυτου} ειπεν αυτοις γεννηματα εχιδνων τις υπεδειξεν υμιν φυγειν απο της μελλουσης οργης
2803080049	ποιησατε ουν καρπον αξιον της μετανοιας
28030900f2	και μη δοξητε λεγειν εν εαυτοις πατερα εχομεν τον αβρααμ λεγω γαρ υμιν οτι δυναται ο θεος εκ των λιθων τουτων εγειραι τεκνα τω αβρααμ
28030a00d9	ηδη δε η αξινη προς την ριζαν των δενδρων κειται παν ουν δενδρον μη ποιουν καρπον καλον εκκοπτεται και εις πυρ βαλλεται
28030b0144	εγω μεν υμας βαπτιζω εν υδατι εις μετανοιαν ο δε οπισω μου ερχομενος ισχυροτερος μου εστιν ου ουκ ειμι ικανος τα υποδηματα βαστασαι αυτος υμας βαπτισει εν πνευματι αγιω και πυρι
28030c0105	ου το πτυον εν τη χειρι αυτου και διακαθαριει την αλωνα αυτου και συναξει τον σιτον αυτου εις την αποθηκην το δε αχυρον κατακαυσει πυρι ασβεστω
28030d00bc	τοτε παραγινεται ο ιησους απο της γαλιλαιας επι τον ιορδανην προς τον ιωαννην του βαπτισθηναι υπ αυτου
28030e00aa	ο δε {VAR2: ιωαννης} διεκωλυεν αυτον λεγων εγω χρειαν εχω υπο σου βαπτισθηναι και συ ερχη προς με
28030f00fc	αποκριθεις δε ο ιησους ειπεν {VAR1: αυτω} {VAR2: προς αυτον} αφες αρτι ουτως γαρ πρεπον εστιν ημιν πληρωσαι πασαν δικαιοσυνην τοτε αφιησιν αυτον
2803100162	βαπτισθεις δε ο ιησους ευθυς ανεβη απο του υδατος και ιδου ηνεωχθησαν {VAR2: [αυτω]} οι ουρανοι και ειδεν {VAR1: πνευμα} {VAR2: [το] πνευμα [του]} θεου καταβαινον ωσει περιστεραν {VAR2: [και]} ερχομενον επ αυτον
2803110098	και ιδου φωνη εκ των ουρανων λεγουσα ουτος εστιν ο υιος μου ο αγαπητος εν ω ευδοκησα
28040100ac	τοτε {VAR1: [ο]} {VAR2: ο} ιησους ανηχθη εις την ερημον υπο του πνευματος πειρασθηναι υπο του διαβολου
280402008e	και νηστευσας ημερας τεσσερακοντα και νυκτας τεσσερακοντα υστερον επεινασεν
28040300c6	και προσελθων ο πειραζων ειπεν αυτω ει υιος ει του θεου {VAR1: ειπον} {VAR2: ειπε} ινα οι λιθοι ουτοι αρτοι γενωνται
28040400db	ο δε αποκριθεις ειπεν γεγραπται ουκ επ αρτω μονω ζησεται ο ανθρωπος αλλ επι παντι ρηματι εκπορευομενω δια στοματος θεου
28040500b6	τοτε παραλαμβανει αυτον ο διαβολος εις την αγιαν πολιν και εστησεν αυτον επι το πτερυγιον του ιερου
2804060143	και λεγει αυτω ει υιος ει του θεου βαλε σεαυτον κατω γεγραπται γαρ οτι τοις αγγελοις αυτου εντελειται περι σου και επι χειρων αρουσιν σε μηποτε προσκοψης προς λιθον τον ποδα σου
280407007f	εφη αυτω ο ιησους παλιν γεγραπται ουκ εκπειρασεις κυριον τον θεον σου
28040800e8	παλιν παραλαμβανει αυτον ο διαβολος εις ορος υψηλον λιαν και δεικνυσιν αυτω πασας τας βασιλειας του κοσμου και την δοξαν αυτων
2804090070	και ειπεν αυτω ταυτα σοι παντα δωσω εαν πεσων προσκυνησης μοι
28040a00c9	τοτε λεγει αυτω ο ιησους υπαγε σατανα γεγραπται γαρ κυριον τον θεον σου προσκυνησεις και αυτω μονω λατρευσεις
28040b008b	τοτε αφιησιν αυτον ο διαβολος και ιδου αγγελοι προσηλθον και διηκονουν αυτω
28040c0070	ακουσας δε οτι ιωαννης παρεδοθη ανεχωρησεν εις την γαλιλαιαν
28040d00c4	και καταλιπων την ναζαρα ελθων κατωκησεν εις καφαρναουμ την παραθαλασσιαν εν οριοις ζαβουλων και νεφθαλιμ
28040e0062	ινα πληρωθη το ρηθεν δια ησαιου του προφητου λεγοντος
28040f0092	γη ζαβουλων και γη νεφθαλιμ οδον θαλασσης περαν του ιορδανου γαλιλαια των εθνων
28041000e4	ο λαος ο καθημενος εν {VAR1: σκοτια} {VAR2: σκοτει} φως ειδεν μεγα και τοις καθημενοις εν χωρα και σκια θανατου φως ανετειλεν αυτοις
28041100a8	απο τοτε ηρξατο ο ιησους κηρυσσειν και λεγειν μετανοειτε ηγγικεν γαρ η βασιλεια των ουρανων
2804120148	περιπατων δε παρα την θαλασσαν της γαλιλαιας ειδεν δυο αδελφους σιμωνα τον λεγομενον πετρον και ανδρεαν τον αδελφον αυτου βαλλοντας αμφιβληστρον εις την θαλασσαν ησαν γαρ αλιεις
2804130076	και λεγει αυτοις δευτε οπισω μου και ποιησω υμας αλιεις ανθρωπων
2804140057	οι δε ευθεως αφεντες τα δικτυα ηκολουθησαν αυτω
2804150166	και προβας εκειθεν ειδεν αλλους δυο αδελφους ιακωβον τον του ζεβεδαιου και ιωαννην τον αδελφον αυτου εν τω πλοιω μετα ζεβεδαιου του πατρος αυτων καταρτιζοντας τα δικτυα αυτων και εκαλεσεν αυτους
280416007d	οι δε ευθεως αφεντες το πλοιον και τον πατερα αυτων ηκολουθησαν αυτω
2804170128	και περιηγεν εν ολη τη γαλιλαια διδασκων εν ταις συναγωγαις αυτων και κηρυσσων το ευαγγελιον της βασιλειας και θεραπευων πασαν νοσον και πασαν μαλακιαν εν τω λαω
2804180199	και απηλθεν η ακοη αυτου εις ολην την συριαν και προσηνεγκαν αυτω παντας τους κακως εχοντας ποικιλαις νοσοις και βασανοις συνεχομενους {VAR2: [και]} δαιμονιζομενους και σεληνιαζομενους και παραλυτικους και εθεραπευσεν αυτους
28041900db	και ηκολουθησαν αυτω οχλοι πολλοι απο της γαλιλαιας και δεκαπολεως και ιεροσολυμων και ιουδαιας και περαν του ιορδανου
28050100c0	ιδων δε τους οχλους ανεβη εις το ορος και καθισαντος αυτου προσηλθαν {VAR1: [αυτω]} {VAR2: αυτω} οι μαθηται αυτου
280502005b	και ανοιξας το στομα αυτου εδιδασκεν αυτους λεγων
280503007f	μακαριοι οι πτωχοι τω πνευματι οτι αυτων εστιν η βασιλεια των ουρανων
280504005b	μακαριοι οι πενθουντες οτι αυτοι παρακληθησονται
2805050061	μακαριοι οι πραεις οτι αυτοι κληρονομησουσιν την γην
280506008d	μακαριοι οι πεινωντες και διψωντες την δικαιοσυνην οτι αυτοι χορτασθησονται
2805070053	μακαριοι οι ελεημονες οτι αυτοι ελεηθησονται
2805080067	μακαριοι οι καθαροι τη καρδια οτι αυτοι τον θεον οψονται
2805090084	μακαριοι οι ειρηνοποιοι οτι {VAR1: [αυτοι]} {VAR2: αυτοι} υιοι θεου κληθησονται
28050a0097	μακαριοι οι δεδιωγμενοι ενεκεν δικαιοσυνης οτι αυτων εστιν η βασιλεια των ουρανων
28050b00e8	μακαριοι εστε οταν ονειδισωσιν υμας και διωξωσιν και ειπωσιν παν πονηρον καθ υμων {VAR1: ψευδομενοι} {VAR2: [ψευδομενοι]} ενεκεν εμου
28050c00c8	χαιρετε και αγαλλιασθε οτι ο μισθος υμων πολυς εν τοις ουρανοις ουτως γαρ εδιωξαν τους προφητας τους προ υμων
28050d00fb	υμεις εστε το αλας της γης εαν δε το αλας μωρανθη εν τινι αλισθησεται εις ουδεν ισχυει ετι ει μη βληθεν εξω καταπατεισθαι υπο των ανθρωπων
28050e0088	υμεις εστε το φως του κοσμου ου δυναται πολις κρυβηναι επανω ορους κειμενη
28050f00c5	ουδε καιουσιν λυχνον και τιθεασιν αυτον υπο τον μοδιον αλλ επι την λυχνιαν και λαμπει πασιν τοις εν τη οικια
28051000ec	ουτως λαμψατω το φως υμων εμπροσθεν των ανθρωπων οπως ιδωσιν υμων τα καλα εργα και δοξασωσιν τον πατερα υμων τον εν τοις ουρανοις
28051100a8	μη νομισητε οτι ηλθον καταλυσαι τον νομον η τους προφητας ουκ ηλθον καταλυσαι αλλα πληρωσαι
28051200f1	αμην γαρ λεγω υμιν εως αν παρελθη ο ουρανος και η γη ιωτα εν η μια κεραια ου μη παρελθη απο του νομου εως {VAR1: [αν]} {VAR2: αν} παντα γενηται
280513017f	ος εαν ουν λυση μιαν των εντολων τουτων των ελαχιστων και διδαξη ουτως τους ανθρωπους ελαχιστος κληθησεται εν τη βασιλεια των ουρανων ος δ αν ποιηση και διδαξη ουτος μεγας κληθησεται εν τη βασιλεια των ουρανων
28051400f8	λεγω γαρ υμιν οτι εαν μη περισσευση υμων η δικαιοσυνη πλειον των γραμματεων και φαρισαιων ου μη εισελθητε εις την βασιλειαν των ουρανων
280515009c	ηκουσατε οτι ερρεθη τοις αρχαιοις ου φονευσεις ος δ αν φονευση ενοχος εσται τη κρισει
280516015c	εγω δε λεγω υμιν οτι πας ο οργιζομενος τω αδελφω αυτου ενοχος εσται τη κρισει ος δ αν ειπη τω αδελφω αυτου ρακα ενοχος εσται τω συνεδριω ος δ αν ειπη μωρε ενοχος εσται εις την γεενναν του πυρος
28051700b4	εαν ουν προσφερης το δωρον σου επι το θυσιαστηριον κακει μνησθης οτι ο αδελφος σου εχει τι κατα σου
28051800eb	αφες εκει το δωρον σου εμπροσθεν του θυσιαστηριου και υπαγε πρωτον διαλλαγηθι τω αδελφω σου και τοτε ελθων προσφερε το δωρον σου
280519010f	ισθι ευνοων τω αντιδικω σου ταχυ εως οτου ει μετ αυτου εν τη οδω μηποτε σε παραδω ο αντιδικος τω κριτη και ο κριτης τω υπηρετη και εις φυλακην βληθηση
28051a0082	αμην λεγω σοι ου μη εξελθης εκειθεν εως αν αποδως τον εσχατον κοδραντην
28051b003e	ηκουσατε οτι ερρεθη ου μοιχευσεις
28051c00de	εγω δε λεγω υμιν οτι πας ο βλεπων γυναικα προς το επιθυμησαι {VAR1: [αυτην]} {VAR2: αυτην} ηδη εμοιχευσεν αυτην εν τη καρδια αυτου
28051d0124	ει δε ο οφθαλμος σου ο δεξιος σκανδαλιζει σε εξελε αυτον και βαλε απο σου συμφερει γαρ σοι ινα αποληται εν των μελων σου και μη ολον το σωμα σου βληθη εις γεενναν
28051e011f	και ει η δεξια σου χειρ σκανδαλιζει σε εκκοψον αυτην και βαλε απο σου συμφερει γαρ σοι ινα αποληται εν των μελων σου και μη ολον το σωμα σου εις γεενναν απελθη
28051f0072	ερρεθη δε ος αν απολυση την γυναικα αυτου δοτω αυτη αποστασιον
280520013c	εγω δε λεγω υμιν οτι πας ο απολυων την γυναικα αυτου παρεκτος λογου πορνειας ποιει αυτην μοιχευθηναι {VAR1: [και} {VAR2: και} ος εαν απολελυμενην γαμηση {VAR1: μοιχαται]} {VAR2: μοιχαται}
28052100ac	παλιν ηκουσατε οτι ερρεθη τοις αρχαιοις ουκ επιορκησεις αποδωσεις δε τω κυριω τους ορκους σου
2805220087	εγω δε λεγω υμιν μη ομοσαι ολως μητε εν τω ουρανω οτι θρονος εστιν του θεου
28052300c2	μητε εν τη γη οτι υποποδιον εστιν των ποδων αυτου μητε εις ιεροσολυμα οτι πολις εστιν του μεγαλου βασιλεως
2805240092	μητε εν τη κεφαλη σου ομοσης οτι ου δυνασαι μιαν τριχα λευκην ποιησαι η μελαιναν
280525008a	εστω δε ο λογος υμων ναι ναι ου ου το δε περισσον τουτων εκ του πονηρου εστιν
280526007b	ηκουσατε οτι ερρεθη οφθαλμον αντι οφθαλμου και οδοντα αντι οδοντος
28052700d3	εγω δε λεγω υμιν μη αντιστηναι τω πονηρω αλλ οστις σε ραπιζει εις την δεξιαν σιαγονα [σου] στρεψον αυτω και την αλλην
280528008e	και τω θελοντι σοι κριθηναι και τον χιτωνα σου λαβειν αφες αυτω και το ιματιον
2805290061	και οστις σε αγγαρευσει μιλιον εν υπαγε μετ αυτου δυο
28052a007b	τω αιτουντι σε δος και τον θελοντα απο σου δανισασθαι μη αποστραφης
28052b0087	ηκουσατε οτι ερρεθη αγαπησεις τον πλησιον σου και μισησεις τον εχθρον σου
28052c0097	εγω δε λεγω υμιν αγαπατε τους εχθρους υμων και προσευχεσθε υπερ των διωκοντων υμας
28052d0101	οπως γενησθε υιοι του πατρος υμων του εν ουρανοις οτι τον ηλιον αυτου ανατελλει επι πονηρους και αγαθους και βρεχει επι δικαιους και αδικους
28052e00a9	εαν γαρ αγαπησητε τους αγαπωντας υμας τινα μισθον εχετε ουχι και οι τελωναι το αυτο ποιουσιν
28052f00b6	και εαν ασπασησθε τους αδελφους υμων μονον τι περισσον ποιειτε ουχι και οι εθνικοι το αυτο ποιουσιν
2805300077	εσεσθε ουν υμεις τελειοι ως ο πατηρ υμων ο ουρανιος τελειος εστιν
2806010122	προσεχετε [δε] την δικαιοσυνην υμων μη ποιειν εμπροσθεν των ανθρωπων προς το θεαθηναι αυτοις ει δε μη γε μισθον ουκ εχετε παρα τω πατρι υμων τω εν τοις ουρανοις
2806020164	οταν ουν ποιης ελεημοσυνην μη σαλπισης εμπροσθεν σου ωσπερ οι υποκριται ποιουσιν εν ταις συναγωγαις και εν ταις ρυμαις οπως δοξασθωσιν υπο των ανθρωπων αμην λεγω υμιν απεχουσιν τον μισθον αυτων
2806030085	σου δε ποιουντος ελεημοσυνην μη γνωτω η αριστερα σου τι ποιει η δεξια σου
280604009c	οπως η σου η ελεημοσυνη εν τω κρυπτω και ο πατηρ σου ο βλεπων εν τω κρυπτω αποδωσει σοι
2806050177	και οταν προσευχησθε ουκ εσεσθε ως οι υποκριται οτι φιλουσιν εν ταις συναγωγαις και εν ταις γωνιαις των πλατειων εστωτες προσευχεσθαι οπως φανωσιν τοις ανθρωποις αμην λεγω υμιν απεχουσιν τον μισθον αυτων
2806060124	συ δε οταν προσευχη εισελθε εις το ταμειον σου και κλεισας την θυραν σου προσευξαι τω πατρι σου τω εν τω κρυπτω και ο πατηρ σου ο βλεπων εν τω κρυπτω αποδωσει σοι
28060700c6	προσευχομενοι δε μη βατταλογησητε ωσπερ οι εθνικοι δοκουσιν γαρ οτι εν τη πολυλογια αυτων εισακουσθησονται
28060800b8	μη ουν ομοιωθητε αυτοις οιδεν γαρ {VAR1: [ο θεος]} ο πατηρ υμων ων χρειαν εχετε προ του υμας αιτησαι αυτον
2806090093	ουτως ουν προσευχεσθε υμεις πατερ ημων ο εν τοις ουρανοις αγιασθητω το ονομα σου
28060a007d	ελθετω η βασιλεια σου γενηθητω το θελημα σου ως εν ουρανω και επι γης
28060b0053	τον αρτον ημων τον επιουσιον δος ημιν σημερον
28060c008a	και αφες ημιν τα οφειληματα ημων ως και ημεις αφηκαμεν τοις οφειλεταις ημων
28060d007d	και μη εισενεγκης ημας εις πειρασμον αλλα ρυσαι ημας απο του πονηρου
28060e00a3	εαν γαρ αφητε τοις ανθρωποις τα παραπτωματα αυτων αφησει και υμιν ο πατηρ υμων ο ουρανιος
28060f00ba	εαν δε μη αφητε τοις ανθρωποις {VAR1: [τα παραπτωματα αυτων]} ουδε ο πατηρ υμων αφησει τα παραπτωματα υμων
2806100139	οταν δε νηστευητε μη γινεσθε ως οι υποκριται σκυθρωποι αφανιζουσιν γαρ τα προσωπα αυτων οπως φανωσιν τοις ανθρωποις νηστευοντες αμην λεγω υμιν απεχουσιν τον μισθον αυτων
2806110075	συ δε νηστευων αλειψαι σου την κεφαλην και το προσωπον σου νιψαι
28061200e0	οπως μη φανης τοις ανθρωποις νηστευων αλλα τω πατρι σου τω εν τω κρυφαιω και ο πατηρ σου ο βλεπων εν τω κρυφαιω αποδωσει σοι
28061300d5	μη θησαυριζετε υμιν θησαυρους επι της γης οπου σης και βρωσις αφανιζει και οπου κλεπται διορυσσουσιν και κλεπτουσιν
28061400e4	θησαυριζετε δε υμιν θησαυρους εν ουρανω οπου ουτε σης ουτε βρωσις αφανιζει και οπου κλεπται ου διορυσσουσιν ουδε κλεπτουσιν
2806150080	οπου γαρ εστιν ο θησαυρος σου εκει εσται {VAR1: [και]} {VAR2: και} η καρδια σου
28061600b7	ο λυχνος του σωματος εστιν ο οφθαλμος εαν ουν η ο οφθαλμος σου απλους ολον το σωμα σου φωτεινον εσται
28061700d2	εαν δε ο οφθαλμος σου πονηρος η ολον το σωμα σου σκοτεινον εσται ει ουν το φως το εν σοι σκοτος εστιν το σκοτος ποσον
2806180130	ουδεις δυναται δυσιν κυριοις δουλευειν η γαρ τον ενα μισησει και τον ετερον αγαπησει η ενος ανθεξεται και του ετερου καταφρονησει ου δυνασθε θεω δουλευειν και μαμωνα
2806190125	δια τουτο λεγω υμιν μη μεριμνατε τη ψυχη υμων τι φαγητε [η τι πιητε] μηδε τω σωματι υμων τι ενδυσησθε ουχι η ψυχη πλειον εστιν της τροφης και το σωμα του ενδυματος
28061a013d	εμβλεψατε εις τα πετεινα του ουρανου οτι ου σπειρουσιν ουδε θεριζουσιν ουδε συναγουσιν εις αποθηκας και ο πατηρ υμων ο ουρανιος τρεφει αυτα ουχ υμεις μαλλον διαφερετε αυτων
28061b0088	τις δε εξ υμων μεριμνων δυναται προσθειναι επι την ηλικιαν αυτου πηχυν ενα
28061c00bd	και περι ενδυματος τι μεριμνατε καταμαθετε τα κρινα του αγρου πως αυξανουσιν ου κοπιωσιν ουδε νηθουσιν
28061d008a	λεγω δε υμιν οτι ουδε σολομων εν παση τη δοξη αυτου περιεβαλετο ως εν τουτων
28061e00f3	ει δε τον χορτον του αγρου σημερον οντα και αυριον εις κλιβανον βαλλομενον ο θεος ουτως αμφιεννυσιν ου πολλω μαλλον υμας ολιγοπιστοι
28061f007d	μη ουν μεριμνησητε λεγοντες τι φαγωμεν η τι πιωμεν η τι περιβαλωμεθα
28062000b0	παντα γαρ ταυτα τα εθνη επιζητουσιν οιδεν γαρ ο πατηρ υμων ο ουρανιος οτι χρηζετε τουτων απαντων
28062100c5	ζητειτε δε πρωτον την βασιλειαν {VAR2: [του θεου]} και την δικαιοσυνην αυτου και ταυτα παντα προστεθησεται υμιν
28062200ae	μη ουν μεριμνησητε εις την αυριον η γαρ αυριον μεριμνησει εαυτης αρκετον τη ημερα η κακια αυτης
280701002e	μη κρινετε ινα μη κριθητε
280702008e	εν ω γαρ κριματι κρινετε κριθησεσθε και εν ω μετρω μετρειτε μετρηθησεται υμιν
28070300b2	τι δε βλεπεις το καρφος το εν τω οφθαλμω του αδελφου σου την δε εν τω σω οφθαλμω δοκον ου κατανοεις
28070400b7	η πως ερεις τω αδελφω σου αφες εκβαλω το καρφος εκ του οφθαλμου σου και ιδου η δοκος εν τω οφθαλμω σου
28070500e2	υποκριτα εκβαλε πρωτον εκ του οφθαλμου σου την δοκον και τοτε διαβλεψεις εκβαλειν το καρφος εκ του οφθαλμου του αδελφου σου
2807060124	μη δωτε το αγιον τοις κυσιν μηδε βαλητε τους μαργαριτας υμων εμπροσθεν των χοιρων μηποτε καταπατησουσιν αυτους εν τοις ποσιν αυτων και στραφεντες ρηξωσιν υμας
